"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
209,4492,600,833,34,80,11,0
210,4493,620,800,45,67,11,0
211,4494,600,769,39,72,11,0
212,4495,600,667,37,55,11,0
213,4496,600,800,43,80,11,0
214,4497,650,800,49,73,11,0
215,4498,600,800,51,76,11,0
216,4499,600,714,37,70,11,0
217,4500,600,833,41,95,11,0
218,4501,620,800,50,76,11,0
219,4502,600,769,42,78,11,0
220,4503,630,690,23,34,11,0
221,4504,630,690,35,52,11,0
222,4505,630,690,41,61,11,0
223,4506,500,714,5,13,120,0
224,4507,500,667,6,16,120,0
225,4508,600,769,8,33,120,0
226,4509,600,769,16,34,120,0
227,4510,670,800,15,45,120,0
228,4511,650,714,15,45,120,0
229,4512,500,690,14,56,120,0
230,4513,500,833,28,73,120,0
231,4514,550,714,37,56,120,0
232,4515,500,667,20,61,120,0
233,4516,600,800,24,96,120,0
234,4517,600,769,37,76,120,0
235,4518,670,800,32,96,120,0
236,4519,650,714,29,86,120,0
237,4520,500,690,24,94,120,0
238,4521,500,833,44,116,120,0
239,4522,550,714,58,86,120,0
240,4523,500,667,32,96,120,0
241,4524,600,800,36,144,120,0
242,4525,600,769,56,117,120,0
243,4526,670,800,43,130,120,0
244,4527,650,714,38,115,120,0
245,4528,500,690,29,117,120,0
246,4529,500,833,50,133,120,0
247,4530,550,714,61,92,120,0
248,4531,550,769,9,13,120,0
249,4532,550,769,13,20,120,0
250,4533,550,769,16,24,120,0
251,4534,500,741,4,10,120,0
252,4535,600,769,9,19,13,0
253,4536,620,769,10,31,13,0
254,4537,600,769,24,41,13,0
255,4538,640,769,14,42,13,0
256,4539,620,769,27,57,13,0
257,4540,650,870,27,81,13,0
258,4541,610,769,41,76,13,0
259,4542,600,833,41,85,13,0
260,4543,620,870,34,102,13,0
261,4544,600,769,51,86,13,0
262,4545,660,800,38,114,13,0
263,4546,630,800,56,117,13,0
264,4547,650,870,48,145,13,0
265,4548,610,769,65,121,13,0
266,4549,600,833,66,138,13,0
267,4550,620,870,55,165,13,0
268,4551,600,769,72,120,13,0
269,4552,730,800,53,160,13,0
270,4553,680,800,71,147,13,0
271,4554,700,870,57,171,13,0
272,4555,650,769,73,136,13,0
273,4556,600,833,70,145,13,0
274,4557,600,800,36,66,13,0
275,4558,600,800,55,102,13,0
276,4559,600,800,65,120,13,0
277,4560,700,800,39,73,13,0
278,4561,700,800,61,113,13,0
279,4562,700,800,78,144,13,0
280,4563,500,769,12,20,13,0
281,4564,500,800,19,30,13,0
282,4565,500,769,19,39,13,0
283,4566,500,769,29,43,13,0
284,4567,500,800,36,60,13,0
285,4568,500,769,43,58,13,0
286,4569,500,800,49,73,13,0
287,4571,500,870,58,91,13,0
288,4570,500,833,53,83,13,0
289,4572,500,800,48,99,13,0
290,4573,500,769,61,92,13,0
291,4574,500,833,74,123,13,0
292,4575,500,769,76,103,13,0
293,4576,500,800,81,121,13,0
294,4577,500,833,88,138,13,0
295,4578,500,952,121,189,13,0
296,4579,500,769,74,155,13,0
297,4580,570,741,87,131,13,0
298,4581,500,870,104,174,13,0
299,4582,500,714,90,122,13,0
300,4583,600,800,96,144,13,0
301,4584,500,833,97,152,13,0
302,4585,500,741,36,56,13,0
303,4586,500,741,55,86,13,0
304,4587,500,741,65,101,13,0
305,4588,500,690,8,16,13,0
306,4589,500,714,11,26,13,0
307,4590,500,690,17,29,13,0
308,4591,500,714,20,38,13,0
309,4592,500,714,23,48,13,0
310,4593,500,714,30,50,13,0
311,4594,500,741,31,65,13,0
312,4595,600,741,41,68,13,0
313,4596,500,769,34,79,13,0
314,4597,500,690,39,65,13,0
315,4598,500,741,45,84,13,0
316,4599,500,769,49,102,13,0
317,4600,500,714,54,89,13,0
318,4601,500,741,52,109,13,0
319,4602,600,741,63,104,13,0
320,4603,500,769,55,128,13,0
321,4604,500,667,62,104,13,0
322,4605,650,714,62,115,13,0
323,4606,500,769,68,142,13,0
324,4607,500,690,69,115,13,0
325,4608,500,741,62,129,13,0
326,4609,570,741,67,112,13,0
327,4610,600,769,34,63,13,0
328,4611,600,769,52,97,13,0
329,4612,600,769,61,114,13,0
330,4613,500,769,10,16,13,0
331,4614,500,800,17,25,13,0
332,4615,500,769,16,33,13,0
333,4616,500,769,25,38,13,0
334,4617,500,769,27,49,13,0
335,4618,500,833,40,60,13,0
336,4619,500,800,46,62,13,0
337,4620,500,800,45,68,13,0
338,4621,500,909,57,85,13,0
339,4622,500,800,43,88,13,0
340,4623,500,769,54,81,13,0
341,4624,500,800,55,103,13,0
342,4625,500,833,72,108,13,0
343,4626,500,800,77,104,13,0
344,4627,500,800,75,113,13,0
345,4628,500,1000,112,168,13,0
346,4629,550,769,65,135,13,0
347,4630,500,741,77,115,13,0
348,4631,500,800,74,138,13,0
349,4632,500,909,102,153,13,0
350,4633,600,870,101,137,13,0
351,4634,500,833,91,136,13,0
352,4635,500,870,39,64,13,0
353,4636,500,870,62,103,13,0
354,4637,500,870,81,135,13,0
355,4638,500,833,8,15,13,0
356,8682,600,667,4,8,10,0
357,8998,700,588,0,0,11,0
358,8999,700,625,0,0,13,0
