"rownum","InfluenceMod","UpgradedMod","bool"
321,20125,20126,""
322,20126,20127,""
323,20127,24178,1
324,20128,20129,""
325,20129,20130,""
326,20130,24179,1
327,20131,24180,1
328,20132,20133,""
329,20133,24181,1
330,20134,24182,1
331,20135,20136,""
332,20136,24183,1
333,20137,20138,""
334,20138,24184,1
335,20139,20140,""
336,20140,24185,1
337,20141,20142,""
338,20142,24186,1
339,20143,20144,""
340,20144,24187,1
341,20145,20146,""
342,20146,20147,""
343,20147,24188,1
344,20148,20149,""
345,20149,24189,1
346,20150,20151,""
347,20151,24190,1
348,20152,24191,1
349,20153,24192,1
350,20154,24193,1
351,20155,24194,1
352,20156,20157,""
353,20157,24195,1
354,20159,20160,""
355,20160,24196,1
356,20161,20162,""
357,20162,24197,1
358,20163,20164,""
359,20164,24198,1
360,20165,20166,""
361,20166,24199,1
362,20167,20168,""
363,20168,24200,1
364,20169,20170,""
365,20170,24201,1
366,20387,24202,1
367,14055,24203,1
368,14056,24204,1
369,14057,24205,1
370,14058,24206,1
371,14059,24207,1
372,14060,24208,1
373,14061,24209,1
374,14062,14063,""
375,14063,14064,""
376,14064,24210,1
377,14065,14066,""
378,14066,14067,""
379,14067,24211,1
380,14068,14069,""
381,14069,14070,""
382,14070,24212,1
383,14071,14072,""
384,14072,14073,""
385,14073,24213,1
386,14074,14075,""
387,14075,24214,1
388,14076,14077,""
389,14077,24215,1
390,14078,14079,""
391,14079,14080,""
392,14080,24216,1
393,14081,14082,""
394,14082,14083,""
395,14083,24217,1
396,14084,14085,""
397,14085,14086,""
398,14086,24218,1
399,14087,14088,""
400,14088,14089,""
401,14089,24219,1
402,14090,24220,1
403,14091,24221,1
404,14092,24222,1
405,20029,24223,1
406,20030,24224,1
407,20031,20032,""
408,20032,24225,1
409,20035,20036,""
410,20036,24227,1
411,20037,20038,""
412,20038,24228,1
413,20039,20040,""
414,20040,20041,""
415,20041,24229,1
416,20042,20043,""
417,20043,20044,""
418,20044,24230,1
419,20045,20046,""
420,20046,20047,""
421,20047,24231,1
422,20048,20049,""
423,20049,24232,1
424,20050,24233,1
425,20051,24234,1
426,20052,24235,1
427,20053,20054,""
428,20054,24236,1
429,20058,20059,""
430,20059,24237,1
431,20060,20061,""
432,20061,24238,1
433,20062,20063,""
434,20063,24239,1
435,20066,24240,1
436,20067,24241,1
437,20068,24242,1
438,20069,20070,""
439,20070,24243,1
440,20071,20072,""
441,20072,24244,1
442,20073,24245,1
443,20074,20075,""
444,20075,20076,""
445,20076,24246,1
446,20077,20078,""
447,20078,20079,""
448,20079,24247,1
449,20080,20081,""
450,20081,24248,1
451,20082,20083,""
452,20083,24249,1
453,20084,24250,1
454,20085,24251,1
455,20086,20087,""
456,20087,24252,1
457,20088,20089,""
458,20089,24253,1
459,20090,20091,""
460,20091,20092,""
461,20092,24254,1
462,20093,24255,1
463,20094,20095,""
464,20095,24256,1
465,20096,20097,""
466,20097,24257,1
467,20098,20099,""
468,20099,24258,1
469,20255,20256,""
470,20256,24040,1
471,14113,24146,1
472,24017,24017,1
473,24018,24018,1
474,24019,24019,1
475,24020,24020,1
476,24021,24021,1
477,24022,24022,1
478,24023,24023,1
479,24024,24024,1
480,24025,24025,1
481,24026,24026,1
482,24027,24027,1
483,24028,24028,1
484,24029,24029,1
485,24030,24030,1
486,24031,24031,1
487,24032,24032,1
488,24033,24033,1
489,24034,24034,1
490,24035,24035,1
491,24036,24036,1
492,24037,24037,1
493,24038,24038,1
494,24041,24041,1
495,24042,24042,1
496,24043,24043,1
497,24044,24044,1
498,24045,24045,1
499,24046,24046,1
500,24047,24047,1
501,24048,24048,1
502,24049,24049,1
503,24050,24050,1
504,24051,24051,1
505,24052,24052,1
506,24053,24053,1
507,24054,24054,1
508,24055,24055,1
509,24056,24056,1
510,24057,24057,1
511,24058,24058,1
512,24059,24059,1
513,24060,24060,1
514,24061,24061,1
515,24062,24062,1
516,24063,24063,1
517,24064,24064,1
518,24065,24065,1
519,24067,24067,1
520,24068,24068,1
521,24069,24069,1
522,24070,24070,1
523,24071,24071,1
524,24072,24072,1
525,24073,24073,1
526,24074,24074,1
527,24075,24075,1
528,24076,24076,1
529,24078,24078,1
530,24079,24079,1
531,24080,24080,1
532,24081,24081,1
533,24082,24082,1
534,24083,24083,1
535,24084,24084,1
536,24085,24085,1
537,24086,24086,1
538,24087,24087,1
539,24088,24088,1
540,24089,24089,1
541,24090,24090,1
542,24091,24091,1
543,24092,24092,1
544,24093,24093,1
545,24094,24094,1
546,24095,24095,1
547,24096,24096,1
548,24097,24097,1
549,24098,24098,1
550,24099,24099,1
551,24101,24101,1
552,24102,24102,1
553,24103,24103,1
554,24104,24104,1
555,24105,24105,1
556,24106,24106,1
557,24107,24107,1
558,24108,24108,1
559,24109,24109,1
560,24110,24110,1
561,24111,24111,1
562,24112,24112,1
563,24113,24113,1
564,24114,24114,1
565,24115,24115,1
566,24116,24116,1
567,24117,24117,1
568,24118,24118,1
569,24119,24119,1
570,24120,24120,1
571,24121,24121,1
572,24122,24122,1
573,24124,24124,1
574,24125,24125,1
575,24126,24126,1
576,24127,24127,1
577,24128,24128,1
578,24129,24129,1
579,24130,24130,1
580,24131,24131,1
581,24132,24132,1
582,24133,24133,1
583,24134,24134,1
584,24135,24135,1
585,24136,24136,1
586,24137,24137,1
587,24138,24138,1
588,24139,24139,1
589,24140,24140,1
590,24141,24141,1
591,24142,24142,1
592,24143,24143,1
593,24144,24144,1
594,24145,24145,1
595,24148,24148,1
596,24149,24149,1
597,24150,24150,1
598,24151,24151,1
599,24152,24152,1
600,24153,24153,1
601,24154,24154,1
602,24155,24155,1
603,24156,24156,1
604,24157,24157,1
605,24158,24158,1
606,24159,24159,1
607,24160,24160,1
608,24161,24161,1
609,24162,24162,1
610,24163,24163,1
611,24164,24164,1
612,24165,24165,1
613,24166,24166,1
614,24168,24168,1
615,24169,24169,1
616,24170,24170,1
617,24171,24171,1
618,24172,24172,1
619,24173,24173,1
620,24174,24174,1
621,24175,24175,1
622,24176,24176,1
623,24177,24177,1
624,24178,24178,1
625,24179,24179,1
626,24180,24180,1
627,24181,24181,1
628,24182,24182,1
629,24183,24183,1
630,24184,24184,1
631,24185,24185,1
632,24186,24186,1
633,24187,24187,1
634,24188,24188,1
635,24189,24189,1
636,24190,24190,1
637,24191,24191,1
638,24192,24192,1
639,24193,24193,1
640,24194,24194,1
641,24195,24195,1
642,24196,24196,1
643,24197,24197,1
644,24198,24198,1
645,24199,24199,1
646,24200,24200,1
647,24201,24201,1
648,24202,24202,1
649,24203,24203,1
650,24204,24204,1
651,24205,24205,1
652,24206,24206,1
653,24207,24207,1
654,24208,24208,1
655,24209,24209,1
656,24210,24210,1
657,24211,24211,1
658,24212,24212,1
659,24213,24213,1
660,24214,24214,1
661,24215,24215,1
662,24216,24216,1
663,24217,24217,1
664,24218,24218,1
665,24219,24219,1
666,24220,24220,1
667,24221,24221,1
668,24222,24222,1
669,24223,24223,1
670,24224,24224,1
671,24225,24225,1
672,24227,24227,1
673,24228,24228,1
674,24229,24229,1
675,24230,24230,1
676,24231,24231,1
677,24232,24232,1
678,24233,24233,1
679,24234,24234,1
680,24235,24235,1
681,24236,24236,1
682,24237,24237,1
683,24238,24238,1
684,24239,24239,1
685,24240,24240,1
686,24241,24241,1
687,24242,24242,1
688,24243,24243,1
689,24244,24244,1
690,24245,24245,1
691,24246,24246,1
692,24247,24247,1
693,24248,24248,1
694,24249,24249,1
695,24250,24250,1
696,24251,24251,1
697,24252,24252,1
698,24253,24253,1
699,24254,24254,1
700,24255,24255,1
701,24256,24256,1
702,24257,24257,1
703,24258,24258,1
704,24040,24040,1
705,24146,24146,1
706,20219,20221,""
707,20221,24123,1
708,20033,20034,""
709,20034,24226,1
710,20102,20103,""
711,20103,24167,1
712,20173,20174,""
713,20174,24100,1
