"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid"
27,"Metadata/Pet/Weta/Blood",3919,58150,-1362539025,8,"","",[1],63
28,"Metadata/Pet/Kiwi/Albino",3925,27785,495546624,8,"","",[1],27
29,"Metadata/Pet/BabyRhoa/babyrhoa",3926,26930,-1705315480,8,"","",[1],89
30,"Metadata/Pet/BabyRhoa/babyrhoa_attach1",3927,17929,55199043,8,"","",[1],89
31,"Metadata/Pet/BabyRhoa/babyrhoa_attach2",3928,25177,-1157441189,8,"","",[1],89
32,"Metadata/Pet/BabyRhoa/babyrhoa_attach3",3929,14091,-1647793469,8,"","",[1],89
33,"Metadata/Pet/BabyRhoaFlying/babyrhoaflying",3930,27061,-1667107564,9,"","",[1],89
34,"Metadata/Pet/Ferret/Ferret",3931,23993,-1027825915,8,"","",[1],86
35,"Metadata/Pet/Cat/Black",3932,45791,424651664,8,"","",[1],60
36,"Metadata/Pet/DemonHand/Basic",3933,44454,-915315497,8,"","",[1],38
37,"Metadata/Pet/Fox/infernal_fox/Infernal",3934,28741,-177240790,9,"","",[1],75
38,"Metadata/Pet/Bat/Vampire_Bat/Lightning",3935,63077,1760403080,8,"","",[1],82
39,"Metadata/Pet/Garena/Garena",3936,21065,1776958371,8,"","",[1],86
40,"Metadata/Pet/BellLizard/BellLizard",3937,38215,-1052814216,8,"","",[1],86
41,"Metadata/Pet/Lion/Demon/DemonLion",3938,61331,2043582045,11,"","",[1],86
42,"Metadata/Pet/Lion/Gem/GemLion",3939,51436,92786027,11,"","",[1],86
43,"Metadata/Pet/Cobra/Cobra",3940,37676,2142825620,8,"","",[1],86
44,"Metadata/Pet/Cockroach/Cockroach",3941,61480,-184875821,8,"","",[1],86
45,"Metadata/Pet/FormosanBear/FormosanBear",3942,51230,-33606175,10,"","",[1],86
46,"Metadata/Pet/SpiderLizard/SpiderLizard",3943,179,1059602331,8,"","",[1],86
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",3944,32372,2015692369,8,"","",[1],86
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",3945,37890,1447674443,8,"","",[1],86
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",3946,236,-1925083731,8,"","",[1],86
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",3947,32726,107313587,8,"","",[1],86
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",3948,38988,-170234474,8,"","",[1],86
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",3949,35988,561753583,8,"","",[1],86
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",3950,52732,1611509233,8,"","",[1],86
54,"Metadata/Pet/Spider/spider",3951,55525,-1498775985,8,"","",[1],86
55,"Metadata/Pet/FormosanDeer/FormosanDeer",3952,24612,-519143126,10,"","",[1],86
56,"Metadata/Pet/FlySwarm/FlySwarm",3953,21094,323895592,10,"","",[1],86
57,"Metadata/Pet/DropBear/DropBear",3956,53741,-1624813878,9,"","",[1],86
58,"Metadata/Pet/BloodWorm/BloodWorm",3957,22385,250173848,8,"","",[1],63
59,"Metadata/Pet/Rat_Black/Rat_Black",3958,12421,1561226635,8,"","",[1],94
60,"Metadata/Pet/RollingHead/RollingHead",3959,39587,525305324,8,"","",[1],86
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",3954,54607,-1460765279,9,"","",[1],58
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",3955,45808,65843484,9,"","",[1],86
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",3960,61684,736025386,10,"","",[1],86
64,"Metadata/Pet/Chicken/Chicken",3961,56633,-52944415,8,"","",[1],86
65,"Metadata/Pet/WildTurkey/WildTurkey",3962,35129,-894811245,9,"","",[1],86
66,"Metadata/Pet/Hedgehog/Hedgehog",3963,33648,-9012218,8,"","",[1],86
67,"Metadata/Pet/Lemur/Lemur",3964,35010,-128290664,8,"","",[1],86
68,"Metadata/Pet/PeacockMale/PeacockMale",3965,9926,466304269,10,"","",[1],86
69,"Metadata/Pet/PeacockFemale/PeacockFemale",3966,33779,-1989866858,9,"","",[1],86
70,"Metadata/Pet/Pukeko/Pukeko",3967,42772,-910397784,8,"","",[1],86
71,"Metadata/Pet/RockElemental/RockElemental",3968,4109,264118195,8,"","",[1],86
72,"Metadata/Pet/DesertTortoise/DesertTortoise",3969,30319,1227767617,8,"","",[1],86
73,"Metadata/Pet/Koala/KoalaBear",3970,1954,-1443058082,9,"","",[1],86
74,"Metadata/Pet/Basilisk/LargeInfernal",3971,41489,1345778215,10,"","",[1],75
75,"Metadata/Pet/BabyElephant/BabyElephant",3972,59563,-587385770,10,"","",[1],86
76,"Metadata/Pet/Wallaby/Wallaby",3973,49218,1542167465,9,"","",[1],86
77,"Metadata/Pet/Merveil/Merveil",3974,13339,-1648186919,8,"","",[2],86
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",3975,11282,-2006539148,9,"","",[1],8
79,"Metadata/Pet/Centipede/Centipede",3976,44298,571772702,8,"","",[1],86
80,"Metadata/Pet/Parasite/Parasite",3977,33592,-1166395070,8,"","",[1],86
81,"Metadata/Pet/Wolf/Wolf",3978,4978,1417889777,10,"","",[1],86
82,"Metadata/Pet/GargoyleStone/GargoyleStone",3979,12813,-59322757,8,"","",[1],9
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",3980,23066,1034053560,9,"","",[1],9
84,"Metadata/Pet/GargoyleGold/GargoyleGold",3981,55450,644677366,11,"","",[1],9
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",3982,62877,-1416602099,12,1,"",[1],9
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",3983,18325,-1646011786,12,"",1,[1],9
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",3984,16648,144263569,12,1,"",[1],9
88,"Metadata/Pet/BladeSentry/BladeSentry",3985,57610,-1987090299,9,"","",[1],9
89,"Metadata/Pet/WhiteTiger/WhiteTiger",3986,9254,-74981471,11,"","",[1],86
90,"Metadata/Pet/Parrot/BrazilianParrot",3987,11327,1611287605,8,"","",[1],62
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",3988,38441,-1622668959,8,"","",[1],23
92,"Metadata/Pet/Rabbit/Rabbit",3990,18298,1273957525,8,"","",[1],86
93,"Metadata/Pet/Beetle/Beetle",3989,62953,740153844,8,"","",[1],86
94,"Metadata/Pet/HeiTiki/Spawner",3991,1422,2132179608,8,"","",[1],78
95,"Metadata/Pet/GraspingHands/Spawner",3992,18807,505370472,8,"","",[1],86
96,"Metadata/Pet/GamepediaBook/GamepediaBook",3993,46209,-1774378308,8,"","",[1],86
97,"Metadata/Pet/Frog/PurpleCrown",3994,2373,-487986260,8,"","",[1],97
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",3995,37899,-2133781286,8,"","",[1],82
99,"Metadata/Pet/Tiger/Tiger",3996,42732,1136125275,8,1,"",[1],86
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",3997,29213,392127810,8,"","",[1],97
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",3998,43611,-648711410,8,1,"",[1],86
102,"Metadata/Pet/WhiteWolf/WhiteWolf",3999,27891,39284388,10,"","",[1],8
103,"Metadata/Pet/Cat/Orange",4000,39785,-944546598,8,"","",[1],86
104,"Metadata/Pet/Devourling/Spawner",4001,37136,2035542083,8,"","",[1],86
105,"Metadata/Pet/Taotie/Taotie",4002,53912,842260651,8,"","",[1],86
106,"Metadata/Pet/TaowuPet/Taowu",4003,44003,249537852,12,"","",[1],86
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4004,41426,-1495464177,8,"","",[1],96
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4005,15396,-917768849,8,"","",[1],113
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4006,22446,1606158354,8,"","",[1],66
110,"Metadata/Pet/Crow/Crow",4007,15557,1089633335,8,"","",[1],113
111,"Metadata/Pet/Dove/Dove",4008,23068,-714240143,8,"","",[1],96
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4009,959,769994330,8,1,"",[1],93
113,"Metadata/Pet/Frog/Fire",4010,36691,-1409932123,8,"","",[1],52
114,"Metadata/Pet/Frog/Ice",4011,51649,1374853171,8,"","",[1],73
115,"Metadata/Pet/Hundun/Hundun",4012,39330,-95984667,8,"","",[1],86
116,"Metadata/Pet/Cat/Julio",4013,16366,35405298,8,"","",[1],86
117,"Metadata/Pet/Qiongqi/Qiongqi",4014,31382,418931310,12,"","",[1],86
118,"Metadata/Pet/Tiger/IceTiger",4015,39297,-1567540464,8,"","",[1],73
119,"Metadata/Pet/Lion/Fire",4016,46948,-1215889181,8,"","",[1],52
120,"Metadata/Pet/Eyeball/Eyeball1",4017,50864,2124331054,8,"","",[1],86
121,"Metadata/Pet/Eyeball/Eyeball2",4018,40496,-575847523,8,"","",[1],86
122,"Metadata/Pet/Eyeball/Eyeball3",4019,8802,2016893525,8,"","",[1],86
123,"Metadata/Pet/Eyeball/Eyeball4",4020,9908,-343880396,8,"","",[1],86
124,"Metadata/Pet/Eyeball/Eyeball5",4021,46914,659656723,8,"","",[1],86
125,"Metadata/Pet/HellionCub/HellionCub",4022,32804,1176946178,8,"","",[1],14
126,"Metadata/Pet/Cat/Celestial",4023,11232,2025345880,8,"","",[1],22
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4024,56837,693630802,8,"","",[1],3
128,"Metadata/Pet/Harpy/Harpy",4025,12782,-2070104718,8,"","",[1],14
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4026,51064,-1546623832,8,"","",[1],104
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4027,27467,1653082563,8,"","",[1],104
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4028,788,-1966765615,8,"","",[1],104
132,"Metadata/Pet/Cherub/Sin",4029,31710,-619798320,8,"","",[1],104
133,"Metadata/Pet/Cherub/Innocence",4030,2666,-834812841,8,"","",[1],104
134,"Metadata/Pet/Beast/Beast",4031,61624,-306701056,8,"","",[1],3
135,"Metadata/Pet/Goatman/Goatman",4032,18005,1412436581,8,"","",[2],3
136,"Metadata/Pet/Monkey/Monkey",4033,16394,-967473569,8,"","",[1],3
137,"Metadata/Pet/Raptor/Raptor",4034,33935,-508467906,8,"","",[1],4
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4035,22427,-731610113,8,"","",[1],4
139,"Metadata/Pet/Copter/Copter",4036,16464,1729046367,8,"","",[1],4
140,"Metadata/Pet/Scorpion/Machine",4037,59390,-123396261,8,"","",[1],4
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4038,33690,486252385,8,"","",[1],3
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4039,39119,-83270714,8,"","",[1],3
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4040,39562,1520549931,8,"","",[1],3
144,"Metadata/Pet/Lion/Gold",4041,10237,-1599502508,8,"","",[1],90
145,"Metadata/Pet/Raven/BloodGuard",4043,25852,1125853159,8,"","",[1],90
146,"Metadata/Pet/Eagle/FaithGuard",4044,4458,-1046818576,8,"","",[1],90
147,"Metadata/Pet/Raven/Oriath",4045,4468,26153211,8,"","",[1],90
148,"Metadata/Pet/Pigeon/Dark",4047,33552,-1113702770,8,"","",[1],90
149,"Metadata/Pet/Pigeon/Light",4046,45470,1738135047,8,"","",[1],90
150,"Metadata/Pet/BallTrio/Fire",4048,29403,652760115,8,"","",[1],52
151,"Metadata/Pet/BallTrio/Cold",4049,52693,-1181911976,8,"","",[1],73
152,"Metadata/Pet/BallTrio/Lightning",4050,43310,-1749008658,8,"","",[1],82
153,"Metadata/Pet/Hound/BloodGuard",4042,38041,1258872721,8,"","",[1],90
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4051,59561,-503576235,8,"","",[1],37
155,"Metadata/Pet/Canary/Canary",4052,44741,-704939202,8,"","",[1],37
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4053,194,-2004383675,8,"","",[2],64
157,"Metadata/Pet/Football/Football",4054,14839,1185185619,8,"","",[1],86
158,"Metadata/Pet/Dragon/Dragon",4055,54673,1039853675,15,1,"",[1],40
159,"Metadata/Pet/Dragon/DragonPremium",4056,64290,879152964,15,"",1,[1],40
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4057,62840,1511829348,15,1,"",[1],40
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4058,80,1186416359,8,"","",[1],51
162,"Metadata/Pet/Taniwha/Taniwha",4059,38520,1373816730,8,"","",[1],51
163,"Metadata/Pet/CorsairPet/CorsairPet",4060,53120,590015658,8,"","",[1],51
164,"Metadata/Pet/Mystic/Spawner",4061,42154,-938054468,8,"","",[1],51
165,"Metadata/Pet/MadcapHare/MadcapHare",4062,8258,-787156650,8,"","",[1],59
166,"Metadata/Pet/MadcapToad/MadcapToad",4063,23160,2111973274,8,"","",[1],59
167,"Metadata/Pet/Dragonfly/Dragonfly",4064,12676,1222801766,8,"","",[1],59
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4065,2131,-61082616,8,"","",[1],59
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4066,60281,-1922472432,8,"","",[1],109
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4067,14520,497952022,8,"","",[1],40
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4068,30652,-2000945401,8,"","",[1],3
172,"Metadata/Pet/IceDragon/IceDragon",4069,63368,130347084,15,1,"",[1],8
173,"Metadata/Pet/IceDragon/IceDragonPremium",4070,27478,1247748361,15,"",1,[1],8
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4071,33684,777235911,15,1,"",[1],8
175,"Metadata/Pet/Viper/Viper",4072,31197,120815342,15,"","",[1],118
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4073,35180,533108394,12,1,"",[1],75
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4074,12740,-952502531,12,"",1,[1],22
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4075,11626,1527543398,12,1,"",[1],22
179,"Metadata/Pet/CruciblePet/CruciblePet",4076,36326,-1654583161,8,"","",[1],35
180,"Metadata/Pet/CultDarkness/CultDarkness",4077,49679,89311069,8,1,"",[1],80
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4078,58024,-1405071640,12,"","",[1],56
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4079,59262,542164782,8,"","",[1],56
183,"Metadata/Pet/WildPanther/WildPanther",4080,23886,575635201,8,"","",[1],56
184,"Metadata/Pet/WildScorpion/WildScorpion",4081,1722,1975481093,8,"","",[1],56
185,"Metadata/Pet/Plated/Plated",4082,8952,864162170,8,"","",[1],120
186,"Metadata/Pet/WaterElemental/WaterElemental",4083,13003,-898107204,8,"","",[1],44
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4084,6191,-1309234727,8,"","",[1],19
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4085,39940,722581269,12,"","",[1],20
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4086,61010,918280425,8,"","",[1],20
190,"Metadata/Pet/CircusTroll/CircusTroll",4087,31034,-836651237,12,"","",[1],20
191,"Metadata/Pet/JugglingPins/Spawner",4088,8765,-579731636,8,"","",[1],20
192,"Metadata/Pet/Sentinel/Sentinel",4089,63249,563009183,8,"","",[1],17
193,"Metadata/Pet/Chiyou/Chiyou",4090,14700,-315435938,12,1,"",[1],25
194,"Metadata/Pet/Chiyou/ChiyouPremium",4091,56810,-244437884,12,"",1,[1],25
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4092,8102,-2140692543,12,1,"",[1],25
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4093,65022,1004586526,10,"","",[1],69
197,"Metadata/Pet/DemonicMoth/DemonicMoth",4094,52671,-1791993713,8,"","",[1],38
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4095,17187,1018134412,8,"","",[1],38
199,"Metadata/Pet/Cat/Halloween",4096,33316,-1614996071,8,"","",[1],38
200,"Metadata/Pet/BlackDragon/BlackDragon",4097,32429,-1729960369,15,1,"",[1],94
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",4098,3333,-1180191582,15,"",1,[1],94
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4099,6130,664285290,15,1,"",[1],94
203,"Metadata/Pet/WhiteDragon/WhiteDragon",4100,18483,-1735208799,15,1,"",[1],94
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4101,2820,1203915974,15,"",1,[1],94
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4102,607,-162532336,15,1,"",[1],94
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4103,24464,1225987715,15,"","",[1],94
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4104,854,-1810786489,15,"",1,[1],94
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4105,64454,1270526076,15,"","",[1],94
209,"Metadata/Pet/Rat_White/Rat_White",4106,28161,-1596010785,8,"","",[1],94
210,"Metadata/Pet/Cat/EmpyreanCat",4108,60665,-133622544,8,1,"",[1],108
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4109,14105,-182074820,8,"",1,[1],108
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4110,46109,334407667,8,1,"",[1],108
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4107,15166,-1562076710,8,"","",[1],50
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4111,41100,419215472,8,"","",[1],36
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4112,36647,-445552042,8,"","",[1],111
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4113,45132,-1645335134,8,"","",[1],111
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4114,9065,-112731602,8,"","",[2],111
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4115,17946,-184175841,8,"","",[1],111
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4116,20736,858743343,8,"","",[1],106
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4117,23154,104684623,8,"","",[1],106
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4118,60425,-1919393391,8,"","",[1],106
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4119,36765,-1226819203,8,"","",[1],106
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4120,62779,-168165183,8,"","",[1],106
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4121,29035,-648894407,8,"","",[1],60
225,"Metadata/Pet/VoidSmall/VoidSmall",4122,27735,-2013664338,8,"","",[1],43
226,"Metadata/Pet/VoidLarge/VoidLarge",4123,29192,97679322,8,"","",[1],43
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4124,8688,2131189495,8,"","",[1],113
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4125,19875,-563506230,10,"","",[1],2
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4126,46192,-967347673,8,"","",[1],2
230,"Metadata/Pet/StygianSteed/HellSteedPet",4127,7136,1856533832,10,"","",[1],2
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4128,48929,225292876,8,"","",[1],2
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4129,50002,140167944,8,"","",[1],59
233,"Metadata/Pet/NecroticTiger/NecroticTiger",4130,55804,694415519,8,"","",[1],88
234,"Metadata/Pet/StygianSteed/StygianSteedPet",4131,29616,-890128063,11,"","",[1],107
235,"Metadata/Pet/TencentGirl/TencentGirl01",4132,33296,-1124516119,10,1,"",[2],86
236,"Metadata/Pet/TencentGirl/TencentGirl02",4133,8933,-48504834,10,"",1,[2],86
237,"Metadata/Pet/TencentGirl/TencentGirl03",4134,21916,-677871100,10,1,"",[2],86
238,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4135,8623,1459779245,8,"",1,[2],86
239,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4136,29667,-247954725,8,1,"",[2],86
240,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4137,31950,1730485227,10,"","",[1],22
241,"Metadata/Pet/Corgi/Corgi",4138,59392,1854113411,8,"","",[1],3
242,"Metadata/Pet/PomeranianDog/PomeranianDog",4139,41185,-232041782,8,"","",[1],3
243,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4140,8889,-486293062,8,"","",[1],3
244,"Metadata/Pet/Cat/TabbyCatPet",4141,28176,1406221761,8,"","",[1],3
245,"Metadata/Pet/Cat/AmberCatPet",4142,2561,904478696,8,"","",[1],3
246,"Metadata/Pet/Cat/CinnamonCatPet",4143,6729,-2110744455,8,"","",[1],3
247,"Metadata/Pet/GoddessPet/GoddessPet",4144,5244,1273520020,8,1,"",[1],61
248,"Metadata/Pet/GoddessPet/GoddessPetPremium",4145,45927,151108198,12,"",1,[1],61
249,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",4146,29780,-2027490446,12,1,"",[1],61
250,"Metadata/Pet/Cat/HeistCalicoCatPet",4147,25867,1227500577,8,"","",[1],70
251,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",4148,51775,-474207869,8,"","",[1],112
252,"Metadata/Pet/Wolf/SunriseWolf",4149,975,2037938871,10,"","",[1],112
253,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",4150,64490,-65730561,8,"","",[1],112
254,"Metadata/Pet/Dragon/TwilightNightfallDragon",4151,60826,-938596972,15,1,"",[1],112
255,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",4152,35405,-1577702469,15,"",1,[1],112
256,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",4153,60414,1989254511,15,1,"",[1],112
257,"Metadata/Pet/Duck/Mallard",4154,5615,-282002721,8,"","",[1],3
258,"Metadata/Pet/Duck/ParadiseMale",4155,40886,-641120641,8,"","",[1],3
259,"Metadata/Pet/Duck/ParadiseFemale",4156,64300,1633983048,8,"","",[1],3
260,"Metadata/Pet/DancingSkeleton/DancingSkeleton",4157,41078,-125937656,8,"","",[2],65
261,"Metadata/Pet/SurvivorHound/SurvivorHound",4158,28731,1436296615,8,"","",[1],3
262,"Metadata/Pet/SurvivorHound/SurvivorPackHound",4159,62413,1031392948,8,"","",[1],3
263,"Metadata/Pet/FreyaCompanion/Freya",4160,29408,384787471,10,1,"",[2],60
264,"Metadata/Pet/FreyaCompanion/FreyaPremium",4161,49503,222415902,10,"",1,[2],60
265,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",4162,50810,516085944,10,1,"",[2],60
266,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",4163,42690,1464725903,10,"",1,[2],60
267,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",4164,1000,1806592070,10,1,"",[2],60
268,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",4165,33967,-1453707787,8,"","",[1],8
269,"Metadata/Pet/MiserySmall/MiserySmall",4166,31497,467099870,8,"","",[1],119
270,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",4167,64634,1486464227,8,"","",[1],119
271,"Metadata/Pet/Cockroach/CockroachWarlord",4168,59717,453308993,8,"","",[1],119
272,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",4169,62568,1654167280,10,"","",[2],119
273,"Metadata/Pet/Rabbit/TintOrangeRabbit",4170,1149,378409715,8,"","",[1],3
274,"Metadata/Pet/Rabbit/BlackWhiteRabbit",4171,7044,330041384,8,"","",[1],3
275,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",4172,40686,890022882,8,"","",[1],3
276,"Metadata/Pet/RenegadeImp/RenegadeImp",4173,63003,-1799134504,8,"","",[1],99
277,"Metadata/Pet/GraspingHands/BreachSpawner",4174,49520,846852873,8,"","",[1],30
278,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",4175,18032,-1743724960,8,"","",[1],30
279,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",4176,44417,-884709691,12,1,"",[1],112
280,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",4177,47043,-449555721,14,"",1,[1],112
281,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",4178,52177,1174769108,14,1,"",[1],112
282,"Metadata/Pet/VaalToucan/VaalToucan",4179,47609,589404888,8,"","",[1],114
283,"Metadata/Pet/LightBringerCat/LightbringerCat",4180,48123,-1828771580,8,"","",[1],5
284,"Metadata/Pet/GryffonPets/LightBringerGryffon",4181,30924,-1233662277,10,"","",[1],5
285,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",4182,41330,-1586429949,8,"","",[1],5
286,"Metadata/Pet/GryffonPets/DarkShardGryffon",4183,44614,852204685,10,"","",[1],5
