"rownum","Mod","TiersWhitelist","TransformAchievement","CorrectGroups"
177,24831,[4],"",[]
178,24832,[2],"",[]
179,24833,[3],"",[]
180,24834,[4],"",[]
181,24835,[2],"",[]
182,24836,[3],"",[]
183,24837,[4],"",[]
184,24838,[2],"",[]
185,24839,[3],"",[]
186,24840,[4],"",[]
187,24841,[2],"",[]
188,24842,[3],"",[]
189,24843,[4],"",[]
190,24844,[1],"",[]
191,24845,[2],"",[]
192,24846,[3],"",[]
193,24847,[4],"",[]
194,24848,[2],"",[]
195,24849,[3],"",[]
196,24850,[4],"",[]
197,24851,[2],"",[]
198,24852,[3],"",[]
199,24853,[4],"",[]
200,24854,[2],"",[]
201,24855,[3],"",[]
202,24856,[4],"",[]
203,24857,[2],"",[]
204,24858,[3],"",[]
205,24859,[4],"",[]
206,24860,[1],"",[]
207,24861,[2],"",[]
208,24862,[3],"",[]
209,24863,[4],"",[]
210,24864,[1],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage""]"
211,24865,[2],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage""]"
212,24866,[3],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage""]"
213,24867,[4],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage""]"
214,24868,[1],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
215,24869,[2],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
216,24870,[3],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
217,24871,[4],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
218,24872,[1],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
219,24873,[2],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
220,24874,[3],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
221,24875,[4],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
222,24876,[1],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage""]"
223,24877,[2],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage""]"
224,24878,[3],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage""]"
225,24879,[4],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage""]"
226,24880,[1],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
227,24881,[2],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
228,24882,[3],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
229,24883,[4],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
230,24884,[1],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
231,24885,[2],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
232,24886,[3],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
233,24887,[4],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
234,24888,[1],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage""]"
235,24889,[2],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage""]"
236,24890,[3],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage""]"
237,24891,[4],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage""]"
238,24892,[1],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
239,24893,[2],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
240,24894,[3],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
241,24895,[4],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
242,24896,[1],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
243,24897,[2],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
244,24898,[3],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
245,24899,[4],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
246,24900,[1],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
247,24901,[2],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
248,24902,[3],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
249,24903,[4],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
250,24904,[1],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
251,24905,[2],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
252,24906,[3],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
253,24907,[4],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
254,24908,[1],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
255,24909,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
256,24910,[3],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
257,24911,[4],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
258,24912,[1],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
259,24913,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
260,24914,[3],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
261,24915,[4],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
262,24916,[1],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
263,24917,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
264,24918,[3],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
265,24919,[4],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
266,24920,[1],"",[]
267,24921,[2],"",[]
268,24922,[3],"",[]
269,24923,[4],"",[]
270,24924,[1],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage""]"
271,24925,[2],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage""]"
272,24926,[3],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage""]"
273,24927,[4],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage""]"
274,24928,[1],"","[""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
275,24929,[2],"","[""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
276,24930,[3],"","[""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
277,24931,[4],"","[""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
278,24932,[1],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage""]"
279,24933,[2],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage""]"
280,24934,[3],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage""]"
281,24935,[4],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage""]"
282,24936,[1],"","[""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
283,24937,[2],"","[""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
284,24938,[3],"","[""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
285,24939,[4],"","[""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
286,24940,[1],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage""]"
287,24941,[2],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage""]"
288,24942,[3],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage""]"
289,24943,[4],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage""]"
290,24944,[1],"","[""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
291,24945,[2],"","[""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
292,24946,[3],"","[""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
293,24947,[4],"","[""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
294,24948,[1],"","[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
295,24949,[2],"","[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
296,24950,[3],"","[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
297,24951,[4],"","[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
298,24952,[1],"","[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
299,24953,[2],"","[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
300,24954,[3],"","[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
301,24955,[4],"","[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
302,24956,[1],"","[""IncreaseSocketedGemLevel""]"
303,24957,[1],"","[""IncreaseSocketedGemLevel""]"
304,24958,[2],"","[""IncreaseSocketedGemLevel""]"
305,24959,[2],"","[""IncreaseSocketedGemLevel""]"
306,24960,[3],"","[""IncreaseSocketedGemLevel""]"
307,24961,[4],"","[""IncreaseSocketedGemLevel""]"
308,24962,[1],"","[""IncreaseSocketedGemLevel""]"
309,24963,[1],"","[""IncreaseSocketedGemLevel""]"
310,24964,[2],"","[""IncreaseSocketedGemLevel""]"
311,24965,[2],"","[""IncreaseSocketedGemLevel""]"
312,24966,[3],"","[""IncreaseSocketedGemLevel""]"
313,24967,[4],"","[""IncreaseSocketedGemLevel""]"
314,24968,[1],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration""]"
315,24969,[1],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration""]"
316,24970,[2],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration""]"
317,24971,[2],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration""]"
318,24972,[3],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration""]"
319,24973,[4],"","[""ElementalDamagePercent"",""DealNoColdDamage"",""ColdResistancePenetration""]"
320,24974,[1],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ElementalDamagePercent""]"
321,24975,[1],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ElementalDamagePercent""]"
322,24976,[2],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ElementalDamagePercent""]"
323,24977,[2],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ElementalDamagePercent""]"
324,24978,[3],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ElementalDamagePercent""]"
325,24979,[4],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ElementalDamagePercent""]"
326,24980,[1],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration""]"
327,24981,[1],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration""]"
328,24982,[2],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration""]"
329,24983,[2],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration""]"
330,24984,[3],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration""]"
331,24985,[4],"","[""ElementalDamagePercent"",""DealNoFireDamage"",""FireResistancePenetration""]"
332,24986,[1],"","[""DealNoFireDamage"",""FireResistancePenetration"",""ElementalDamagePercent""]"
333,24987,[1],"","[""DealNoFireDamage"",""FireResistancePenetration"",""ElementalDamagePercent""]"
334,24988,[2],"","[""DealNoFireDamage"",""FireResistancePenetration"",""ElementalDamagePercent""]"
335,24989,[2],"","[""DealNoFireDamage"",""FireResistancePenetration"",""ElementalDamagePercent""]"
336,24990,[3],"","[""DealNoFireDamage"",""FireResistancePenetration"",""ElementalDamagePercent""]"
337,24991,[4],"","[""DealNoFireDamage"",""FireResistancePenetration"",""ElementalDamagePercent""]"
338,24992,[1],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration""]"
339,24993,[1],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration""]"
340,24994,[2],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration""]"
341,24995,[2],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration""]"
342,24996,[3],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration""]"
343,24997,[4],"","[""ElementalDamagePercent"",""DealNoLightningDamage"",""LightningResistancePenetration""]"
344,24998,[1],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""ElementalDamagePercent""]"
345,24999,[1],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""ElementalDamagePercent""]"
346,25000,[2],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""ElementalDamagePercent""]"
347,25001,[2],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""ElementalDamagePercent""]"
348,25002,[3],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""ElementalDamagePercent""]"
349,25003,[4],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""ElementalDamagePercent""]"
350,25004,[1],"","[""DealNoPhysicalDamage""]"
351,25005,[1],"","[""DealNoPhysicalDamage""]"
352,25006,[2],"","[""DealNoPhysicalDamage""]"
353,25007,[2],"","[""DealNoPhysicalDamage""]"
354,25008,[3],"","[""DealNoPhysicalDamage""]"
355,25009,[4],"","[""DealNoPhysicalDamage""]"
356,25010,[1],"","[""DealNoPhysicalDamage""]"
357,25011,[1],"","[""DealNoPhysicalDamage""]"
358,25012,[2],"","[""DealNoPhysicalDamage""]"
359,25013,[2],"","[""DealNoPhysicalDamage""]"
360,25014,[3],"","[""DealNoPhysicalDamage""]"
361,25015,[4],"","[""DealNoPhysicalDamage""]"
362,25016,[1],"",[]
363,25017,[1],"",[]
364,25018,[2],"",[]
365,25019,[2],"",[]
366,25020,[3],"",[]
367,25021,[4],"",[]
368,25022,[1],"",[]
369,25023,[1],"",[]
370,25024,[2],"",[]
371,25025,[2],"",[]
372,25026,[3],"",[]
373,25027,[4],"",[]
374,25028,[1],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
375,25029,[1],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
376,25030,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
377,25031,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
378,25032,[3],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
379,25033,[4],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
380,25034,[1],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
381,25035,[1],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
382,25036,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
383,25037,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
384,25038,[3],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
385,25039,[4],"","[""DealNoChaosDamage"",""ChaosResistancePenetration""]"
386,25040,[1],"",[]
387,25041,[2],"",[]
388,25042,[3],"",[]
389,25043,[4],"",[]
390,25044,[1],"",[]
391,25045,[2],"",[]
392,25046,[3],"",[]
393,25047,[4],"",[]
394,25048,[2],"",[]
395,25049,[3],"",[]
396,25050,[4],"",[]
397,25051,[2],"","[""CriticalStrikesDealNoExtraDamage""]"
398,25052,[3],"","[""CriticalStrikesDealNoExtraDamage""]"
