"rownum","Id","rid","[rid]","rid","BK2File"
89,"ProxyKey85",2,[7],5729,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce+Onslaught.BK2"
90,"ProxyKey91",0,[19],5705,""
91,"ProxyKey92",7,[19],5670,""
92,"ProxyKey93",10,[19],5397,""
93,"ProxyKey94",8,[19],5434,""
94,"ProxyKey95",3,[19],5689,""
95,"ProxyKey96",0,[20],5677,""
96,"ProxyKey97",7,[20],5670,""
97,"ProxyKey98",8,[20],5726,""
98,"ProxyKey99",10,[20],5713,""
99,"ProxyKey100",3,[20],5690,""
100,"ProxyKey101",0,[21],5746,""
101,"ProxyKey102",7,[21],5670,""
102,"ProxyKey103",8,[21],5434,""
103,"ProxyKey104",10,[21],5571,""
104,"ProxyKey105",3,[21],5534,""
105,"ProxyKey106",0,[22],5774,""
106,"ProxyKey107",8,[22],5434,""
107,"ProxyKey108",7,[22],5670,""
108,"ProxyKey109",3,[22],5761,""
109,"ProxyKey110",4,[22],5799,""
110,"497",2,[22],5730,""
111,"496",10,[22],5916,""
112,"495",14,[22],5649,""
113,"494",16,[22],5468,""
114,"493",24,[22],5489,""
115,"508",30,[22],5558,""
116,"507",31,[22],5808,""
117,"ProxyKey111",0,[23],5420,""
118,"ProxyKey112",2,[23],5743,""
119,"ProxyKey113",3,[23],5684,""
120,"ProxyKey114",8,[23],5428,""
121,"ProxyKey115",10,[23],5760,""
122,"ProxyKey116",0,[24],5629,""
123,"ProxyKey117",2,[24],5741,""
124,"ProxyKey118",3,[24],5707,""
125,"ProxyKey119",8,[24],5428,""
126,"ProxyKey120",16,[24],5468,""
127,"ProxyKey121",0,[25],5462,""
128,"ProxyKey122",7,[25],5670,""
129,"ProxyKey123",10,[25],5421,""
130,"ProxyKey124",8,[25],5726,""
131,"ProxyKey125",3,[25],5689,""
132,"ProxyKey126",0,[26],5651,""
133,"ProxyKey127",7,[26],5670,""
134,"ProxyKey128",10,[26],5767,""
135,"ProxyKey129",8,[26],5434,""
136,"ProxyKey130",3,[26],5542,""
137,"ProxyKey131",0,[27],5890,""
138,"ProxyKey132",8,[27],5909,""
139,"ProxyKey133",7,[27],5398,""
140,"ProxyKey134",3,[27],5707,""
141,"ProxyKey135",4,[27],5788,""
142,"505",2,[27],5729,""
143,"504",10,[27],5770,""
144,"503",14,[27],5436,""
145,"502",16,[27],5595,""
146,"501",19,[27],5650,""
147,"500",25,[27],5802,""
148,"ProxyKey136",0,[31],5697,""
149,"ProxyKey137",2,[31],5738,""
150,"ProxyKey138",8,[31],5699,""
151,"ProxyKey139",7,[31],5670,""
152,"ProxyKey140",10,[31],5698,""
153,"ProxyKey141",14,[31],5753,""
154,"ProxyKey142",16,[31],5471,""
155,"ProxyKey143",19,[31],5776,""
156,"ProxyKey144",24,[31],5775,""
157,"ProxyKey145",25,[31],5722,""
158,"ProxyKey146",31,[31],5663,""
159,"ProxyKey147",30,[31],5427,""
160,"ProxyKey148",0,[32],5420,""
161,"ProxyKey149",2,[32],5743,""
162,"ProxyKey150",8,[32],5699,""
163,"ProxyKey151",7,[32],5656,""
164,"ProxyKey152",10,[32],5760,""
165,"ProxyKey153",14,[32],5648,""
166,"ProxyKey154",16,[32],5527,""
167,"ProxyKey155",19,[32],5426,""
168,"ProxyKey157",25,[32],5693,""
169,"ProxyKey158",31,[32],5691,""
170,"ProxyKey159",30,[32],5762,""
171,"ProxyKey190",0,[33],5404,""
172,"ProxyKey156",1,[33],5728,""
173,"ProxyKey160",3,[33],5707,""
174,"ProxyKey161",7,[33],5398,""
175,"ProxyKey162",14,[33],5645,""
176,"ProxyKey163",16,[33],5426,""
177,"ProxyKey164",19,[33],5560,""
178,"ProxyKey165",24,[33],5709,""
179,"ProxyKey166",25,[33],5520,""
180,"ProxyKey167",31,[33],5691,""
181,"ProxyKey168",0,[34],5629,""
182,"ProxyKey169",1,[34],5741,""
183,"ProxyKey170",3,[34],5707,""
184,"ProxyKey171",8,[34],5425,""
185,"ProxyKey172",14,[34],5406,""
186,"ProxyKey173",16,[34],5426,""
187,"ProxyKey174",19,[34],5468,""
188,"ProxyKey175",24,[34],5709,""
189,"ProxyKey176",25,[34],5520,""
190,"ProxyKey177",31,[34],5691,""
191,"ProxyKey178",30,[34],5737,""
192,"ProxyKey179",0,[35],5774,""
193,"ProxyKey180",1,[35],5730,""
194,"ProxyKey181",3,[35],5542,""
195,"ProxyKey182",8,[35],5425,""
196,"ProxyKey183",8,[35],5495,""
197,"ProxyKey184",7,[35],5670,""
198,"ProxyKey185",14,[35],5645,""
199,"ProxyKey186",14,[35],5779,""
200,"ProxyKey187",16,[35],5700,""
201,"ProxyKey188",19,[35],5781,""
202,"ProxyKey189",24,[35],5778,""
203,"ProxyKey191",31,[35],5663,""
204,"ProxyKey192",30,[35],5565,""
205,"ProxyKey193",0,[36],5677,""
206,"ProxyKey194",1,[36],5739,""
207,"ProxyKey195",3,[36],5542,""
208,"ProxyKey196",8,[36],5425,""
209,"ProxyKey197",10,[36],5597,""
210,"ProxyKey198",16,[36],5471,""
211,"ProxyKey199",19,[36],5515,""
212,"ProxyKey200",24,[36],5772,""
213,"ProxyKey201",31,[36],5662,""
214,"ProxyKey202",30,[36],5559,""
215,"ProxyKey203",0,[37],5403,""
216,"ProxyKey204",7,[37],5398,""
217,"ProxyKey205",10,[37],5795,""
218,"ProxyKey206",8,[37],5425,""
219,"ProxyKey207",3,[37],5504,""
220,"ProxyKey208",0,[38],5794,""
221,"ProxyKey209",7,[38],5398,""
222,"ProxyKey210",10,[38],5408,""
223,"ProxyKey211",8,[38],5425,""
224,"ProxyKey212",3,[38],5792,""
225,"ProxyKey213",0,[39],5651,""
226,"ProxyKey214",7,[39],5670,""
227,"ProxyKey215",10,[39],5571,""
228,"ProxyKey216",8,[39],5434,""
229,"ProxyKey217",3,[39],5690,""
230,"ProxyKey218",0,[40],5816,""
231,"ProxyKey219",7,[40],5670,""
232,"ProxyKey220",10,[40],5532,""
233,"ProxyKey221",8,[40],5431,""
234,"ProxyKey222",3,[40],5534,""
235,"ProxyKey223",0,[41],5415,""
236,"ProxyKey224",7,[41],5483,""
237,"ProxyKey225",10,[41],5600,""
238,"ProxyKey226",8,[41],5492,""
239,"ProxyKey227",3,[41],5695,""
240,"ProxyKey228",0,[42],5807,""
241,"ProxyKey229",7,[42],5809,""
242,"ProxyKey230",10,[42],5820,""
243,"ProxyKey231",8,[42],5428,""
244,"ProxyKey232",3,[42],5534,""
245,"ProxyKey233",0,[45],5424,""
246,"ProxyKey234",7,[45],5656,""
247,"ProxyKey235",10,[45],5684,""
248,"ProxyKey236",8,[45],5431,""
249,"ProxyKey237",3,[45],5822,""
250,"ProxyKey238",0,[44],5629,""
251,"ProxyKey239",7,[44],5666,""
252,"ProxyKey240",8,[44],5425,""
253,"ProxyKey241",3,[44],5786,""
254,"ProxyKey242",0,[43],5816,""
255,"ProxyKey243",7,[43],5670,""
256,"ProxyKey244",10,[43],5532,""
257,"ProxyKey245",8,[43],5434,""
258,"ProxyKey246",3,[43],5690,""
259,"ProxyKey247",16,[43],5678,""
260,"ProxyKey248",1,[43],5821,""
261,"ProxyKey249",19,[43],5555,""
262,"ProxyKey250",14,[43],5817,""
263,"ProxyKey251",14,[45],5498,""
264,"ProxyKey252",24,[45],5826,""
265,"ProxyKey253",16,[44],5498,""
266,"ProxyKey254",0,[48],5403,""
267,"ProxyKey255",7,[48],5406,""
268,"ProxyKey256",10,[48],5704,""
269,"ProxyKey257",8,[48],5425,""
270,"ProxyKey258",3,[48],5707,""
271,"ProxyKey259",16,[48],5468,""
272,"ProxyKey260",14,[48],5645,""
273,"ProxyKey261",19,[48],5667,""
274,"ProxyKey262",24,[48],5737,""
275,"ProxyKey263",25,[48],5673,""
276,"ProxyKey264",0,[47],5462,""
277,"ProxyKey265",7,[47],5670,""
278,"ProxyKey266",8,[47],5434,""
279,"ProxyKey267",3,[47],5689,""
280,"ProxyKey268",16,[47],5700,""
281,"ProxyKey269",19,[47],5783,""
282,"ProxyKey270",25,[47],5722,""
283,"ProxyKey271",30,[47],5763,""
284,"ProxyKey272",0,[46],5629,""
285,"ProxyKey273",7,[46],5406,""
286,"ProxyKey274",10,[46],5882,""
287,"ProxyKey275",8,[46],5425,""
288,"ProxyKey276",3,[46],5707,""
289,"ProxyKey277",16,[46],5468,""
290,"ProxyKey278",14,[46],5879,""
291,"ProxyKey279",25,[46],5802,""
292,"ProxyKey280",31,[46],5691,""
293,"ProxyKey281",10,[47],5881,""
294,"ProxyKey282",30,[48],5876,""
295,"ProxyKey283",30,[46],5876,""
296,"ProxyKey284",19,[46],5804,""
297,"ProxyKey285",8,[49],5724,""
298,"ProxyKey286",7,[49],5398,""
299,"ProxyKey287",10,[49],5770,""
300,"ProxyKey288",3,[49],5768,""
301,"ProxyKey289",16,[49],5595,""
302,"ProxyKey290",14,[49],5801,""
303,"ProxyKey291",19,[49],5804,""
304,"ProxyKey292",25,[49],5802,""
305,"ProxyKey293",30,[49],5549,""
306,"ProxyKey294",0,[50],5697,""
307,"ProxyKey295",7,[50],5521,""
308,"ProxyKey296",10,[50],5698,""
309,"ProxyKey297",8,[50],5699,""
310,"ProxyKey298",3,[50],5695,""
311,"ProxyKey299",16,[50],5700,""
312,"ProxyKey300",14,[50],5868,""
313,"ProxyKey301",19,[50],5481,""
314,"ProxyKey302",7,[51],5670,""
315,"ProxyKey303",16,[51],5710,""
316,"ProxyKey304",14,[51],5645,""
317,"ProxyKey305",24,[50],5894,""
318,"ProxyKey306",25,[50],5893,""
319,"ProxyKey307",0,[49],5890,""
320,"ProxyKey308",0,[51],5677,""
321,"ProxyKey309",10,[51],5886,""
322,"ProxyKey310",2,[51],5740,""
323,"ProxyKey311",3,[51],5892,""
324,"ProxyKey312",25,[51],5784,""
325,"ProxyKey313",0,[52],5807,""
326,"ProxyKey314",8,[52],5428,""
327,"ProxyKey315",10,[52],5820,""
328,"ProxyKey316",7,[52],5412,""
329,"ProxyKey317",3,[52],5534,""
330,"ProxyKey318",4,[52],5788,""
331,"ProxyKey319",16,[52],5719,""
332,"ProxyKey320",19,[52],5481,""
333,"ProxyKey321",31,[52],5661,""
334,"ProxyKey322",30,[52],5427,""
335,"ProxyKey323",0,[53],5651,""
336,"ProxyKey324",8,[53],5434,""
337,"ProxyKey325",10,[53],5732,""
338,"ProxyKey326",7,[53],5670,""
339,"ProxyKey327",3,[53],5690,""
340,"ProxyKey328",4,[53],5799,""
341,"ProxyKey329",16,[53],5700,""
342,"ProxyKey330",14,[53],5868,""
343,"ProxyKey331",19,[53],5555,""
344,"ProxyKey332",25,[53],5547,""
345,"ProxyKey333",31,[53],5897,""
346,"ProxyKey334",30,[53],5433,""
347,"ProxyKey335",0,[54],5671,""
348,"ProxyKey336",8,[54],5431,""
349,"ProxyKey337",10,[54],5409,""
350,"ProxyKey338",7,[54],5412,""
351,"ProxyKey339",3,[54],5534,""
352,"ProxyKey340",4,[54],5788,""
353,"ProxyKey341",16,[54],5898,""
354,"ProxyKey342",14,[54],5436,""
355,"ProxyKey343",30,[54],5513,""
356,"ProxyKey344",25,[54],5673,""
357,"ProxyKey345",31,[54],5661,""
358,"ProxyKey346",30,[54],5558,""
359,"ProxyKey347",0,[55],5651,""
360,"ProxyKey348",8,[55],5730,""
361,"ProxyKey349",10,[55],5903,""
362,"ProxyKey350",7,[55],5670,""
363,"ProxyKey351",3,[55],5537,""
364,"ProxyKey352",4,[55],5788,""
365,"ProxyKey353",1,[55],5909,""
366,"ProxyKey354",19,[55],5481,""
367,"ProxyKey355",31,[55],5691,""
368,"ProxyKey356",30,[55],5427,""
369,"ProxyKey357",14,[55],5904,""
370,"ProxyKey358",16,[55],5908,""
371,"ProxyKey359",0,[56],5403,""
372,"ProxyKey360",8,[56],5425,""
373,"ProxyKey361",7,[56],5398,""
374,"ProxyKey362",3,[56],5707,""
375,"ProxyKey363",4,[56],5786,""
376,"ProxyKey364",1,[56],5717,""
377,"ProxyKey365",16,[56],5468,""
378,"ProxyKey366",19,[56],5804,""
379,"ProxyKey367",31,[56],5691,""
380,"ProxyKey368",30,[56],5727,""
381,"ProxyKey369",14,[56],5668,""
382,"369",0,[57],5890,""
383,"370",8,[57],5724,""
384,"371",7,[57],5406,""
385,"372",3,[57],5707,""
386,"373",4,[57],5788,""
387,"374",10,[57],5408,""
388,"375",16,[57],5908,""
389,"376",19,[57],5804,""
390,"377",25,[57],5805,""
391,"378",30,[57],5558,""
392,"381",0,[58],5462,""
393,"382",8,[58],5434,""
394,"383",7,[58],5521,""
395,"384",3,[58],5689,""
396,"385",4,[58],5799,""
397,"386",10,[58],5421,""
398,"387",14,[58],5646,""
399,"388",19,[58],5554,""
400,"389",24,[58],5929,""
401,"390",25,[58],5895,""
402,"391",30,[58],5763,""
403,"392",31,[58],5660,""
404,"393",0,[59],5424,""
405,"394",8,[59],5431,""
406,"395",7,[59],5656,""
407,"396",3,[59],5822,""
408,"397",4,[59],5788,""
409,"398",10,[59],5507,""
410,"399",16,[59],5498,""
411,"400",14,[59],5647,""
412,"401",19,[59],5479,""
413,"402",24,[59],5921,""
414,"403",25,[59],5923,""
415,"404",30,[59],5427,""
416,"405",31,[59],5663,""
417,"406",0,[60],5807,""
418,"407",8,[60],5434,""
419,"408",7,[60],5800,""
420,"409",3,[60],5690,""
421,"410",4,[60],5788,""
422,"411",10,[60],5566,""
423,"412",16,[60],5426,""
424,"413",19,[60],5555,""
425,"414",25,[60],5547,""
426,"415",0,[61],5420,""
427,"416",8,[61],5428,""
428,"417",7,[61],5800,""
429,"418",3,[61],5822,""
430,"419",4,[61],5788,""
431,"420",10,[61],5930,""
432,"421",14,[61],5648,""
433,"422",19,[61],5513,""
434,"423",25,[61],5875,""
435,"424",30,[61],5559,""
436,"425",0,[62],5651,""
437,"426",8,[62],5434,""
438,"427",7,[62],5670,""
439,"428",3,[62],5689,""
440,"429",4,[62],5799,""
441,"430",2,[62],5730,""
442,"431",10,[62],5732,""
443,"432",14,[62],5647,""
444,"433",16,[62],5471,""
445,"434",19,[62],5555,""
446,"435",25,[62],5547,""
447,"436",30,[62],5559,""
448,"437",0,[63],5677,""
449,"438",8,[63],5434,""
450,"439",7,[63],5670,""
451,"440",3,[63],5690,""
452,"441",4,[63],5799,""
453,"443",10,[63],5508,""
454,"444",14,[63],5647,""
455,"445",16,[63],5700,""
456,"446",19,[63],5555,""
457,"447",31,[63],5660,""
458,"448",30,[63],5559,""
459,"449",0,[64],5677,""
460,"450",8,[64],5434,""
461,"451",7,[64],5670,""
462,"452",3,[64],5892,""
463,"453",4,[64],5799,""
464,"454",2,[64],5730,""
465,"455",10,[64],5562,""
466,"456",14,[64],5645,""
467,"457",16,[64],5710,""
468,"458",19,[64],5553,""
469,"459",25,[64],5784,""
470,"460",24,[64],5501,""
471,"461",30,[64],5877,""
472,"462",0,[65],5422,""
473,"463",8,[65],5428,""
474,"464",7,[65],5656,""
475,"465",3,[65],5822,""
476,"468",10,[65],5409,""
477,"469",14,[65],5646,""
478,"470",16,[65],5498,""
479,"471",19,[65],5480,""
480,"472",25,[65],5675,""
481,"473",31,[65],5661,""
482,"474",30,[65],5427,""
483,"475",0,[66],5746,""
484,"476",8,[66],5431,""
485,"477",7,[66],5670,""
486,"478",3,[66],5534,""
487,"486",4,[66],5799,""
488,"487",2,[66],5821,""
489,"479",10,[66],5571,""
490,"480",14,[66],5817,""
491,"481",16,[66],5678,""
492,"482",19,[66],5554,""
493,"483",25,[66],5546,""
494,"484",31,[66],5889,""
495,"485",30,[66],5433,""
