"rownum","Id","Text"
109,"NoAssociatedSteamId","This account does not have a Steam account associated with it."
110,"MapDeviceBusy","Activation failed. The device is busy."
111,"MapDeviceTooManyItems","Activation failed."
112,"MapDeviceTooManyItemsSound","Activation failed. You hear a sound in the distance."
113,"MapDeviceNotMap","Activation failed. There is no map in the map device."
114,"MapDeviceCreateInstanceFailed","Activation failed. Unable to open portals to area."
115,"MapDeviceCancelled","Activation cancelled."
116,"MapDeviceEmpty","Activation failed. The device requires a map."
117,"PlayerDisconnected","{0} has left the area."
118,"PlayerJoined","{0} has joined the area."
119,"EnteredArea","You have entered {0}."
120,"LeagueNotYetStarted","The league has not yet started and so you cannot move. Once the league has started, you will be able to move."
121,"LeagueAlreadyEnded","This league has already ended."
122,"LadderRankAlive","{1}. {0} Level {2} {3} Exp: {4}"
123,"LadderRankDead","{1}. {0} (Dead) Level {2} {3} Exp: {4}"
124,"LadderRankTimed","{1}. {0} Level {2} {3} Time: {4}"
125,"LevelUp","{0} ({1}) is now level {2}"
126,"AlreadyInPVPQueue","You must cancel your PvP queue first."
127,"MissingRequiredQuestState","You do not have the required quest state."
128,"FailedToJoinAnyInstances","Error: Failed to join any instances."
129,"FailedToJoinInstance","Error: Failed to join instance because: {0}"
130,"FailedToConnectToInstance","Failed to connect to instance"
131,"FailedToApplyCurrency","Failed to apply item: {0}"
132,"TooManyGlobalItemLinks","You may not send more than {0} items in global chat."
133,"MutedUntilSeconds","Your account has been muted by a GM. You will be able to talk again in {0}."
134,"MutedUntilSecondsConsole","Your account has been muted by a GM. You will be able to talk again in {0}. If you would like to discuss this, please send a PM to \""Support\"" via the website."
135,"ObaPlayerJoined","You must be brave or stupid to think you might loot my treasure and live. Either way, I applaud you!"
136,"ObaDoorUnlocked","Proceed, exile, and seize what you can, while you can."
137,"ObaBeginDeathCount","The corruption is growing. Hurry now, before it consumes you as it did me."
138,"ObaFinalCountdown","{0}"
139,"ObaKillPlayer","Bah! You are unworthy to bear my legacy. Feed the corruption with your corpse. "
140,"Oba75PercentOxygen","The Nightmare has your scent. Now it hungers for your flesh."
141,"Oba50PercentOxygen","Is your cup half empty or half full, exile?"
142,"Oba25PercentOxygen","Disappointing. It seems corruption will get the better of you after all. "
143,"CowardsTrialNextWave","The darkness looms forebodingly..."
144,"CowardsTrialRoomClear","The room grows still and quiet..."
145,"CowardsTrialLevelClear","The oppressive atmosphere slowly dissipates..."
146,"VaalKillOversoul","You need to kill the Vaal Oversoul."
147,"VaalDeliverAmulets","You need to give the bandit amulets to Eramir and acquire the Apex."
148,"VaalAcquireAmulets","You need to acquire the amulets of the bandit lords."
149,"VaalGetApexDex","You need to take the Apex from Kraityn."
150,"VaalGetApexStr","You need to take the Apex from Oak."
151,"VaalGetApexInt","You need to take the Apex from Alira."
152,"VaalGetApexTown","You need to take the Apex from Eramir."
153,"MonsterRemaining1","1 monster remains."
154,"MonstersRemainingN","{0} monsters remain."
155,"MonstersRemainingMoreThan50","More than 50 monsters remain."
156,"PlayerDeathCount1","You have died 1 time."
157,"PlayerDeathCountN","You have died {0} times."
158,"PlayerKillCountN","You have killed {0} monsters."
159,"PvPStats1v1","1v1 W/L/D: {0}/{1}/{2}"
160,"PvPStats3v3","3v3 W/L/D: {0}/{1}/{2}"
161,"PvPPlayerJoinedTeam","{0} has joined the {1} team."
162,"PvPNotEnoughPlayers","Match failed to start. Not enough players joined."
163,"PvPPlayerKilled","{0} has been killed by {1}."
164,"PvPPartyTooLarge","Unable to join PvP: too many party members for this PvP type."
165,"PvPPlayerAlreadyInQueue","Unable to join PvP: You are already queued for PvP."
166,"PvPPartyMemberAlreadyInQueue","Unable to join PvP: A party member is already queued for PvP."
167,"PvPPlayerTooFarQuest","Unable to join PvP: You have progressed beyond the quest limit for this PvP type."
168,"PvPPartyMemberTooFarQuest","Unable to join PvP: A party member has progressed beyond the quest limit for this PvP type."
169,"PvPPlayerTooHighLevel","Unable to join PvP: You are above the level cap for this PvP type."
170,"PvPPartyMemberTooHighLevel","Unable to join PvP: A party member is above the level cap for this PvP type."
171,"PvPPlayerHasAscendancy","Unable to join PvP: You have chosen an Ascendancy class, which is not allowed for this PvP type."
172,"PvPPartyMemberHasAscendancy","Unable to join PvP: A party member has chosen an Ascendancy class, which is not allowed for this PvP type."
173,"PvPJoinFail","Unable to join PvP queue because: {0}"
174,"PvPQueueCancelled","PvP Queue cancelled."
175,"PvPQueueCancelledBy","PvP Queue cancelled by {0}."
176,"PvPMatchListUnreachable","Unable to get PvP match list because: {0}"
177,"PvPDisabled","PvP is disabled here."
178,"PlayerSuicide","{0} has committed suicide."
179,"PlayerSlain","{0} has been slain."
180,"NoCharacterSpecified","Please specify a character name."
181,"WhoIsOffline","{0} is a level {2} {3} in the {1} league who is not currently online."
182,"WhoIsOnline","{0} is a level {2} {3} in the {1} league and is currently playing in {4}."
183,"ItemOnCursorLevel","Item on cursor is level {0}."
184,"NoItemOnCursor","There is no item on the cursor."
185,"ItemOnCursorHasNoLevel","Item on cursor doesn't have a level (it needs to be one that can get mods)."
186,"FixMyHelmetSuccess","Helmet updated."
187,"OperationFailed","Operation failed."
188,"FixMyHelmetAlreadyFixed","That helmet already has the correct visual identity."
189,"FixMyHelmetUnique","The helmet on the cursor is Unique."
190,"FixMyHelmetNotHelmet","The item on the cursor is not a helmet."
191,"ItemHasMicrotransaction","You cannot do this to an item with a microtransaction effect. Please remove the microtransaction effect and try again."
192,"BugReportNumber","Your bug report reference number is {0}."
193,"PlayedTime","You have played for {0}."
194,"CharacterAge","Your character was created {0} ago."
195,"CharacterAgeUnknown","Your character has no record of creation time."
196,"HelpCtrlClick","Ctrl-click an area transition or waypoint to create a new area instance"
197,"ReceivedRespecPoint1","You have received a Passive Respec Point."
198,"ReceivedRespecPointN","You have received {0} Passive Respec Points."
199,"ReceivedPassivePoint1","You have received a Passive Skill Point."
200,"ReceivedPassivePointN","You have received {0} Passive Skill Points."
201,"ReceivedStatBonus","You have received {0}."
202,"LeagueTradeDisabled","You cannot trade in this League."
203,"TradeItemOnCursor","You cannot trade with an item on the cursor."
204,"TradePlayerBusy","That player is currently busy."
205,"TradeAccepted","Trade accepted."
206,"TradeCancelled","Trade cancelled."
207,"YouWereIgnored","That player has ignored you."
208,"AchievementServerUnreachable","Error: Unable to connect to achievement server."
209,"DestroyCursorItem","Item on cursor destroyed."
210,"DestroyItemInTrade","You cannot destroy items in trade."
211,"DestroyQuestItem","You cannot destroy quest items."
212,"DestroyMicrotransactions","You cannot destroy items with microtransaction effects on them."
213,"DestroyBanditRespec","This item cannot be destroyed, but you can sell it to an NPC for a refund."
214,"CannotCreatePublicPartyYet","You must reach the first town before you can create public parties."
215,"PublicPartyListUnreachable","Unable to get public party list because: {0}"
216,"FullPassiveSkillRefund","Your passive skills have been refunded."
217,"FullAtlasPassiveSkillRefund","Your Atlas passive skills have been refunded."
218,"TeleportFailed","Teleport failed: could not place player at destination."
219,"TutorialShowItems","Hold Alt to show items on the ground."
220,"FinishedDescent","Congratulations, you have conquered Descent!"
221,"JoinedGlobalChannel","You have joined global chat channel {1} {0}."
222,"JoinedTradeChannel","You have joined trade chat channel {1} {0}."
223,"ShopPackageDoesNotExist","Shop package does not exist."
224,"ShopPackagePurchaseFailed","Failed to purchase package."
225,"ShopPackageTransactionDoesNotExist","Shop transaction does not exist."
226,"DownForMaintenanceTemp","The server you were on was brought down for maintenance. Please log in again."
227,"ThirdPartyIdAlreadyExists","This third party account already has an Path of Exile account associated with it."
228,"GuildNameTooLong","The guild name is too long."
229,"GuildTagTooLong","The guild tag is too long."
230,"AccountAlreadyInGuild","This account is already in a guild."
231,"GuildDoesNotExist","The specified guild was not found."
232,"GuildMustBeOfficer","You must be a guild officer or leader to perform this action."
233,"NotInGuild","Account is not a member of this guild."
234,"GuildFull","The guild is full and can not have any more members added."
235,"GuildMustBeLeader","You must be the guild leader to perform this action."
236,"DisallowedOnSelf","You can't do this to yourself."
237,"TooManyGuildInvites","This character is already invited to too many guilds."
238,"GuildStatusMessageTooLong","This guild status message is too long."
239,"NotEnoughPointsForTransaction","You don't have enough points to complete this transaction."
240,"GuildMustBeMember","You must be a guild member to perform this action."
241,"RemoteStashAlreadyLocked","The remote stash is already locked. Try again soon."
242,"RemoteStashOperationRequiresLock","The remote stash requires a lock before this operation can be performed"
243,"BadGuildStashPermissions","You don't have permission to perform this action on this guild stash."
244,"MaximumGuildSlots","You are not allowed to have any more guild slots."
245,"GuildTagTooShort","Guild tag must be a minimum of 3 characters."
246,"GuildKickDisabledForAccount","You can not kick this account from the guild because they have gifted microtransaction credit too recently."
247,"FriendNoteTooLong","This friend note is too long."
248,"TooHighLevelForCap","This area has a level cap of {0}."
249,"PlayerWins","{0} wins!"
250,"TooLowLevelToSendWhisper","You can't send whispers until you are level {0}"
251,"TooLowLevelToSendChat","You can't talk in {0} chat until you are level {1}"
252,"ReachedRegularChatLimit","Please wait before sending another chat message."
253,"ReachedTradeChatLimit","Please wait before sending another message in trade chat."
254,"PortalEffectChanged","Your character will now use the {0}."
255,"PortraitFrameChanged","Your character will now use the {0}. You must log out and in again for the change to take effect."
256,"CharacterPortraitChanged","Your character will now use the {0}. You must log out and in again for the change to take effect."
257,"NoHideout","This player has no Hideout in this league."
258,"FailedToUseItem","Failed to use item: {0}"
259,"ObaCompleted","Haha! You are a mighty adventurer indeed. Use what I have given you and spread my legacy throughout all of Wraeclast."
260,"ArenaScoreTitle","Current rankings: (Kills/Deaths)"
261,"ArenaScore","{1}: {0} ({2}/{3})"
262,"LostPassivePoint1","You have lost a Passive Skill Point."
263,"LostPassivePointN","You have lost {0} Passive Skill Points."
264,"LostStatBonus","You have lost {0}."
265,"FFALadderUpdate","You are now #{0} in the arena."
266,"CraftingFailed","Crafting failed: {0}"
267,"SpectatorJoined","{0} is now spectating."
268,"LeagueStartingSoonGlobal","The next race event starts in {1}. To enter, go to the character selection screen and click Join on the \""{0}\"" league. Information about this event is available in the Events/Leagues forum."
269,"LeagueStartingSoonLocal","The league is starting in {0}."
270,"LeagueStartingNow","The league has now started!"
271,"LeagueEndingMinutes","The league is ending in {0}."
272,"LeagueFinished","The league has finished!"
273,"LeagueFirstToReachLevel","{0} is the first character to reach level {1}!"
274,"LeagueFirstToEnterArea","{0} is the first character to enter {1}!"
275,"LeagueFirstToEnterDelveLevelSolo","{0} is the first character to solo delve to depth {1}!"
276,"LeagueFirstToEnterDelveLevelParty","{0} is the first character to delve to depth {1}!"
277,"LeagueFirstToFullyClear","{0} is the first character to fully clear {1}!"
278,"LeagueFirstToDoQuest","{0} is the first character to {1}!"
279,"RealmRestartingSoon","The realm is restarting in {0}."
280,"RealmShuttingDownSown","The realm is shutting down in {0}."
281,"RealmRestarting","Beginning realm restart..."
282,"RealmShuttingDown","Beginning realm shutdown..."
283,"RealmRestartDeployPatchNotification","We are restarting the realm to deploy the {0} update. Its patch notes are in the Patch Notes forum. Downtime will be approximately {2}. {1}"
284,"RealmMaintenanceNotification","We are shutting the realm down for maintenance. Downtime will be approximately {1}. {0}"
285,"CharacterOffline","That character is not online."
286,"CharacterNameOffline","{0} is not online."
287,"CharacterDifferentLeague","That character is in a different league."
288,"NotMutualFriends","That account has not accepted you as a friend."
289,"CharacterNotInPvP","That character is not currently engaged in PvP."
290,"SpectateFollow","You are now queued to spectate that account."
291,"HideoutDoodadLimitReached","Cannot place another Hideout object. You are limited to 750 objects in your Hideout at one time."
292,"HardcoreDeathAnnouncement","{0} (Level {1}) has died at position {2} on the ladder."
293,"InteractErrorIncaBossSpawner","It seems to require a triangular key."
294,"InteractErrorMalachaiPortal","You have not killed Malachai, or were not in the area when he was killed."
295,"InteractErrorMervielExit","You have not killed Merveil, or were not in the area when she was killed."
296,"InteractErrorHillockGate","You must kill Hillock first."
297,"InteractErrorTowerTransition","You have not killed Dominus, or were not in the area when he was killed."
298,"InteractErrorMineEntranceSeal","The entrance to the Mines is blocked by Deshret's Seal."
299,"InteractErrorLockedDoor","The door is locked."
300,"InteractErrorTowerKey","The Tower Key has not been used to unlock the door."
301,"InteractErrorPoisonTree","Tree roots block your path.\r\nPerhaps they can be opened\r\nat a later time."
302,"InteractErrorUndyingBlockage","The way is blocked."
303,"InteractErrorLocked","It's locked."
304,"InteractErrorBlockageTransition","The way is blocked."
305,"InteractErrorSpikeBlockage","It seems to require some kind of key."
306,"InteractErrorGlyphWall","This wall seems to require three strangely shaped objects."
307,"InteractErrorWaterCave","You must find a way to lower the water first."
308,"InteractErrorNotYourCraftingTable","You cannot use other people's crafting benches."
309,"InteractErrorNotYourMapDevice","You cannot use other people's map devices."
310,"InteractErrorCoreTransition","You must kill all three of Malachai's guardians to access the Black Core."
311,"InteractErrorCoreTransitionOrgans","You must kill all three of Malachai's guardians and deliver the organs to Piety to access the Black Core."
312,"InteractErrorPietyGateTransition","You must deal with Piety first."
313,"InteractErrorVinktarSquareGateLocked","The gate is surging with the power of the Guardians."
314,"NotAllowedInPlayersHideout","You cannot currently access this player's area."
315,"CantChangeToHideoutFromHere","You can't go to this area from here."
316,"StrMissionStartPointRocks","The entrance has collapsed"
317,"LoginTokenExpired","Your credentials have expired. Please restart the game."
318,"IgnoredPvP","You have been ignored."
319,"LocalChatDisabledWhileSpectating","Local chat is disabled while spectating PvP."
320,"AbandonDailyNotInHideout","You can only use this command inside your Hideout."
321,"NoDailyActive","You don't have a daily mission open."
322,"GrandmasterSaved","Grandmaster file has been saved. Grinding Gear Games staff will be notified."
323,"LeagueFinishTimeRaceCompleted","You completed the objective of this race. Check the ladder thread to see your ranking."
324,"LeagueFinishTimeRaceLogin","You've already completed this race's objective with this character."
325,"CharacterNotFriendOrGuildmate","That account is not a mutual friend or guildmate."
326,"MapDeviceDisabled","The Map Device is disabled in this league."
327,"PVPTeamDoesNotExist","This PvP team is not registered for this event"
328,"ForwardedToMasterShard","This request was forwarded to the master database. This request should be dropped with no response."
329,"PVPTournamentFinished","The tournament is complete."
330,"ErrorNotInHideout","You must be in your Hideout to do this."
331,"ErrorHideoutSuperceded","Hideout modifications are currently disabled. Please create a new Hideout instance and try again."
332,"ErrorCannotModifyGuildHideout","You do not have permission to modify the Guild Hideout."
333,"ClaimCraftingBenchSuccess","Adding crafting bench to Hideout stash."
334,"CharacterIsPVPOnly","PvP-only characters may not do this."
335,"StoppedSpectateFollow","You are no longer queued to spectate."
336,"CannotTradeItemLockedToCharacter","Item cannot be traded or modified."
337,"CannotTradeItemLockedToAccount","Item cannot be traded."
338,"PvPRelocatingArena","You are being moved to another PvP arena to rebalance player numbers."
339,"MapCraftingFailedCost","You don't have enough currency."
340,"MapCraftingFailedTrade","Failed to open map. Cannot consume items while trade window is open."
341,"PvPMustHaveFullParty","Your party isn't large enough to play in this PvP match."
342,"WithdrawnFromPVPTournament","You have withdrawn from this PvP tournament."
343,"SpectatingDisabled","Spectating is disabled for this match."
344,"ChestLocked","This chest is locked."
345,"HideoutPortalLocked","Map Portals have been locked."
346,"PVPCTFOwnFlag","Bring another team's flag back here to gain a point."
347,"SpiderChestLocked","You hear skittering nearby..."
348,"AFKModeEnabled","AFK mode is now ON. Autoreply \""{0}\"""
349,"AFKModeDisabled","AFK mode is now OFF."
350,"DNDModeEnabled","DND mode is now ON. Autoreply \""{0}\"""
351,"DNDModeDisabled","DND mode is now OFF."
352,"AutoReplyEnabled","Autoreply set \""{0}\"""
353,"IncaApexDoorLocked","This door cannot be opened at this time."
354,"CharacterNameExistsButCanExpire","Creating this character would expire the character name of another character."
355,"CharacterIsNotExpired","This character's name is not expired."
356,"CharacterIsExpired","This character's name has been taken by another player due to inactivity on this account. It must be renamed."
357,"OrphanedInstance","Game server lost contact with the realm."
358,"ErrorLabyrinthLocked","This Labyrinth has already been opened, so it can no longer be joined. Visit a new Aspirants' Plaza to start a new Labyrinth."
359,"ErrorZanaMissionLocked","You have already visited this unstable area before, and cannot access it again."
360,"InteractErrorDoorRequiresGoldenKey","This door is locked. You need a Golden Key to open it."
361,"InteractErrorDoorRequiresSilverKey","This door is locked. You need a Silver Key to open it."
362,"InteractErrorDoorRequiresBronzeKey","This door is locked. You need a Bronze Key to open it."
363,"TooManyCharacterSlots","You can not have more than 255 character slots on a single account."
364,"EchoClientString","{0}"
365,"ErrorCannotWhisperIgnored","You cannot whisper people on your ignore list."
366,"AccountIsOnline","This account is currently online."
367,"IzaroChestLocked","This chest is locked. A Treasure Key is required to open it."
368,"ProfanityCheckFailed","The text you entered contains profanity."
369,"ErrorCannotChangeAscendancyClass","You may not change your Ascendancy class in this League."
370,"TencentAasLoginDenied","You are a minor and can't login."
371,"TencentAasNotification","You've been playing for {0} hours, please consider taking a rest."
372,"TencentAasAlarm","You have played for more than three hours and are a minor. You can't login until you have had a five hour rest."
373,"LeagueDisallowsCharacterDeletion","This league doesn't allow character deletion at the moment."
374,"ErrorCannotAccessMapLabyrinth","You have not yet completed the Map Labyrinth Trials."
375,"ErrorCannotSealProphecy","Failed to seal Prophecy."
376,"InviteErrorAlreadyInParty","Party invite failed. That character is already in a party."
377,"TencentCannotAccessMapDevice","Complete The Lord's Labyrinth to gain access to the Map Device. Travel to the Sarn Encampment and click on the Ascendancy Plaque to find out more about the Labyrinth. Finish the Trials of Ascendancy and defeat Emperor Izaro in his Labyrinth to gain access to endgame maps."
378,"DailyPortalBlocked","Cannot open daily mission: Portal location is blocked. Use Edit Mode to move the master to a new location and try again."
379,"OfferDoesNotExist","The offer no longer exists."
380,"OfferInWrongState","The offer is in an invalid state for this action."
381,"OfferContainsUntradeableItems","The offer can not be submitted because it contains untradeable items."
382,"NoOffersOnYourOwnItems","You can not make an offer on this item because you already own it."
383,"PublicListingLockedDueToLevel","You cannot publicly list items for sale until you have had at least one character at level 25 on your account."
384,"OffersLockedDueToLevel","You cannot make offers on items until you have had at least one character at level 25 on your account."
385,"AccountNoLongerHasItem","The player no longer has the listed item."
386,"TooManyBuyerOffers","You can only have 10 active offers at a time, please resolve active offers to create new ones."
387,"TooManySellerOffers","The seller has too many offers on thier items. Try again later."
388,"AlreadyHaveOfferOnItem","You already have an offer in progress for this item."
389,"SentOfferTooRecently","You have submitted an offer to this account too recently."
390,"EventErrorLevelTooLow","You must be at least level {0} to enter this event."
391,"EnteredPathOfEnduranceLevel","You have reached Level {0}"
392,"EventEndsIn","This event ends in {0}"
393,"GuildTagAlreadyExists","That guild tag is already in use."
394,"GlobalChatOnCooldown","Please wait a few seconds before using Global Chat again."
395,"InteractErrorKaruiDoorLocked","The gate is locked, but it appears to be missing an eye..."
396,"LabyrinthErrorPartyTooBigTencent","You may only enter the Labyrinth with {0} or fewer players in your party."
397,"InteractErrorNoSignOfPurity","You need the Sign of Purity to activate this."
398,"InteractErrorCannotAccessEndgame","You cannot access endgame content until you have completed Act 10."
399,"CharacterNameContainsProfanity","This Character name is restricted."
400,"ConsoleDisconnectedBecauseActiveUserChanged","Disconnected because the active user signed out"
401,"ConsoleDisconnectedBecauseSuspending","Disconnected because the game was suspended"
402,"InteractErrorNeedSunMoonOrbs","You need the Sun and Moon Orbs to activate this."
403,"TheBeaconLever","The torch doesn't have enough fuel to ignite."
404,"OnlyOneAllowedInHideout","You can not place more than one of this type of item in your Hideout."
405,"AccountLoggedInOnOtherRealm","You cannot be logged in on the beta and regular Path of Exile realms at the same time."
406,"KitavaArenaLocked","It is unsafe to portal to this area."
407,"InteractErrorBeaconMissingFlag","You need the Black Flag from the Cavern of Anger to use the Beacon."
408,"InteractErrorGreustShrine","An ancient Azmeri shrine. Maybe Helena knows something about it."
409,"PantheonFailedToCreateSoulItem","The Captured Soul failed to generate in the Map Device."
410,"PantheonCannotConsumeVessel","Activation failed. The Boss in this map cannot have its Soul captured."
411,"PantheonCannotConsumeVesselAlreadyCaptured","Activation failed. You have already captured the Soul of this Map's Boss."
412,"ExitToLoginFailed","Failed to connect to login server. Please login and try again."
413,"MessageDoesNotExist","The specified message does not exist."
414,"MessageTooLong","The message is too long."
415,"AreaErrorLevelTooLow","You must be at least Level {0} to access this area."
416,"AreaErrorLevelTooLowGeneric","You have not reached a high enough Level to access this area."
417,"TradeMarketCloseOfferWithItems","You still have items present in the offer, remove these items to close the offer."
418,"TradeMarketSendOfferWithNoItems","You cannot submit an offer without any currency items offered."
419,"XboxLoginErrorNoLiveAccess","Cannot log in because Xbox Live cannot be accessed."
420,"ConsoleLoginErrorNoInternetConnection","Cannot log in because there is no Internet connection."
421,"ErrorChatIsFull","Failed to join requested chat channel because it is full."
422,"LoginConnectionLimitReached","The login server is currently too busy. Please try again later."
423,"TooManyObjects","Too many objects requested, please contact support."
424,"SubtabAlreadyExists","This subtab already exists."
425,"MaxInventoryColumns","You have reached the maximum number of inventory columns allowed. CHINA ONLY NOT FOR WORLDWIDE REALM"
426,"IncorrectInventoryColumnUpgrade","You are trying to purchase the inventory upgrade for the incorrect number of existing slots. CHINA ONLY NOT FOR WORLDWIDE REALM"
427,"GenericRateLimit","Requested failed because you have made too many requests in a short time."
428,"RequestInProgress","A request is already in progress. Please try again soon."
429,"ItemNotInStash","The item is not in the given stash."
430,"BestiaryNetChanged","Your character will now use {0} to capture Beasts."
431,"ErrorPlayerHasNoMenagerie","That player does not have a Menagerie."
432,"MicrotransactionNotAvailableInLeague","You are not allowed to buy this microtransaction in this league."
433,"CaptureMonsterSuccess","Captured Beast: {0}"
434,"PlayersRemainingN","{0} players remain."
435,"AccountNotVerifiedChatError","You must verify your account before you can chat."
