"rownum","Id","WordsKey","FlavourTextKey","MinLevel","ModsKeys","SpawnWeight","[i32]","AOFile","bool","[i32]","AppearanceChestsKey","ChestsKey","[rid]"
20,"BrinerotCache",676,844,56,"[7151,11930,7110,7220]",30,[],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",[],"",268,[7741]
21,"RenegadesCache",677,845,56,"[7152,11931,7110,7220]",10,[],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",[],"",268,[7741]
22,"ProphecyWickedKing4",777,1028,0,"[7175,12013,12014,12015]",0,[],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",[],"",248,[7741]
23,"VaultsOfAtziriUnique",800,1050,0,[8486],0,[],"Metadata/Chests/VaalChests/VaalChest.ao",1,[],"",272,[]
24,"BreachUniqueBox",802,1059,0,[7174],0,[],"Metadata/Chests/CocoonChests/Cocoon1.ao",1,[],"",407,[]
25,"DivinationCardUniqueBox",857,847,0,"[8837,7253,7875]",0,[],"Metadata/Chests/UniqueStrongboxes/DivinationCardUniqueStrongbox.ao",1,[],"",1244,[7741]
26,"WeylamsWarChest",868,846,40,"[7179,8833,12589,12958]",60,[],"Metadata/Chests/UniqueStrongboxes/WarChest.ao","",[],"",247,[7741]
27,"ForgottenReliquaryChest",893,1180,0,[12787],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",431,[]
28,"ForgottenReliquaryChest2",894,1181,0,[12788],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",432,[]
29,"ForgottenReliquaryChestVaal",895,1182,0,[12789],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao",1,[],"",433,[]
30,"EmpyreanApparatus2",369,384,68,"[7137,7131,7198,7875]",40,[],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",[],"",254,[7741]
31,"EmpyreanApparatus3",369,384,72,"[7137,7131,7198,7875]",40,[],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",[],"",255,[7741]
32,"EmpyreanApparatus4",369,384,76,"[7137,7131,7198,7875]",40,[],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",[],"",256,[7741]
33,"EmpyreanApparatus5",369,384,80,"[7137,7131,7198,7875]",40,[],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",[],"",257,[7741]
34,"BookStandUniqueBox",952,665,0,[7101],0,[],"Metadata/Chests/StrongBoxes/BookStandStrongBox.ao","",[],"",270,[]
35,"VaalStrongboxSacrifice",1162,1989,0,[19592],0,[],"Metadata/Chests/VaalChests/VaalUniqueChest02.ao",1,[],"",1245,[7741]
36,"VaalStrongboxMortal",1163,1990,0,[19593],0,[],"Metadata/Chests/VaalChests/VaalUniqueChest03.ao",1,[],"",1246,[7741]
