"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","bool","bool","AwakenedVariant","RegularVariant"
55,5443,631,60,0,40,"[47,9,16]","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.",13295,"","","",1,1,"",""
56,5444,636,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13330,"","","",1,1,"",""
57,5445,638,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13319,"","","",1,1,"",""
58,5446,639,100,0,0,"[9,16]","","","Supports any skill that hits enemies.",13314,"","","",1,1,"",""
59,5447,641,100,0,0,"[9,16]","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.",13302,"","","",1,1,"",""
60,5448,643,0,100,0,"[10,16]","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.",13293,"","","",1,1,"",""
61,5449,644,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",13394,"","","",1,1,454,""
62,5451,645,0,60,40,"[10,25,13,7,36]","","","","","","","",1,1,"",""
63,5452,646,0,100,0,"[10,25,13,7,36,22,15]","","","","","","","",1,1,"",""
64,5453,792,0,0,100,"[11,25,4,5,15,2]",5607,"","","","","","",1,1,"",""
65,5607,2932,0,0,100,"[11,25,4,5,15,24,2]","",1,"","",792,"","",1,1,"",""
66,5522,4975,0,0,0,"[16,26]","","","","","","","",1,1,"",""
67,5454,805,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.",13308,"","","",1,1,"",""
68,5455,807,0,0,100,"[47,11,25,4,5,1]","","","","","","","",1,1,"",""
69,5456,822,0,100,0,"[10,16,5]","","","Supports projectile skills.",13384,"","","",1,1,"",""
70,5457,823,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.",13323,"","","",1,1,"",""
71,5458,825,0,0,100,"[11,25,4,8]","","","","","",10249,"",1,1,"",""
72,5459,7856,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","",1,1,"",""
73,5460,833,100,0,0,"[9,25,13,7,36,1]",5624,"","","","","","",1,1,"",""
74,5624,840,100,0,0,"[9,25,13,7,36,15,14,24,1]","",1,"","",833,"","",1,1,"",""
75,5461,850,0,0,100,"[11,25,4,15,1]","","","","","","","",1,1,"",""
76,5462,860,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,"",""
77,5463,875,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
78,5464,4153,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
79,5465,911,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","",1,1,"",""
80,5466,4493,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
81,5467,4493,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
82,5468,920,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",13386,"","","",1,1,440,""
83,5469,921,100,0,0,"[9,16]","","","Supports any skill that can kill enemies.",13331,"","","",1,1,"",""
84,5470,923,0,0,100,"[11,16]","","","Supports any skill that can kill enemies.",13332,"","","",1,1,"",""
85,5471,924,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.",13325,"","","",1,1,"",""
86,5472,926,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","",1,1,"",""
87,5473,950,0,60,40,"[10,25,4,14,15,17,42]","","","","","","","",1,1,"",""
88,5474,971,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
89,5475,981,60,40,0,"[9,25,4,17,43]","","","","","","","",1,1,"",""
90,5476,988,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
91,5477,4389,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
92,5478,993,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
93,5479,1006,0,40,60,"[47,11,25,4,17,43]","","","","","","","",1,1,"",""
94,5480,1014,0,100,0,"[10,25,4,17,43]","","","","","","","",1,1,"",""
95,5481,7660,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","",1,1,"",""
96,5482,1049,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","",1,1,"",""
97,5610,1051,0,0,100,"[11,25,4,14,15,24,2,22,35]","",1,"","",1049,"","",1,1,"",""
98,5483,1080,0,0,100,"[11,25,4,8,15]",5625,"","","","",10251,"",1,1,"",""
99,5625,1082,0,0,100,"[11,25,4,8,15,24]","",1,"","",1080,10251,"",1,1,"",""
100,5488,1112,100,0,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
101,5622,1114,100,0,0,"[9,25,13,7,36,24]","",1,"","","","","",1,1,"",""
102,5489,1125,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","",1,1,"",""
103,5490,7811,0,100,0,"[10,25,13,14,5,6]",5618,"","","","","","",1,1,"",""
104,5618,7814,0,100,0,"[10,25,13,14,5,24,6]","",1,"","",7811,"","",1,1,"",""
105,5491,1137,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",13391,"","","",1,1,"",""
106,5492,1139,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13318,"","","",1,1,463,""
107,5493,1140,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",13333,"","","",1,1,"",""
108,5494,1142,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",13327,"","","",1,1,"",""
109,5495,1143,0,0,100,"[0,11,16]","","","Supports any skill that hits enemies.",13334,"","","",1,1,"",""
110,5496,1145,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",13316,"","","",1,1,"",""
111,5497,1146,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13315,"","","",1,1,"",""
112,5498,1147,60,0,40,"[13,9,16]","","","Supports attack skills.",13312,"","","",1,1,437,""
113,5499,4093,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",13335,"","","",1,1,"",""
114,5500,1148,100,0,0,"[13,9,16]","","","Supports attack skills.",13336,"","","",1,1,"",""
115,5501,1149,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,"",""
116,5502,1287,0,60,40,"[10,25,13,5,7,36,2]",5621,"","","","","","",1,1,"",""
117,5621,7800,0,60,40,"[10,25,13,7,36,15,24,2,5]","",1,"","",1287,"","",1,1,"",""
118,5503,1339,40,0,60,"[11,25,4,2,18]","","","","","","","",1,1,"",""
119,5504,1343,100,0,0,"[9,25,4,14,15,0,33,34]",5609,"","","","","","",1,1,"",""
120,5609,1344,100,0,0,"[9,25,4,14,15,0,33,24,34]","",1,"","",1343,"","",1,1,"",""
121,5505,1356,0,0,100,"[47,11,25,13,5]",5612,"","","","","","",1,1,"",""
122,5612,1357,0,0,100,"[47,11,25,13,5,24]","",1,"","",1356,"","",1,1,"",""
123,5506,1651,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","",1,1,"",""
124,5507,1667,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","",1,1,"",""
125,5509,1676,0,100,0,"[12,10,25,4,14]",5633,"","","","","","",1,1,"",""
126,5633,1681,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1676,"","",1,1,"",""
127,5510,1685,40,0,60,"[12,11,25,4,14]","","","","","","","",1,1,"",""
128,5511,1687,75,0,0,"[12,9,25,4,14]","","","","","","","",1,1,"",""
129,5512,1693,0,0,100,"[12,11,25,4,14]",5632,"","","","","","",1,1,"",""
130,5632,1694,0,0,100,"[12,11,25,4,14,15,24]","",1,"","",1693,"","",1,1,"",""
131,5513,1698,0,100,0,"[12,10,25,4,14]",5631,"","","","","","",1,1,"",""
132,5631,1702,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1698,"","",1,1,"",""
133,5514,1705,100,0,0,"[12,9,25,4,14,33]","","","","","","","",1,1,"",""
134,5515,1708,60,0,40,"[12,9,25,4,14,0]","","","","","","","",1,1,"",""
135,5516,1715,0,60,40,"[12,10,25,4,14,1]","","","","","","","",1,1,"",""
136,5517,1723,0,0,100,"[12,11,25,4,14,2]","","","","","","","",1,1,"",""
137,5518,1732,0,100,0,"[10,25,13,5,0,6]",5608,"","","","","","",1,1,"",""
138,5608,2938,0,100,0,"[10,25,13,5,14,24,0,6]","",1,"","",1732,"","",1,1,"",""
139,5519,1738,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",13389,"","","",1,1,"",""
140,5520,1739,100,0,0,"[12,9,16]","","","Supports any non-blessing skill with a reservation.",13297,"","","",1,1,"",""
141,5521,1745,0,0,75,"[12,11,25,4,14]",5630,"","","","","","",1,1,"",""
142,5630,1747,0,0,75,"[12,11,25,4,14,15,24]","",1,"","",1745,"","",1,1,"",""
143,5523,1748,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",13337,"","","",1,1,"",""
144,5524,1749,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",13338,"","","",1,1,"",""
145,5525,1751,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",13339,"","","",1,1,"",""
146,5526,1752,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",13324,"","","",1,1,"",""
147,5527,1753,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",13340,"","","",1,1,"",""
148,5528,1754,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",13328,"","","",1,1,"",""
149,5529,1764,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13306,"","","",1,1,"",""
150,5669,1767,33,33,34,"[29,21,25,4]","","","","","","","",1,1,"",""
151,5530,1768,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","",1,1,"",""
152,5531,1778,100,0,0,"[19,12,9,25,4,14]","","","","","","","",1,1,"",""
153,5532,8723,0,40,60,"[21,47,11,25,4,5,1,12,14]","","","","","","","",1,1,"",""
154,5533,1784,0,40,60,"[20,11,25,4,15]","","","","","","","",1,1,"",""
155,5534,1785,0,100,0,"[20,10,25,4,15,33]","","","","","","","",1,1,"",""
156,5535,1795,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13326,"","","",1,1,"",""
157,5536,1796,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,"",""
158,5634,1798,0,60,40,"[20,10,25,4,15,14,24,0]","",1,"","","","","",1,1,"",""
159,5537,1854,100,0,0,"[19,9,25,4,14]","","","","","","","",1,1,"",""
160,5538,1855,100,0,0,"[19,9,25,4]","","","","","","","",1,1,"",""
161,5539,1900,0,60,40,"[10,25,4,5,33,15]","","","","","","","",1,1,"",""
162,5543,1932,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13320,"","","",1,1,"",""
163,5422,1934,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","",1,1,"",""
164,5421,1946,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","",1,1,"",""
165,5508,1970,0,0,100,"[11,25,4,18,2]",5606,"","","","","","",1,1,"",""
166,5606,2931,0,0,100,"[11,25,4,18,24,2,15]","",1,"","",1970,"","",1,1,"",""
167,5540,1995,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
168,5541,1995,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
169,5542,2006,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","",1,1,"",""
170,5544,2047,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",13341,"","","",1,1,"",""
171,5545,2050,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13342,"","","",1,1,438,""
172,5546,2051,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13291,"","","",1,1,447,""
173,5547,2052,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13343,"","","",1,1,462,""
174,5548,2053,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",13465,"","","",1,1,"",""
175,5549,2054,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13344,"","","",1,1,446,""
176,5550,2056,0,100,0,"[10,16,5]","","","","","","","",1,1,"",""
177,5551,2057,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",13298,"","","",1,1,449,""
178,5552,2058,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,1,"",""
179,5553,2059,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","",1,1,"",""
180,5554,2072,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","",1,1,"",""
181,5555,2079,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","",1,1,"",""
182,5732,8473,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","",1,1,"",""
183,5556,7808,0,0,100,"[11,25,4,0,30,14]","","","","","","","",1,1,"",""
184,5557,2173,40,60,0,"[10,25,13,14,22,30,33,7]",5613,"","","","","","",1,1,"",""
185,5613,2182,40,60,0,"[10,25,13,14,15,24,7,22,30,33]","",1,"","",2173,"","",1,1,"",""
186,5558,2224,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13304,"","","",1,1,442,""
187,5559,2226,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13345,"","","",1,1,465,""
188,5560,2229,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13303,"","","",1,1,441,""
189,5561,2231,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13346,"","","",1,1,"",""
190,5562,2232,60,0,40,"[9,25,4,19,0]","","","","","","","",1,1,"",""
191,5563,2243,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13347,"","","",1,1,436,""
192,5564,2244,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",13348,"","","",1,1,"",""
193,5565,2252,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13349,2253,"","",1,1,459,""
194,5566,2285,0,60,40,"[10,25,13,14,7]",5628,"","","","","","",1,1,"",""
195,5628,2286,0,60,40,"[10,25,13,14,24,7]","",1,"","",2285,"","",1,1,"",""
196,5567,2358,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13309,2359,"","",1,1,445,""
197,5568,2360,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13350,2361,"","",1,1,"",""
198,5569,2362,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",13351,"","","",1,1,"",""
199,5570,2363,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13352,"","","",1,1,468,""
200,5571,2378,0,40,60,"[20,47,11,25,4,5,2]",5642,"","","","","","",1,1,"",""
201,5642,2380,0,40,60,"[20,47,11,25,4,5,15,24,2]","",1,"","",2378,"","",1,1,"",""
202,5572,2420,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","",1,1,"",""
203,5573,2441,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",13321,"","","",1,1,"",""
204,5574,2466,60,0,40,"[9,25,4,8,33]","","","","","","","",1,1,"",""
205,5395,5357,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,"",""
206,5575,2468,40,60,0,"[10,25,13,5]",5620,"","","","","","",1,1,"",""
207,5620,2475,40,60,0,"[10,25,13,5,24]","",1,"","",2468,"","",1,1,"",""
208,5576,2539,0,100,0,"[10,16,5]","","","Supports projectile skills.",13353,"","","",1,1,"",""
209,5577,2540,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",13354,"","","",1,1,"",""
210,5578,2543,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13392,"","","",1,1,"",""
211,5579,2545,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13355,"","","",1,1,"",""
212,5580,2546,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13310,"","","",1,1,"",""
213,5581,2553,0,60,40,"[10,25,15,8,4,33]","","","","","","","",1,1,"",""
214,5582,2611,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13356,"","","",1,1,470,""
215,5583,2613,60,0,40,"[12,9,25,4,14,0]",5584,"","","","","","",1,1,"",""
216,5584,7326,60,0,40,"[12,9,25,4,14,15,24,0]","",1,"","",2613,"","",1,1,"",""
217,5585,2616,0,60,40,"[12,10,25,4,14,1]",5586,"","","","","","",1,1,"",""
218,5586,7327,0,60,40,"[12,10,25,4,14,15,24,1]","",1,"","",2616,"","",1,1,"",""
219,5587,2619,0,0,100,"[12,11,25,4,14,2]",5588,"","","","","","",1,1,"",""
220,5588,7328,0,0,100,"[12,11,25,4,14,15,24,2]","",1,"","",2619,"","",1,1,"",""
221,5589,2622,0,0,100,"[11,25,4,14,15,2]",5626,"","","","","","",1,1,"",""
222,5626,2633,0,0,100,"[11,25,4,14,15,24,2]","",1,"","",2622,"","",1,1,"",""
223,5590,2694,0,0,100,"[11,25,4,14,0,30]",5639,"","","","","","",1,1,"",""
224,5639,2695,0,0,100,"[11,25,4,14,24,0,30]","",1,"","",2694,"","",1,1,"",""
225,5591,2743,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
226,5592,2105,0,0,100,"[11,25,4,5,14,2]","","","","","","","",1,1,"",""
227,5593,2763,0,60,40,"[21,10,25,4,14,15]","","","","","","","",1,1,"",""
228,5594,2764,0,0,100,"[11,25,4,18,14,0]","","","","","","","",1,1,"",""
229,5595,2765,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13357,"","","",1,1,453,""
230,5596,2766,0,0,100,"[11,25,4,8,15,0]","","","","","","","",1,1,"",""
231,5597,2799,0,0,100,"[11,25,4,14,0,15]","","","","","","","",1,1,"",""
232,5598,2819,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13358,"","","",1,1,469,""
233,5599,2827,0,60,40,"[10,25,4,14,15,3]","","","","","","","",1,1,"",""
234,5600,2861,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
235,5601,2870,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
236,5602,5007,0,0,100,"[8,11,25,4,15,3]","","","","","","","",1,1,"",""
237,5603,2875,0,0,100,"[11,25,4,14,1,33]","","","","","","","",1,1,"",""
238,5627,3218,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",13395,"","","",1,1,"",""
239,5629,3219,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","",1,1,"",""
240,5604,3244,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
241,5638,3248,60,40,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
242,5640,8721,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","",1,1,"",""
243,5641,3366,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
244,5643,3399,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13387,"","","",1,1,439,""
245,5644,3400,100,0,0,"[9,25,4,14,15,31]","","","","","","","",1,1,"",""
246,5645,3401,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","",1,1,"",""
247,5646,3402,0,60,40,"[10,25,4,14,1,31]","","","","","","","",1,1,"",""
248,5647,3403,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","",1,1,"",""
249,5648,3404,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","",1,1,"",""
250,5649,3405,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","",1,1,"",""
251,5650,3413,0,100,0,"[10,25,4,17,43]","","","","","","","",1,1,"",""
252,5651,3610,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
253,5652,3610,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
254,5653,3660,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
255,5654,3706,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
256,5657,3905,0,0,100,"[11,25,13,5,14]","","","","","","","",1,1,"",""
257,5658,2306,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","",1,1,"",""
258,5656,3916,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
259,5655,3918,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
260,5485,4002,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","",1,1,"",""
