"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
80,"Dex2_3",3,5422,"",1321
81,"Dex2_4",3,5518,"",1321
82,"Dex2_5",3,5407,"",1321
83,"Dex2_6",3,1,"",1321
84,"Dex2_7",3,1,"",1321
85,"Dex2_8",3,5173,"",1321
86,"Dex2_9",3,4397,"G",1321
87,"Dex2_10",3,4397,"G",1321
88,"Dex2_11",3,4506,"GG",1321
89,"Dex2_12",3,4757,"G",1321
90,"Dex2_13",3,5681,"",1321
91,"Str2_1",0,5629,"",1321
92,"Str2_2",0,5403,"",1321
93,"Str2_3",0,5488,"",1321
94,"Str2_4",0,1,"",1321
95,"Str2_5",0,1,"",1321
96,"Str2_6",0,5173,"",1321
97,"Str2_7",0,4613,"RR",1321
98,"Str2_8",0,4450,"R",1321
99,"Str2_9",0,4737,"R",1321
100,"Int2_1",1,5462,"",1321
101,"Int2_2",1,5677,"",1321
102,"Int2_3",1,5651,"",1321
103,"Int2_4",1,5396,"",1321
104,"Int2_5",1,1,"",1321
105,"Int2_6",1,1,"",1321
106,"Int2_7",1,5173,"",1321
107,"Int2_8",1,4284,"B",1321
108,"Int2_9",1,4284,"B",1321
109,"Int2_10",1,4776,"B",1321
110,"StrDex2_1",4,5404,"",1321
111,"StrDex2_2",4,5629,"",1321
112,"StrDex2_3",4,5407,"",1321
113,"StrDex2_4",4,5411,"",1321
114,"StrDex2_5",4,1,"",1321
115,"StrDex2_6",4,1,"",1321
116,"StrDex2_7",4,5173,"",1321
117,"StrDex2_8",4,4397,"R",1321
118,"StrDex2_9",4,4397,"G",1321
119,"StrDex2_10",4,4588,"GR",1321
120,"StrDex2_11",4,4757,"G",1321
121,"StrDex2_12",4,4737,"R",1321
122,"StrInt2_1",6,5403,"",1321
123,"StrInt2_2",6,5629,"",1321
124,"StrInt2_3",6,5462,"",1321
125,"StrInt2_4",6,5677,"",1321
126,"StrInt2_5",6,5651,"",1321
127,"StrInt2_6",6,5460,"",1321
128,"StrInt2_7",6,1,"",1321
129,"StrInt2_8",6,1,"",1321
130,"StrInt2_9",6,5173,"",1321
131,"StrInt2_10",6,4478,"R",1321
132,"StrInt2_11",6,4478,"B",1321
133,"StrInt2_12",6,4613,"RR",1321
134,"StrInt2_13",6,4737,"R",1321
135,"StrInt2_14",6,4776,"B",1321
136,"DexInt2_1",5,5671,"",1321
137,"DexInt2_2",5,5462,"",1321
138,"DexInt2_3",5,5536,"",1321
139,"DexInt2_4",5,5651,"",1321
140,"DexInt2_5",5,5465,"",1321
141,"DexInt2_6",5,1,"",1321
142,"DexInt2_7",5,1,"",1321
143,"DexInt2_8",5,5173,"",1321
144,"DexInt2_9",5,4308,"G",1321
145,"DexInt2_10",5,4308,"G",1321
146,"DexInt2_11",5,4284,"B",1321
147,"DexInt2_12",5,4284,"B",1321
148,"DexInt2_13",5,4757,"G",1321
149,"DexInt2_14",5,4776,"B",1321
150,"StrDexInt2_1",2,1,"",1321
151,"StrDexInt2_2",2,1,"",1321
152,"StrDexInt2_3",2,5173,"",1321
153,"StrDexInt2_4",2,5575,"",1321
154,"StrDexInt2_5",2,5629,"",1321
155,"StrDexInt2_6",2,5424,"",1321
156,"StrDexInt2_7",2,5651,"",1321
157,"StrDexInt2_8",2,4284,"B",1321
158,"StrDexInt2_9",2,4588,"GR",1321
159,"StrDexInt2_10",2,4397,"G",1321
160,"StrDexInt2_11",2,4397,"R",1321
161,"StrDexInt2_12",2,4284,"B",1321
