"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]"
14,"chill",[],[],[],[],"[""Default"",""Myrmidon"",""HyrrisIre""]",[117],"[18079,27566,54248]",[],14667,[],[],[]
15,"freeze",[],[],[],[],"[""Default"",""Myrmidon""]",[120],"[18079,27566]",[],14668,[],[],[]
16,"poison",[],[],[],[],"[""Default""]",[122],[18079],[],13936,[],[],[]
17,"exposure",[],[],[],[],"[""Default"",""Stygian"",""Celestial""]","[125,124,126]","[18079,39541,27572]",[],14235,[],[],[]
18,"soulfeast","[64,65]",[],[26],[],"[""Default""]",[],[18079],"[44,45,46,47]",347,[],[1331],[]
19,"mana_void","[68,69,70,71,72,73,74,75,76,77,78]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1332],[]
20,"storm_rain","[79,80,81]",[3],[],[0],"[""Default""]",[],[18079],[],347,[],[1333],[]
21,"igniting_flask","[82,83,85,86,88]",[],"[20,0]",[],"[""Default""]",[378],[18079],[52],347,[],[1340],[]
22,"igniting_flask_wall","[82,84,85,87,88]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1340],[]
23,"igniting_flask_lite","[82,89,91,92,94]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1340],[]
24,"igniting_flask_wall_lite","[82,90,91,93,94]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1340],[]
25,"infernal_blow","[95,96]",[],[],[],"[""Default"",""Stygian""]","[133,135,137]","[18079,39541]",[],347,[],[75],[]
26,"smoke_mine",[99],[],[],[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],347,[],[236],[]
27,"chain_hook","[102,104,106,108]",[4],"[12,0]",[],"[""Default"",""Stygian""]",[],"[18079,39541]",[],347,[],[1187],[]
28,"arcane_cloak",[110],[],"[16,0]",[],"[""Default"",""VoidEmperor""]",[139],"[18079,48015]",[],347,[],[1239],[]
29,"orb_of_storms","[112,115,118]",[6],[],[],"[""Default"",""Celestial"",""Demonic""]",[],"[18079,27572,61278]",[],347,[],[506],[]
30,"spark",[],[],[],[],"[""Default"",""SkeletonSpark"",""SpiderSpark"",""AvariusSpark"",""FireSpider"",""Sand"",""LightningElder"",""BestiaryCocoon"",""VaalIncursion"",""IncursionPipe"",""VaalIncursionEpic"",""DelveDweller"",""BetrayalCatarinaSpark"",""LegionMarakethSpark"",""LegionMarakethTornadoSpark"",""AtlasEyrie"",""HarvestHellion"",""Automaton"",""Celestial"",""Void""]",[],"[18079,63244,63286,26477,55029,25598,37016,62017,45534,10364,56855,15938,15102,32275,4271,13264,58149,3488,27572,9203]","[53,76]",347,[],"[70,1034,71]",[]
31,"spark_monster",[],[],[],[],"[""BookTornado"",""FireTornado"",""AfflicationFlamenado""]",[],"[42246,34282,41848]",[73],783,[],"[70,1034,71]",[]
32,"dual_strike","[121,123,126,127]",[],[],[],"[""Default"",""NoImpact"",""Nightfall""]",[],"[18079,32633,57192]",[],347,[],[24],[]
33,"weapon_trap","[128,129,130,131]",[],[22],[],"[""Default""]",[],[18079],[],347,[],[1330],[]
34,"shield_waves","[132,133]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1334],[]
35,"exsanguinate",[],"[9,0]",[],[],"[""Default"",""Celestial"",""Mercurial""]",[141],"[18079,27572,25270]",[],347,[],[1313],[]
36,"void_burst","[134,135,136]",[],[],[],"[""Default""]",[144],[18079],[],347,[],[1325],[]
37,"bladefall","[137,143,149]",[],[],[],"[""Default"",""Gold"",""Demonic"",""Acid"",""Chrome"",""Sawblade"",""Illusionist"",""VoidEmperor""]",[],"[18079,38699,61278,16802,55413,28838,54759,48015]",[],347,[],"[496,497]",[]
38,"blade_blast","[157,161]",[],[],[],"[""Default"",""Illusionist"",""Sawblade""]",[],"[18079,54759,28838]",[],347,[],[1244],[]
39,"rage_slash","[165,166,167]",[],[25],[],"[""Default""]",[],[18079],[],347,[],[1326],[]
40,"ambush",[199],[],"[23,0]",[],"[""Default""]",[145],[18079],[],347,[],[1329],[]
41,"shock_nova","[168,174]",[],[],[],"[""Default"",""Riftworm"",""Kuduku"",""Blight"",""StormCultist"",""MonsterShock""]",[],"[18079,9609,36942,7333,64637,62796]",[],347,[],[432],[]
42,"boneshatter",[180],[],[],[],"[""Default""]",[],[18079],[],347,[],[1338],[]
43,"flame_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[7],[420],[]
44,"flame_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[5],[420],[]
45,"lightning_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[12],[632],[]
46,"ice_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[14],[419],[]
47,"ice_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[19],[419],[]
48,"chaos_golem_monster",[],[],[],[],"[""Warband""]",[],[51089],[],884,[26],[418],[]
49,"chaos_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[31],[418],[]
50,"stone_golem",[],[],[],[],"[""Darkshard"",""Lightbringer"",""Miracle"",""Clockwork"",""Default"",""StormCaller""]",[],"[35955,55723,15198,56503,18079,6258]",[],347,[25],[525],[]
51,"bone_golem",[],[],[],[],"[""Default"",""Celestial"",""Darkwood"",""Stygian""]",[],"[18079,27572,12926,39541]",[],347,[32],[1205],[]
52,"cold_snap","[181,186,187,192]",[],[],[],"[""Default"",""BigHands"",""Azurite"",""ProtoVaal"",""Overseer""]",[146],"[18079,37316,62276,18886,5427]",[],347,[],"[40,41]",[]
53,"blood_rage",[197],[],[],[],"[""Default"",""Scavenger""]",[147],"[18079,46158]",[],347,[],[36],[]
54,"lightning_strike","[200,204,208,212]",[],"[28,0]",[],"[""Default"",""Alternate"",""Myrmidon"",""Vulcan""]",[149],"[18079,25075,27566,15703]","[81,82]",347,[],"[127,128]",[]
55,"vortex",[216],[],[],[],"[""Default"",""Blackhole"",""UltimatumCold"",""UltimatumLightning"",""UltimatumRuin"",""Myrmidon""]",[],"[18079,59527,47438,14591,29755,27566]",[],347,[],[608],[]
56,"burning_arrow","[219,220]",[],[36],[],"[""Default"",""Mystic""]",[306],"[18079,45462]","[89,90]",347,[],"[159,160]",[]
57,"dash","[223,228,229,230,226,227]",[],"[38,0,0]",[],"[""Default"",""Wild"",""MonsterRunUnarmed"",""MonsterRun"",""Constrictor"",""Myrmidon"",""Divergence""]",[],"[18079,28806,44071,55600,8701,27566,58468]",[],347,[],"[1180,1220]",[]
58,"cyclone","[248,264,285,278,279,291]",[],[],[],"[""Default"",""White"",""Blue"",""Saw"",""Illusionist"",""Celestial"",""Reserved1"",""Reserved2"",""Dark"",""Ghostflame"",""Automaton"",""BrutalPirateLord"",""UltimatumSabreSpider"",""UltimatumSabreSpiderRuin"",""UltimatumTrialmaster"",""Currency"",""Sharknado"",""Auspicious""]",[],"[18079,15971,52194,37218,54759,27572,3658,3657,5676,894,3488,28691,33116,19253,49128,53000,37940,45563]",[],347,[],"[211,210]",[]
59,"herald_of_ash",[308],[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[154,155]","[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[340],[]
60,"herald_of_ice",[350],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[219],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[341],[]
61,"herald_of_thunder",[329],[],[],[],"[""Default"",""Tribal"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]","[197,241]","[18079,24417,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[],[342],[]
62,"herald_of_agony",[],[],[],[],"[""Default"",""UNUSED"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[263],"[18079,64124,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[36],[343],[]
63,"herald_of_purity","[371,382]",[],[],[],"[""Default"",""GhostFlame"",""Gloom"",""Divine"",""Purple"",""Gore"",""Sin"",""Innocence"",""Wasteland"",""Automaton"",""Celestial"",""BloodGuard"",""FaithGuard"",""Demonic"",""Empyrean"",""PolarisWhite"",""DragonHunter"",""Stygian"",""Glimmerwood"",""Darkwood"",""Despair""]",[285],"[18079,24397,57905,29263,19343,63064,48611,51245,53281,3488,27572,27987,25282,61278,17735,41774,9218,39541,61967,12926,50928]",[],347,[57],[344],[]
64,"eye_of_winter","[396,398]",[],[],[],"[""Default"",""Celestial""]",[],"[18079,27572]","[93,95]",347,[],[1341],[]
65,"spectral_helix","[400,402,404]",[],[52],[],"[""Default"",""Nightfall""]",[],"[18079,57192]",[97],347,[],"[244,1335]",[]
66,"earthquake","[406,418,432,446,460]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer"",""Harmonious""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129,57521]",[],347,[],"[537,540,538,539]",[]
67,"earthquake_ancestral","[472,477,482,487,492]",[],[],[],"[""Default"",""Vinktar"",""Blood"",""Bear"",""Bone"",""Gemling"",""GemlingUpgraded"",""Machinarium"",""SmallBlood"",""Crystal"",""RedCrystal"",""DoryaniCold"",""OshabiHammer""]",[],"[18079,40319,50511,45183,26857,25069,719,22740,49410,25591,50949,57401,58129]",[],347,[],"[537,540]",[]
68,"earthquake_lite","[497,498,499,500,501]",[],[],[],[],[],[],[],347,[],"[537,540,538,539]",[]
69,"earthshatter","[507,509,511,513]",[15],[],[1],"[""Default"",""Verdant""]",[],"[18079,22421]",[],347,[],[1265],[]
70,"earthshatter_ancestral","[515,517,519,521]",[16],[],[3],"[""Default"",""Verdant""]",[],"[18079,22421]",[],347,[],[1265],[]
71,"ground_slam","[523,532,533]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep"",""Oblivion"",""OnyxOblivion""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406,116,38576]",[],347,[],[4],[]
72,"ground_slam_ancestral","[543,547]",[],[],[],"[""Default"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""DwellerDeep"",""Oblivion"",""OnyxOblivion""]",[],"[18079,50511,19877,5799,30086,20384,21898,27572,51406,116,38576]",[],347,[],[4],[]
73,"ice_crash","[551,553,555]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[426],[]
74,"ice_crash_lite","[557,559,561]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[426],[]
75,"ice_crash_ancestral","[563,565,567]",[],[],[],"[""Default"",""Automaton""]",[],"[18079,3488]",[],347,[],[426],[]
76,"leap_slam","[569,580]",[],"[53,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab"",""Heritage""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444,8972]",[],347,[],"[15,16,456]",[]
77,"leap_slam_ancestral","[621,628,635,642]",[],"[53,0,0]",[],"[""Default"",""Goat"",""Kaom"",""MysteryVariation"",""ChurchStatue"",""LabyrinthBoss"",""Electric"",""SuperGoat"",""SuperQuietGoat"",""Kitava"",""ShadowTrail"",""BestiaryRaptor"",""KitavaSnowflake"",""IncursionConstruct"",""DelveLightning"",""BetrayalElreon"",""BetrayalDash"",""NoEffects"",""SynthesisGolem"",""NewLeapSlam"",""LegionKaruiLeapSlam"",""CultistLeapSlam"",""Celestial"",""Carneval"",""BoneGolem"",""Harlequin"",""AfflictionPhysDemon"",""AfflictionPhysBoss"",""AfflictionMinion"",""StygianBoneGolem"",""HarvestHulk"",""HarvestBirddog"",""HarvestTaco"",""HarvestRhex"",""HarvestGoatman"",""DarkwoodBoneGolem"",""CelestialBoneGolem"",""HellscapeSkyStab"",""Heritage""]",[],"[18079,47520,44737,21597,21271,4209,27110,47937,30725,5816,37479,15535,33811,31491,37899,24316,24762,50559,41690,15998,37850,18949,27572,59670,11022,15800,9387,3764,33406,56396,55190,53526,41112,43302,31939,14504,56150,46444,8972]",[],347,[],"[15,16,456]",[]
78,"perforate","[647,648,649,650,651]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1186],[]
79,"perforate_ancestral","[652,653,654,655,656]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1186],[]
80,"sunder","[657,661,665]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],347,[],[596],[]
81,"sunder_ancestral","[669,673,677]",[],[],[],"[""Default"",""Blood"",""UNUSED"",""UNUSED"",""UNUSED"",""DefaultPlayer"",""Glimmerwood""]",[],"[18079,50511,64124,64124,64124,11395,61967]",[],347,[],[596],[]
82,"tectonic_slam","[681,685,689,693]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[980],[]
83,"tectonic_slam_ancestral","[697,699,701,693]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[980],[]
84,"tectonic_slam_lite","[703,705,707]",[],[],[],"[""Default"",""CrabBoss"",""HarvestHellion"",""Celestial""]",[],"[18079,48347,58149,27572]",[],347,[],[980],[]
85,"cleave","[709,713,715,718]",[],[],[],"[""Default"",""DemonCleave"",""BreachCleave"",""NoEffect"",""BreachSmallCleave"",""LegionEternalEmpire"",""BeastCleave""]",[],"[18079,34274,56897,47632,34009,21981,4403]",[],347,[],[6],[]
86,"blade_flurry_sound",[720],[],[],[],"[""Default"",""MossMonster"",""NoSound"",""Urchin""]",[],"[18079,52232,48877,39658]",[],1719,[],[25],[]
87,"piety_reverse_cleave_sound",[723],[],[],[],"[""Default"",""Beast""]",[],"[18079,4395]",[],1719,[],[495],[]
88,"purge_hound_whirling_blades_sound",[725],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[817],[]
89,"whirling_leap_sound",[727],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[530],[]
90,"maligaro_blade_flurry_sound",[729],[],[],[],"[""Default"",""MossMonster""]",[],"[18079,52232]",[],1719,[],[787],[]
91,"mortar_barrage_mine","[731,734]",[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[308],"[18079,7859,39541]",[99],347,[],[1214],[]
92,"mine_lightning_explosion",[737],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[310],"[18079,7859,39541]",[],347,[],[1215],[]
93,"cold_projectile_mine",[740],[],[],[],"[""Default"",""CorruptedEmperor"",""Stygian""]",[312],"[18079,7859,39541]",[102],347,[],[1216],[]
94,"poisonous_concoction","[751,743,753]",[],"[108,0]",[],"[""Default""]",[379],[18079],[105],347,[],[1345],[]
95,"poisonous_concoction_wall","[751,744]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1345],[]
96,"poisonous_concoction_lite","[751,745]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1345],[]
97,"poisonous_concoction_wall_lite","[751,746]",[],[],[],"[""Default""]",[],[18079],[],347,[],[1345],[]
98,"glacial_cascade","[755,759]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],347,[],[1288],[]
99,"glacial_cascade_lite","[763,764]",[],[],[],"[""Default"",""Gore"",""Arctic"",""Illusionist""]",[],"[18079,63064,59603,54759]",[],347,[],[1288],[]
100,"glacial_cascade_old",[765],[],[],[],"[""Default"",""Dark"",""Miner"",""Chaos"",""Molten"",""Ornaments"",""Seawitch"",""Wave"",""Gemling"",""GemlingUpgraded"",""Lightning"",""AbyssBatVomit"",""Arctic"",""Illusionist"",""Stranglecharm""]",[],"[18079,5676,52447,38322,19877,35565,49065,24110,25069,719,41050,34205,59603,54759,21597]",[],347,[],"[285,286,287]",[]
101,"arc","[780,792,794]",[17],"[61,0]",[],"[""Default"",""Guardian"",""Piety"",""BreachLightning"",""PurpleMTX"",""Clockwork"",""Automaton"",""Sulphite"",""Celestial"",""BlightLightning"",""WithCurve"",""BreachLightningNew"",""HellscapeFleshFodder"",""AtlasInvadersConsumeFodder2""]",[314],"[18079,57229,56950,58664,43085,56503,3488,48680,27572,11101,57028,2612,44603,7272]",[],347,[],"[47,48,1359]",[]
102,"chronomancer","[805,806,807]",[],"[65,0,0]",[],"[""Default""]",[],[18079],[],347,[],[1347],[]
103,"flame_wall","[808,812]",[],[],[5],"[""Default"",""Stygian"",""Oblivion"",""Transcendence""]",[317],"[18079,39541,116,28088]",[],347,[],[1279],[]
104,"plague_bearer","[816,819,822,825]",[],[],[],"[""Default"",""Stygian""]","[322,326,330,334]","[18079,39541]",[],347,[],[1209],[]
105,"storm_brand","[828,831,834,837,840]","[31,0]",[],[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],347,[],[1121],[]
106,"armageddon_brand","[843,845,847,849,851,853]",[37],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1133],[]
107,"arcanist_brand","[855,857,859,861]",[39],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1255],[]
108,"penance_brand","[863,865,867,869,871,873]","[41,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[337,339]","[18079,64124,27572]",[],347,[],[1263],[]
109,"winter_brand","[875,877,879,881,883]","[45,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[341,343,345]","[18079,64124,27572]",[],347,[],[1264],[]
110,"shield_charge","[885,890,895,900,905,910,914,919]",[],"[112,0,0,0,115]",[],"[""Default"",""UNUSED"",""Kitava"",""Tibbs"",""Misery"",""Deepwater""]",[],"[18079,64124,5816,63659,32478,57983]",[],347,[],"[10,1287]",[]
111,"tornado","[1076,1088,1090,1092,1094,1096,1098,1100,1102,1104,1106]",[],[],[],"[""Default"",""Shark""]",[],"[18079,39872]",[],347,[78],[1349],[]
112,"barrage_bow","[921,929,937]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[107],347,[],[272],[]
113,"barrage_wand","[925,933,937]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[112],347,[],[272],[]
114,"flame_dash","[939,953]",[],[135],[],"[""Default"",""Cold"",""Harbinger"",""FireIceMicro"",""Blue"",""Wasteland"",""Corsair"",""Stygian"",""Black"",""Scientist"",""Demonic"",""Nightfall"",""Siren"",""Auspicious""]",[],"[18079,13381,41619,11119,52194,53281,51220,39541,25619,64816,61278,57192,42935,45563]",[],347,[],[433],[]
115,"virulent_arrow","[954,958,962,966,970,974,978,982,986]",[],[136],[],"[""Default"",""BlackLotus"",""Celestial""]",[],"[18079,33766,27572]","[116,120,124]",347,[],[1086],[]
116,"blight_channel","[990,995,996,1000,1004,1009]",[],[],[],"[""Default"",""Celestial"",""Sunprism"",""Scientist"",""Project""]","[350,355]","[18079,27572,52008,64816,55295]",[],347,[],"[609,610]",[]
117,"tempest_shield","[1014,1016,1018]",[49],[140],[],"[""Default"",""Celestial""]",[],"[18079,27572]",[],347,[],[130],[]
118,"wither_channelled","[1020,1027]",[],[],[],"[""Default"",""Arcane"",""Celestial"",""Sunprism"",""Scientist"",""Demonic"",""Project""]","[357,363]","[18079,47901,27572,52008,64816,61278,55295]",[],347,[],[544],[]
119,"soul_link","[1034,1035]",[51],[146],[],"[""Default""]","[365,366]",[18079],[],347,[],[1351],[]
120,"storm_blade","[1036,1038]",[],[],[],"[""Default"",""Celestial""]",[367],"[18079,27572]",[],347,[],[1350],[]
121,"flame_link","[1040,1041]",[52],[147],[],"[""Default""]","[368,369]",[18079],[],347,[],[1352],[]
122,"remora_link","[1042,1043]",[53],[148],[],"[""Default""]","[370,371]",[18079],[],347,[],[1353],[]
123,"bulwark_link","[1044,1045]",[54],[149],[],"[""Default""]","[372,373]",[18079],[],347,[],[1354],[]
124,"trigger_link","[1046,1047]",[55],[150],[],"[""Default""]","[374,375]",[18079],[],347,[],[1355],[]
125,"critical_link","[1048,1049]",[56],[151],[],"[""Default""]","[376,377]",[18079],[],347,[],[1356],[]
126,"brand_surge","[1050,1051,1052,1053,1054,1055]",[57],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1258],[]
127,"lightning_arrow","[1068,1072]",[],[],[],"[""Default"",""Blood"",""Divine""]",[],"[18079,50511,29263]",[128],347,[],[141],[]
128,"tornado_shot_bow","[1078,1083]",[],[142],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[132,137]",347,[],[323],[]
129,"tornado_shot_wand","[1078,1083]",[],[142],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[142,143]",347,[],[323],[]
