"rownum","BaseItemTypesKey","IsEnabled","bool"
158,8126,1,1
159,8127,1,1
160,8128,1,1
161,8129,1,1
162,8130,1,1
163,8131,1,1
164,8132,1,1
165,8133,1,1
166,8134,1,1
167,8135,1,1
168,8136,1,1
169,8137,1,1
170,8138,1,1
171,8139,1,1
172,8140,1,1
173,8141,1,1
174,8142,1,1
175,8143,1,1
176,8144,1,1
177,8145,1,1
178,8146,1,1
179,8147,1,""
180,8148,1,1
181,8149,1,1
182,8150,1,1
183,8151,1,1
184,8152,1,1
185,8153,1,1
186,8154,1,1
187,8155,1,1
188,8156,1,1
189,8157,1,1
190,8158,1,1
191,8159,1,1
192,8160,1,1
193,8161,1,""
194,8162,1,1
195,8163,1,1
196,8164,1,1
197,8165,1,1
198,8166,1,1
199,8167,1,""
200,8168,1,1
201,8169,1,1
202,8170,1,1
203,8171,1,1
204,8172,1,1
205,8173,1,1
206,8174,1,1
207,8175,1,1
208,8176,1,1
209,8177,1,1
210,8178,1,1
211,8179,1,1
212,8180,1,1
213,8181,1,1
214,8182,1,1
215,8183,1,1
216,8184,1,1
217,8185,1,""
218,8186,1,1
219,8187,1,1
220,8188,1,1
221,8189,1,1
222,8190,1,1
223,8191,1,1
224,8192,1,1
225,8193,1,1
226,8194,1,1
227,8195,1,1
228,8196,1,1
229,8197,1,1
230,8198,1,1
231,8199,1,1
232,8200,1,1
233,8201,1,1
234,8202,1,1
235,8203,1,1
236,8204,1,1
237,8205,1,1
238,8206,1,1
239,8207,1,1
240,8208,1,1
241,8209,1,1
242,8210,1,1
243,8211,1,1
244,8212,1,1
245,8213,1,1
246,8214,1,1
247,8215,1,1
248,8216,1,1
249,8217,1,1
250,8218,1,1
251,8219,1,1
252,8220,1,1
253,8221,1,1
254,8222,1,1
255,8223,1,1
256,8224,1,1
257,8225,1,1
258,8226,1,1
259,8227,1,1
260,8228,1,1
261,8229,1,1
262,8230,1,1
263,8231,1,1
264,8232,1,1
265,8233,1,1
266,8234,1,1
267,8235,1,1
268,8236,1,1
269,8237,1,1
270,8238,1,1
271,8239,1,1
272,8240,1,1
273,8241,1,1
274,8242,1,1
275,8243,1,1
276,8244,1,1
277,8245,1,1
278,8246,1,1
279,8247,1,1
280,8248,1,1
281,8249,1,1
282,8250,1,1
283,8251,1,1
284,8252,1,1
285,8253,1,1
286,8254,1,1
287,8255,1,1
288,8256,1,1
289,8257,1,1
290,8258,1,1
291,8259,1,1
292,8260,1,1
293,8261,1,""
294,8262,1,1
295,8263,1,1
296,8264,1,""
297,8265,1,1
298,8266,1,1
299,8267,1,1
300,8268,1,1
301,8269,1,1
302,8270,1,1
303,8271,1,1
304,8272,1,1
305,8273,1,1
306,8274,1,1
307,8275,1,1
308,8276,1,1
309,8277,1,1
310,8278,1,1
311,8279,1,1
312,8280,1,1
313,8281,1,1
314,8282,1,1
315,8283,1,1
316,8284,1,1
317,8285,1,1
318,8286,1,1
319,8287,1,1
320,8288,1,1
321,8289,1,1
322,8290,1,1
323,8291,1,1
324,8292,1,1
325,8293,1,1
326,8294,1,1
327,8295,1,1
328,8296,1,1
329,8297,1,1
330,8298,1,1
331,8299,1,1
332,8300,1,1
333,8301,1,1
334,8302,1,1
335,8303,1,1
336,8304,1,1
337,8305,1,1
338,8306,1,1
339,8307,1,1
340,8308,1,1
341,8309,1,1
342,8310,1,1
343,8311,1,1
344,8312,1,1
345,8313,1,1
346,8314,1,1
347,8315,1,1
348,8316,1,1
349,8317,1,1
350,8318,1,1
351,8319,1,1
352,8320,1,1
353,8321,1,1
354,8322,1,1
355,8323,1,1
356,8324,1,1
357,8325,1,1
358,8326,1,1
359,8327,1,1
360,8328,1,1
361,8329,1,1
362,8330,1,1
363,8331,1,1
364,8332,1,1
365,8333,1,1
366,8334,1,1
367,8335,1,1
368,8336,1,1
369,8337,1,1
370,8338,1,1
371,8339,"",""
372,8340,1,1
373,8341,1,1
374,8342,1,1
375,8343,1,1
376,8344,1,1
377,8345,1,1
378,8346,1,1
379,8347,1,1
380,8348,1,1
381,8349,1,1
382,8350,1,1
383,8351,1,1
384,8352,1,1
385,8353,1,1
386,8354,1,1
387,8355,1,1
388,8356,1,1
389,8357,1,1
390,8358,1,1
391,8359,1,1
392,8360,1,1
393,8361,1,1
394,8362,1,1
395,8363,1,1
396,8364,1,1
397,8365,1,1
398,8366,1,1
399,8367,1,1
400,8368,1,1
401,8369,1,1
402,8370,1,1
403,8371,1,1
404,8372,1,1
405,8373,1,1
406,8374,1,1
407,8375,1,1
