"rownum","Mod","TiersWhitelist","TransformAchievement","ModFamilies"
81,24990,[3],"","[3405,1160,1088]"
82,24991,[4],"","[3405,1160,1088]"
83,24992,[2],"","[3405,1160,1088]"
84,24993,[3],"","[3405,1160,1088]"
85,24994,[4],"","[3405,1160,1088]"
86,24995,[2],"",[]
87,24996,[3],"",[]
88,24997,[4],"",[]
89,24998,[2],"",[]
90,24999,[3],"",[]
91,25000,[4],"",[]
92,25001,"[3,4]","",[]
93,25002,"[3,4]","",[]
94,25003,"[3,4]","",[]
95,25004,[3],"",[]
96,25005,[4],"",[]
97,25006,"[3,4]",8326,[]
98,25007,"[3,4]",8326,[]
99,25008,"[3,4]",8326,[]
100,25009,"[3,4]",8326,[]
101,25010,"[3,4]",8326,[]
102,25011,"[3,4]",8326,[]
103,25012,"[3,4]",8326,[]
104,25013,"[3,4]",8326,[]
105,25014,"[3,4]",8326,[]
106,25015,"[3,4]",8326,[]
107,25016,"[3,4]",8326,[]
108,25017,[2],"",[4720]
109,25018,[3],"",[4720]
110,25019,[4],"",[4720]
111,25020,[3],"",[]
112,25021,[4],"",[]
113,25022,[2],"",[]
114,25023,[3],"",[]
115,25024,[4],"",[]
116,25025,[3],"",[]
117,25026,[4],"",[]
118,25027,[3],8327,[]
119,25028,[4],8327,[]
120,25029,[1],"",[]
121,25030,[2],"",[]
122,25031,[3],"",[]
123,25032,[4],"",[]
124,25033,[1],8421,[]
125,25034,[2],8421,[]
126,25035,[3],8421,[]
127,25036,[4],8421,[]
128,25037,[2],"",[]
129,25038,[3],"",[]
130,25039,[4],"",[]
131,25040,[1],8328,[]
132,25041,[2],8328,[]
133,25042,[3],8328,[]
134,25043,[4],8328,[]
135,25044,[1],8328,[]
136,25045,[2],8328,[]
137,25046,[3],8328,[]
138,25047,[4],8328,[]
139,25048,[1],8328,[]
140,25049,[2],8328,[]
141,25050,[3],8328,[]
142,25051,[4],8328,[]
143,25052,[1],8328,[]
144,25053,[2],8328,[]
145,25054,[3],8328,[]
146,25055,[4],8328,[]
147,25056,[1],8328,[]
148,25057,[2],8328,[]
149,25058,[3],8328,[]
150,25059,[4],8328,[]
151,25060,[2],8328,[]
152,25061,[3],8328,[]
153,25062,[4],8328,[]
154,25063,[2],8328,[]
155,25064,[3],8328,[]
156,25065,[4],8328,[]
157,25066,[2],"",[]
158,25067,[3],"",[]
159,25068,[4],"",[]
160,25069,[2],"",[]
161,25070,[3],"",[]
162,25071,[4],"",[]
163,25072,[2],"",[]
164,25073,[3],"",[]
165,25074,[4],"",[]
166,25075,[2],"",[]
167,25076,[3],"",[]
168,25077,[4],"",[]
169,25078,[2],"",[]
170,25079,[3],"",[]
171,25080,[4],"",[]
172,25081,[2],"",[]
173,25082,[3],"",[]
174,25083,[4],"",[]
175,25084,[2],"",[]
176,25085,[3],"",[]
177,25086,[4],"",[]
178,25087,[2],"",[]
179,25088,[3],"",[]
180,25089,[4],"",[]
181,25090,[2],"",[]
182,25091,[3],"",[]
183,25092,[4],"",[]
184,25093,[2],"",[]
185,25094,[3],"",[]
186,25095,[4],"",[]
187,25096,[2],"",[]
188,25097,[3],"",[]
189,25098,[4],"",[]
190,25099,[1],"",[]
191,25100,[2],"",[]
192,25101,[3],"",[]
193,25102,[4],"",[]
194,25103,[2],"",[]
195,25104,[3],"",[]
196,25105,[4],"",[]
197,25106,[2],"",[]
198,25107,[3],"",[]
199,25108,[4],"",[]
200,25109,[2],"",[]
201,25110,[3],"",[]
202,25111,[4],"",[]
203,25112,[2],"",[]
204,25113,[3],"",[]
205,25114,[4],"",[]
206,25115,[1],"",[]
207,25116,[2],"",[]
208,25117,[3],"",[]
209,25118,[4],"",[]
210,25119,[1],"","[124,4192,1520,52]"
211,25120,[2],"","[124,4192,1520,52]"
212,25121,[3],"","[124,4192,1520,52]"
213,25122,[4],"","[124,4192,1520,52]"
214,25123,[1],"","[4192,1520,52,124]"
215,25124,[2],"","[4192,1520,52,124]"
216,25125,[3],"","[4192,1520,52,124]"
217,25126,[4],"","[4192,1520,52,124]"
218,25127,[1],"","[4192,1520,52,124]"
219,25128,[2],"","[4192,1520,52,124]"
220,25129,[3],"","[4192,1520,52,124]"
221,25130,[4],"","[4192,1520,52,124]"
222,25131,[1],"","[124,4193,1519,50]"
223,25132,[2],"","[124,4193,1519,50]"
224,25133,[3],"","[124,4193,1519,50]"
225,25134,[4],"","[124,4193,1519,50]"
226,25135,[1],"","[4193,1519,50,124]"
227,25136,[2],"","[4193,1519,50,124]"
228,25137,[3],"","[4193,1519,50,124]"
229,25138,[4],"","[4193,1519,50,124]"
230,25139,[1],"","[4193,1519,50,124]"
231,25140,[2],"","[4193,1519,50,124]"
232,25141,[3],"","[4193,1519,50,124]"
233,25142,[4],"","[4193,1519,50,124]"
234,25143,[1],"","[124,4194,1158,54]"
235,25144,[2],"","[124,4194,1158,54]"
236,25145,[3],"","[124,4194,1158,54]"
237,25146,[4],"","[124,4194,1158,54]"
238,25147,[1],"","[4194,1158,54,124]"
239,25148,[2],"","[4194,1158,54,124]"
240,25149,[3],"","[4194,1158,54,124]"
241,25150,[4],"","[4194,1158,54,124]"
242,25151,[1],"","[4194,1158,54,124]"
243,25152,[2],"","[4194,1158,54,124]"
244,25153,[3],"","[4194,1158,54,124]"
245,25154,[4],"","[4194,1158,54,124]"
246,25155,[1],"","[1256,70]"
247,25156,[2],"","[1256,70]"
248,25157,[3],"","[1256,70]"
249,25158,[4],"","[1256,70]"
250,25159,[1],"","[1256,70]"
251,25160,[2],"","[1256,70]"
252,25161,[3],"","[1256,70]"
253,25162,[4],"","[1256,70]"
254,25163,[1],"","[3405,1160,1088]"
255,25164,[2],"","[3405,1160,1088]"
256,25165,[3],"","[3405,1160,1088]"
257,25166,[4],"","[3405,1160,1088]"
258,25167,[1],"","[3405,1160,1088]"
259,25168,[2],"","[3405,1160,1088]"
260,25169,[3],"","[3405,1160,1088]"
261,25170,[4],"","[3405,1160,1088]"
262,25171,[1],"","[3405,1160,1088]"
263,25172,[2],"","[3405,1160,1088]"
264,25173,[3],"","[3405,1160,1088]"
265,25174,[4],"","[3405,1160,1088]"
266,25175,[1],"",[]
267,25176,[2],"",[]
268,25177,[3],"",[]
269,25178,[4],"",[]
270,25179,[1],"","[124,4192,19,114,1520,52]"
271,25180,[2],"","[124,4192,19,114,1520,52]"
272,25181,[3],"","[124,4192,19,114,1520,52]"
273,25182,[4],"","[124,4192,19,114,1520,52]"
274,25183,[1],"","[4192,19,114,1520,52,124]"
275,25184,[2],"","[4192,19,114,1520,52,124]"
276,25185,[3],"","[4192,19,114,1520,52,124]"
277,25186,[4],"","[4192,19,114,1520,52,124]"
278,25187,[1],"","[124,4193,19,114,1519,50]"
279,25188,[2],"","[124,4193,19,114,1519,50]"
280,25189,[3],"","[124,4193,19,114,1519,50]"
281,25190,[4],"","[124,4193,19,114,1519,50]"
282,25191,[1],"","[4193,19,114,1519,50,124]"
283,25192,[2],"","[4193,19,114,1519,50,124]"
284,25193,[3],"","[4193,19,114,1519,50,124]"
285,25194,[4],"","[4193,19,114,1519,50,124]"
286,25195,[1],"","[124,4194,19,114,1158,54]"
287,25196,[2],"","[124,4194,19,114,1158,54]"
288,25197,[3],"","[124,4194,19,114,1158,54]"
289,25198,[4],"","[124,4194,19,114,1158,54]"
290,25199,[1],"","[4194,19,114,1158,54,124]"
291,25200,[2],"","[4194,19,114,1158,54,124]"
292,25201,[3],"","[4194,19,114,1158,54,124]"
293,25202,[4],"","[4194,19,114,1158,54,124]"
294,25203,[1],"","[1256,19,114,70]"
295,25204,[2],"","[1256,19,114,70]"
296,25205,[3],"","[1256,19,114,70]"
297,25206,[4],"","[1256,19,114,70]"
298,25207,[1],"","[1256,19,114,70]"
299,25208,[2],"","[1256,19,114,70]"
300,25209,[3],"","[1256,19,114,70]"
301,25210,[4],"","[1256,19,114,70]"
302,25211,[1],"",[114]
303,25212,[1],"",[114]
304,25213,[2],"",[114]
305,25214,[2],"",[114]
306,25215,[3],"",[114]
307,25216,[4],"",[114]
308,25217,[1],"",[114]
309,25218,[1],"",[114]
310,25219,[2],"",[114]
311,25220,[2],"",[114]
312,25221,[3],"",[114]
313,25222,[4],"",[114]
314,25223,[1],"","[124,4192,1520]"
315,25224,[1],"","[124,4192,1520]"
316,25225,[2],"","[124,4192,1520]"
317,25226,[2],"","[124,4192,1520]"
318,25227,[3],"","[124,4192,1520]"
319,25228,[4],"","[124,4192,1520]"
320,25229,[1],"","[4192,1520,124]"
321,25230,[1],"","[4192,1520,124]"
322,25231,[2],"","[4192,1520,124]"
323,25232,[2],"","[4192,1520,124]"
324,25233,[3],"","[4192,1520,124]"
325,25234,[4],"","[4192,1520,124]"
326,25235,[1],"","[124,4193,1519]"
327,25236,[1],"","[124,4193,1519]"
328,25237,[2],"","[124,4193,1519]"
329,25238,[2],"","[124,4193,1519]"
330,25239,[3],"","[124,4193,1519]"
331,25240,[4],"","[124,4193,1519]"
332,25241,[1],"","[4193,1519,124]"
333,25242,[1],"","[4193,1519,124]"
334,25243,[2],"","[4193,1519,124]"
335,25244,[2],"","[4193,1519,124]"
336,25245,[3],"","[4193,1519,124]"
337,25246,[4],"","[4193,1519,124]"
338,25247,[1],"","[124,4194,1158]"
339,25248,[1],"","[124,4194,1158]"
340,25249,[2],"","[124,4194,1158]"
341,25250,[2],"","[124,4194,1158]"
342,25251,[3],"","[124,4194,1158]"
343,25252,[4],"","[124,4194,1158]"
344,25253,[1],"","[4194,1158,124]"
345,25254,[1],"","[4194,1158,124]"
346,25255,[2],"","[4194,1158,124]"
347,25256,[2],"","[4194,1158,124]"
348,25257,[3],"","[4194,1158,124]"
349,25258,[4],"","[4194,1158,124]"
350,25259,[1],"",[1256]
351,25260,[1],"",[1256]
352,25261,[2],"",[1256]
353,25262,[2],"",[1256]
354,25263,[3],"",[1256]
355,25264,[4],"",[1256]
356,25265,[1],"",[1256]
357,25266,[1],"",[1256]
358,25267,[2],"",[1256]
359,25268,[2],"",[1256]
360,25269,[3],"",[1256]
361,25270,[4],"",[1256]
362,25271,[1],"",[]
363,25272,[1],"",[]
364,25273,[2],"",[]
365,25274,[2],"",[]
366,25275,[3],"",[]
367,25276,[4],"",[]
368,25277,[1],"",[]
369,25278,[1],"",[]
370,25279,[2],"",[]
371,25280,[2],"",[]
372,25281,[3],"",[]
373,25282,[4],"",[]
374,25283,[1],"","[3405,1160]"
375,25284,[1],"","[3405,1160]"
376,25285,[2],"","[3405,1160]"
377,25286,[2],"","[3405,1160]"
378,25287,[3],"","[3405,1160]"
379,25288,[4],"","[3405,1160]"
380,25289,[1],"","[3405,1160]"
381,25290,[1],"","[3405,1160]"
382,25291,[2],"","[3405,1160]"
383,25292,[2],"","[3405,1160]"
384,25293,[3],"","[3405,1160]"
385,25294,[4],"","[3405,1160]"
386,25295,[1],"",[]
387,25296,[2],"",[]
388,25297,[3],"",[]
389,25298,[4],"",[]
390,25299,[1],"",[]
391,25300,[2],"",[]
392,25301,[3],"",[]
393,25302,[4],"",[]
394,25303,[2],"",[]
395,25304,[3],"",[]
396,25305,[4],"",[]
397,25306,[2],"",[2164]
398,25307,[3],"",[2164]
399,25308,[4],"",[2164]
400,25309,[2],"",[4718]
401,25310,[3],"",[4718]
402,25311,[4],"",[4718]
403,25312,[2],"",[4718]
404,25313,[3],"",[4718]
405,25314,[4],"",[4718]
406,25315,[3],"","[4193,50,124]"
407,25316,[4],"","[4193,50,124]"
408,25317,[3],"","[4193,50,124]"
409,25318,[4],"","[4193,50,124]"
410,25319,[3],"","[4192,52,124]"
411,25320,[4],"","[4192,52,124]"
412,25321,[3],"","[4192,52,124]"
413,25322,[4],"","[4192,52,124]"
414,25323,[3],"","[1256,70]"
415,25324,[4],"","[1256,70]"
416,25325,[3],"","[1256,70]"
417,25326,[4],"","[1256,70]"
418,25327,[3],"","[3405,1088]"
419,25328,[4],"","[3405,1088]"
420,25329,[3],"","[3405,1088]"
421,25330,[4],"","[3405,1088]"
422,25331,[2],"",[]
423,25332,[3],"",[]
424,25333,[4],"",[]
425,25334,[1],8421,[]
426,25335,[2],8421,[]
427,25336,[3],8421,[]
428,25337,[4],8421,[]
429,25338,[1],8421,[]
430,25339,[2],8421,[]
431,25340,[3],8421,[]
432,25341,[4],8421,[]
433,25342,[1],8421,[]
434,25343,[2],8421,[]
435,25344,[3],8421,[]
436,25345,[4],8421,[]
437,25346,[3],"",[]
438,25347,[4],"",[]
439,25348,[3],"",[]
440,25349,[4],"",[]
441,25350,[3],"",[]
442,25351,[4],"",[]
443,25352,[2],"",[]
444,25353,[3],"",[]
445,25354,[4],"",[]
446,25355,"[3,4]",8329,[114]
447,25356,"[3,4]",8329,[114]
448,25357,"[3,4]",8329,"[154,114]"
449,25358,"[3,4]",8329,[114]
450,25359,"[3,4]",8329,[114]
451,25360,"[3,4]",8329,[114]
452,25361,"[3,4]",8329,[114]
453,25362,"[3,4]",8329,[114]
454,25363,"[3,4]",8329,[114]
455,25364,"[3,4]",8329,"[4194,114,1158,54,124]"
456,25365,"[3,4]",8329,"[3405,114,1160,1088]"
457,25366,"[3,4]",8329,"[4193,114,1519,50,124]"
458,25367,"[3,4]",8329,"[4192,114,1520,52,124]"
459,25368,"[3,4]",8329,[114]
460,25369,"[3,4]",8329,[114]
461,25370,"[3,4]",8329,"[3405,19,114,1160,1088]"
462,25371,"[3,4]",8329,"[3405,19,114,1160,1088]"
463,25372,"[3,4]",8329,"[4194,19,114,1158,54,124]"
464,25373,"[3,4]",8329,"[4194,19,114,1158,54,124]"
465,25374,"[3,4]",8329,"[4193,19,114,1519,50,124]"
466,25375,"[3,4]",8329,"[4193,19,114,1519,50,124]"
467,25376,"[3,4]",8329,"[4192,19,114,1520,52,124]"
468,25377,"[3,4]",8329,"[4192,19,114,1520,52,124]"
469,25378,"[3,4]",8329,"[1256,19,114,70]"
470,25379,"[3,4]",8329,"[1256,19,114,70]"
471,25380,"[2,3,4]","",[]
472,25381,"[2,3,4]","",[]
473,25382,[1],"",[]
474,25383,[2],"",[]
475,25384,[3],"",[]
476,25385,[4],"",[]
477,25386,[1],"",[]
478,25387,[2],"",[]
479,25388,[3],"",[]
480,25389,[4],"",[]
481,25390,[2],"","[4715,4716,4717]"
482,25391,[3],"","[4715,4716,4717]"
483,25392,[4],"","[4715,4716,4717]"
484,25393,[1],"",[]
485,25394,[2],"",[]
486,25395,[3],"",[]
487,25396,[4],"",[]
488,25397,[2],"",[1593]
489,25398,[3],"",[1593]
490,25399,[4],"",[1593]
491,25400,[1],"","[1593,877]"
492,25401,[1],"","[1593,877]"
493,25402,[1],"","[1593,877]"
494,25403,[2],"","[1593,877]"
495,25404,[2],"","[1593,877]"
496,25405,[2],"","[1593,877]"
497,25406,[3],"","[1593,877]"
498,25407,[3],"","[1593,877]"
499,25408,[3],"","[1593,877]"
500,25409,[4],"","[1593,877]"
501,25410,[2],"",[]
502,25411,[2],"",[]
503,25412,[3],"",[]
504,25413,[4],"",[]
505,25414,[2],"",[]
506,25415,[3],"",[]
507,25416,[4],"",[]
508,25417,[1],8421,[]
509,25418,[2],8421,[]
510,25419,[3],8421,[]
511,25420,[4],8421,[]
512,25421,[1],"",[]
513,25422,[2],"",[]
514,25423,[3],"",[]
515,25424,[4],"",[]
516,25425,[1],"",[599]
517,25426,[2],"",[599]
518,25427,[2],"",[599]
519,25428,[3],"",[599]
520,25429,[3],"",[599]
521,25430,[4],"",[599]
522,25431,[1],"",[]
523,25432,[1],"",[]
524,25433,[1],"",[]
525,25434,[1],"",[]
526,25435,[2],"",[]
527,25436,[2],"",[]
528,25437,[3],"",[]
529,25438,[4],"",[]
530,25439,[2],"","[1256,2262,70]"
531,25440,[3],"","[1256,2262,70]"
532,25441,[4],"","[1256,2262,70]"
533,25442,[2],"","[415,1256]"
534,25443,[3],"","[415,1256]"
535,25444,[4],"","[415,1256]"
536,25445,[2],"",[]
537,25446,[3],"",[]
538,25447,[4],"",[]
539,25448,[2],"",[]
540,25449,[3],"",[]
541,25450,[4],"",[]
542,25451,[2],"",[]
543,25452,[3],"",[]
544,25453,[4],"",[]
545,25454,[2],"",[]
546,25455,[3],"",[]
547,25456,[4],"",[]
548,25457,[2],"",[]
549,25458,[3],"",[]
550,25459,[4],"",[]
551,25460,[2],"",[]
552,25461,[3],"",[]
553,25462,[4],"",[]
554,25463,[1],"",[]
555,25464,[2],"",[]
556,25465,[3],"",[]
557,25466,[4],"",[]
558,25467,[1],"",[]
559,25468,[2],"",[]
560,25469,[3],"",[]
561,25470,[4],"",[]
562,25471,[1],"",[]
563,25472,[2],"",[]
564,25473,[3],"",[]
565,25474,[4],"",[]
566,25475,[2],"","[531,4192,1520,52,124]"
567,25476,[3],"","[531,4192,1520,52,124]"
568,25477,[4],"","[531,4192,1520,52,124]"
569,25478,[2],"","[531,4192,1520,52,124]"
570,25479,[3],"","[531,4192,1520,52,124]"
571,25480,[4],"","[531,4192,1520,52,124]"
572,25481,[2],"","[531,4193,1519,50,124]"
573,25482,[3],"","[531,4193,1519,50,124]"
574,25483,[4],"","[531,4193,1519,50,124]"
575,25484,[2],"","[531,4193,1519,50,124]"
576,25485,[3],"","[531,4193,1519,50,124]"
577,25486,[4],"","[531,4193,1519,50,124]"
578,25487,[2],"","[531,4194,1158,54,124]"
579,25488,[3],"","[531,4194,1158,54,124]"
580,25489,[4],"","[531,4194,1158,54,124]"
581,25490,[2],"","[531,4194,1158,54,124]"
582,25491,[3],"","[531,4194,1158,54,124]"
583,25492,[4],"","[531,4194,1158,54,124]"
584,25493,[2],"",[1035]
585,25494,[3],"",[1035]
586,25495,[4],"",[1035]
587,25496,[2],"",[425]
588,25497,[3],"",[425]
589,25498,[4],"",[425]
590,25499,[1],"",[]
591,25500,[2],"",[]
592,25501,[3],"",[]
593,25502,[4],"",[]
594,25503,[3],"",[]
595,25504,[4],"",[]
596,25505,[3],"",[]
597,25506,[4],"",[]
598,25507,[3],"",[0]
599,25508,[4],"",[0]
600,25509,[3],"",[]
601,25510,[4],"",[]
602,25511,[3],"",[]
603,25512,[4],"",[]
604,25513,[3],"",[]
605,25514,[4],"",[]
606,25515,[2],"",[]
607,25516,[3],"",[]
608,25517,[4],"",[]
609,25518,[2],"",[]
610,25519,[3],"",[]
611,25520,[4],"",[]
612,25521,[2],"",[]
613,25522,[3],"",[]
614,25523,[4],"",[]
615,25524,"[3,4]",8328,[]
616,25525,"[3,4]",8328,[]
617,25526,"[3,4]",8328,[]
618,25527,"[3,4]",8328,[]
619,25528,"[3,4]",8328,[]
620,25529,[2],8421,[]
621,25530,[3],8421,[]
622,25531,[4],8421,[]
623,25532,[2],8328,[]
624,25533,[3],8328,[]
625,25534,[4],"",[]
626,25535,[2],"",[]
627,25536,[3],"",[]
628,25537,[4],"",[]
629,25538,[2],"",[]
630,25539,[3],"",[]
631,25540,[4],"",[]
632,25541,[2],"",[]
633,25542,[3],"",[]
634,25543,[4],"",[]
635,25544,[2],"",[]
636,25545,[3],"",[]
637,25546,[4],"",[]
638,25547,[2],"",[]
639,25548,[3],"",[]
640,25549,[4],"",[]
641,25550,[2],"",[]
642,25551,[3],"",[]
643,25552,[4],"",[]
644,25553,[2],"",[]
645,25554,[3],"",[]
646,25555,[4],"",[]
647,25556,[2],"",[]
648,25557,[3],"",[]
649,25558,[4],"",[]
650,25559,[2],"",[]
651,25560,[3],"",[]
652,25561,[4],"",[]
653,25562,[2],"",[]
654,25563,[3],"",[]
655,25564,[4],"",[]
656,25565,[2],"",[]
657,25566,[3],"",[]
658,25567,[4],"",[]
659,25568,[2],"",[]
660,25569,[3],"",[]
661,25570,[4],"",[]
662,25571,[2],"",[]
663,25572,[3],"",[]
664,25573,[4],"",[]
665,25574,[2],"",[]
666,25575,[3],"",[]
667,25576,[4],"",[]
668,25577,[2],"",[]
669,25578,[3],"",[]
670,25579,[4],"",[]
671,25580,[4],"",[]
672,25581,[2],"","[4192,52,124]"
673,25582,[3],"","[4192,52,124]"
674,25583,[4],"","[4192,52,124]"
675,25584,[2],"","[4192,52,124]"
676,25585,[3],"","[4192,52,124]"
677,25586,[4],"","[4192,52,124]"
678,25587,[2],"","[4193,50,124]"
679,25588,[3],"","[4193,50,124]"
680,25589,[4],"","[4193,50,124]"
681,25590,[2],"","[4193,50,124]"
682,25591,[3],"","[4193,50,124]"
683,25592,[4],"","[4193,50,124]"
684,25593,[2],"","[4194,54,124]"
685,25594,[3],"","[4194,54,124]"
686,25595,[4],"","[4194,54,124]"
687,25596,[2],"","[4194,54,124]"
688,25597,[3],"","[4194,54,124]"
689,25598,[4],"","[4194,54,124]"
690,25599,[2],"","[3405,1088]"
691,25600,[3],"","[3405,1088]"
692,25601,[4],"","[3405,1088]"
693,25602,[2],"","[3405,1088]"
694,25603,[3],"","[3405,1088]"
695,25604,[4],"","[3405,1088]"
696,25605,"[1,2,3,4]","",[]
697,25606,"[3,4]",8330,[169]
698,25607,"[3,4]",8330,[169]
699,25608,"[3,4]",8330,[169]
700,25609,"[3,4]",8330,[169]
701,25610,"[3,4]",8330,[169]
702,25611,"[3,4]",8330,[169]
703,25612,"[3,4]",8330,[169]
704,25613,"[3,4]",8330,[169]
705,25614,[1],"","[3425,134]"
706,25615,[2],"","[3425,134]"
707,25616,[3],"","[3425,134]"
708,25617,[4],"","[3425,134]"
709,25618,[1],"","[3425,563]"
710,25619,[2],"","[3425,563]"
711,25620,[3],"","[3425,563]"
712,25621,[4],"","[3425,563]"
713,25622,[1],"","[3425,514]"
714,25623,[2],"","[3425,514]"
715,25624,[3],"","[3425,514]"
716,25625,[4],"","[3425,514]"
717,25626,[2],8421,[]
718,25627,[3],8421,[]
719,25628,[4],8421,[]
720,25629,[2],8421,[]
721,25630,[3],8421,[]
722,25631,[4],8421,[]
723,25632,"[3,4]","",[]
724,25633,"[3,4]","",[]
725,25634,"[3,4]","",[]
726,25635,"[3,4]","",[]
727,25636,"[3,4]","",[]
728,25637,[3],"",[]
729,25638,[4],"",[]
730,25639,[3],"",[]
731,25640,[4],"",[]
732,25641,[3],"",[]
733,25642,[4],"",[]
734,25643,[2],"","[3405,1160,1088]"
735,25644,[3],"","[3405,1160,1088]"
736,25645,[4],"","[3405,1160,1088]"
737,25646,[2],"","[3405,1160,1088]"
738,25647,[3],"","[3405,1160,1088]"
739,25648,[4],"","[3405,1160,1088]"
740,25649,[2],"","[531,4193,1519,50,124]"
741,25650,[3],"","[531,4193,1519,50,124]"
742,25651,[4],"","[531,4193,1519,50,124]"
743,25652,[2],"","[531,4193,1519,50,124]"
744,25653,[3],"","[531,4193,1519,50,124]"
745,25654,[4],"","[531,4193,1519,50,124]"
746,25655,[2],"","[1256,70]"
747,25656,[3],"","[1256,70]"
748,25657,[4],"","[1256,70]"
749,25658,[2],"","[1256,70]"
750,25659,[3],"","[1256,70]"
751,25660,[4],"","[1256,70]"
752,25661,"[3,4]","",[]
753,25662,"[3,4]","",[]
754,25663,"[3,4]","",[]
755,25664,"[3,4]","",[]
756,25665,[2],"",[]
757,25666,[3],"",[]
758,25667,[4],"",[]
759,25668,[2],"",[]
760,25669,[3],"",[]
761,25670,[4],"",[]
762,25671,[3],"",[]
763,25672,[4],"",[]
764,25673,[3],"",[]
765,25674,[4],"",[]
766,25675,[3],"",[]
767,25676,[4],"",[]
768,25677,[3],"",[]
769,25678,[4],"",[]
770,25679,[3],"",[]
771,25680,[4],"",[]
772,25681,[3],"",[]
773,25682,[4],"",[]
774,25683,[2],"",[]
775,25684,[3],"",[]
776,25685,[4],"",[]
777,25686,[2],"","[1256,70]"
778,25687,[3],"","[1256,70]"
779,25688,[4],"","[1256,70]"
780,25689,[2],"","[1256,70]"
781,25690,[3],"","[1256,70]"
782,25691,[4],"","[1256,70]"
783,25692,[2],"","[4192,1520,52,124]"
784,25693,[3],"","[4192,1520,52,124]"
785,25694,[4],"","[4192,1520,52,124]"
786,25695,[2],"","[4192,1520,52,124]"
787,25696,[3],"","[4192,1520,52,124]"
788,25697,[4],"","[4192,1520,52,124]"
789,25698,[2],"","[4193,1519,50,124]"
790,25699,[3],"","[4193,1519,50,124]"
791,25700,[4],"","[4193,1519,50,124]"
792,25701,[2],"","[4193,1519,50,124]"
793,25702,[3],"","[4193,1519,50,124]"
794,25703,[4],"","[4193,1519,50,124]"
795,25704,[2],"","[4194,1158,54,124]"
796,25705,[3],"","[4194,1158,54,124]"
797,25706,[4],"","[4194,1158,54,124]"
798,25707,[2],"","[4194,1158,54,124]"
799,25708,[3],"","[4194,1158,54,124]"
800,25709,[4],"","[4194,1158,54,124]"
801,25710,[2],"",[]
802,25711,[3],"",[]
803,25712,[4],"",[]
804,25713,[3],8331,[]
805,25714,[4],8331,[]
806,25715,[2],8421,[]
807,25716,[3],8421,[]
808,25717,[4],8421,[]
809,25718,[2],"",[]
810,25719,[3],"",[]
811,25720,[4],"",[]
812,25721,[2],"",[]
813,25722,[3],"",[]
814,25723,[4],"",[]
815,25724,[2],"",[]
