"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
19,"HelmetAttachment9","Harimal's Wall","Grants Summon Petrify Statue",[17712],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsWall",0,[],"","","",1,""
20,"HelmetAttachment10","Sen-Kin's Descent","Cannot be Leeched From",[17713],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SenKinsDescent",0,[],"","","",1,""
21,"BackAttachment1","Akanilim's Hide","Fire Resistance",[17714],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsHide",3,[],"","","",1,""
22,"BackAttachment2","Shiaphet's Pall","Lightning Resistance",[17715],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsPall",3,[],"","","",1,""
23,"BackAttachment3","Xunti's Parasol","Cold Resistance",[17716],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisParasol",3,[],"","","",1,""
24,"BackAttachment4","Tekiton's Spine","Physical Reduction",[17717],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsSpine",3,[],"","","",1,""
25,"BackAttachment5","Gogori's Plague","Chaos Resistance",[17718],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisPlague",3,[],"","","",1,""
26,"BackAttachment6","Harimal's Campaign","Multiple Projectiles",[17719],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsCampaign",3,[],"","","",1,""
27,"BackAttachment7","Tau Poh's Banner","Ailment Avoidance",[17720],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsBanner",3,[],"","","",1,""
28,"BackAttachment8","Bu's Bottle","Creates Unholy Relics",[17721],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBottle",3,[],"","","",1,""
29,"BackAttachment9","Rithkin's Dance","Physical Damage added as Lightning. All Damage Shocks",[17722],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsDance",3,[],"","","",1,""
30,"BackAttachment10","Cantar's Coffin","Explodes corpses into Acid",[17723],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsCoffine",3,[],"","","",1,""
31,"TwoHandAxe1","Silas' Flattener","Increased Area of Effect",[17707],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SilasFlattener",4,[],11793,"","",1,16
32,"TwoHandMace1","Moknuma's Storm","Maim on Hit",[17724],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasStorm",4,[],11794,"","",1,17
33,"Bow1","Gogori's Stinger","Far Shot",[17725],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisStinger",4,[],"",11795,"",1,13
34,"Bow2","Xunti's Zither","Point Blank",[17726],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisZither",4,[],"",11796,"",1,13
35,"Bow3","Rithkin's Burden","Gain Frenzy Charge on Hit",[17727],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsBurden",4,[],"",11797,"",1,13
36,"OneHandSword1","Sen-Kin's Haunt","Critical Strike Chance and Multiplier",[17728],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SenkinsHaunt",4,[],11798,"","",1,9
37,"OneHandSword2","Akanilim's Pattern","Attack Speed",[17695],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsPattern",4,[],11799,"","",1,9
38,"OneHandSword3","Korim's Decapitator","Attack Damage",[17729],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsDecapitator",4,[],11800,"","",1,9
39,"OneHandSword4","Shiaphet's Needle","Impale on Hit",[17730],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsNeedle",4,[],11801,"","",1,9
40,"OneHandMace1","Raust's Judgement","Gain Endurance Charge on Hit",[17731],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsJudgement",4,[],11802,"","",1,12
41,"OneHandMace2","Elgan's Ritual","Attack Speed",[17695],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansRitual",4,[],11803,"","",1,12
42,"Sceptre1","Urdamel's Tyranny","Elemental Damage",[17732],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsTyranny",4,[],11804,"","",1,32
43,"Dagger1","Tau Poh's Deception","Gain Power Charge on Hit",[17733],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsDeceoption",4,[],11805,"","",1,7
44,"Dagger2","Bu's Blossom","Blind on Hit",[17734],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBlossom",4,[],11806,"","",1,7
45,"Shield1","Tekiton's Mountain","Additional Block Chance",[17735],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsMountain",4,[],"",11807,"",1,26
46,"Shield2","Harimal's Feint","Fortify on Hit",[17736],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsFeint",4,[],"",11808,"",1,26
47,"Claw1","Cantar's Pack","Life Leech",[17737],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsPack",4,[],11809,"","",1,6
48,"Gloves1","Moknuma's Conjuring","Arcane Surge on Hit",[17738],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasConjuring",2,[],"","","",1,""
49,"Gloves2","Azal's Manipulation","Hinder on Hit",[17739],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsManipulation",2,[],"","","",1,""
