"rownum","BaseItemTypesKey","VirtualFile","[i32]"
226,8506,"Art/2DItems/Divination/Images/BeautyThroughDeath",[]
227,8507,"Art/2DItems/Divination/Images/ThePriceofProtection",[]
228,8508,"Art/2DItems/Divination/Images/BoonoftheFirstOnes",[]
229,8509,"Art/2DItems/Divination/Images/TheTwilightMoon",[]
230,8510,"Art/2DItems/Divination/Images/TheCacophony",[]
231,8511,"Art/2DItems/Divination/Images/TheSacrifice",[]
232,8512,"Art/2DItems/Divination/Images/ADabOfInk",[]
233,8513,"Art/2DItems/Divination/Images/TheNurse",[]
234,8514,"Art/2DItems/Divination/Images/TheMasterArtisan",[]
235,8515,"Art/2DItems/Divination/Images/TheLifeThief",[]
236,8516,"Art/2DItems/Divination/Images/TheSeeker",[]
237,8517,"Art/2DItems/Divination/Images/TheMessenger",[]
238,8518,"Art/2DItems/Divination/Images/TheMadKing",[]
239,8519,"Art/2DItems/Divination/Images/BoonofJustice",[]
240,8520,"Art/2DItems/Divination/Images/TheJourney",[]
241,8521,"Art/2DItems/Divination/Images/ArroganceoftheVaal",[]
242,8522,"Art/2DItems/Divination/Images/TheLanding",[]
243,8523,"Art/2DItems/Divination/Images/TheMountain",[]
244,8524,"Art/2DItems/Divination/Images/SevenYearsBadLuck",[]
245,8525,"Art/2DItems/Divination/Images/TheGoldenEra",[]
246,8526,"Art/2DItems/Divination/Images/Monochrome",[]
247,8527,"Art/2DItems/Divination/Images/DarkTemptation",[]
248,8528,"Art/2DItems/Divination/Images/AloneintheDarkness",[]
249,8529,"Art/2DItems/Divination/Images/SambodhisVow",[]
250,8530,"Art/2DItems/Divination/Images/TheLordofCelebration",[0]
251,8531,"Art/2DItems/Divination/Images/Vanity",[]
252,8532,"Art/2DItems/Divination/Images/ImperialLegacy",[]
253,8533,"Art/2DItems/Divination/Images/BurningBlood",[]
254,8534,"Art/2DItems/Divination/Images/ThePrimordial",[]
255,8535,"Art/2DItems/Divination/Images/EchoesOfLove",[]
256,8536,"Art/2DItems/Divination/Images/ThirstForKnowledge",[]
257,8537,"Art/2DItems/Divination/Images/AlluringBounty",[]
258,8538,"Art/2DItems/Divination/Images/TheFool",[]
259,8539,"Art/2DItems/Divination/Images/PrideOfTheFirstOnes",[]
260,8540,"Art/2DItems/Divination/Images/TheDeepOnes",[]
261,8541,"Art/2DItems/Divination/Images/TheArchmagesRightHand",[]
262,8542,"Art/2DItems/Divination/Images/DarkDreams",[1]
263,8543,"Art/2DItems/Divination/Images/BuriedTreasure",[]
264,8544,"Art/2DItems/Divination/Images/DemigodsWagergives",[]
265,8545,"Art/2DItems/Divination/Images/TheOldMan",[]
266,8546,"Art/2DItems/Divination/Images/NooksCrown",[1]
267,8547,"Art/2DItems/Divination/Images/TheSideQuest",[]
268,8548,"Art/2DItems/Divination/Images/ThePriceOfLoyalty",[]
269,8549,"Art/2DItems/Divination/Images/TheHeroicShot",[]
270,8550,"Art/2DItems/Divination/Images/Remembrance",[]
271,8551,"Art/2DItems/Divination/Images/MoreIsNeverEnough",[]
272,8552,"Art/2DItems/Divination/Images/VilePower",[]
273,8553,"Art/2DItems/Divination/Images/TheBargain",[]
274,8554,"Art/2DItems/Divination/Images/AzyransReward",[]
275,8555,"Art/2DItems/Divination/Images/TheSkeleton",[]
276,8556,"Art/2DItems/Divination/Images/TheEyeOfTerror",[]
277,8557,"Art/2DItems/Divination/Images/TheDemon",[]
278,8558,"Art/2DItems/Divination/Images/AkilsProphecy",[]
279,8559,"Art/2DItems/Divination/Images/TheDamned",[]
280,8560,"Art/2DItems/Divination/Images/VoidOfTheElements",[1]
281,8561,"Art/2DItems/Divination/Images/TheDeal",[]
282,8562,"Art/2DItems/Divination/Images/TheWolfsLegacy",[]
283,8563,"Art/2DItems/Divination/Images/BaitedExpectations",[]
284,8564,"Art/2DItems/Divination/Images/SuccorOfTheSinless",[]
285,8565,"Art/2DItems/Divination/Images/UndergroundForest",[]
286,8566,"Art/2DItems/Divination/Images/TheEscape",[]
287,8567,"Art/2DItems/Divination/Images/DeathlyDesigns",[]
288,8568,"Art/2DItems/Divination/Images/TheChosen",[]
289,8569,"Art/2DItems/Divination/Images/CameriasCut",[]
290,8570,"Art/2DItems/Divination/Images/DivineJustice",[]
291,8571,"Art/2DItems/Divination/Images/TheFishmonger",[]
292,8572,"Art/2DItems/Divination/Images/TheBones",[]
293,8573,"Art/2DItems/Divination/Images/Friendship",[]
294,8574,"Art/2DItems/Divination/Images/TheCraving",[]
295,8575,"Art/2DItems/Divination/Images/EtchedInBlood",[]
296,8576,"Art/2DItems/Divination/Images/BaronCat",[]
297,8577,"Art/2DItems/Divination/Images/TheStrategist",[]
298,8578,"Art/2DItems/Divination/Images/TheCheater",[]
299,8579,"Art/2DItems/Divination/Images/TheTinkerersTable",[]
300,8580,"Art/2DItems/Divination/Images/TheEasyStroll",[]
301,8581,"Art/2DItems/Divination/Images/TheProgenyofLunaris",[]
302,8582,"Art/2DItems/Divination/Images/TheEldritchDecay",[]
303,8583,"Art/2DItems/Divination/Images/CounciloOfCats",[]
304,8584,"Art/2DItems/Divination/Images/TheTumbleWeed",[]
305,8585,"Art/2DItems/Divination/Images/TheHiveOfKnowledge",[]
306,8586,"Art/2DItems/Divination/Images/GiftOfAsenath",[]
307,8587,"Art/2DItems/Divination/Images/ANoteInTheWind",[]
308,8588,"Art/2DItems/Divination/Images/TheGreatestIntentions",[]
309,8589,"Art/2DItems/Divination/Images/TheWhiteKnight",[2]
310,8590,"Art/2DItems/Divination/Images/PrometheusArmory",[]
311,8591,"Art/2DItems/Divination/Images/TheSustenance",[]
312,8592,"Art/2DItems/Divination/Images/PeacefulMoments",[]
313,8593,"Art/2DItems/Divination/Images/TheAwakened",[]
314,8594,"Art/2DItems/Divination/Images/AFamiliarCall","[0,4]"
315,8595,"Art/2DItems/Divination/Images/TheLongCon",[]
316,8596,"Art/2DItems/Divination/Images/TheGulf",[]
317,8597,"Art/2DItems/Divination/Images/TheBitterBlossom",[]
318,8598,"Art/2DItems/Divination/Images/Triskaidekaphobia",[]
319,8599,"Art/2DItems/Divination/Images/UnrequitedLove",[]
320,8600,"Art/2DItems/Divination/Images/TheCache",[]
321,8601,"Art/2DItems/Divination/Images/TheAcademic",[]
322,8602,"Art/2DItems/Divination/Images/DesecratedVirtue",[]
323,8603,"Art/2DItems/Divination/Images/BrothersStash",[]
324,8604,"Art/2DItems/Divination/Images/Unchained",[]
325,8605,"Art/2DItems/Divination/Images/TheUnexpectedPrize",[]
326,8606,"Art/2DItems/Divination/Images/CursedWords",[]
327,8607,"Art/2DItems/Divination/Images/TheJournalist",[]
328,8608,"Art/2DItems/Divination/Images/HauntingShadows",[]
329,8609,"Art/2DItems/Divination/Images/Acclimatisation",[]
330,8610,"Art/2DItems/Divination/Images/TheWhiteout",[]
331,8611,"Art/2DItems/Divination/Images/SocietysRemorse",[]
332,8612,"Art/2DItems/Divination/Images/DyingLight","[0,1]"
333,8613,"Art/2DItems/Divination/Images/FatefulMeeting",[]
334,8614,"Art/2DItems/Divination/Images/TheAstromancer","[0,1]"
335,8615,"Art/2DItems/Divination/Images/KeepersCorruption",[1]
336,8616,"Art/2DItems/Divination/Images/RecklessAmbition",[]
337,8617,"Art/2DItems/Divination/Images/LoveThroughIce",[]
338,8618,"Art/2DItems/Divination/Images/DrapedInDreams",[]
339,8619,"Art/2DItems/Divination/Images/ThePatient",[]
340,8620,"Art/2DItems/Divination/Images/TheLongWatch",[]
341,8621,"Art/2DItems/Divination/Images/TheBearWoman",[5]
342,8622,"Art/2DItems/Divination/Images/BrotherhoodInExile",[]
343,8623,"Art/2DItems/Divination/Images/WintersEmbrace",[]
344,8624,"Art/2DItems/Divination/Images/SambodhisWisdom",[]
345,8625,"Art/2DItems/Divination/Images/TheEnthusiasts",[]
346,8626,"Art/2DItems/Divination/Images/BrokenPromises",[]
347,8627,"Art/2DItems/Divination/Images/BrushPaintAndPalette",[]
348,8628,"Art/2DItems/Divination/Images/DeadlyJoy",[]
349,8629,"Art/2DItems/Divination/Images/TheAdventuringSpirit",[]
350,8630,"Art/2DItems/Divination/Images/TheEternalWar",[]
351,8631,"Art/2DItems/Divination/Images/Prejudice",[]
352,8632,"Art/2DItems/Divination/Images/TheShortcut",[]
353,8633,"Art/2DItems/Divination/Images/TheCardSharp",[]
354,8634,"Art/2DItems/Divination/Images/AModestRequest",[]
355,8635,"Art/2DItems/Divination/Images/LuminousTrove",[]
356,8636,"Art/2DItems/Divination/Images/TheHook",[]
357,8637,"Art/2DItems/Divination/Images/TheLastSupper",[]
358,8638,"Art/2DItems/Divination/Images/TheEmptiness",[]
359,8639,"Art/2DItems/Divination/Images/ASeaOfBlue",[]
360,8640,"Art/2DItems/Divination/Images/TheOffspring",[]
361,8641,"Art/2DItems/Divination/Images/ThePriceOfPrescience",[]
362,8642,"Art/2DItems/Divination/Images/TheMindsEyes",[]
363,8643,"Art/2DItems/Divination/Images/TerribleSecretOfSpace",[]
364,8644,"Art/2DItems/Divination/Images/TheBlessingOfMoosh",[]
365,8645,"Art/2DItems/Divination/Images/CostlyCurio",[]
366,8646,"Art/2DItems/Divination/Images/LachrymalNecrosis",[]
367,8647,"Art/2DItems/Divination/Images/Dementophobia",[]
368,8648,"Art/2DItems/Divination/Images/AmbitiousObsession",[]
369,8649,"Art/2DItems/Divination/Images/DesperateCrusade",[]
370,8650,"Art/2DItems/Divination/Images/AStonePerfected",[]
371,8651,"Art/2DItems/Divination/Images/TreasuresOfTheVaal",[]
372,8652,"Art/2DItems/Divination/Images/TheRabbitsFoot",[]
373,8653,"Art/2DItems/Divination/Images/ChasingRisk",[]
374,8654,"Art/2DItems/Divination/Images/ThePrinceOfDarkness",[]
375,8655,"Art/2DItems/Divination/Images/TheCatch",[]
376,8656,"Art/2DItems/Divination/Images/EternalBonds",[]
377,8657,"Art/2DItems/Divination/Images/Disdain",[]
378,8658,"Art/2DItems/Divination/Images/TheScout",[]
379,8659,"Art/2DItems/Divination/Images/GuardiansChallenge",[]
380,8660,"Art/2DItems/Divination/Images/TheForgottenTreasure",[]
381,8661,"Art/2DItems/Divination/Images/TheFoxInTheBrambles",[]
382,8662,"Art/2DItems/Divination/Images/Dream",[]
383,8663,"Art/2DItems/Divination/Images/JudgingVoices",[]
384,8664,"Art/2DItems/Divination/Images/Bijoux",[]
385,8665,"Art/2DItems/Divination/Images/SilenceAndFrost",[]
386,8666,"Art/2DItems/Divination/Images/MiseryInDarkness",[]
387,8667,"Art/2DItems/Divination/Images/TheTirelessExtractor",[]
388,8668,"Art/2DItems/Divination/Images/JustifiedAmbition",[]
389,8669,"Art/2DItems/Divination/Images/ParasiticPassengers",[]
390,8670,"Art/2DItems/Divination/Images/Duality",[]
391,8671,"Art/2DItems/Divination/Images/TheOneThatGotAway",[]
392,8672,"Art/2DItems/Divination/Images/TheTransformation",[]
393,8673,"Art/2DItems/Divination/Images/MagnumOpus",[]
394,8674,"Art/2DItems/Divination/Images/ImperfectMemories",[]
395,8675,"Art/2DItems/Divination/Images/TheMagmaCrab",[]
396,8676,"Art/2DItems/Divination/Images/AlteredPerception",[]
397,8677,"Art/2DItems/Divination/Images/FurtherInvention",[]
398,8678,"Art/2DItems/Divination/Images/TheBrawnyBattleMage",[]
399,8679,"Art/2DItems/Divination/Images/AFateWorseThanDeath",[]
400,8680,"Art/2DItems/Divination/Images/TheDestination",[]
401,8681,"Art/2DItems/Divination/Images/RebirthAndRenewal",[]
402,8682,"Art/2DItems/Divination/Images/TheForwardGaze",[]
403,8683,"Art/2DItems/Divination/Images/TheApothecary",[]
404,8684,"Art/2DItems/Divination/Images/Home",[]
405,8685,"Art/2DItems/Divination/Images/TheDungeonMaster",[]
406,8686,"Art/2DItems/Divination/Images/FromBonesToAshes",[]
407,8687,"Art/2DItems/Divination/Images/TheDarkerHalf",[]
408,8688,"Art/2DItems/Divination/Images/BrokenTruce",[]
409,8689,"Art/2DItems/Divination/Images/DoryanisEpiphany",[]
410,8690,"Art/2DItems/Divination/Images/EndlessNight",[]
411,8691,"Art/2DItems/Divination/Images/TheShieldbearer",[]
412,8692,"Art/2DItems/Divination/Images/ChokingGuilt",[]
413,8693,"Art/2DItems/Divination/Images/TheEnforcer",[5]
414,8694,"Art/2DItems/Divination/Images/TheShepherdsSandals",[]
415,8695,"Art/2DItems/Divination/Images/AzureRage",[]
416,8696,"Art/2DItems/Divination/Images/TheLeviathan",[]
417,8697,"Art/2DItems/Divination/Images/ThePriceOfDevotion",[]
418,8698,"Art/2DItems/Divination/Images/AstralProtection",[0]
419,8699,"Art/2DItems/Divination/Images/GemcuttersMercy",[]
420,8700,"Art/2DItems/Divination/Images/Checkmate",[]
421,8701,"Art/2DItems/Divination/Images/LetheanTemptation",[]
422,8702,"Art/2DItems/Divination/Images/SomethingDark",[]
423,8703,"Art/2DItems/Divination/Images/ManWithBear",[]
424,8704,"Art/2DItems/Divination/Images/AliviasGrace",[]
425,8705,"Art/2DItems/Divination/Images/AuspiciousAmbitions",[]
426,8706,"Art/2DItems/Divination/Images/DivineBeauty",[]
427,8707,"Art/2DItems/Divination/Images/TheWeddingGift",[]
428,8708,"Art/2DItems/Divination/Images/TheInsaneCat",[]
429,8709,"Art/2DItems/Divination/Images/EverChanging",[]
430,8710,"Art/2DItems/Divination/Images/ADustyMemory",[]
