"rownum","Projectile","Variant","[rid]","i32","rid"
88,"lightning_strike_projectile",3,[1173],3,""
89,"lightning_strike_projectile_lite",3,[1173],3,""
90,"lightning_strike_projectile",4,[1197],3,""
91,"lightning_strike_projectile_lite",4,[1197],3,""
92,"burning_arrow",0,[63],3,""
93,"burning_arrow_vaal",0,[64],3,""
94,"burning_arrow",1,[1115],3,""
95,"burning_arrow_vaal",1,[1116],3,""
96,"eye_of_winter_ball",0,[1103],3,""
97,"eye_of_winter_ball",1,[1130],3,""
98,"eye_of_winter_shard",0,[1104],3,""
99,"eye_of_winter_shard",1,[1131],3,""
100,"spectral_helix",0,[1093],3,""
101,"spectral_helix",1,[1132],3,""
102,"mortar_barrage_mine",0,[733],3,""
103,"mortar_barrage_mine",1,[748],3,""
104,"mortar_barrage_mine",2,[1135],3,""
105,"cold_projectile_mine",0,[737],3,""
106,"cold_projectile_mine",1,[747],3,""
107,"cold_projectile_mine",2,[1134],3,""
108,"poisonous_concoction",0,[1138],3,""
109,"poisonous_concoction",1,[1138],3,""
110,"poisonous_concoction",2,[1138],3,""
111,"barrage_bow",0,[59],3,""
112,"barrage_bow",1,[326],3,""
113,"barrage_bow",2,[491],3,""
114,"barrage_bow",3,[549],3,""
115,"barrage_bow",4,[60],3,""
116,"barrage_wand",0,[788],3,""
117,"barrage_wand",1,[326],3,""
118,"barrage_wand",2,[838],3,""
119,"barrage_wand",3,[549],3,""
120,"virulent_arrow_main",0,[501],3,""
121,"virulent_arrow_main",1,[504],3,""
122,"virulent_arrow_main",2,[1151],3,""
123,"virulent_arrow_main",3,[1161],3,""
124,"virulent_arrow_lesser",0,[503],3,""
125,"virulent_arrow_lesser",1,[506],3,""
126,"virulent_arrow_lesser",2,[1153],3,""
127,"virulent_arrow_lesser",3,[1163],3,""
128,"virulent_arrow_neither",0,[502],3,""
129,"virulent_arrow_neither",1,[505],3,""
130,"virulent_arrow_neither",2,[1152],3,""
131,"virulent_arrow_neither",3,[1162],3,""
132,"lightning_arrow",0,[67],3,""
133,"lightning_arrow",1,[66],3,""
134,"lightning_arrow",2,[68],3,""
135,"lightning_arrow",3,[1188],3,""
136,"tornado_shot_bow_primary",0,[107],3,""
137,"tornado_shot_bow_primary",1,[231],3,""
138,"tornado_shot_bow_primary",2,[353],3,""
139,"tornado_shot_bow_primary",3,[1155],3,""
140,"tornado_shot_bow_primary",4,[1176],3,""
141,"tornado_shot_bow_secondary",0,[113],3,""
142,"tornado_shot_bow_secondary",1,[230],3,""
143,"tornado_shot_bow_secondary",2,[352],3,""
144,"tornado_shot_bow_secondary",3,[1154],3,""
145,"tornado_shot_bow_secondary",4,[1175],3,""
146,"tornado_shot_wand_primary",0,[108],3,""
147,"tornado_shot_wand_primary",1,[108],3,""
148,"tornado_shot_wand_primary",2,[108],3,""
149,"tornado_shot_wand_primary",3,[108],3,""
150,"tornado_shot_wand_primary",4,[108],3,""
151,"tornado_shot_wand_secondary",0,[114],3,""
152,"tornado_shot_wand_secondary",1,[114],3,""
153,"tornado_shot_wand_secondary",2,[114],3,""
154,"tornado_shot_wand_secondary",3,[114],3,""
155,"fireball",0,[0],3,""
156,"fireball",1,[2],3,""
157,"fireball",2,[1],3,""
158,"fireball",3,[3],3,""
159,"fireball",4,[4],3,""
160,"fireball",5,[5],3,""
161,"fireball",6,[226],3,""
162,"fireball",7,[281],3,""
163,"fireball",8,[291],3,""
164,"fireball",9,[304],3,""
165,"fireball",10,[338],3,""
166,"fireball",11,[339],3,""
167,"fireball",12,[354],3,""
168,"fireball",13,[445],3,""
169,"fireball",14,[448],3,""
170,"fireball",15,[449],3,""
171,"fireball",16,[453],3,""
172,"fireball",17,[495],3,""
173,"fireball",18,[496],3,""
174,"fireball",19,[734],3,""
175,"fireball",20,[752],3,""
176,"fireball",21,[754],3,""
177,"fireball",22,[6],3,""
178,"fireball",23,[1124],3,""
179,"fireball",24,[1156],3,""
180,"fireball",25,[1159],3,""
181,"fireball",26,[1160],3,""
182,"fireball",27,[1186],3,""
183,"ice_shot",0,[69],3,""
184,"ice_shot",1,[70],3,""
185,"ice_shot",2,[71],3,""
186,"ice_shot",3,[72],3,""
187,"ice_shot",4,[1157],3,""
188,"explosive_arrow",0,[65],3,""
189,"explosive_arrow",1,[820],3,""
190,"explosive_arrow",2,[963],3,""
191,"explosive_arrow",3,[1181],3,""
192,"explosive_arrow",4,[1187],3,""
193,"ice_spear",0,[22],3,""
194,"ice_spear",1,[110],3,""
195,"ice_spear",2,[23],3,""
196,"ice_spear",3,[600],3,""
197,"ice_spear",4,[653],3,""
198,"ice_spear",5,[662],3,""
199,"ice_spear",6,[753],3,""
200,"ice_spear",7,[818],3,""
201,"ice_spear",8,[1190],3,""
202,"ball_lightning",0,[103],3,""
203,"ball_lightning",1,[77],3,""
204,"ball_lightning",2,[155],3,""
205,"ball_lightning",3,[280],3,""
206,"ball_lightning",4,[368],3,""
207,"ball_lightning",5,[649],3,""
208,"ball_lightning",6,[775],3,""
209,"ball_lightning",7,[649],3,""
210,"ball_lightning",8,[910],3,""
211,"ball_lightning",9,[934],3,""
212,"ball_lightning",10,[972],3,""
213,"monster_soulrend",0,[652],3,""
214,"monster_soulrend",1,[705],3,""
215,"cobra_lash_projectile_default",0,[731],3,""
216,"cobra_lash_projectile_default",1,[1191],3,""
217,"cobra_lash_projectile_claw",0,[742],3,""
218,"cobra_lash_projectile_claw",1,[1192],3,""
219,"venom_gyre_projectile_default",0,[743],3,""
220,"venom_gyre_projectile_default",1,[1193],3,""
221,"venom_gyre_projectile_released",0,[750],3,""
222,"volcanic_slam",0,[1202],3,""
223,"venom_gyre_projectile_released",1,[1194],3,""
224,"caustic_arrow",0,[62],3,""
225,"caustic_arrow",1,[204],3,""
226,"caustic_arrow",2,"[205,206]",3,""
227,"caustic_arrow",3,[947],3,""
228,"caustic_arrow",4,[1195],3,""
229,"kinetic_blast",0,[61],3,""
230,"kinetic_blast",1,[447],3,""
231,"kinetic_blast",2,[1196],3,""
232,"caustic_arrow_vaal",0,[1203],3,""
233,"caustic_arrow_vaal",1,[1204],3,""
234,"caustic_arrow_vaal",2,[1205],3,""
235,"caustic_arrow_vaal",3,[1203],3,""
236,"caustic_arrow_vaal",4,[1206],3,""
