"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32","[rid]"
114,8,32,[2],5683,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
115,8,33,[2],5818,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
116,8,34,[2],5686,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
117,8,35,[2],5984,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
118,8,36,[2],6167,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
119,8,37,[0],5171,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
120,8,38,[0],5223,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
121,8,39,[0],5240,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
122,8,40,[4],5171,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
123,8,41,[4],5223,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
124,8,42,[4],5189,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
125,8,43,[3],5189,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
126,8,44,[3],5257,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
127,8,45,[3],5223,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
128,8,46,[5],5189,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
129,8,47,[5],5257,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
130,8,48,[5],5206,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
131,8,49,[1],5206,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
132,8,50,[1],5240,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
133,8,51,[1],5257,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
134,8,52,[6],5171,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
135,8,53,[6],5240,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
136,8,54,[6],5206,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
137,8,55,[2],5171,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
138,8,56,[2],5189,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
139,8,57,[2],5206,8,1,0,"",[],1,"",1,[],1276,0,[],2,"",0,[]
140,7,0,[1],5779,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
141,7,1,[1],5741,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
142,7,2,[1],5740,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
143,7,3,[1],5928,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
144,7,4,[1],5954,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
145,7,5,[1],5993,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
146,7,6,[6],5928,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
147,7,7,[6],5779,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
148,7,8,[6],5769,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
149,7,9,[6],5656,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
150,7,10,[0],5663,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
151,7,11,[0],5656,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
152,7,12,[0],5769,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
153,7,13,[0],5664,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
154,7,14,[0],6136,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
155,7,15,[4],5914,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
156,7,16,[4],5656,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
157,7,17,[4],5670,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
158,7,18,[4],6058,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
159,7,19,[4],5769,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
160,7,20,[4],5664,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
161,7,21,[4],6136,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
162,7,22,[3],5670,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
163,7,23,[3],5914,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
164,7,24,[3],5830,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
165,7,25,[3],6058,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
166,7,26,[3],5913,1,"",0,"",[],1,"","",[],1276,0,[],2,"",0,[]
167,7,27,[5],5779,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
168,7,28,[5],6058,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
169,7,29,[5],5928,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
170,7,30,[5],5670,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
171,7,31,[5],5830,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
172,7,32,[5],6067,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
173,7,33,[5],5676,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
174,7,34,[5],6005,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
175,7,35,[2],5928,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
176,7,36,[2],5914,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
177,7,37,[2],5656,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
178,7,38,[2],6067,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
179,7,39,[2],5769,1,"",0,"",[],1,"","",[],1276,0,[],2,"",0,[]
180,7,40,[2],6058,1,"",0,"",[],1,"","",[],1276,0,[],2,"",0,[]
181,7,41,[2],5779,1,"",0,"",[],1,"","",[],1276,0,[],2,"",0,[]
182,10,0,[1],5655,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
183,10,1,[1],6144,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
184,10,2,[1],5766,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
185,10,3,[1],5858,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
186,10,4,[1],5956,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
187,10,5,[1],5971,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
188,10,6,[1],5675,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
189,10,7,[1],5679,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
190,10,8,[1],6177,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
191,10,9,[6],5681,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
192,10,10,[6],5655,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
193,10,11,[6],6144,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
194,10,12,[6],5847,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
195,10,13,[6],5820,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
196,10,14,[6],5971,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
197,10,15,[6],6025,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
198,10,16,[6],5990,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
199,10,17,[6],6139,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
200,10,18,[6],6174,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
201,10,19,[6],6177,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
202,10,20,[0],5717,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
203,10,21,[0],5681,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
204,10,22,[0],5659,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
205,10,23,[0],5962,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
206,10,24,[0],6053,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
207,10,25,[0],6140,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
208,10,26,[0],6362,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
209,10,27,[4],5666,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
210,10,28,[4],5659,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
211,10,29,[4],5748,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
212,10,30,[4],6028,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
213,10,31,[4],6140,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
214,10,32,[3],6018,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
215,10,33,[3],5748,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
216,10,34,[3],5765,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
217,10,35,[3],5824,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
218,10,36,[3],5760,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
219,10,37,[3],5942,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
220,10,38,[3],5667,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
221,10,39,[3],6188,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
222,10,40,[5],5824,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
223,10,41,[5],6169,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
224,10,42,[5],5790,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
225,10,43,[5],5829,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
226,10,44,[5],5794,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
227,10,45,[5],5944,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
228,10,46,[5],5956,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
229,10,47,[5],5675,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
230,10,48,[5],6078,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
231,10,49,[2],5681,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
232,10,50,[2],5748,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
233,10,51,[2],5655,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
234,10,52,[2],5944,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
235,10,53,[2],5971,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
236,10,54,[2],5990,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
237,10,55,[2],6161,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
238,10,56,[2],6171,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
239,13,0,[1],5903,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
240,13,1,[1],5905,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
241,13,2,[1],5904,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
242,13,3,[1],5857,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
243,13,4,[1],5799,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
244,13,5,[1],5672,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
245,13,6,[1],6126,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
246,13,7,[1],6360,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
247,13,8,[6],5907,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
248,13,9,[6],5905,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
249,13,10,[6],5903,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
250,13,11,[6],5904,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
251,13,12,[6],6031,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
252,13,13,[6],6037,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
253,13,14,[6],6126,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
254,13,15,[0],5903,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
255,13,16,[0],5905,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
256,13,17,[0],5904,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
257,13,18,[0],6137,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
258,13,19,[0],5926,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
259,13,20,[0],6162,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
260,13,21,[4],5903,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
261,13,22,[4],5904,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
262,13,23,[4],5671,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
263,13,24,[4],5905,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
264,13,25,[4],6059,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
265,13,26,[4],5694,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
266,13,27,[4],6137,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
267,13,28,[4],5926,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
268,13,29,[4],6162,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
269,13,30,[4],6168,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
270,13,31,[3],5906,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
271,13,32,[3],5904,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
272,13,33,[3],5905,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
273,13,34,[3],5903,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
274,13,35,[3],5671,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
275,13,36,[3],5799,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
276,13,37,[3],5694,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
277,13,38,[3],6083,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
278,13,39,[5],5906,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
279,13,40,[5],5905,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
280,13,41,[5],5903,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
281,13,42,[5],5904,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
282,13,43,[5],6128,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
283,13,44,[5],5799,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
284,13,45,[5],5672,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
285,13,46,[5],6075,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
286,13,47,[5],5694,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
287,13,48,[5],6126,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
288,13,49,[2],5903,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
289,13,50,[2],5904,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
290,13,51,[2],5905,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
291,13,52,[2],5671,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
292,13,53,[2],5799,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
293,13,54,[2],6162,1,"",0,"",[],1,"","",[],1276,0,[],0,"",0,[]
294,15,0,[1],5729,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
295,15,1,[1],5754,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
296,15,2,[1],5749,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
297,15,3,[1],5958,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
298,15,4,[1],5968,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
299,15,5,[1],6070,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
300,15,6,[1],6156,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
301,15,7,[1],6166,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
302,15,8,[1],6202,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
303,15,9,[6],5729,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
304,15,10,[6],5749,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
305,15,11,[6],5756,1,"",0,"",[],1,"","",[],1276,0,[],1,"",0,[]
