"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool","[i32]","[i32]"
101,9468,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,70]","[60,78]","","",[1000],[0]
102,9469,[],[634],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,42]","[61,41]","","",[1000],[0]
103,9470,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,71]","[62,20,26]","","",[1000],[0]
104,9471,[],[636],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,72]","[63,79,16]","","",[1000],[0]
105,9472,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,37]","[43,22]","","",[1000],[0]
106,9473,[],[633],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,64]","[44,73]","","",[1000],[0]
107,9474,[],[313],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,27]","[45,10]","","",[1000],[0]
108,9475,[],[320],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,65]","[46,74]","","",[1000],[0]
109,9476,[],[311],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,30]","[48,13]","","",[1000],[0]
110,9477,[],[316],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,32]","[49,17]","","",[1000],[0]
111,9478,[],[27],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,66]","[50,75]","","",[1000],[0]
112,9479,[],[309],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,28]","[51,11]","","",[1000],[0]
113,9480,[],[318],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,34]","[52,15]","","",[1000],[0]
114,9481,[],[317],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,33]","[53,18]","","",[1000],[0]
115,9482,[],[632],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,67]","[54,76]","","",[1000],[0]
116,9483,[],[640],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,68]","[55,77]","","",[1000],[0]
117,9484,[],[625],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,40]","[56,39]","","",[1000],[0]
118,9485,[],[310],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,29]","[57,12]","","",[1000],[0]
119,9486,[],[312],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,31]","[58,14]","","",[1000],[0]
120,9487,[],[34],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,69]","[59,19,25]","","",[1000],[0]
121,9488,[],[321],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,70]","[60,78]","","",[1000],[0]
122,9489,[],[634],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,42]","[61,41]","","",[1000],[0]
123,9490,[],[319],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,71]","[62,20,26]","","",[1000],[0]
124,9491,[],[636],[0],[],[],[],"",0,"","","",[],"",[323],[3000],"[47,72]","[63,79,16]","","",[1000],[0]
125,9492,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,37]","[43,22]","","",[1000],[0]
126,9493,[],[633],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,64]","[44,73]","","",[1000],[0]
127,9494,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,27]","[45,10]","","",[1000],[0]
128,9495,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,65]","[46,74]","","",[1000],[0]
129,9496,[],[323],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,36]","[47,21]","","",[1000],[0]
130,9497,[],[316],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,32]","[49,17]","","",[1000],[0]
131,9498,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,66]","[50,75]","","",[1000],[0]
132,9499,[],[309],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,28]","[51,11]","","",[1000],[0]
133,9500,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,34]","[52,15]","","",[1000],[0]
134,9501,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,33]","[53,18]","","",[1000],[0]
135,9502,[],[632],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,67]","[54,76]","","",[1000],[0]
136,9503,[],[640],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,68]","[55,77]","","",[1000],[0]
137,9504,[],[625],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,40]","[56,39]","","",[1000],[0]
138,9505,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,29]","[57,12]","","",[1000],[0]
139,9506,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,31]","[58,14]","","",[1000],[0]
140,9507,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,69]","[59,19,25]","","",[1000],[0]
141,9508,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,70]","[60,78]","","",[1000],[0]
142,9509,[],[634],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,42]","[61,41]","","",[1000],[0]
143,9510,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,71]","[62,20,26]","","",[1000],[0]
144,9511,[],[636],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[48,72]","[63,79,16]","","",[1000],[0]
145,9512,[],[324],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,37]","[43,22]","","",[1000],[0]
146,9513,[],[633],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,64]","[44,73]","","",[1000],[0]
147,9514,[],[313],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,27]","[45,10]","","",[1000],[0]
148,9515,[],[320],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,65]","[46,74]","","",[1000],[0]
149,9516,[],[323],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,36]","[47,21]","","",[1000],[0]
150,9517,[],[311],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,30]","[48,13]","","",[1000],[0]
151,9518,[],[27],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,66]","[50,75]","","",[1000],[0]
152,9519,[],[309],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,28]","[51,11]","","",[1000],[0]
153,9520,[],[318],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,34]","[52,15]","","",[1000],[0]
154,9521,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,33]","[53,18]","","",[1000],[0]
155,9522,[],[632],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,67]","[54,76]","","",[1000],[0]
156,9523,[],[640],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,68]","[55,77]","","",[1000],[0]
157,9524,[],[625],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,40]","[56,39]","","",[1000],[0]
158,9525,[],[310],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,29]","[57,12]","","",[1000],[0]
159,9526,[],[312],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,31]","[58,14]","","",[1000],[0]
160,9527,[],[34],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,69]","[59,19,25]","","",[1000],[0]
161,9528,[],[321],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,70]","[60,78]","","",[1000],[0]
162,9529,[],[634],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,42]","[61,41]","","",[1000],[0]
163,9530,[],[319],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,71]","[62,20,26]","","",[1000],[0]
164,9531,[],[636],[0],[],[],[],"",0,"","","",[],"",[316],[3000],"[49,72]","[63,79,16]","","",[1000],[0]
165,9532,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","","",[1000],[0]
166,9533,[],[633],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","","",[1000],[0]
167,9534,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","","",[1000],[0]
168,9535,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","","",[1000],[0]
169,9536,[],[323],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","","",[1000],[0]
170,9537,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","","",[1000],[0]
171,9538,[],[316],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","","",[1000],[0]
172,9539,[],[309],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","","",[1000],[0]
173,9540,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","","",[1000],[0]
174,9541,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","","",[1000],[0]
175,9542,[],[632],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","","",[1000],[0]
176,9543,[],[640],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","","",[1000],[0]
177,9544,[],[625],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","","",[1000],[0]
178,9545,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","","",[1000],[0]
179,9546,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","","",[1000],[0]
180,9547,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","","",[1000],[0]
181,9548,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","","",[1000],[0]
182,9549,[],[634],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","","",[1000],[0]
183,9550,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","","",[1000],[0]
184,9551,[],[636],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","","",[1000],[0]
185,9552,[],[324],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,37]","[43,22]","","",[1000],[0]
186,9553,[],[633],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,64]","[44,73]","","",[1000],[0]
187,9554,[],[313],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,27]","[45,10]","","",[1000],[0]
188,9555,[],[320],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,65]","[46,74]","","",[1000],[0]
189,9556,[],[323],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,36]","[47,21]","","",[1000],[0]
190,9557,[],[311],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,30]","[48,13]","","",[1000],[0]
191,9558,[],[316],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,32]","[49,17]","","",[1000],[0]
192,9559,[],[27],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,66]","[50,75]","","",[1000],[0]
193,9560,[],[318],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,34]","[52,15]","","",[1000],[0]
194,9561,[],[317],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,33]","[53,18]","","",[1000],[0]
195,9562,[],[632],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,67]","[54,76]","","",[1000],[0]
196,9563,[],[640],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,68]","[55,77]","","",[1000],[0]
197,9564,[],[625],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,40]","[56,39]","","",[1000],[0]
198,9565,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,29]","[57,12]","","",[1000],[0]
199,9566,[],[312],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,31]","[58,14]","","",[1000],[0]
200,9567,[],[34],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,69]","[59,19,25]","","",[1000],[0]
201,9568,[],[321],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,70]","[60,78]","","",[1000],[0]
202,9569,[],[634],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,42]","[61,41]","","",[1000],[0]
203,9570,[],[319],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,71]","[62,20,26]","","",[1000],[0]
204,9571,[],[636],[0],[],[],[],"",0,"","","",[],"",[309],[3000],"[51,72]","[63,79,16]","","",[1000],[0]
205,9572,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,37]","[43,22]","","",[1000],[0]
206,9573,[],[633],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,64]","[44,73]","","",[1000],[0]
207,9574,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,27]","[45,10]","","",[1000],[0]
208,9575,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,65]","[46,74]","","",[1000],[0]
209,9576,[],[323],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,36]","[47,21]","","",[1000],[0]
210,9577,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,30]","[48,13]","","",[1000],[0]
211,9578,[],[316],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,32]","[49,17]","","",[1000],[0]
212,9579,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,66]","[50,75]","","",[1000],[0]
213,9580,[],[309],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,28]","[51,11]","","",[1000],[0]
214,9581,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,33]","[53,18]","","",[1000],[0]
215,9582,[],[632],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,67]","[54,76]","","",[1000],[0]
216,9583,[],[640],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,68]","[55,77]","","",[1000],[0]
217,9584,[],[625],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,40]","[56,39]","","",[1000],[0]
218,9585,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,29]","[57,12]","","",[1000],[0]
219,9586,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,31]","[58,14]","","",[1000],[0]
