"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
411,2183,250,"[2,4]",1
412,2184,250,"[3,5]",1
413,2185,250,"[0,7,8]",1
414,2186,250,"[1,6]",1
415,2187,250,"[2,4]",1
416,2188,250,"[3,5]",1
417,2189,250,"[0,7,8]",1
418,2190,250,"[1,6]",1
419,2191,250,"[2,4]",1
420,2192,250,"[3,5]",1
421,2193,250,"[0,7,8]",1
422,2194,250,"[1,6]",1
423,2195,250,"[2,4]",1
424,2196,250,"[3,5]",1
425,2197,250,"[0,7,8]",1
426,2198,250,"[1,6]",1
427,2199,250,"[2,4]",1
428,2200,250,"[3,5]",1
429,2201,250,"[0,7,8]",1
430,2202,250,"[1,6]",1
431,2203,250,"[2,4]",1
432,2204,250,"[3,5]",1
433,2205,250,"[0,7,8]",1
434,2206,250,"[1,6]",1
435,2207,250,"[2,4]",1
436,2208,250,"[3,5]",1
437,2209,250,"[0,7,8]",1
438,2210,250,"[1,6]",1
439,2211,250,"[2,4]",1
440,2212,250,"[3,5]",1
441,2213,250,"[0,7,8]",1
442,2214,250,"[1,6]",1
443,2215,250,"[2,4]",1
444,2216,250,"[3,5]",1
445,2217,250,"[0,7,8]",1
446,2218,250,"[1,6]",1
447,2219,250,"[2,4]",1
448,2220,250,"[3,5]",1
449,2221,250,"[0,7,8]",1
450,2222,250,"[1,6]",1
451,2223,250,"[2,4]",1
452,2224,250,"[3,5]",1
453,2225,250,"[0,7,8]",1
454,2226,250,"[1,6]",1
455,2227,250,"[2,4]",1
456,2228,250,"[3,5]",1
457,2229,250,"[0,7,8]",1
458,2230,250,"[1,6]",1
459,2231,250,"[2,4]",1
460,2232,250,"[3,5]",1
461,2233,250,"[0,7,8]",1
462,2234,250,"[1,6]",1
463,2235,250,"[2,4]",1
464,2236,250,"[3,5]",1
465,2237,250,"[0,7,8]",1
466,2238,250,"[1,6]",1
467,2239,250,"[2,4]",1
468,2240,250,"[3,5]",1
469,2241,250,"[0,7,8]",1
470,2242,250,"[1,6]",1
471,2243,250,"[2,4]",1
472,2244,250,"[3,5]",1
473,2245,250,"[0,7,8]",1
474,2246,250,"[1,6]",1
475,2247,250,"[2,4]",1
476,2248,250,"[3,5]",1
