"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
100,253,1,3287,[],[],9057,"",[],[],0,"",[],0,"","","",[],"Molten Strike",0,[],0,0,[],[],[],[],[],""
101,253,2,727,[],[],9080,"",[6346],[30],0,"",[4918],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( TheFaunCastGroundEffectLavaTemporary ); KillGroundEffectsOfType( Fire, 2, 3.0 );\""",[],"Lava Leap",0,[],0,0,[],[],[],[],[],""
102,253,3,8869,[],[],9068,"",[434],[100],0,"",[],0,"","","",[],"Volcanic Sunder",0,[],0,0,[],[],[],[],[],""
103,394,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
104,394,2,1897,[],[],9111,"",[],[],0,1126,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
105,394,3,1897,[],[],9224,20,[173],[2],0,9176,[],0,"","","",[],"Necrotic Barrage",96,[],-65,0,[],[],[],[],[],""
106,514,0,349,[],[],9128,"",[],[],0,"",[],0,"","","",[5863],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
107,514,1,861,[],[],9057,"",[],[],0,"",[],0,"","","",[5863],"Glacial Hammer",0,[],40,0,[],[],[],[],[],""
108,514,4,5433,[],[],9078,"",[173],[2],0,"",[],0,"","on_event_metafx_for_ThrownShieldProjectile = \""PlayEffect( ColdSurge1 );\""","",[5863],"Frosted Shield Toss",0,[],0,0,"[100,3000,100]","[2390,357,434]",[],[],[2396],""
109,539,0,342,[],[],9065,"",[],[],0,349,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
110,539,1,1700,[],[],9066,1,[173],[4],0,"",[],0,"","","",[],"Lightning Arrow",0,[],50,0,[],[],[],[],[],""
111,649,0,341,[],[],9128,"",[],[],0,"",[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
112,649,2,341,[],[],9160,114,[],[],0,7829,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
113,1208,0,342,[],[],9128,"",[],[],0,349,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
114,1208,3,342,[],[],9072,114,[1211],[-50],0,9181,[9166],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3727],""
115,1210,0,342,[],[],9128,"",[],[],0,349,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
116,1210,3,342,[],[],9072,114,[1211],[-50],0,9181,[9166],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3727],""
117,1212,0,342,[],[],9128,"",[],[],0,349,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
118,1212,3,342,[],[],9072,114,[1211],[-50],0,9181,[9166],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3727],""
119,142,1,2080,[],[],9066,"",[],[],0,"",[],0,"","","",[],"Hook",0,[],0,0,[],[],[],[],[],""
120,142,2,3431,[],[],9130,"",[],[],0,"",[],0,"","","",[],"Brute Slam",0,[],-50,0,[],[],[],[],[],""
121,142,3,7793,[],[],9131,51,[],[],0,"",[],0,"","","",[],"Enraged Slam",0,[],-10,0,[],[],[],[],[],""
122,142,4,3401,"[434,1211]","[50,50]",9134,13,[434],[-40],0,"",[],0,"","","",[],"Bed of Nails",71,[],0,0,[],[],[],[],[],""
123,398,0,349,[],[],9128,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
124,398,3,3018,[],[],9111,"",[],[],0,3019,[],0,"","","",[],"Call Cadavers",58,[],0,0,[],[],[],[],[],""
125,398,4,3018,[],[],9125,"",[],[],0,3582,[],0,"","","",[],"Vulnerability",0,[],0,0,[],[],[],[],[],""
126,403,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
127,403,2,1897,[],[],9111,"",[],[],0,1126,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
128,403,3,1012,[],[],9124,"",[1211],[-50],0,"",[9157],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],"Enfeebling Volatiles",0,[],0,0,"[5,3,0]","[883,2155,4771]",[],[],[],""
129,546,0,342,[],[],9065,"",[],[],0,349,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
130,546,1,1683,[],[],9066,1,"[173,3814,1921]","[4,1,-33]",0,"",[],0,"","","",[],"Maiming Puncture",0,[],20,0,[],[],[],[],[],""
131,579,0,764,[],[],9085,20,[173],[4],0,"",[],0,"","","",[],"Projected Ice",49,[],50,0,[],[],[],[],[],""
132,579,1,764,[],[],9137,20,"[455,175,1789]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Frost Spray",124,[],40,0,[],[],[],[],[2396],""
133,579,4,764,[],[],9078,114,[1211],[-75],0,9181,[3781],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],"Frost Spheres",0,[],0,0,"[3000,-25,50]","[357,434,2479]",[],[],[2396],""
134,623,0,770,[],[],9085,20,[173],[4],0,"",[],0,"","","",[],"Projected Lightning",49,[],50,0,[],[],[],[],[],""
135,623,2,770,[],[],9067,20,"[1777,2120,2121,2122,175,659,1789]","[1,15,500,120,100,33,50]",0,"",[],0,"","on_event_metafx_for_SkeletonProjectileLightning = \""PlayEffect( LightningSurge1 );\""","",[],"Charged Nova",0,[],-20,0,"[3000,-75,60]",[],[],[],[2397],""
136,623,4,770,[],[],9077,114,[1211],[-75],0,9181,[3784],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerLightningBeacon );\""",[],"Lightning Beacons",0,[],0,0,"[3000,-25,60]","[357,434,2479]",[],[],[2397],""
137,677,0,341,[],[],9128,"",[],[],0,"",[],0,"","","",[12550],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
138,229,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
139,229,1,689,[],[],9120,"",[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
140,267,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
141,267,1,777,[],[],9109,"",[],[],0,"",[],0,"","","",[],"Spark Nova",57,[],50,0,[],[],[],[],[],""
142,267,2,893,[],[],9118,"","[434,1847,357]","[50,1,4000]",0,"",[],0,"","","",[],"Shocking Nova",66,[],50,0,[],[],[],[],[],""
143,273,0,351,[],[],9128,"",[],[],0,"",[],0,"","","",[],"Fire Strike",0,[],0,0,[],[],[],[],[],""
144,273,3,1373,[],[],9076,"",[195],[1],0,"",[],0,"","","",[],"Molten Shell",0,[],0,0,[],[],[],[],[],""
145,273,4,3251,[214],[2],9078,"","[861,1211]","[5000,-66]",0,"",[],0,"","","",[],"Fireball Cascade",0,[],0,0,[],[],[],[],[],""
146,331,0,349,[],[],9128,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
147,331,1,5423,[],[],9129,"",[611],[100],0,"",[],0,"","","",[],"Flame Slash",0,[],0,0,[],[],[],[],[],""
148,331,4,8874,[],[],9077,"",[],[],0,"",[],0,"","on_event_metafx_for_CastGroundEffect = \""PlayEffect( FlameSurge3 );\""","",[],"Scorched Earth",0,[],33,0,[],[],[],[],[2383],""
149,313,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
150,313,3,342,[],[],9150,24,"[1921,10859]","[-50,-15]",0,9232,[],0,"","","",[],"Flame Barrage",82,[],50,0,[],[],[],[],[],""
151,153,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
152,153,1,342,[],[],9092,114,[],[],0,9175,[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],"Ghostly Barrage",56,[],-20,0,[],[],[],[],[3728],""
153,425,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
154,425,1,342,[1230],[20],6820,"",[],[],0,349,[7828],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
155,425,2,191,[],[],9121,"",[70],[-20],0,"","[6093,6105]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
156,425,3,191,[],[],9122,"",[70],[-40],0,"",[7876],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphRhoaStampede );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
157,509,0,341,[],[],9128,"",[],[],0,"",[],0,"","","",[8871],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
158,509,1,2516,[],[],9066,"",[173],[4],0,"",[],0,"","","",[8871],"Spectral Weapon",0,[],30,0,[],[],[],[],[],""
159,509,4,2822,[],[],9145,"","[357,617]","[4000,-33]",0,"",[],0,"","","",[8871],"Spectral Swarm",78,[],0,0,[],[],[],[],[],""
160,898,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
161,1037,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
162,1037,3,552,[],[],9112,"",[434],[50],0,"",[],0,"","","",[],"Flash Freeze",58,[],50,0,[],[],[],[],[],""
163,1037,4,552,[],[],9154,114,"[883,2155,4771]","[12,1,0]",0,9157,[9166],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Frost Volatiles",129,[],0,-66,[200],[3883],[],[],[2396],""
164,167,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
165,167,2,1345,[],[],9059,"","[214,70,634]","[2,160,-50]",0,"",[],0,"","","",[],"Flicker Strike",0,[],60,0,[],[],[],[],[],""
166,494,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[3901],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
167,494,4,342,[],[],9125,"",[1211],[-50],0,3582,[],0,"","","",[3901],"Vulnerability",0,[],0,0,[],[],[],[],[],""
168,887,0,342,[],[],9128,"",[],[],0,349,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
169,1034,1,8855,[],[],9127,"",[434],[100],0,"",[],0,"","","",[4663],"Crashing Wave",68,[],0,0,[],[],[],[],[],""
170,1034,2,77,[],[],9140,"",[434],[50],0,79,[],0,"","","",[4663],"Water Nova",74,[],0,0,[],[],[],[],[],""
171,1034,3,8876,[],[],9142,"",[],[],0,"",[],0,"","","",[4663],"Call from the Deep",76,[],0,0,[],[],[],[],[],""
