"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","i32","Text2","Inflection"
33,6,"Kaom's Primacy",[0],[0],1707415642,"Kaom's Primacy",""
34,6,"Redbeak",[0],[0],-972569127,"Redbeak",""
35,6,"Stone of Lazhwar",[0],[0],866855851,"Stone of Lazhwar",""
36,6,"Blackheart",[0],[0],-914296233,"Blackheart",""
37,6,"Kaom's Sign",[0],[0],-2065276536,"Kaom's Sign",""
38,6,"Ungil's Coil",[0],[0],1694697461,"Ungil's Coil",""
39,6,"Andvarius",[0],[0],-809047473,"Andvarius",""
40,6,"Lioneye's Glare",[0],[0],1935152745,"Lioneye's Glare",""
41,6,"Demigod's Presence",[0],[0],-1036801956,"Demigod's Presence",""
42,6,"Voll's Protector",[0],[0],477269331,"Voll's Protector",""
43,6,"Divinarius",[0],[0],-1999999267,"Divinarius",""
44,6,"Silverbranch",[0],[0],-2132929586,"Silverbranch",""
45,6,"Ephemeral Edge",[0],[0],-2021842795,"Ephemeral Edge",""
46,6,"Malachai's Simula",[0],[0],1134373418,"Malachai's Simula",""
47,6,"Ezomyte Peak",[0],[0],1866842050,"Ezomyte Peak",""
48,6,"Death's Harp",[0],[0],113895131,"Death's Harp",""
49,6,"The Searing Touch",[0],[0],-433890519,"The Searing Touch",""
50,6,"Hrimnor's Hymn",[0],[0],-1557698898,"Hrimnor's Hymn",""
51,6,"Geofri's Baptism",[0],[0],1020254405,"Geofri's Baptism",""
52,6,"Rigvald's Charge",[0],[0],1583283093,"Rigwald's Charge",""
53,6,"Shiversting",[0],[0],-241076544,"Shiversting",""
54,6,"Doedre's Damning",[0],[0],-683652190,"Doedre's Damning",""
55,6,"Replica Doedre's Damning",[0],[0],-95578050,"Replica Doedre's Damning",""
56,6,"Dream Fragments",[0],[0],1065961156,"Dream Fragments",""
57,6,"Blackgleam",[0],[0],132023272,"Blackgleam",""
58,6,"Broadstroke",[0],[0],1328294980,"Broadstroke",""
59,6,"Sidhebreath",[0],[0],1443126894,"Sidhebreath",""
60,6,"Karui Ward",[0],[0],-263817490,"Karui Ward",""
61,6,"Replica Karui Ward",[0],[0],-1956400712,"Replica Karui Ward",""
62,6,"Eye of Chayula",[0],[0],1984321206,"Eye of Chayula",""
63,6,"Hyrri's Ire",[0],[0],1338436945,"Hyrri's Ire",""
64,6,"Kaom's Heart",[0],[0],-112078757,"Kaom's Heart",""
65,6,"Replica Kaom's Heart",[0],[0],-1372110510,"Replica Kaom's Heart",""
66,6,"Fairgraves' Tricorne",[0],[0],-1897712318,"Fairgraves' Tricorne",""
67,6,"Heatshiver",[0],[0],77045609,"Heatshiver",""
68,6,"Crown of Thorns",[0],[0],169340127,"Crown of Thorns",""
69,6,"Asenath's Mark",[0],[0],1934001531,"Asenath's Mark",""
70,6,"Chitus' Apex",[0],[0],-1986878049,"Chitus' Apex",""
71,6,"Hrimnor's Resolve",[0],[0],-788229568,"Hrimnor's Resolve",""
72,6,"The Peregrine",[0],[0],1983336735,"The Peregrine",""
73,6,"Honourhome",[0],[0],1943057363,"Honourhome",""
74,6,"Geofri's Crest",[0],[0],1787645014,"Geofri's Crest",""
75,6,"Araku Tiki",[0],[0],-1665937190,"Araku Tiki",""
76,6,"Wondertrap",[0],[0],-1718788467,"Wondertrap",""
77,6,"Mightflay",[0],[0],-1335604920,"Mightflay",""
78,6,"Lioneye's Paws",[0],[0],-1499484504,"Lioneye's Paws",""
79,6,"Replica Lioneye's Paws",[0],[0],1979565054,"Replica Lioneye's Paws",""
80,6,"Wake of Destruction",[0],[0],-2075290687,"Wake of Destruction",""
81,6,"Wanderlust",[0],[0],-1481325604,"Wanderlust",""
82,6,"Shavronne's Pace",[0],[0],-78414634,"Shavronne's Pace",""
83,6,"Sundance",[0],[0],578363725,"Sundance",""
84,6,"Windscream",[0],[0],421502423,"Windscream",""
85,6,"Hrimsorrow",[0],[0],-55195127,"Hrimsorrow",""
86,6,"Maligaro's Virtuosity",[0],[0],-2009728604,"Maligaro's Virtuosity",""
87,6,"Slitherpinch",[0],[0],840844830,"Slitherpinch",""
88,6,"Aurseize",[0],[0],-1880795822,"Aurseize",""
89,6,"Sadima's Touch",[0],[0],-113855675,"Sadima's Touch",""
90,6,"Doedre's Tenure",[0],[0],-721044986,"Doedre's Tenure",""
91,6,"Ondar's Clasp",[0],[0],-212170644,"Ondar's Clasp",""
92,6,"Lochtonial Caress",[0],[0],105347025,"Lochtonial Caress",""
93,6,"The Ignomon",[0],[0],-1946560674,"The Ignomon",""
94,6,"Astramentis",[0],[0],1415236287,"Astramentis",""
95,6,"Wurm's Molt",[0],[0],1816167920,"Wurm's Molt",""
96,6,"The Magnate",[0],[0],-286632053,"The Magnate",""
97,6,"Perandus Blazon",[0],[0],-1905165204,"Perandus Blazon",""
98,6,"Meginord's Girdle",[0],[0],1355803859,"Meginord's Girdle",""
99,6,"Daresso's Courage",[0],[0],1577706895,"Daresso's Courage",""
100,6,"Rathpith Globe",[0],[0],-1011520802,"Rathpith Globe",""
101,6,"Kaltenhalt",[0],[0],-1118480919,"Kaltenhalt",""
102,6,"Crest of Perandus",[0],[0],440745921,"Crest of Perandus",""
103,6,"Lioneye's Remorse",[0],[0],541472917,"Lioneye's Remorse",""
104,6,"Reaper's Pursuit",[0],[0],-181210749,"Reaper's Pursuit",""
105,6,"Terminus Est",[0],[0],-334045542,"Terminus Est",""
106,6,"Tipua Kaikohuru",[0],[0],66831718,"Tipua Kaikohuru",""
107,6,"Ambu's Charge",[0],[0],631283044,"Ambu's Charge",""
108,6,"Replica Ambu's Charge",[0],[0],-1234525378,"Replica Ambu's Charge",""
109,6,"Saffell's Frame",[0],[0],-893705094,"Saffell's Frame",""
110,6,"Rime Gaze",[0],[0],372793568,"Rime Gaze",""
111,6,"Moonsorrow",[0],[0],889258100,"Moonsorrow",""
112,6,"Vaults of Atziri",[0],[0],-1305201262,"Vaults of Atziri",""
113,6,"Prism Guardian",[0],[0],952173381,"Prism Guardian",""
114,6,"Springleaf",[0],[0],693627713,"Springleaf",""
115,6,"Marohi Erqi",[0],[0],-921873843,"Marohi Erqi",""
116,6,"Carnage Heart",[0],[0],549031777,"Carnage Heart",""
117,6,"Deshret's Vise",[0],[0],203049044,"Deshret's Vise",""
118,6,"Meginord's Vise",[0],[0],-1743940313,"Meginord's Vise",""
119,6,"Facebreaker",[0],[0],270408342,"Facebreaker",""
120,6,"Sin Trek",[0],[0],1280775258,"Sin Trek",""
121,6,"Devoto's Devotion",[0],[0],2102362568,"Devoto's Devotion",""
122,6,"Ungil's Gauche",[0],[0],576583258,"Ungil's Gauche",""
123,6,"Replica Ungil's Gauche",[0],[0],68070019,"Replica Ungil's Gauche",""
124,6,"Goldwyrm",[0],[0],1806902048,"Goldwyrm",""
125,6,"Bones of Ullr",[0],[0],-1630226013,"Bones of Ullr",""
126,6,"Replica Bones of Ullr",[0],[0],-83702173,"Replica Bones of Ullr",""
127,6,"Brightbeak",[0],[0],-475538461,"Brightbeak",""
128,6,"Shavronne's Wrappings",[0],[0],-1274201213,"Shavronne's Wrappings",""
129,6,"Quill Rain",[0],[0],-856096205,"Quill Rain",""
130,6,"Replica Quill Rain",[0],[0],-54925729,"Replica Quill Rain",""
131,6,"Darkscorn",[0],[0],415704485,"Darkscorn",""
132,6,"Limbsplit",[0],[0],-1062785494,"Limbsplit",""
133,6,"Voidhome",[0],[0],-1140072381,"Voidhome",""
134,6,"Midnight Bargain",[0],[0],-465640044,"Midnight Bargain",""
135,6,"Replica Midnight Bargain",[0],[0],1917374921,"Replica Midnight Bargain",""
136,6,"Chin Sol",[0],[0],-1336291969,"Chin Sol",""
137,6,"Ondar's Flight",[0],[0],1561496567,"Victario's Flight",""
138,6,"Bramblejack",[0],[0],-643312445,"Bramblejack",""
139,6,"Dewath's Hide",[0],[0],-619040693,"Dewath's Hide",""
140,6,"Ashrend",[0],[0],2128598686,"Ashrend",""
141,6,"Cloak of Flame",[0],[0],2146562250,"Cloak of Flame",""
142,6,"Infractem",[0],[0],1648475320,"Infractem",""
143,6,"Replica Infractem",[0],[0],198265306,"Replica Infractem",""
144,6,"Essentia Sanguis",[0],[0],-81370446,"Essentia Sanguis",""
145,6,"Titucus Span",[0],[0],-1897778339,"Titucus Span",""
146,6,"Titucius' Span",[0],[0],-747874925,"Titucius' Span",""
147,6,"Foxshade",[0],[0],684791791,"Foxshade",""
148,6,"Taryn's Shiver",[0],[0],-1375183960,"Taryn's Shiver",""
149,6,"Goldrim",[0],[0],1897255559,"Goldrim",""
150,6,"Aegis Aurora",[0],[0],1163782818,"Aegis Aurora",""
151,6,"The Supreme Truth",[0],[0],621497432,"The Supreme Truth",""
152,6,"The Covenant",[0],[0],1273270072,"The Covenant",""
153,6,"Infernal Mantle",[0],[0],1075380606,"Infernal Mantle",""
154,6,"Mortem Morsu",[0],[0],1827968386,"Mortem Morsu",""
155,6,"Queen's Decree",[0],[0],1546024828,"Queen's Decree",""
156,6,"Atziri's Mirror",[0],[0],-1716933136,"Atziri's Mirror",""
157,6,"The Blood Reaper",[0],[0],-73245898,"The Blood Reaper",""
158,6,"Storm Cloud",[0],[0],-632512222,"Storm Cloud",""
159,6,"Demigod's Triumph",[0],[0],1773562731,"Demigod's Triumph",""
160,6,"Matua Tupuna",[0],[0],-1282051643,"Matua Tupuna",""
161,6,"Heartbreaker",[0],[0],690024393,"Heartbreaker",""
162,6,"Replica Heartbreaker",[0],[0],-1895637098,"Replica Heartbreaker",""
163,6,"Maelström of Chaos",[0],[0],-579209312,"Maelström of Chaos",""
164,6,"Carcass Jack",[0],[0],-1168085878,"Carcass Jack",""
165,6,"Le Heup of All",[0],[0],1954383072,"Le Heup of All",""
166,6,"Chernobog's Pillar",[0],[0],-480048506,"Chernobog's Pillar",""
167,6,"The Coward's Trial",[0],[0],-2068971001,"The Coward's Trial",""
168,6,"Nycta's Lantern",[0],[0],-523305300,"Nycta's Lantern",""
169,6,"Acton's Nightmare",[0],[0],172194457,"Acton's Nightmare",""
170,6,"Starkonja's Head",[0],[0],2136080023,"Starkonja's Head",""
171,6,"Bloodseeker",[0],[0],1253762828,"Bloodseeker",""
172,6,"Chober Chaber",[0],[0],479930517,"Chober Chaber",""
173,6,"Alpha's Howl",[0],[0],-9953346,"Alpha's Howl",""
174,6,"Replica Alpha's Howl",[0],[0],325216922,"Replica Alpha's Howl",""
175,6,"Rise of the Phoenix",[0],[0],-1887332214,"Rise of the Phoenix",""
176,6,"Thousand Ribbons",[0],[0],568305665,"Thousand Ribbons",""
177,6,"Bronn's Lithe",[0],[0],483649203,"Bronn's Lithe",""
178,6,"Rainbowstride",[0],[0],-750279950,"Rainbowstride",""
179,6,"Tabula Rasa",[0],[0],1815270994,"Tabula Rasa",""
180,6,"Darkray Vectors",[0],[0],-151289444,"Darkray Vectors",""
181,6,"Pillar of the Caged God",[0],[0],-1990174570,"Pillar of the Caged God",""
182,6,"Icetomb",[0],[0],1927827717,"Icetomb",""
183,6,"Soul Mantle",[0],[0],1191711835,"Soul Mantle",""
184,6,"Wurmfist",[0],[0],-672565827,"Wurmfist",""
185,6,"Asenath's Gentle Touch",[0],[0],-1754886468,"Asenath's Gentle Touch",""
186,6,"Kalisa's Grace",[0],[0],814954209,"Kalisa's Grace",""
187,6,"Replica Kalisa's Grace",[0],[0],-1961758527,"Replica Kalisa's Grace",""
188,6,"Arimagius' Honor",[0],[0],2079685917,"Arimagius' Honor",""
189,6,"Hellbringer",[0],[0],-2109734281,"Hellbringer",""
190,6,"Thunderfist",[0],[0],-1280012968,"Thunderfist",""
191,6,"Deadman's Hand",[0],[0],791447694,"Deadman's Hand",""
192,6,"Rat's Nest",[0],[0],-1961003906,"Rat's Nest",""
193,6,"Vizaru's Folly",[0],[0],-1225440356,"Vizaru's Folly",""
194,6,"Ylfe Ban",[0],[0],791724607,"Ylfe Ban",""
195,6,"Abyssus",[0],[0],482167797,"Abyssus",""
196,6,"Replica Abyssus",[0],[0],-964022321,"Replica Abyssus",""
197,6,"Aurumvorax",[0],[0],1044083825,"Aurumvorax",""
198,6,"Thief's Torment",[0],[0],-1688972796,"Thief's Torment",""
199,6,"Poorjoy's Asylum",[0],[0],646662063,"Poorjoy's Asylum",""
200,6,"Replica Poorjoy's Asylum",[0],[0],-1429464173,"Replica Poorjoy's Asylum",""
201,6,"Deidbell",[0],[0],818386726,"Deidbell",""
202,6,"Last Resort",[0],[0],605943148,"Last Resort",""
203,6,"Replica Last Resort",[0],[0],1234037800,"Replica Last Resort",""
204,6,"Leviathan Ivory",[0],[0],-162917204,"Leviathan Ivory",""
205,6,"Al Dhih",[0],[0],1424693662,"Al Dhih",""
206,6,"Ungils's Coil",[0],[0],-1211791222,"Ungils's Coil",""
207,6,"Atziri's Foible",[0],[0],-760869197,"Atziri's Foible",""
208,6,"Replica Atziri's Foible",[0],[0],1861331014,"Replica Atziri's Foible",""
209,6,"Lori's Lantern",[0],[0],1144224587,"Lori's Lantern",""
210,6,"The Bringer of Rain",[0],[0],-1738927216,"The Bringer of Rain",""
211,6,"NameGoesHere",[0],[0],1699364687,"NameGoesHere",""
212,6,"Zahndethus' Cassock",[0],[0],-2097735802,"Zahndethus' Cassock",""
213,6,"Lightbane Raiment",[0],[0],1090377213,"Lightbane Raiment",""
214,6,"Void Battery",[0],[0],380382717,"Void Battery",""
215,6,"Rebuke of the Vaal",[0],[0],950327313,"Rebuke of the Vaal",""
216,6,"Rory's Revengance",[0],[0],-1979558837,"Rory's Revengance",""
217,6,"Mark2's Mastery",[0],[0],145659947,"Mark2's Mastery",""
218,6,"Robbie's Rotten Mace",[0],[0],694671543,"Robbie's Rotten Mace",""
219,6,"Carl's Crusher",[0],[0],-1622912137,"Carl's Crusher",""
220,6,"DrTestapus' Charm",[0],[0],-740019363,"DrTestapus' Charm",""
221,6,"Convent of the Twins' Flame",[0],[0],-1722057065,"Convent of the Twins' Flame",""
222,6,"Mao Kun",[0],[0],-1072080644,"Mao Kun",""
223,6,"The Rathorn",[0],[0],-516790497,"The Rathorn",""
224,6,"Wareclast Pantheon",[0],[0],-190040259,"Wraeclast Pantheon",""
225,6,"Sibyl's Lament",[0],[0],-2038494026,"Sibyl's Lament",""
226,6,"Oba's Cursed Trove",[0],[0],1815480257,"Oba's Cursed Trove",""
227,6,"Soul Taker",[0],[0],1000100310,"Soul Taker",""
228,6,"Replica Soul Taker",[0],[0],-1213946151,"Replica Soul Taker",""
229,6,"Olmec's Sanctum",[0],[0],-1818187393,"Olmec's Sanctum",""
230,6,"Untainted Paradise",[0],[0],-1353084770,"Untainted Paradise",""
231,6,"Daresso's Salute",[0],[0],-1509503301,"Daresso's Salute",""
232,6,"Voll's Devotion",[0],[0],1337815273,"Voll's Devotion",""
233,6,"Victario's Acuity",[0],[0],-286087043,"Victario's Acuity",""
234,6,"Gifts from Above",[0],[0],1192935094,"Gifts from Above",""
235,6,"Death Rush",[0],[0],727378599,"Death Rush",""
236,6,"Shavronne's Revelation",[0],[0],626856449,"Shavronne's Revelation",""
237,6,"Auxium",[0],[0],138941453,"Auxium",""
238,6,"BlackGuardz",[0],[0],-1958285029,"BlackGuardz",""
239,6,"The Blood Dance",[0],[0],-1223254252,"The Blood Dance",""
240,6,"Kongor's Undying Rage",[0],[0],1601300728,"Kongor's Undying Rage",""
241,6,"Replica Kongor's Undying Rage",[0],[0],623138560,"Replica Kongor's Undying Rage",""
242,6,"The Goddess Scorned",[0],[0],-1220219979,"The Goddess Scorned",""
243,6,"The Anvil",[0],[0],-1584036090,"The Anvil",""
244,6,"Mon'tregul's Grasp",[0],[0],95694724,"Mon'tregul's Grasp",""
245,6,"Perandus Signet",[0],[0],1402526057,"Perandus Signet",""
246,6,"Pyre",[0],[0],1501805192,"Pyre",""
247,6,"Divination Distillate",[0],[0],-1399022519,"Divination Distillate",""
248,6,"Queen of the Forest",[0],[0],487314259,"Queen of the Forest",""
249,6,"Crown of Eyes",[0],[0],163614593,"Crown of Eyes",""
250,6,"Demigod's Stride",[0],[0],294990119,"Demigod's Stride",""
251,6,"Windripper",[0],[0],1502652479,"Windripper",""
252,6,"Replica Windripper",[0],[0],922638135,"Replica Windripper",""
253,6,"Death's Oath",[0],[0],1016453764,"Death's Oath",""
254,6,"Voidbringer",[0],[0],269045183,"Voidbringer",""
255,6,"The Goddess Bound",[0],[0],1413629493,"The Goddess Bound",""
256,6,"Belly of the Beast",[0],[0],26719091,"Belly of the Beast",""
257,6,"Mindspiral",[0],[0],-209491386,"Mindspiral",""
258,6,"Leer Cast",[0],[0],13192199,"Leer Cast",""
259,6,"Replica Leer Cast",[0],[0],932124203,"Replica Leer Cast",""
260,6,"Seven-League Step",[0],[0],-2080093126,"Seven-League Step",""
261,6,"Dusktoe",[0],[0],-852581089,"Dusktoe",""
262,6,"Battlehaste",[0],[0],-1029359350,"Battlehaste",""
263,6,"Wideswing",[0],[0],-1953878379,"Wideswing",""
264,6,"Quecholli",[0],[0],1460165921,"Quecholli",""
265,6,"Mordhau",[0],[0],-1678965686,"Mordhau",""
266,6,"Maligaro's Etcher",[0],[0],-1622823090,"Maligaro's Etcher",""
267,6,"Felltooth",[0],[0],-1168716018,"Felltooth",""
268,6,"Galla's Riposte",[0],[0],1964641282,"Galla's Riposte",""
269,6,"Pagan Geis",[0],[0],1523190185,"Pagan Geis",""
270,6,"Stillwater",[0],[0],852144653,"Stillwater",""
271,6,"Wings of Entropy",[0],[0],-1564654247,"Wings of Entropy",""
272,6,"Replica Wings of Entropy",[0],[0],-127185231,"Replica Wings of Entropy",""
273,6,"Voltaxic Rift",[0],[0],-366112972,"Voltaxic Rift",""
274,6,"Doedre's Elixir",[0],[0],-985918423,"Doedre's Elixir",""
275,6,"Marylene's Fallacy",[0],[0],-1782690018,"Marylene's Fallacy",""
276,6,"Mana Sponge",[0],[0],-1995313244,"Mana Sponge",""
277,6,"Briskwrap",[0],[0],-1007372521,"Briskwrap",""
278,6,"Oro's Sacrifice",[0],[0],-1882827241,"Oro's Sacrifice",""
279,6,"Replica Oro's Sacrifice",[0],[0],-996873960,"Replica Oro's Sacrifice",""
280,6,"Cybil's Paw",[0],[0],-1261733070,"Cybil's Paw",""
281,6,"Prismatic Eclipse",[0],[0],-2046342093,"Prismatic Eclipse",""
282,6,"Daresso's Defiance",[0],[0],-1660476431,"Daresso's Defiance",""
283,6,"Santoni's Faith",[0],[0],1106570309,"Santoni's Faith",""
284,6,"Ming's Heart",[0],[0],-1181801990,"Ming's Heart",""
285,6,"Lightning Coil",[0],[0],-1442735336,"Lightning Coil",""
286,6,"Romira's Banquet",[0],[0],-1372236297,"Romira's Banquet",""
287,6,"Dyadus",[0],[0],621717383,"Dyadus",""
288,6,"Sunblast",[0],[0],-74210545,"Sunblast",""
289,6,"Deerstalker",[0],[0],-525888869,"Deerstalker",""
290,6,"Berek's Pass",[0],[0],-288057145,"Berek's Pass",""
291,6,"Berek's Grip",[0],[0],770580219,"Berek's Grip",""
292,6,"Berek's Respite",[0],[0],274662828,"Berek's Respite",""
293,6,"The Taming",[0],[0],1796331010,"The Taming",""
294,6,"Blood of the Karui",[0],[0],-1745631338,"Blood of the Karui",""
295,6,"Lavianga's Spirit",[0],[0],-1039932631,"Lavianga's Spirit",""
296,6,"Replica Lavianga's Spirit",[0],[0],-1382810357,"Replica Lavianga's Spirit",""
297,6,"The Gull",[0],[0],-48811265,"The Gull",""
298,6,"Headhunter",[0],[0],-394900203,"Headhunter",""
299,6,"Replica Headhunter",[0],[0],-83402244,"Replica Headhunter",""
300,6,"Cloak of Defiance",[0],[0],-1848208135,"Cloak of Defiance",""
301,6,"Immortal Flesh",[0],[0],-1094781031,"Immortal Flesh",""
302,6,"Fragment of Eternity",[0],[0],2078049462,"Fragment of Eternity",""
303,6,"Splinter of the Moon",[0],[0],1038037273,"Splinter of the Moon",""
304,6,"Remnant of Empires",[0],[0],444954511,"Remnant of Empires",""
305,6,"Rust of Winter",[0],[0],-859915074,"Rust of Winter",""
306,6,"Ashes of the Sun",[0],[0],-1195560280,"Ashes of the Sun",""
307,6,"Thunder of the Dawn",[0],[0],480260661,"Thunder of the Dawn",""
308,6,"Vestige of Divinity",[0],[0],-1193128665,"Vestige of Divinity",""
309,6,"Relic of the Cycle",[0],[0],2108317414,"Relic of the Cycle",""
310,6,"Tear of Entropy",[0],[0],-398713496,"Tear of Entropy",""
311,6,"Chains of Time",[0],[0],-961243034,"Chains of Time",""
312,6,"Doon Cuebiyari",[0],[0],-340720122,"Doon Cuebiyari",""
313,6,"Lifesprig",[0],[0],988258823,"Lifesprig",""
314,6,"Demigod's Touch",[0],[0],498070547,"Demigod's Touch",""
315,6,"Ghostmarch",[0],[0],965863792,"Ghostmarch",""
316,6,"Death and Taxes",[0],[0],-1609231490,"Death and Taxes",""
317,6,"Cagan's Map",[0],[0],-307296293,"Cagan's Map",""
318,6,"Solaris Lorica",[0],[0],-1835775241,"Solaris Lorica",""
319,6,"Chalice of Horrors",[0],[0],-47004784,"Chalice of Horrors",""
320,6,"Death Rattle",[0],[0],-1236248435,"Death Rattle",""
321,6,"Wheel of the Stormsail",[0],[0],-790863346,"Wheel of the Stormsail",""
322,6,"Alkem Eira",[0],[0],43165064,"Alkem Eira",""
323,6,"Ironweld",[0],[0],2056837381,"Ironweld",""
324,6,"Celestial Fragment",[0],[0],-798940234,"Celestial Fragment",""
325,6,"The Screaming Eagle",[0],[0],-180259789,"The Screaming Eagle",""
326,6,"Boreal Shepherd",[0],[0],1133591164,"Boreal Shepherd",""
327,6,"Bartek's Finger",[0],[0],1904099293,"Bartek's Finger",""
328,6,"Stormblast",[0],[0],1748850536,"Stormblast",""
329,6,"Fencoil",[0],[0],-325299892,"Fencoil",""
330,6,"Replica Fencoil",[0],[0],-24791531,"Replica Fencoil",""
331,6,"Bino's Kitchen Knife",[0],[0],-1986112017,"Bino's Kitchen Knife",""
332,6,"Veil of the Night",[0],[0],-1075027660,"Veil of the Night",""
333,6,"Replica Veil of the Night",[0],[0],1496216782,"Replica Veil of the Night",""
334,6,"Song of the Sirens",[0],[0],-271302803,"Song of the Sirens",""
335,6,"The Three Dragons",[0],[0],-1069018714,"The Three Dragons",""
336,6,"Shackles of the Wretched",[0],[0],-2095014080,"Shackles of the Wretched",""
337,6,"Mjölner",[0],[0],-1138726859,"Mjölner",""
338,6,"Dying Breath",[0],[0],2076723712,"Dying Breath",""
339,6,"Snakebite",[0],[0],1949349700,"Snakebite",""
340,6,"Alberon's Warpath",[0],[0],-195717131,"Alberon's Warpath",""
341,6,"Replica Alberon's Warpath",[0],[0],-839941273,"Replica Alberon's Warpath",""
342,6,"Skullhead",[0],[0],-1917367434,"Skullhead",""
343,6,"Voideye",[0],[0],1543992727,"Voideye",""
344,6,"Replica Voideye",[0],[0],587532793,"Replica Voideye",""
345,6,"Vaal Caress",[0],[0],-2029941242,"Vaal Caress",""
346,6,"Drillneck",[0],[0],585950170,"Drillneck",""
347,6,"Rearguard",[0],[0],1716236497,"Rearguard",""
348,6,"Pledge of Hands",[0],[0],196054555,"Pledge of Hands",""
349,6,"Atziri's Step",[0],[0],-365751802,"Atziri's Step",""
350,6,"Doryani's Invitation",[0],[0],-1221045974,"Doryani's Invitation",""
351,6,"Atziri's Promise",[0],[0],-194828605,"Atziri's Promise",""
352,6,"Atziri's Acuity",[0],[0],1680242671,"Atziri's Acuity",""
353,6,"Replica Atziri's Acuity",[0],[0],1576258369,"Replica Atziri's Acuity",""
354,6,"Atziri's Splendour",[0],[0],-1842855744,"Atziri's Splendour",""
355,6,"The Vertex",[0],[0],1727733901,"The Vertex",""
356,6,"Atziri's Disfavour",[0],[0],1226740552,"Atziri's Disfavour",""
357,6,"Vis Mortis",[0],[0],1311625382,"Vis Mortis",""
358,6,"Doryani's Catalyst",[0],[0],715701799,"Doryani's Catalyst",""
359,6,"Piscator's Vigil",[0],[0],1651179010,"Piscator's Vigil",""
360,6,"Demigod's Bounty",[0],[0],-1024162751,"Demigod's Bounty",""
361,6," DO NOT USE",[0],[0],222558270," DO NOT USE",""
