"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","i32","i32","i32","bool","StatSet","[rid]"
80,"IceNovaWaterElementalInvasion","",[],"",4,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,1,0,"",80,[]
81,"MonsterTotemIceNova","",[],"",4,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,0,0,"",81,[]
82,"PopUpTotemIceNova","",[],"",4,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,0,0,"",82,[]
83,"WbIceNovaSupport","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,2,0,"",83,[]
84,"WbIceNovaSupport2","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,4,0,"",84,[]
85,"TotemBossTeamAAtollIceNovaChilledGround","",[],"",3,[],[],"",0,[],"",2,3500,46,"","",[],"","","",[],"",1,4,0,"",85,[]
86,"IzaroDaemonIceNova","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,2,0,"",86,[]
87,"TempestDaemonIceNova","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,2,0,"",87,[]
88,"ShrineIceNova","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,4,0,"",88,[]
89,"ShrineIceNovaPlayer","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,4,0,"",89,[]
90,"EssenceDaemonIceNova","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,0,0,"",90,[]
91,"WestIceNovaDaemon","",[],"",3,[],[],"",0,[],"",2,500,46,"","",[],"","","",[],"",0,2,0,"",91,[]
92,"WestIceNovaAttachedDaemon","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,2,0,"",92,[]
93,"WestIceNovaTriggered","",[],"",3,[],[],"",0,[],"",2,2800,46,"","",[],"","","",[],"",0,2,0,"",93,[]
94,"ChestIceNova","",[],"",3,[],[],"",0,[],"",2,800,46,"","",[],"","","",[],"",0,4,0,"",94,[]
95,"VaalIncursionIceNova","",[],"",3,[],[],"",0,[],"",2,3430,46,"","",[],"","","",[],"",0,0,0,"",95,[]
96,"LeapSlam","",[],"",1,[],[],"",-1852109096,[],"",2,1400,16,"","",[],"","","",[],"",0,19,0,"",96,[]
97,"LeapSlamHardMode","",[],"",1,[],[],"",-2145191931,[],"",2,1400,17,"","",[],"","","",[],"",0,19,0,"",97,[]
98,"LeapSlamRoyale","",[],"",1,[],[],"",-1225498524,[],"",2,1400,16,"","",[],"","","",[],"",0,19,0,"",98,[]
99,"DarkExileLeapSlam","",[],"",1,[],[],"",0,[],"",2,1400,16,"","",[],"","","",[],"",0,0,0,"",99,[]
100,"KaomLeapSlam","",[],"",1,[],[],"",0,[],"",2,1400,16,"","",[],"","","",[],"",0,2,0,"",100,[]
101,"Sweep","",[],"",1,[],[],"",1827840414,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,"",101,[]
102,"SweepRoyale","",[],"",1,[],[],"",-201102793,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,"",102,[]
103,"VaalSweep","",[],"",1,[],[],"",168077491,[],"",2,1150,1,"","",[],"","","",[],"",0,0,0,"",103,[]
104,"ExileSweep","",[],"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,"",104,[]
105,"WbLightningEliteSweep","",[],"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,"",105,[]
106,"BanditSweep","",[],"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],"",0,0,0,"",106,[]
107,"SkeletonBossCrossroadsSweep","",[],"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],"",0,1,0,"",107,[]
108,"ExileVaalGroundSlam","",[],"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,"",108,[]
109,"GladiatorBossEliteVaalGroundSlam","",[],"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,"",109,[]
110,"WbVaalGroundSlam","",[],"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,"",110,[]
111,"DarkExileVaalGroundSlam","",[],"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,"",111,[]
112,"BullBossVaalGroundSlam","",[],"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],"",0,0,0,"",112,[]
113,"RockGolemSlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",113,[]
114,"RockGolemMonsterSlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",114,[]
115,"RockGolemSlamTriggered1","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",115,[]
116,"RockGolemSlamTriggered2","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",116,[]
117,"RockGolemSlamTriggered3","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",117,[]
118,"RockGolemSlamTriggered4","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",118,[]
119,"RockGolemSlamTriggered5","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",119,[]
120,"RockGolemSlamTriggered6","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",120,[]
121,"ScorpionBurrowSlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",121,[]
122,"GoatmanMonsterSlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",0,11,0,"",122,[]
123,"RockGolemSlamMinotaur","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",0,1,0,"",123,[]
124,"CoralGolemSlam","",[],"",1,[],[],"",0,[],"",2,1000,992,"","",[],"","","",[],"",326,0,0,"",124,[]
125,"DemonModularSlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",0,9,0,"",125,[]
126,"BestiaryBeastMonsterSlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",126,[]
127,"SentinelHolySlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,28,0,"",127,[]
128,"SentinelHolySlamBloodGuard","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,30,0,"",128,[]
129,"SentinelHolySlamFaithGuard","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,32,0,"",129,[]
130,"SentinelHolySlamCelestial","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,34,0,"",130,[]
131,"SentinelHolySlamCelestialDominating","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,52,0,"",131,[]
132,"SentinelHolySlamDemonic","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,37,0,"",132,[]
133,"SentinelHolySlamEmpyrean","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,39,0,"",133,[]
134,"SentinelHolySlamPolarisWhite","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,42,0,"",134,[]
135,"SentinelHolySlamDragonHunter","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,44,0,"",135,[]
136,"BetrayalSentinelUnholySlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],51,"","",[],"",0,35,0,"",136,[]
137,"DjinnSlam","",[],"",1,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],"",2,1,0,"",137,[]
138,"GroundSlamBrute","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,1,0,"",138,[]
139,"GroundSlamStatue","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",139,[]
140,"GroundSlamStatueInvasion","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",140,[]
141,"BloodlinesMudElementalGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",141,[]
142,"BloodlinesBloodElementalBloodGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,1,0,"",142,[]
143,"ProphecyBloodGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,1,0,"",143,[]
144,"ExileGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",144,[]
145,"AxisBossGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,2,0,"",145,[]
146,"DropBearSummonedGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",146,[]
147,"ShieldCrabGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,5,0,"",147,[]
148,"WbGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",148,[]
149,"WbGroundSlamFireElite","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",149,[]
150,"ProphecyZombieGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",150,[]
151,"KaruiSpiritGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",151,[]
152,"TalismanGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",152,[]
153,"DarkExileGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",153,[]
154,"BestiaryKiwethGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",154,[]
155,"KaomWarriorGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,330,"","",[],"","","",[],"",0,1,0,"",155,[]
156,"KaomWarriorGroundSlamSynthesis","",[],"",4,[],[],"",0,[],"",2,1000,330,"","",[],"","","",[],"",0,1,0,"",156,[]
157,"HellionGreustGroundSlam","",[],"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,2,0,"",157,[]
158,"GroundSlamBeast","",[],"",1,[],[],"",0,[],"",2,1000,4,"","",[],13,"","",[],"",0,0,0,"",158,[]
159,"GroundSlamFormosanBeastiary","",[],"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],"",0,0,0,"",159,[]
160,"AbyssBoneHuskSpellNova","",[],"",4,[],[],"",0,[],"",2,1000,886,"","",[],"","","",[],"",0,9,0,"",160,[]
161,"AbyssUndyingSpellNova","",[],"",4,[],[],"",0,[],"",2,1000,886,"","",[],"","","",[],"",0,14,0,"",161,[]
162,"BestiaryChimeraSpiritSpellNova","",[],"",4,[],[],"",0,[],"",2,1000,886,"","",[],"","","",[],"",0,9,0,"",162,[]
163,"AbyssLichBoss2SpellNova","",[],"",4,[],[],"",0,[],"",2,1000,886,"","",[],"","","",[],"",0,13,0,"",163,[]
164,"Cleave","",[],"",1,[],[],"",-550392008,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",164,[]
165,"CleaveRoyale","",[],"",1,[],[],"",105969870,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",165,[]
166,"MonsterCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,"",166,[]
167,"MonsterCleaveWithEffect","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",167,[]
168,"VaalSideAreaBossVendigoCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",168,[]
169,"TaniwhaCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",169,[]
170,"BreachBossCleavePhysical","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",170,[]
171,"WbCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",171,[]
172,"WbChaosLeaderCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,1,0,"",172,[]
173,"BeastCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,9,0,"",173,[]
174,"ExileCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,1,0,"",174,[]
175,"ExileCleaveStun","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",175,[]
176,"KitavaDemonCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",176,[]
177,"VultureBossCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,"",177,[]
178,"BanditBearCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,"",178,[]
179,"ArakaaliCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,"",179,[]
180,"UnholyTrioCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,"",180,[]
181,"AbyssLichCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,"",181,[]
182,"BestiaryLynxCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,0,0,"",182,[]
183,"HeraldOfAgonyMinionCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,3,0,"",183,[]
184,"LegionEternalEmpireMeleeCleave","",[],"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],"",0,5,0,"",184,[]
185,"NewShieldCharge","",[],"",1,[],[],"",-287394882,[],"",2,1000,10,"","",[],"","","",[],"",0,0,0,"",185,[]
186,"NewShieldChargeHardMode","",[],"",1,[],[],"",-1607611042,[],"",2,1000,11,"","",[],"","","",[],"",0,0,0,"",186,[]
187,"NewShieldChargeRoyale","",[],"",1,[],[],"",1453068048,[],"",2,1000,10,"","",[],"","","",[],"",0,0,0,"",187,[]
188,"ShieldCharge","",[],"",1,[],[],"",1904309587,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,"",188,[]
189,"RhoaShieldCharge","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,"",189,[]
190,"RhoaTableChargeTaunt","",[],"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],"",0,0,0,"",190,[]
191,"RhoaShieldChargeTaunt","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,"",191,[]
192,"RhoaShieldChargeTauntHarvest","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,"",192,[]
193,"RhoaShieldChargeTauntUnique","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",2,0,0,"",193,[]
194,"HarvestBearBossChargeNear","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,"",194,[]
195,"HarvestBearBossChargeMediumNear","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,"",195,[]
196,"HarvestBearBossChargeFar","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,"",196,[]
197,"HarvestBeastCharge","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,1,0,"",197,[]
198,"BestiaryRhoaShieldCharge","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,"",198,[]
199,"SpectralSkullShieldCharge","",[],"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,"",199,[]
