"rownum","Id","MiscAnimatedKey1","SpawnWeight","LevelMin","LevelMax","BuffDefinitionsKey","[i32]","SpawnPatterns","ModsKey","[i32]","[i32]","MiscAnimatedKey2","EnvironmentsKey","i32","Achievements","Type","Description","DaemonSpawningDataKey","bool"
30,"GenericEnergyShield3",5027,100,46,67,1683,[40],[4],[],[],"[0,0,0,0]",5030,1200,5,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
31,"GenericEnergyShield4",5027,100,68,77,1683,[45],[4],[],[],"[0,0,0,0]",5030,1200,6,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
32,"GenericEnergyShield5",5027,100,78,100,1683,[50],[4],[],[],"[0,0,0,0]",5030,1200,6,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
33,"GenericCharges1",5026,100,33,45,1682,[],[4],"[4674,4675,4676]","[1,1,1]","[100,100,100,100]",5029,1200,5,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
34,"GenericCharges2",5026,100,46,67,1682,[],[4],"[4674,4675,4676]","[1,1,1]","[100,100,100,100]",5029,1200,5,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
35,"GenericCharges3",5026,100,68,77,1682,[],[4],"[4674,4675,4676]","[1,1,1]","[100,100,100,100]",5029,1200,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
36,"GenericCharges4",5026,100,78,100,1682,[],[4],"[4674,4675,4676]","[1,1,1]","[100,100,100,100]",5029,1200,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
37,"GenericFortify1",5020,100,33,45,1685,[-20],[0],[],[],"[0,0,0,0]",5031,1200,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
38,"GenericFortify2",5020,100,46,67,1685,[-25],[0],[],[],"[0,0,0,0]",5031,1200,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
39,"GenericFortify3",5020,100,68,77,1685,[-30],[0],[],[],"[0,0,0,0]",5031,1200,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
40,"GenericFortify4",5020,100,78,100,1685,[-35],[0],[],[],"[0,0,0,0]",5031,1200,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
41,"GenericMassive1",5027,50,33,45,1686,"[20,60,30]",[2],[],[],"[0,0,0,0]",5033,1200,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
42,"GenericMassive2",5027,50,46,67,1686,"[20,70,35]",[2],[],[],"[0,0,0,0]",5033,1200,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
43,"GenericMassive3",5027,50,68,77,1686,"[20,80,40]",[2],[],[],"[0,0,0,0]",5033,1200,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
44,"GenericMassive4",5027,50,78,100,1686,"[20,90,50]",[2],[],[],"[0,0,0,0]",5033,1200,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
45,"GenericSpeed1",5027,50,16,45,1687,"[10,10,10]",[2],[],[],"[0,0,0,0]",5034,1200,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
46,"GenericSpeed2",5027,50,46,67,1687,"[12,12,12]",[2],[],[],"[0,0,0,0]",5034,1200,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
47,"GenericSpeed3",5027,50,68,77,1687,"[15,15,15]",[2],[],[],"[0,0,0,0]",5034,1200,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
48,"GenericSpeed4",5027,50,78,100,1687,"[18,18,18]",[2],[],[],"[0,0,0,0]",5034,1200,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
49,"Vaal1",5025,20,33,45,1689,[1],[2],[],[],"[0,0,0,0]",5039,1208,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
50,"Vaal2",5025,20,46,67,1689,[1],[2],[],[],"[0,0,0,0]",5039,1208,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
51,"Vaal3",5025,20,68,77,1689,[1],[2],[],[],"[0,0,0,0]",5039,1208,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
52,"Vaal4",5025,20,78,100,1689,[1],[2],[],[],"[0,0,0,0]",5039,1208,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
53,"Necromantic1",5023,50,33,45,1688,[],[1],[],[],"[0,0,0,0]",5037,1205,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",8,""
54,"Necromantic2",5023,50,46,67,1688,[],[1],[],[],"[0,0,0,0]",5037,1205,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",9,""
55,"Necromantic3",5023,50,68,77,1688,[],[1],[],[],"[0,0,0,0]",5037,1205,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",10,""
56,"Necromantic4",5023,50,78,100,1688,[],[1],[],[],"[0,0,0,0]",5037,1205,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",11,""
57,"ChaosGreen1",5019,50,33,45,1681,"[30,8]",[1],[],[],"[0,0,0,0]",5028,1202,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
58,"ChaosGreen2",5019,50,46,67,1681,"[35,10]",[1],[],[],"[0,0,0,0]",5028,1202,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
59,"ChaosGreen3",5019,50,68,77,1681,"[40,12]",[1],[],[],"[0,0,0,0]",5028,1202,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
60,"ChaosGreen4",5019,50,78,100,1681,"[50,14]",[1],[],[],"[0,0,0,0]",5028,1202,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
61,"Golden1",5021,10,68,72,1690,"[100,100]",[1],[],[],"[0,0,0,0]",5035,1201,5,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
62,"Golden2",5021,10,73,77,1690,"[150,150]",[1],[],[],"[0,0,0,0]",5035,1201,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
63,"Golden3",5021,10,78,100,1690,"[200,200]",[1],[],[],"[0,0,0,0]",5035,1201,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
64,"FireUber1",4948,10,68,72,1691,"[100,60]",[4],[],[],"[0,0,0,0]",5040,1199,5,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
65,"FireUber2",4948,10,73,77,1691,"[100,70]",[4],[],[],"[0,0,0,0]",5040,1199,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
66,"FireUber3",4948,10,78,100,1691,"[100,80]",[4],[],[],"[0,0,0,0]",5040,1199,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
67,"ColdUber1",4949,10,68,72,1692,"[100,60]",[4],[],[],"[0,0,0,0]",5041,1198,5,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
68,"ColdUber2",4949,10,73,77,1692,"[100,70]",[4],[],[],"[0,0,0,0]",5041,1198,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
69,"ColdUber3",4949,10,78,100,1692,"[100,80]",[4],[],[],"[0,0,0,0]",5041,1198,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
70,"LightningUber1",5022,10,68,72,1694,"[100,60]",[1],[],[],"[0,0,0,0]",5042,1204,5,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
71,"LightningUber2",5022,10,73,77,1694,"[100,70]",[1],[],[],"[0,0,0,0]",5042,1204,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
72,"LightningUber3",5022,10,78,100,1694,"[100,80]",[1],[],[],"[0,0,0,0]",5042,1204,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
73,"PhysicalBloodUber1",5024,10,68,72,1695,"[100,60]",[2],[],[],"[0,0,0,0]",5043,1207,5,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
74,"PhysicalBloodUber2",5024,10,73,77,1695,"[100,70]",[2],[],[],"[0,0,0,0]",5043,1207,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
75,"PhysicalBloodUber3",5024,10,78,100,1695,"[100,80]",[2],[],[],"[0,0,0,0]",5043,1207,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
76,"ChaosPurpleUber1",4950,10,68,72,1693,"[15,30]",[1],[],[],"[0,0,0,0]",5044,1197,5,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
77,"ChaosPurpleUber2",4950,10,73,77,1693,"[18,40]",[1],[],[],"[0,0,0,0]",5044,1197,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
78,"ChaosPurpleUber3",4950,10,78,100,1693,"[20,50]",[1],[],[],"[0,0,0,0]",5044,1197,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
