"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid","[rid]","bool","bool","bool","bool"
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4220,43611,-648711410,8,1,"",[1],86,[],"","","",""
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4221,27891,39284388,10,"","",[1],8,[],"","","",""
103,"Metadata/Pet/Cat/Orange",4222,39785,-944546598,8,"","",[1],86,[],"","","",""
104,"Metadata/Pet/Devourling/Spawner",4223,37136,2035542083,8,"","",[1],86,[],"","","",""
105,"Metadata/Pet/Taotie/Taotie",4224,53912,842260651,8,"","",[1],86,[],"","","",""
106,"Metadata/Pet/TaowuPet/Taowu",4225,44003,249537852,12,"","",[1],86,[],"","","",""
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4226,41426,-1495464177,8,"","",[1],96,[],"","","",""
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4227,15396,-917768849,8,"","",[1],113,[],"","","",""
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4228,22446,1606158354,8,"","",[1],66,[],"","","",""
110,"Metadata/Pet/Crow/Crow",4229,15557,1089633335,8,"","",[1],113,[],"","","",""
111,"Metadata/Pet/Dove/Dove",4230,23068,-714240143,8,"","",[1],96,[],"","","",""
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4231,959,769994330,8,1,"",[1],93,[],"","","",""
113,"Metadata/Pet/Frog/Fire",4232,36691,-1409932123,8,"","",[1],52,[],"","","",""
114,"Metadata/Pet/Frog/Ice",4233,51649,1374853171,8,"","",[1],73,[],"","","",""
115,"Metadata/Pet/Hundun/Hundun",4234,39330,-95984667,8,"","",[1],86,[],"","","",""
116,"Metadata/Pet/Cat/Julio",4235,16366,35405298,8,"","",[1],86,[],"","","",""
117,"Metadata/Pet/Qiongqi/Qiongqi",4236,31382,418931310,12,"","",[1],86,[],"","","",""
118,"Metadata/Pet/Tiger/IceTiger",4237,39297,-1567540464,8,"","",[1],73,[],"","","",""
119,"Metadata/Pet/Lion/Fire",4238,46948,-1215889181,8,"","",[1],52,[],"","","",""
120,"Metadata/Pet/Eyeball/Eyeball1",4239,50864,2124331054,8,"","",[1],86,[],"","","",""
121,"Metadata/Pet/Eyeball/Eyeball2",4240,40496,-575847523,8,"","",[1],86,[],"","","",""
122,"Metadata/Pet/Eyeball/Eyeball3",4241,8802,2016893525,8,"","",[1],86,[],"","","",""
123,"Metadata/Pet/Eyeball/Eyeball4",4242,9908,-343880396,8,"","",[1],86,[],"","","",""
124,"Metadata/Pet/Eyeball/Eyeball5",4243,46914,659656723,8,"","",[1],86,[],"","","",""
125,"Metadata/Pet/HellionCub/HellionCub",4244,32804,1176946178,8,"","",[1],14,[],"","","",""
126,"Metadata/Pet/Cat/Celestial",4245,11232,2025345880,8,"","",[1],22,[],"","","",""
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4246,56837,693630802,8,"","",[1],3,[],"","","",""
128,"Metadata/Pet/Harpy/Harpy",4247,12782,-2070104718,8,"","",[1],14,[],"","","",""
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4248,51064,-1546623832,8,"","",[1],104,[],"","","",""
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4249,27467,1653082563,8,"","",[1],104,[],"","","",""
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4250,788,-1966765615,8,"","",[1],104,[],"","","",""
132,"Metadata/Pet/Cherub/Sin",4251,31710,-619798320,8,"","",[1],104,[],"","","",""
133,"Metadata/Pet/Cherub/Innocence",4252,2666,-834812841,8,"","",[1],104,[],"","","",""
134,"Metadata/Pet/Beast/Beast",4253,61624,-306701056,8,"","",[1],3,[],"","","",""
135,"Metadata/Pet/Goatman/Goatman",4254,18005,1412436581,8,"","",[2],3,[],"","","",""
136,"Metadata/Pet/Monkey/Monkey",4255,16394,-967473569,8,"","",[1],3,[],"","","",""
137,"Metadata/Pet/Raptor/Raptor",4256,33935,-508467906,8,"","",[1],4,[],"","","",""
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4257,22427,-731610113,8,"","",[1],4,[],"","","",""
139,"Metadata/Pet/Copter/Copter",4258,16464,1729046367,8,"","",[1],4,[],"","","",""
140,"Metadata/Pet/Scorpion/Machine",4259,59390,-123396261,8,"","",[1],4,[],"","","",""
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4260,33690,486252385,8,"","",[1],3,[],"","","",""
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4261,39119,-83270714,8,"","",[1],3,[],"","","",""
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4262,39562,1520549931,8,"","",[1],3,[],"","","",""
144,"Metadata/Pet/Lion/Gold",4263,10237,-1599502508,8,"","",[1],90,[],"","","",""
145,"Metadata/Pet/Raven/BloodGuard",4265,25852,1125853159,8,"","",[1],90,[],"","","",""
146,"Metadata/Pet/Eagle/FaithGuard",4266,4458,-1046818576,8,"","",[1],90,[],"","","",""
147,"Metadata/Pet/Raven/Oriath",4267,4468,26153211,8,"","",[1],90,[],"","","",""
148,"Metadata/Pet/Pigeon/Dark",4269,33552,-1113702770,8,"","",[1],90,[],"","","",""
149,"Metadata/Pet/Pigeon/Light",4268,45470,1738135047,8,"","",[1],90,[],"","","",""
150,"Metadata/Pet/BallTrio/Fire",4270,29403,652760115,8,"","",[1],52,[],"","","",""
151,"Metadata/Pet/BallTrio/Cold",4271,52693,-1181911976,8,"","",[1],73,[],"","","",""
152,"Metadata/Pet/BallTrio/Lightning",4272,43310,-1749008658,8,"","",[1],82,[],"","","",""
153,"Metadata/Pet/Hound/BloodGuard",4264,38041,1258872721,8,"","",[1],90,[],"","","",""
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4273,59561,-503576235,8,"","",[1],37,[],"","","",""
155,"Metadata/Pet/Canary/Canary",4274,44741,-704939202,8,"","",[1],37,[],"","","",""
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4275,194,-2004383675,8,"","",[2],64,[],"","","",""
157,"Metadata/Pet/Football/Football",4276,14839,1185185619,8,"","",[1],86,[],"","","",""
158,"Metadata/Pet/Dragon/Dragon",4277,54673,1039853675,15,1,"",[1],40,[],"","","",""
159,"Metadata/Pet/Dragon/DragonPremium",4278,64290,879152964,15,"",1,[1],40,[],"","","",""
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4279,62840,1511829348,15,1,"",[1],40,[],"","","",""
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4280,80,1186416359,8,"","",[1],51,[],"","","",""
162,"Metadata/Pet/Taniwha/Taniwha",4281,38520,1373816730,8,"","",[1],51,[],"","","",""
163,"Metadata/Pet/CorsairPet/CorsairPet",4282,53120,590015658,8,"","",[1],51,[],"","","",""
164,"Metadata/Pet/Mystic/Spawner",4283,42154,-938054468,8,"","",[1],51,[],"","","",""
165,"Metadata/Pet/MadcapHare/MadcapHare",4284,8258,-787156650,8,"","",[1],59,[],"","","",""
166,"Metadata/Pet/MadcapToad/MadcapToad",4285,23160,2111973274,8,"","",[1],59,[],"","","",""
167,"Metadata/Pet/Dragonfly/Dragonfly",4286,12676,1222801766,8,"","",[1],59,[],"","","",""
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4287,2131,-61082616,8,"","",[1],59,[],"","","",""
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4288,60281,-1922472432,8,"","",[1],109,[],"","","",""
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4289,14520,497952022,8,"","",[1],40,[],"","","",""
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4290,30652,-2000945401,8,"","",[1],3,[],"","","",""
172,"Metadata/Pet/IceDragon/IceDragon",4291,63368,130347084,15,1,"",[1],8,[],"","","",""
173,"Metadata/Pet/IceDragon/IceDragonPremium",4292,27478,1247748361,15,"",1,[1],8,[],"","","",""
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4293,33684,777235911,15,1,"",[1],8,[],"","","",""
175,"Metadata/Pet/Viper/Viper",4294,31197,120815342,15,"","",[1],118,[],"","","",""
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4295,35180,533108394,12,1,"",[1],75,[],"","","",""
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4296,12740,-952502531,12,"",1,[1],22,[],"","","",""
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4297,11626,1527543398,12,1,"",[1],22,[],"","","",""
179,"Metadata/Pet/CruciblePet/CruciblePet",4298,36326,-1654583161,8,"","",[1],35,[],"","","",""
180,"Metadata/Pet/CultDarkness/CultDarkness",4299,49679,89311069,8,1,"",[1],80,[],"","","",""
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4300,58024,-1405071640,12,"","",[1],56,[],"","","",""
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4301,59262,542164782,8,"","",[1],56,[],"","","",""
183,"Metadata/Pet/WildPanther/WildPanther",4302,23886,575635201,8,"","",[1],56,[],"","","",""
184,"Metadata/Pet/WildScorpion/WildScorpion",4303,1722,1975481093,8,"","",[1],56,[],"","","",""
185,"Metadata/Pet/Plated/Plated",4304,8952,864162170,8,"","",[1],120,[],"","","",""
186,"Metadata/Pet/WaterElemental/WaterElemental",4305,13003,-898107204,8,"","",[1],44,[],"","","",""
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4306,6191,-1309234727,8,"","",[1],19,[],"","","",""
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4307,39940,722581269,12,"","",[1],20,[],"","","",""
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4308,61010,918280425,8,"","",[1],20,[],"","","",""
190,"Metadata/Pet/CircusTroll/CircusTroll",4309,31034,-836651237,12,"","",[1],20,[],"","","",""
191,"Metadata/Pet/JugglingPins/Spawner",4310,8765,-579731636,8,"","",[1],20,[],"","","",""
192,"Metadata/Pet/Sentinel/Sentinel",4311,63249,563009183,8,"","",[1],17,[],"","","",""
193,"Metadata/Pet/Chiyou/Chiyou",4312,14700,-315435938,12,1,"",[1],25,[],"","","",""
194,"Metadata/Pet/Chiyou/ChiyouPremium",4313,56810,-244437884,12,"",1,[1],25,[],"","","",""
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4314,8102,-2140692543,12,1,"",[1],25,[],"","","",""
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4315,65022,1004586526,10,"","",[1],69,[],"","","",""
197,"Metadata/Pet/DemonicMoth/DemonicMoth",4316,52671,-1791993713,8,"","",[1],38,[],"","","",""
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4317,17187,1018134412,8,"","",[1],38,[],"","","",""
199,"Metadata/Pet/Cat/Halloween",4318,33316,-1614996071,8,"","",[1],38,[],"","","",""
200,"Metadata/Pet/BlackDragon/BlackDragon",4319,32429,-1729960369,15,1,"",[1],94,[],"","","",""
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",4320,3333,-1180191582,15,"",1,[1],94,[],"","","",""
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4321,6130,664285290,15,1,"",[1],94,[],"","","",""
203,"Metadata/Pet/WhiteDragon/WhiteDragon",4322,18483,-1735208799,15,1,"",[1],94,[],"","","",""
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4323,2820,1203915974,15,"",1,[1],94,[],"","","",""
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4324,607,-162532336,15,1,"",[1],94,[],"","","",""
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4325,24464,1225987715,15,"","",[1],94,[],"","","",""
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4326,854,-1810786489,15,"",1,[1],94,[],"","","",""
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4327,64454,1270526076,15,"","",[1],94,[],"","","",""
209,"Metadata/Pet/Rat_White/Rat_White",4328,28161,-1596010785,8,"","",[1],94,[],"","","",""
210,"Metadata/Pet/Cat/EmpyreanCat",4330,60665,-133622544,8,1,"",[1],108,[],"","","",""
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4331,14105,-182074820,8,"",1,[1],108,[],"","","",""
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4332,46109,334407667,8,1,"",[1],108,[],"","","",""
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4329,15166,-1562076710,8,"","",[1],50,[],"","","",""
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4333,41100,419215472,8,"","",[1],36,[],"","","",""
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4334,36647,-445552042,8,"","",[1],111,[],"","","",""
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4335,45132,-1645335134,8,"","",[1],111,[],"","","",""
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4336,9065,-112731602,8,"","",[2],111,[],"","","",""
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4337,17946,-184175841,8,"","",[1],111,[],"","","",""
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4338,20736,858743343,8,"","",[1],106,[],"","","",""
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4339,23154,104684623,8,"","",[1],106,[],"","","",""
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4340,60425,-1919393391,8,"","",[1],106,[],"","","",""
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4341,36765,-1226819203,8,"","",[1],106,[],"","","",""
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4342,62779,-168165183,8,"","",[1],106,[],"","","",""
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4343,29035,-648894407,8,"","",[1],60,[],"","","",""
225,"Metadata/Pet/VoidSmall/VoidSmall",4344,27735,-2013664338,8,"","",[1],43,[],"","","",""
226,"Metadata/Pet/VoidLarge/VoidLarge",4345,29192,97679322,8,"","",[1],43,[],"","","",""
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4346,8688,2131189495,8,"","",[1],113,[],"","","",""
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4347,19875,-563506230,10,"","",[1],2,[],"","","",""
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4348,46192,-967347673,8,"","",[1],2,[],"","","",""
230,"Metadata/Pet/StygianSteed/HellSteedPet",4349,7136,1856533832,10,"","",[1],2,[],"","","",""
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4350,48929,225292876,8,"","",[1],2,[],"","","",""
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4351,50002,140167944,8,"","",[1],59,[],"","","",""
233,"Metadata/Pet/NecroticTiger/NecroticTiger",4352,55804,694415519,8,"","",[1],88,[],"","","",""
234,"Metadata/Pet/StygianSteed/StygianSteedPet",4353,29616,-890128063,11,"","",[1],107,[],"","","",""
235,"Metadata/Pet/TencentGirl/TencentGirl01",4354,33296,-1124516119,10,1,"",[2],86,[],"","","",""
236,"Metadata/Pet/TencentGirl/TencentGirl02",4355,8933,-48504834,10,"",1,[2],86,[],"","","",""
237,"Metadata/Pet/TencentGirl/TencentGirl03",4356,21916,-677871100,10,1,"",[2],86,[],"","","",""
238,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4357,8623,1459779245,8,"",1,[2],86,[],"","","",""
239,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4358,29667,-247954725,8,1,"",[2],86,[],"","","",""
240,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4359,31950,1730485227,10,"","",[1],22,[],"","","",""
241,"Metadata/Pet/Corgi/Corgi",4360,59392,1854113411,8,"","",[1],3,[],"","","",""
242,"Metadata/Pet/PomeranianDog/PomeranianDog",4361,41185,-232041782,8,"","",[1],3,[],"","","",""
243,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4362,8889,-486293062,8,"","",[1],3,[],"","","",""
244,"Metadata/Pet/Cat/TabbyCatPet",4363,28176,1406221761,8,"","",[1],3,[],"","","",""
245,"Metadata/Pet/Cat/AmberCatPet",4364,2561,904478696,8,"","",[1],3,[],"","","",""
246,"Metadata/Pet/Cat/CinnamonCatPet",4365,6729,-2110744455,8,"","",[1],3,[],"","","",""
247,"Metadata/Pet/GoddessPet/GoddessPet",4366,5244,1273520020,8,1,"",[1],61,[],"","","",""
