"rownum","Buff","[rid]","i32"
217,"herald_of_ash_burning_buff",[173],11
218,"herald_of_ash_buff",[912],12
219,"herald_of_ash_burning_buff",[173],12
220,"herald_of_ash_buff",[1039],13
221,"herald_of_ash_burning_buff",[173],13
222,"herald_of_ash_buff",[1062],14
223,"herald_of_ash_burning_buff",[1095],14
224,"herald_of_ash_buff",[1159],15
225,"herald_of_ash_burning_buff",[1163],15
226,"herald_of_ash_buff",[1239],16
227,"herald_of_ash_burning_buff",[173],16
228,"herald_of_ash_buff",[1286],17
229,"herald_of_ash_burning_buff",[173],17
230,"herald_of_ash_buff",[1308],18
231,"herald_of_ash_burning_buff",[1312],18
232,"herald_of_ash_buff",[1377],19
233,"herald_of_ash_burning_buff",[173],19
234,"herald_of_ash_buff",[1449],20
235,"herald_of_ash_burning_buff",[1453],20
236,"herald_of_thunder_buff",[902],-1
237,"herald_of_thunder_buff",[326],0
238,"herald_of_thunder_buff",[326],1
239,"herald_of_thunder_buff",[600],2
240,"herald_of_thunder_buff",[677],3
241,"herald_of_thunder_buff",[681],4
242,"herald_of_thunder_buff",[724],5
243,"herald_of_thunder_buff",[810],6
244,"herald_of_thunder_buff",[814],7
245,"herald_of_thunder_buff",[885],8
246,"herald_of_thunder_buff",[889],9
247,"herald_of_thunder_buff",[898],10
248,"herald_of_thunder_buff",[909],11
249,"herald_of_thunder_buff",[914],12
250,"herald_of_thunder_buff",[1041],13
251,"herald_of_thunder_buff",[1064],14
252,"herald_of_thunder_buff",[1161],15
253,"herald_of_thunder_buff",[1241],16
254,"herald_of_thunder_buff",[1287],17
255,"herald_of_thunder_buff",[1309],18
256,"herald_of_thunder_buff",[1378],19
257,"herald_of_thunder_buff",[1450],20
258,"herald_of_ice_buff",[902],-1
259,"herald_of_ice_buff",[325],0
260,"herald_of_ice_buff",[325],1
261,"herald_of_ice_buff",[599],2
262,"herald_of_ice_buff",[676],3
263,"herald_of_ice_buff",[680],4
264,"herald_of_ice_buff",[723],5
265,"herald_of_ice_buff",[809],6
266,"herald_of_ice_buff",[813],7
267,"herald_of_ice_buff",[884],8
268,"herald_of_ice_buff",[888],9
269,"herald_of_ice_buff",[897],10
270,"herald_of_ice_buff",[908],11
271,"herald_of_ice_buff",[913],12
272,"herald_of_ice_buff",[1040],13
273,"herald_of_ice_buff",[1063],14
274,"herald_of_ice_buff",[1160],15
275,"herald_of_ice_buff",[1240],16
276,"herald_of_ice_buff",[1288],17
277,"herald_of_ice_buff",[1310],18
278,"herald_of_ice_buff",[1379],19
279,"herald_of_ice_buff",[1451],20
280,"herald_of_thunder_active_buff",[0],-1
281,"herald_of_thunder_active_buff",[327],0
282,"herald_of_thunder_active_buff",[327],1
283,"herald_of_thunder_active_buff",[684],2
284,"herald_of_thunder_active_buff",[683],3
285,"herald_of_thunder_active_buff",[682],4
286,"herald_of_thunder_active_buff",[725],5
287,"herald_of_thunder_active_buff",[811],6
288,"herald_of_thunder_active_buff",[815],7
289,"herald_of_thunder_active_buff",[886],8
290,"herald_of_thunder_active_buff",[890],9
291,"herald_of_thunder_active_buff",[899],10
292,"herald_of_thunder_active_buff",[910],11
293,"herald_of_thunder_active_buff",[915],12
294,"herald_of_thunder_active_buff",[1042],13
295,"herald_of_thunder_active_buff",[1065],14
296,"herald_of_thunder_active_buff",[1162],15
297,"herald_of_thunder_active_buff",[1242],16
298,"herald_of_thunder_active_buff",[1289],17
299,"herald_of_thunder_active_buff",[1311],18
300,"herald_of_thunder_active_buff",[1380],19
301,"herald_of_thunder_active_buff",[1452],20
302,"herald_of_agony_buff",[902],-1
303,"herald_of_agony_buff",[919],0
304,"herald_of_agony_buff",[919],1
305,"herald_of_agony_buff",[919],2
306,"herald_of_agony_buff",[919],3
307,"herald_of_agony_buff",[919],4
308,"herald_of_agony_buff",[919],5
309,"herald_of_agony_buff",[919],6
310,"herald_of_agony_buff",[919],7
311,"herald_of_agony_buff",[919],8
312,"herald_of_agony_buff",[919],9
313,"herald_of_agony_buff",[922],10
314,"herald_of_agony_buff",[920],11
315,"herald_of_agony_buff",[921],12
316,"herald_of_agony_buff",[923],13
317,"herald_of_agony_buff",[924],14
318,"herald_of_agony_buff",[1157],15
319,"herald_of_agony_buff",[1244],16
320,"herald_of_agony_buff",[1285],17
321,"herald_of_agony_buff",[1307],18
322,"herald_of_agony_buff",[1376],19
323,"herald_of_agony_buff",[1448],20
324,"herald_of_light_buff",[902],-1
325,"herald_of_light_buff",[926],0
326,"herald_of_light_buff",[926],1
327,"herald_of_light_buff",[926],2
328,"herald_of_light_buff",[926],3
329,"herald_of_light_buff",[926],4
330,"herald_of_light_buff",[926],5
331,"herald_of_light_buff",[926],6
332,"herald_of_light_buff",[926],7
333,"herald_of_light_buff",[926],8
334,"herald_of_light_buff",[926],9
335,"herald_of_light_buff",[929],10
336,"herald_of_light_buff",[927],11
337,"herald_of_light_buff",[928],12
338,"herald_of_light_buff",[930],13
339,"herald_of_light_buff",[931],14
340,"herald_of_light_buff",[1158],15
341,"herald_of_light_buff",[1243],16
342,"herald_of_light_buff",[1284],17
343,"herald_of_light_buff",[1306],18
344,"herald_of_light_buff",[1375],19
345,"herald_of_light_buff",[1447],20
346,"burning_arrow_debuff",[1173],0
347,"burning_arrow_debuff",[1174],1
348,"mortar_barrage_mine_aura",[1129],0
349,"mortar_barrage_mine_aura",[1622],2
350,"mine_lightning_explosion_aura",[1119],0
351,"mine_lightning_explosion_aura",[1623],2
352,"cold_projectile_mine_aura",[1128],0
353,"cold_projectile_mine_aura",[1624],2
354,"vaal_arc_buff",[892],6
355,"vaal_arc_buff",[940],7
356,"vaal_arc_buff",[1102],8
357,"flame_wall_burning",[173],0
358,"flame_wall_burning",[1050],1
359,"flame_wall_burning",[1567],2
360,"flame_wall_burning",[1629],3
361,"plague_bearer_at_max_damage",[902],-1
362,"plague_bearer_at_max_damage",[1115],0
363,"plague_bearer_at_max_damage",[1115],1
364,"plague_bearer_at_max_damage",[1115],2
365,"plague_bearer_buff_active_aura",[902],-1
366,"plague_bearer_buff_active_aura",[1116],0
367,"plague_bearer_buff_active_aura",[1116],1
368,"plague_bearer_buff_active_aura",[1116],2
369,"plague_bearer_accumulating",[902],-1
370,"plague_bearer_accumulating",[1125],0
371,"plague_bearer_accumulating",[1630],1
372,"plague_bearer_accumulating",[1751],2
373,"plague_bearer_aura",[902],-1
374,"plague_bearer_aura",[1126],0
375,"plague_bearer_aura",[1631],1
376,"plague_bearer_aura",[1752],2
377,"penance_brand_magma_pustule",[1304],0
378,"penance_brand_magma_pustule",[1632],2
379,"penance_brand_many_charges",[1321],0
380,"penance_brand_many_charges",[1633],2
381,"winter_brand_burn",[1322],0
382,"winter_brand_burn",[1634],2
383,"winter_brand_secondary_burn",[1323],0
384,"winter_brand_secondary_burn",[1635],2
385,"winter_brand_orb",[1327],0
386,"winter_brand_orb",[1636],2
387,"divine_cry_buff",[1570],0
388,"divine_cry_buff",[1639],2
389,"divine_cry_buff",[1640],3
390,"blight_channel_main",[531],0
391,"blight_channel_main",[1094],1
392,"blight_channel_main",[1530],2
393,"blight_channel_main",[1531],3
394,"blight_channel_main",[1564],4
395,"blight_channel_hinder",[1643],3
396,"blight_channel_hinder",[1569],4
397,"wither_channelled_main",[487],1
398,"wither_channelled_main",[1124],2
399,"wither_channelled_main",[1532],3
400,"wither_channelled_main",[1533],4
401,"wither_channelled_main",[1534],5
402,"wither_channelled_main",[1565],6
403,"wither_channelled_hinder",[1643],4
404,"wither_channelled_hinder",[1569],6
405,"soul_link_source",[1645],0
406,"soul_link_target",[1646],0
407,"storm_blade",[1644],0
408,"flame_link_source",[1647],0
409,"flame_link_target",[1648],0
410,"remora_link_source",[1649],0
411,"remora_link_target",[1650],0
412,"bulwark_link_source",[1651],0
413,"bulwark_link_target",[1652],0
414,"trigger_link_source",[1653],0
415,"trigger_link_target",[1654],0
416,"critical_link_source",[1655],0
417,"critical_link_target",[1656],0
418,"explosive_concoction_flask_attach",[1637],0
419,"poisonous_concoction_flask_attach",[1638],0
420,"poisonous_concoction_flask_attach",[1740],1
421,"poisonous_concoction_flask_attach",[1855],2
422,"bubble_shield",[0],0
423,"flask_effect",[1735],1
424,"flask_effect",[1736],2
425,"flask_effect",[1737],3
426,"flask_effect",[1738],4
427,"flask_effect",[1744],5
428,"flask_effect",[1784],6
429,"flask_effect",[1814],7
430,"flask_effect",[1830],8
431,"flask_effect",[1831],9
432,"flask_effect",[1832],10
433,"flask_effect",[1866],11
434,"flask_effect",[1875],12
435,"flask_effect",[1876],13
436,"flask_effect",[1877],14
437,"flask_effect",[1878],15
438,"flask_effect",[1879],16
439,"corrupting_fever_buff",[1501],0
440,"corrupting_fever_buff",[1746],1
441,"corrupting_fever_corrupted_blood",[236],0
442,"corrupting_fever_corrupted_blood",[1747],1
443,"slither_slither_buff",[1518],1
444,"slither_elusive_buff",[1519],1
445,"slither_wither_buff",[1534],1
446,"monster_dd_area_corpse_mark",[796],0
447,"monster_dd_area_corpse_mark",[797],1
448,"monster_dd_area_corpse_mark",[1414],2
449,"monster_dd_area_corpse_mark",[1691],3
450,"monster_dd_area_corpse_fade",[1713],3
451,"monster_soulrend_debuff",[997],0
452,"monster_soulrend_debuff",[999],1
453,"monster_soulrend_fadeout",[998],0
454,"monster_soulrend_fadeout",[1000],1
455,"arcane_surge",[714],0
456,"arcane_surge",[1810],1
457,"phasing_buff",[321],0
458,"phasing_buff",[1808],1
459,"fortify_buff",[396],0
460,"fortify_buff",[1809],1
461,"onslaught_buff",[212],0
462,"onslaught_buff",[1811],1
463,"galvanic_field_player_buff",[1815],0
464,"galvanic_field_player_buff",[1841],1
465,"galvanic_field_player_buff",[1847],2
466,"galvanic_field_shock_debuff",[1816],0
467,"galvanic_field_shock_debuff",[1842],1
468,"galvanic_field_shock_debuff",[1848],2
469,"lightning_conduit_hit_buff",[1813],0
470,"lightning_conduit_hit_buff",[1844],1
471,"lightning_conduit_hit_buff",[1846],2
472,"lightning_conduit_pause_buff",[1812],0
473,"lightning_conduit_pause_buff",[1843],1
474,"lightning_conduit_pause_buff",[1845],2
475,"alchemists_mark_buff",[81],0
476,"alchemists_mark_buff",[1837],1
477,"righteous_fire_buff_visual",[377],2
478,"righteous_fire_buff_visual",[446],3
479,"righteous_fire_buff_visual",[446],4
480,"righteous_fire_buff_visual",[17],5
481,"righteous_fire_buff_visual",[17],6
482,"righteous_fire_buff_visual",[18],7
483,"righteous_fire_buff_visual",[1561],8
484,"righteous_fire_buff_visual",[1850],9
485,"righteous_fire_aura_visual",[378],2
486,"righteous_fire_aura_visual",[378],3
487,"righteous_fire_aura_visual",[378],4
488,"righteous_fire_aura_visual",[22],5
489,"righteous_fire_aura_visual",[25],6
490,"righteous_fire_aura_visual",[23],7
491,"righteous_fire_aura_visual",[1562],8
492,"righteous_fire_aura_visual",[1851],9
493,"righteous_fire_aura_visual_totem",[20],0
494,"righteous_fire_aura_visual_totem",[378],2
495,"righteous_fire_aura_visual_totem",[378],3
496,"righteous_fire_aura_visual_totem",[378],4
497,"righteous_fire_aura_visual_totem",[25],5
498,"righteous_fire_aura_visual_totem",[25],6
499,"righteous_fire_aura_visual_totem",[24],7
500,"righteous_fire_aura_visual_totem",[1563],8
501,"righteous_fire_aura_visual_totem",[1852],9
502,"reap_debuff",[1520],0
503,"reap_debuff",[1861],1
504,"reap_charges",[1521],0
505,"reap_charges",[1862],1
506,"vaal_charged_attack_buff",[1886],0
507,"vaal_charged_attack_buff",[1887],1
508,"vaal_charged_attack_buff",[1888],2
