"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
11,"Descent12","[4932,1,1,1,5744,5734,5421,5436,5774,5773,14,6,2,15,15]","[1,1,1,4932,5773,5421,5436,5734,5774,5744,12,12,6,2]","[4932,1,1,1,5744,5734,5421,5436,5774,5733,14,6,2,15,15]","[1,1,1,4932,5774,5733,5421,5436,5744,5734,12,12,6,2]","[4932,1,1,1,5738,5421,5436,5908,5774,5771,14,6,2,15,15]","[1,1,1,4932,5774,5421,5436,5771,5908,5738,12,12,6,2]","[4932,1,1,1,5774,5737,5421,5436,5775,5732,14,6,2,15,15]","[1,1,1,4932,5775,5737,5732,5774,12,12,6,2]","[4932,1,1,1,5421,5436,5775,5773,5732,14,6,2,15,15]","[1,1,1,4932,5775,5421,5436,5773,5732,12,12,6,2]","[4932,1,1,1,5421,5436,5773,5732,5774,5733,14,6,2,15,15]","[1,1,1,4932,5421,5436,5773,5732,5774,5733,12,12,6,2]",1326,"[4932,1,1,1,5421,5436,5773,5774,5732,14,6,2,15,15]","[1,1,1,4932,5421,5436,5773,5774,5732,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1327,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,5815,5952,5967]","[21,21,20,20,20,19,19,13,13,5815,5952,5967]","[6,6,2,2,13,13,5815,5952,5967]","[21,21,20,20,20,19,19,13,13,5815,5952,5967]","[6,6,2,2,13,13,5899,5815,5940]","[21,21,20,20,20,19,19,13,13,5899,5815,5940]","[6,6,2,2,13,13,5850,5861,5964,5937,5941]","[21,21,20,20,20,19,19,13,13,5850,5861,5964,5937,5941]","[6,6,2,2,13,13,5848,5850,5861,5964,5941]","[21,21,20,20,20,19,19,13,13,5848,5850,5861,5964,5941]","[6,6,2,2,13,13,5848,5964,5952,5967]","[21,21,20,20,20,19,19,13,13,5848,5964,5952,5967]",1328,"[6,6,2,2,13,13,5848,5815,5964,5952,5967]","[21,21,20,20,20,19,19,13,13,5815,5848,5964,5952,5967]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1329,[],[]
15,"Descent2_2_1","[4889,4891,10,10,15,11,4981,4927,5795,5745,5930,5417,5417,5432,5965]",[],"[4889,4891,10,10,15,11,4981,4927,5417,5417,5432,5743,5795,5764,5930,5965]",[],"[4889,4891,10,10,15,11,4981,4927,5417,5432,5417,5764,5678,5942]",[],"[4889,4891,10,10,15,11,4981,4927,5417,5432,5417,5792,5764,5953,5948]",[],"[4889,4891,10,10,15,11,4981,4927,5417,5432,5417,5953,5948]",[],"[4889,4891,10,10,15,11,4981,4927,5417,5432,5417,5800,5930,5948,5965]",[],1331,"[4889,4891,10,10,15,11,4981,4927,5417,5432,5417,5795,5930,5948,5965]",[]
16,"Descent2_2_2","[4890,10,10,15,11,1,1,1,4980,6,4926,5795,5745,5930,5417,5432,5965]",[],"[4890,10,10,15,11,1,1,1,4980,6,4926,5417,5432,5743,5795,5764,5930,5965]",[],"[4890,10,10,15,11,1,1,1,4980,6,4926,5417,5432,5764,5678,5942]",[],"[4890,10,10,15,11,1,1,1,4980,6,4926,5417,5432,5792,5764,5953,5948]",[],"[4890,10,10,15,11,1,1,1,4980,6,4926,5417,5432,5953,5948]",[],"[4890,10,10,15,11,1,1,1,4980,6,4926,5417,5432,5800,5930,5948,5965]",[],1332,"[4890,10,10,15,11,1,1,1,4980,6,4926,5417,5432,5795,5930,5948,5965]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5418,5433]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1333,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[5818,5683,5418]",[],"[5418,5683,5818,5686]",[],"[5418,5686,5689,5818]",[],"[5418,5692,5689,5686,5957,5827]",[],"[5418,5692,5686,5957]",[],"[5418,5683,5692,5818]",[],1336,"[5418,5689,5692,5683,5818,5686]",[]
19,"Descent2_5_1","[4928,4930,6,11,11,14,1,1,4982]",[],"[4929,4930,6,11,11,14,1,1,4982]",[],"[4929,4930,6,11,11,14,1,1,4982]",[],"[4928,4930,6,11,11,14,1,1,4982]",[],"[4929,4930,6,11,11,14,1,1,4982]",[],"[4929,4928,6,11,11,14,1,1,4982]",[],1337,"[4929,4930,6,11,11,14,1,1,4982]",[]
20,"Descent2_5_2","[4928,4929,6,6,2,4980]",[],"[4928,4930,6,6,2,4980]",[],"[4928,4929,6,6,2,4980]",[],"[4928,4929,6,6,2,4980]",[],"[4928,4929,6,6,2,4980]",[],"[4930,4929,6,6,2,4980]",[],1338,"[4928,4929,6,6,2,4980]",[]
21,"Descent2_6_1","[6,6,2,5659,5419,5434,5962]",[],"[6,6,2,5824,5962,5659]",[],"[6,6,2,5824,5748,5765]",[],"[6,6,2,5824,5655,5829,5956,5944]",[],"[6,6,2,5655,5759,5766,5956,5944]",[],"[6,6,2,5655,5759,5847,5820,5962]",[],1339,"[6,6,2,5655,5962,5759]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,5659,5419,5434,5962]",[],"[21,20,19,23,21,20,19,23,5824,5962,5659]",[],"[21,20,19,23,21,20,19,23,5824,5748,5765]",[],"[21,20,19,23,21,20,19,23,5824,5655,5829,5956,5944]",[],"[21,20,19,23,21,20,19,23,5655,5759,5766,5956,5944]",[],"[21,20,19,23,21,20,19,23,5655,5759,5847,5820,5962]",[],1341,"[21,20,19,23,21,20,19,23,5655,5962,5759]",[]
23,"Descent2_8_1","[6,2,2,4933,4934,21,20,19,21,20,19,5904,5905,5903,5664]",[],"[6,2,2,4933,4935,21,20,19,21,20,19,5903,5904,5905,5664,5671]",[],"[6,2,2,4933,4934,21,20,19,21,20,19,5904,5905,5903,5671,5799]",[],"[6,2,2,4933,4934,21,20,19,21,20,19,5905,5904,5903,5671,5799]",[],"[6,2,2,4934,4935,21,20,19,21,20,19,5905,5904,5857,5799]",[],"[6,2,2,4933,4934,21,20,19,21,20,19,5905,5904,5799,5903,5664]",[],1345,"[6,2,2,4933,4934,21,20,19,21,20,19,4935,5905,5904,5903,5671,5664,5799]",[]
24,"Descent2_8_2","[6,4933,4935,10,10,11,11,1,1,21,20,19,21,20,19,14,5904,5905,5903,5664,5419,5434]",[],"[6,4934,4935,10,10,11,11,1,1,21,20,19,21,20,19,14,5903,5904,5905,5664,5671]",[],"[6,4934,4935,10,10,11,11,1,1,21,20,19,21,20,19,14,5904,5905,5903,5671,5799]",[],"[6,4933,4935,10,10,11,11,1,1,21,20,19,21,20,19,14,5905,5904,5903,5671,5799]",[],"[6,4933,4935,10,10,11,11,1,1,21,20,19,21,20,19,14,5905,5904,5857,5799]",[],"[6,4934,4935,10,10,11,11,1,1,21,20,19,21,20,19,14,5905,5904,5799,5903,5664]",[],1346,"[6,4934,4935,10,10,11,11,1,1,21,20,19,21,20,19,14,4933,5905,5904,5903,5671,5664,5799]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4895,5726,5684,5756,5420,5420,5435,5435,4895]",[],"[6,2,13,13,13,2,6,6,6,2,4895,5853,5684,5756,5726,4895]",[],"[6,2,13,13,13,2,6,6,6,2,4895,5853,5684,5756,4895]",[],"[6,2,13,13,13,2,6,6,6,2,4895,5729,5684,5726,5936,4895]",[],"[6,2,13,13,13,2,6,6,6,2,4895,5729,5749,4895]",[],"[6,2,13,13,13,2,6,6,6,2,4895,5729,5749,5756,5726,4895]",[],1347,"[6,2,13,13,13,2,6,6,6,2,4895,5726,5684,5756,5729,5749,5853,4895]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4893,5726,5684,5756,5420,5420,5435,5435,4893]",[],"[6,2,13,13,13,1,1,21,20,19,4893,5853,5684,5756,5726,4893]",[],"[6,2,13,13,13,1,1,21,20,19,4893,5853,5684,5756,4893]",[],"[6,2,13,13,13,1,1,21,20,19,4893,5729,5684,5726,5936,4893]",[],"[6,2,13,13,13,1,1,21,20,19,4893,5729,5749,4893]",[],"[6,2,13,13,13,1,1,21,20,19,4893,5729,5749,5756,5726,4893]",[],1348,"[6,2,13,13,13,1,1,21,20,19,4893,5726,5684,5756,5729,5749,5853,4893]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4894,5726,5684,5756,5420,5420,5435,5435,4894]",[],"[6,2,13,13,13,2,6,12,14,13,4894,5853,5684,5756,5726,4894]",[],"[6,2,13,13,13,2,6,12,14,13,4894,5853,5684,5756,4894]",[],"[6,2,13,13,13,2,6,12,14,13,4894,5729,5684,5726,5936,4894]",[],"[6,2,13,13,13,2,6,12,14,13,4894,5729,5749,4894]",[],"[6,2,13,13,13,2,6,12,14,13,4894,5729,5749,5756,5726,4894]",[],1349,"[6,2,13,13,13,2,6,12,14,13,4894,5726,5684,5756,5729,5749,5853,4894]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4900]",[],"[5,21,20,19,2,6,13,4900]",[],"[5,21,20,19,2,6,13,4900]",[],"[5,21,20,19,2,6,13,4900]",[],"[5,21,20,19,2,6,13,4900]",[],"[5,21,20,19,2,6,13,4900]",[],1353,"[5,21,20,19,2,6,13,4900]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,5773,5733,5744,5734,5772,5421,5436]",[],"[1,1,1,6,2,8,8,8,12,12,13,5733,5908,5774,5771,5734]",[],"[1,1,1,6,2,8,8,8,12,12,13,5908,5738,5774,5771]",[],"[1,1,1,6,2,8,8,8,12,12,13,5811,5813,5812,5775,5774,5737]",[],"[1,1,1,6,2,8,8,8,12,12,13,5811,5813,5812,5768,5775]",[],"[1,1,1,6,2,8,8,8,12,12,13,5811,5813,5812,5733,5773]",[],1354,"[1,1,1,6,2,8,8,8,12,12,13,5811,5813,5812,5773,5775,5774]",[]
30,"Descent2_3_S1","[5454,5454,5340]",[],"[5454,5454,5340]",[],"[5454,5454,5340]",[],"[5454,5454,5340]",[],"[5454,5454,5340]",[],"[5454,5454,5340]",[],1334,"[5454,5454,5340]",[]
31,"Descent2_6_1_S1","[5656,4699,5928,5740,5914,4755]",[],"[5656,4699,5928,5740,5914,4755]",[],"[5656,4699,5928,5740,5914,4755]",[],"[5656,4699,5928,5740,5914,4755]",[],"[5656,4699,5928,5740,5914,4755]",[],"[5656,4699,5928,5740,5914,4755]",[],1340,"[5656,4699,5928,5740,5914,4755]",[]
32,"Descent2_6_2_S1","[5779,5924]",[],"[5779,5924]",[],"[5779,5924]",[],"[5779,5924]",[],"[5779,5924]",[],"[5779,5924]",[],1342,"[5779,5924]",[]
