"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid","[rid]"
69,363,"","","",[7770],[],"[5773,5799,5779,5843,5772,5770,5841,5771,5767,5774,5903,5904,5905,5845,5762,5768,5761,5888,5890,5889,5891,5867,5769,5775,5922,6108,6027,6026,5842,5844,5846,5694,5725,5906,5907,6039,6041,6062,6058,6059,6157,6158,6159,6160,6165,6168,6068,6067]","",[1],[36],"",[],"",[],[],"",[]
70,401,"","","",[347],[],[5857],"",[1],[36],"",[],"",[],[],"",[]
71,402,"","","",[347],[],"[5741,5883]","",[1],[36],"",[],"",[],[],"",[]
72,403,"","","",[347],[],"[5741,5883]","",[2],[36],"",[],"",[],[],"",[]
73,404,"","","",[347],[],"[5741,5883]","",[3],[36],"",[],"",[],[],"",[]
74,405,"","","",[347],[],"[5741,5883]","",[4],[36],"",[],"",[],[],"",[]
75,409,"","","",[347],[],"[5654,5863]","",[2],[36],"",[],"",[],[],"",[]
76,410,"","","","[347,1301]",[],"[5748,5876]","","[1,1]",[36],"",[],"",[],[],"",[]
77,414,"","","",[347],[],[5759],"",[-29],[36],"",[],"",[],[],"",[]
78,416,"","","",[347],[],"[5655,5872]","",[-3],[36],"",[],"",[],[],"",[]
79,417,"","","",[347],[],"[5672,5877]","",[1],[36],"",[],"",[],[],"",[]
80,418,"","","",[347],[],[5797],"",[1],[36],"",[],"",[],[],"",[]
81,419,"","","",[347],[],"[5711,5865]","",[2],[36],"",[],"",[],[],"",[]
82,420,"","","",[1221],[],"[5786,5802,5788,5789,5795,5800,5796,5820,5942,6084,6080]","",[1],[36],"",[],"",[],[],"",[]
83,421,"","","",[347],[],[5814],"",[1],[36],"",[],"",[],[],"",[]
84,422,"","","",[347],[],"[5815,5871]","",[3],[36],"",[],"",[],[],"",[]
85,423,"","","",[347],[],"[5815,5871]","",[1],[36],"",[],"",[],[],"",[]
86,424,"","","",[347],[],"[5815,5871]","",[2],[36],"",[],"",[],[],"",[]
87,425,"","","",[347],[],[5799],"",[2],[36],"",[],"",[],[],"",[]
88,426,"","","",[347],[],[5820],"",[1],[36],"",[],"",[],[],"",[]
89,408,"","","","[347,1301]",[],"[5661,5875]","","[1,1]",[36],"",[],"",[],[],"",[]
90,427,"","","","[347,1301]",[],"[5662,6366]","","[1,1]",[36],"",[],"",[],[],"",[]
91,406,"","","",[347],[],[5673],"",[1],[36],"",[],"",[],[],"",[]
92,428,"","","",[347],[],"[5767,5891,5768,5769,5770,5890,5771,5889,5772,5773,5774,5775,5779,5888,5841,5843,5845,5922,6108,5842,5844,5846,6027,6026,6039,6041,6062,6058,6157,6158,6159,6160,6168]","",[-6],[36],"",[],"",[],[],"",[]
93,429,"","","",[347],[],"[5767,5891,5768,5769,5770,5890,5771,5889,5772,5773,5774,5775,5779,5888,5841,5843,5845,5922,6108,5842,5844,5846,6027,6026,6039,6041,6062,6058,6157,6158,6159,6160,6168]","",[-8],[36],"",[],"",[],[],"",[]
94,430,"","","",[347],[],"[5767,5891,5768,5769,5770,5890,5771,5889,5772,5773,5774,5775,5779,5888,5841,5843,5845,5922,6108,5842,5844,5846,6027,6026,6039,6041,6062,6058,6157,6158,6159,6160,6168]","",[-9],[36],"",[],"",[],[],"",[]
95,431,"","","",[347],[],"[5767,5891,5768,5769,5770,5890,5771,5889,5772,5773,5774,5775,5779,5888,5841,5843,5845,5922,6108,5842,5844,5846,6027,6026,6039,6041,6062,6058,6157,6158,6159,6160,6168]","",[-7],[36],"",[],"",[],[],"",[]
96,432,"","","",[347],[],"[5833,5878]","",[1],[36],"",[],"",[],[],"",[]
97,433,"","","",[347],[],"[5833,5878]","",[2],[36],"",[],"",[],[],"",[]
98,434,"","","",[347],[],"[5833,5878]","",[3],[36],"",[],"",[],[],"",[]
99,435,"","","",[1221],[],"[5786,5802,5788,5789,5795,5800,5796,5820,5942,6084,6080]","",[3],[36],"",[],"",[],[],"",[]
100,436,"","","",[347],[],"[5847,5884]","",[1],[36],"",[],"",[],[],"",[]
101,437,"","","","[347,1301]",[],"[5655,5872]","","[-2,1]",[36],"",[],"",[],[],"",[]
102,438,"","","","[347,1301]",[],[5861],"","[1,2]",[36],"",[],"",[],[],"",[]
103,439,"","","",[347],[],"[5767,5891,5768,5769,5770,5890,5771,5889,5772,5773,5774,5775,5779,5888,5841,5843,5845,5922,6108,5842,5844,5846,6027,6026,6039,6041,6062,6058,6157,6158,6159,6160,6168]","",[-5],[36],"",[],"",[],[],"",[]
104,440,"","","","[347,1301,2676]",[],[5854],"","[1,1,2]",[36],"",[],"",[],[],"",[]
105,359,"","","",[1061],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],"",[]
106,360,"","","",[4807],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57]",[],"",[1],"[3,6]","",[],"",[],[],"",[]
107,361,38,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
108,469,"","","",[1367],[23],[],"",[1],[13],"",[],"",[],[],"",[]
109,470,"","","",[1367],[23],[],"",[2],[13],"",[],"",[],[],"",[]
110,471,"","","",[1367],[23],[],"",[3],[13],"",[],"",[],[],"",[]
111,472,"","","",[1367],[23],[],"",[4],[13],"",[],"",[],[],"",[]
112,473,"","","",[1367],[23],[],"",[5],[13],"",[],"",[],[],"",[]
113,474,"","","",[1367],[23],[],"",[6],[13],"",[],"",[],[],"",[]
114,475,"","","",[1367],[23],[],"",[7],[13],"",[],"",[],[],"",[]
115,476,"","","",[1367],[23],[],"",[8],[13],"",[],"",[],[],"",[]
116,477,"","","",[1367],[23],[],"",[11],[13],"",[],"",[],[],"",[]
117,478,"","","",[1367],[23],[],"",[12],[13],"",[],"",[],[],"",[]
118,479,"","","",[1367],[23],[],"",[13],[13],"",[],"",[],[],"",[]
119,480,"","","",[1367],[23],[],"",[14],[13],"",[],"",[],[],"",[]
120,481,"","","",[1367],[23],[],"",[15],[13],"",[],"",[],[],"",[]
121,4117,"","","",[1367],[23],[],1,[9],[13],"",[],"",[],[],"",[]
122,488,"","",4014,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
123,489,"","",4015,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
124,490,"","",4016,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
125,491,"","",4017,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
126,492,"","",4018,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
127,493,"","",4019,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
128,494,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
129,495,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
130,496,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
131,497,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
132,500,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
133,501,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
134,502,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
135,503,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
136,504,"","","",[],[],[],"",[],[20],"",[],"",[],[],"",[]
137,509,"","","",[],[],[],"",[],[17],"",[],"",[],[],"",[]
138,510,"","","",[],[],[],"",[],[17],"",[],"",[],[],"",[]
139,511,"","","",[],[],[],"",[],[17],"",[],"",[],[],"",[]
140,6867,"","",4017,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
141,515,"",4020,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
142,516,"",4021,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
143,517,"",4022,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
144,518,"",4023,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
145,519,"","",4024,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
146,520,"",4025,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
147,521,"",4026,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
148,523,"",4027,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
149,522,"",4028,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
150,524,"",4029,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
151,525,"",4030,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
152,526,"",4032,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
153,527,"",4031,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
154,528,"",4033,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
155,529,"",4034,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
156,530,"",4035,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
157,531,"",4036,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
158,532,"",4037,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
159,533,"",4038,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
160,534,"",4039,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
161,535,"",4040,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
162,536,"",4041,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
163,537,"",4042,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
164,538,"",4043,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
165,539,"",4044,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
166,540,"",4045,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
167,541,"",4046,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
168,542,"",4047,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
169,543,"",4048,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
170,544,"",4049,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
171,545,"",4050,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
172,546,"",4051,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
173,547,"",4052,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
174,548,"",4053,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
175,549,"",4054,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
176,550,"",4055,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
177,551,"",4056,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
178,552,"",4057,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
179,553,"",4058,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
180,554,"",4059,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
181,555,"",4060,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
182,558,"","",4063,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
183,559,"","",4064,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
184,570,"",4065,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
185,571,"","",4066,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
186,483,"",4009,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
187,484,"",4010,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
188,485,"",4011,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
189,486,"",4012,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
190,487,"",4013,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
191,572,"","",4067,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
192,573,"","",4068,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
193,574,"","",4069,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
194,575,"","",4070,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
195,576,"",4071,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
196,577,"",4072,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
197,578,"",4073,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
198,579,"",4074,"",[],"[6,7,56]",[],"",[],"[1,4]","",[],"",[],[],"",[]
199,580,"",4075,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
200,581,"",4076,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
201,582,"",4077,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
202,583,"",4078,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
203,584,"",4079,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
204,585,"",4080,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
205,586,"",4081,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
206,587,"",4082,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
207,588,"",4083,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
208,589,"",4084,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
209,590,"",4085,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
210,591,"",4086,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
211,592,"",4087,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
212,593,"",4088,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
213,594,"",4089,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
214,595,"",4090,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
215,596,"",4091,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
216,597,"",4092,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
217,598,"",4093,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
218,599,"",4094,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
219,600,"",4095,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
220,601,"",4096,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
221,602,"",4097,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
222,603,"",4098,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
223,604,"","",4099,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
224,605,"","",4100,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
225,606,"",4101,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
226,607,"","",4102,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
227,608,"",4103,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
228,609,"","","",[347],[],[5713],"",[-2],[36],"",[],"",[],[],"",[]
229,610,"","","",[347],[],"[5824,5886]","",[1],[36],"",[],"",[],[],"",[]
230,611,"","","",[347],[],"[5848,5897]","",[2],[36],"",[],"",[],[],"",[]
231,612,"",4104,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
232,613,"",4105,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
233,614,"",4106,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
234,615,"",4107,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
235,616,"",4108,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
236,617,"",4109,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
237,618,"",4110,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
238,619,"",4111,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
239,620,"",4112,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
240,621,"",4113,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
241,622,"",4114,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
242,623,"","","",[347],[],[5699],"",[2],[36],"",[],"",[],[],"",[]
243,624,"",4115,"",[],[8],[],"",[],"[1,4]","",[],"",[],[],"",[]
244,625,"",4116,"",[],[8],[],"",[],"[1,4]","",[],"",[],[],"",[]
245,626,"",4117,"",[],[8],[],"",[],"[1,4]","",[],"",[],[],"",[]
246,627,"","","",[347],[],"[5710,6363]","",[1],[36],"",[],"",[],[],"",[]
247,628,"","","",[347],[],"[5710,6363]","",[2],[36],"",[],"",[],[],"",[]
248,630,"",4118,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
249,631,"",4119,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
250,632,"",4120,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
251,633,"",4121,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
252,634,"",4122,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
253,635,"","",4123,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
254,636,"","","","[347,1301]",[],"[5914,5913]","","[1,1]",[36],"",[],"",[],[],"",[]
255,637,"",4124,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
256,638,"",4125,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
257,639,"",4126,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
258,640,"",4127,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
259,641,"",4128,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
260,642,"",4129,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
261,643,"",4130,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
262,644,26,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
263,645,"",4131,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
264,646,"",4132,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
265,647,"",4133,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
266,648,"",4134,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
267,649,"",4135,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
268,650,"",4136,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
269,651,"",4137,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
270,652,"",4138,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
271,653,31,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
272,654,"","","",[319],[4],[],"",[1],[14],"",[],"",[],[],"",[]
273,655,27,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
274,656,"","","",[319],[4],[],"",[4],[14],"",[],"",[],[],"",[]
275,657,28,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
276,658,"","","",[319],[4],[],"",[2],[14],"",[],"",[],[],"",[]
277,659,29,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
278,660,"","","",[319],[4],[],"",[3],[14],"",[],"",[],[],"",[]
279,661,30,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
280,666,"","",4139,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
281,667,"","","",[347],[],"[5697,5894]","",[3],[36],"",[],"",[],[],"",[]
282,668,"","","",[],[],[],"",[],[15],"",[],"",[],[],"",[]
283,669,"","","",[],[],[],"",[],[15],"",[],"",[],[],"",[]
284,670,"","","",[],[],[],"",[],[15],"",[],"",[],[],"",[]
285,671,"","","",[],[],[],"",[],[15],"",[],"",[],[],"",[]
286,672,"",4140,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
287,673,"","","","[347,1221,2676]",[],[5800],"","[5,-1,-5]",[36],"",[],"",[],[],"",[]
288,674,"","","",[347],[],[5716],"",[1],[36],"",[],"",[],[],"",[]
