"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","MapsKey","FlavourTextKey","AtlasNodeKeys","Tier0","Tier1","Tier2","Tier3","Tier4","f32","f32","f32","f32","f32","DDSFile","bool","NotOnAtlas"
21,1111,8792,"",350,1926,[20],1,4,8,12,16,564.142,398.834,47,-4.268,12.314,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/WhakawairuaTuahu.dds","",""
22,1180,7216,"",413,1994,"[23,35,103,32]",5,8,12,16,16,818.427,366.6,186,-28.27,-5.399,"","",""
23,1181,8390,"",413,1995,[22],5,8,12,16,16,796.203,374.098,44,11.112,-3.749,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/PoorjoysAsylum.dds","",""
24,1142,7230,"",383,1957,"[86,102,25,67,38]",14,16,16,16,16,463.093,111.757,349,-6.858,-5.605,"","",""
25,1217,8411,"",383,2030,[24],14,16,16,16,16,516.212,97.845,75,-25.552,7.561,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ObasCursedTrove.dds","",""
26,1152,7223,"",391,1967,"[63,61,27,59,43]",10,13,16,16,16,367.92,191.25,153,-3.542,-0.402,"","",""
27,1153,10790,"",391,1968,[26],10,13,16,16,16,365.957,171.756,40,0.982,9.747,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/CaerBlaiddWolfpacksDen.dds","",""
28,1160,7163,"",398,1975,"[108,29,69]",4,7,11,15,16,210.445,413.85,173,1.81,-7.883,"","",""
29,1161,7306,"",398,1976,[28],4,7,11,15,16,172.416,380.973,72,19.015,16.439,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/VaultsOfAtziri.dds","",""
30,1164,7219,"",401,1979,"[52,35,103]",5,8,12,16,16,755.799,363.735,181,-2.988,8.615,"","",""
31,1122,7250,"",366,1937,"[46,86,100]",14,16,16,16,16,646.624,114.636,205,-5.805,-5.224,"","",""
32,1197,7214,"",428,2011,"[84,22,14]",6,9,13,16,16,801.605,324.315,143,-12.923,-8.308,"","",""
33,1231,7165,"",458,2044,"[0,88,65,89]",5,8,12,16,16,285.137,348.386,176,-8.556,2.751,"","",""
34,1127,7237,"",370,1942,"[50,18,42]",5,8,12,16,16,588.923,338.79,148,1.279,4.752,"","",""
35,1120,7289,"",364,1935,"[84,114,97,22,30]",6,9,13,16,16,722.361,318.505,221,6.238,11.332,"","",""
36,1189,7191,"",421,2003,"[78,94,112]",2,5,9,13,16,480.945,389.718,148,-23.313,1.105,"","",""
37,1130,7282,"",373,1945,"[39,72,66]",1,4,8,12,16,596.646,494.201,130,33.795,-28.874,"",1,""
38,1262,7212,"",330,2062,"[70,24,99,105]",15,16,16,16,16,341.336,96.483,300,31.092,2.54,"","",""
39,1233,7301,"",460,2046,"[37,20,48,12]",2,5,9,13,16,605.971,424.133,164,-12.895,0.434,"","",""
40,1190,7232,"",422,2004,"[51,104,101,4]",11,14,16,16,16,727.006,169.939,166,-8.631,2.244,"","",""
41,1156,7224,"",394,1971,"[51,58]",9,12,16,16,16,792.311,222.289,91,-18.817,1.624,"","",""
42,1102,7172,"",342,1917,"[83,71,114,97,34]",6,9,13,16,16,596.249,306.045,221,4.07,8.551,"","",""
43,1201,7177,"",431,2015,"[26,106,55,57]",9,12,16,16,16,312.204,228.411,200,12.792,-2.457,"","",""
44,1109,7296,"",349,1924,"[63,102,59,77]",12,15,16,16,16,360.173,144.944,172,-1.006,5.757,"","",""
45,1263,7176,"",361,2063,"[110,86,91]",12,15,16,16,16,560.946,144.777,155,8.323,1.749,"","",""
46,1159,7262,"",397,1974,"[31,95,92,49]",15,16,16,16,16,650.565,84.4,237,14.16,4.269,"","",""
47,1178,7234,"",411,1992,"[71,74,114,73]",8,11,15,16,16,593.215,241.805,173,24.225,7.947,"","",""
48,1133,7168,"",376,1948,"[39,50,18,90]",3,6,10,14,16,575.391,376.274,158,3.092,8.312,"","",""
49,1126,7189,"",369,1941,"[46,8]",16,16,16,16,16,736.277,62.283,161,-17.911,18.865,"","",""
50,1146,7238,"",387,1961,"[83,48,112,34]",4,7,11,15,16,531.56,355.889,129,6.623,-3.249,"","",""
51,1154,7222,"",392,1969,"[41,74,40]",10,13,16,16,16,766.955,193.558,146,-23.396,9.976,"","",""
52,1144,7277,"",385,1959,"[2,109,97,30]",4,7,11,15,16,749.812,400.231,183,-18.639,8.914,"","",""
53,1213,7192,"",442,2026,"[113,80,69]",2,5,9,13,16,355.625,485.046,204,-17.227,-20.025,"","",""
54,1093,7151,"",333,1908,"[106,55,60]",9,12,16,16,16,197.271,220.144,167,40.771,14.831,"","",""
55,1264,7184,"",362,2064,"[63,54,56,43]",10,13,16,16,16,243.218,196.553,162,9.378,2.033,"","",""
56,1107,7295,"",347,1922,"[55,6]",11,14,16,16,16,197.392,181.784,79,23.161,-2.937,"","",""
57,1216,7229,"",445,2029,"[68,61,75,43]",8,11,15,16,16,398.907,249.782,196,-4.068,-2.525,"","",""
58,1227,7218,"",454,2040,"[84,41,74,14]",8,11,15,16,16,761.215,255.893,171,-5.978,0.036,"","",""
59,1206,7174,"",436,2020,"[81,93,26,44]",11,14,16,16,16,417.216,172.483,151,1.402,-3.652,"","",""
60,1090,7166,"",329,1905,"[111,54]",8,11,15,16,16,208.948,259.429,99,0.954,-2.977,"","",""
61,1232,7261,"",459,2045,"[98,93,26,57]",9,12,16,16,16,410.078,215.15,173,21.114,0.813,"","",""
62,1137,7196,"",380,1952,"[76,105]",15,16,16,16,16,177.415,97.409,79,23.86,-0.014,"","",""
63,1158,7293,"",396,1973,"[26,44,55,6]",11,14,16,16,16,305.639,178.534,188,-11.845,5.361,"","",""
64,1098,7284,"",338,1913,"[80,78,94]",2,5,9,13,16,420.516,427.324,147,4.949,4.79,"","",""
65,1121,7281,"",365,1936,"[111,108,33]",6,9,13,16,16,204.962,327.161,139,24.597,6.238,"","",""
66,1261,7247,"",360,2061,"[37,2,109]",2,5,9,13,16,677.004,491.297,208,9.064,-12.234,"","",""
67,1114,7160,"",352,1929,"[92,24,99]",15,16,16,16,16,461.303,84.504,235,-0.434,1.547,"","",""
68,1191,7228,"",423,2005,"[82,106,88,16,57]",7,10,14,16,16,381.273,278.962,271,1.532,5.635,"","",""
69,1103,7221,"",343,1918,"[53,28,89]",3,6,10,14,16,261.507,460.779,217,11.713,-22.733,"","",""
70,1118,7180,"",356,1933,"[102,38,77]",14,16,16,16,16,303.122,115.216,212,23.596,4.01,"","",""
71,1171,7251,"",405,1985,"[98,42,47,16]",7,10,14,16,16,573.868,273.983,152,-19.915,-3.286,"","",""
72,1202,7186,"",432,2016,"[37,109,12]",2,5,9,13,16,642.142,451.676,155,2.694,-1.663,"","",""
73,1230,7258,"",457,2043,"[98,93,101,87,47]",9,12,16,16,16,573.172,213.337,211,-13.629,-5.484,"","",""
74,1106,7148,"",346,1921,"[51,101,85,47,58]",9,12,16,16,16,687.964,228.348,221,1.355,-0.478,"","",""
75,1205,7154,"",435,2019,"[98,16,57]",7,10,14,16,16,471.732,263.98,168,-2.464,-2.626,"","",""
76,1239,7274,"",466,2052,"[62,79,77]",14,16,16,16,16,202.437,114.959,174,12.132,7.267,"","",""
77,1199,7241,"",429,2013,"[70,76,44,6]",13,16,16,16,16,286.951,138.182,198,-12.205,-3.881,"","",""
78,1237,7276,"",464,2050,"[36,64]",1,4,8,12,16,462.926,423.194,96,-8.13,-9.782,"",1,""
79,1196,7211,"",427,2010,"[76,6]",13,16,16,16,16,191.475,138.353,74,13.512,-1.181,"","",""
80,1225,7244,"",452,2038,"[53,10,64]",1,4,8,12,16,422.548,493.34,112,-28.905,-31.404,"",1,""
81,1200,7195,"",430,2014,"[102,59,91]",12,15,16,16,16,472.15,143.278,128,-18.912,8.18,"","",""
82,1097,7298,"",337,1912,"[83,68,96]",6,9,13,16,16,414.221,306.299,215,-3.028,5.822,"","",""
83,1157,7299,"",395,1972,"[82,50,107,42,16]",5,8,12,16,16,504.258,326.464,228,-6.351,-1.515,"","",""
84,1104,7171,"",344,1919,"[35,85,58,32]",7,10,14,16,16,736.396,287.888,168,3.213,0.847,"","",""
85,1134,7164,"",377,1949,"[84,74,114]",8,11,15,16,16,676.466,257.072,126,13.486,9.077,"","",""
86,1226,7254,"",453,2039,"[31,104,24,45]",13,16,16,16,16,582.018,120.508,275,2.917,8.168,"","",""
87,1259,7225,"",358,2059,"[110,73,91]",10,13,16,16,16,561.716,177.8,155,5.534,0.189,"","",""
88,1116,7256,"",354,1931,"[111,33,68,96]",6,9,13,16,16,296.692,308.55,198,9.63,3.938,"","",""
89,1128,7178,"",371,1943,"[113,108,33,69]",4,7,11,15,16,265.302,392.51,162,0.8,5.662,"","",""
90,1091,7290,"",331,1906,"[20,48,112]",2,5,9,13,16,535.415,393.191,132,3.883,-3.514,"","",""
91,1253,7149,"",438,2055,"[81,93,87,45]",11,14,16,16,16,504.985,158.212,122,10.101,5.041,"","",""
92,1125,7162,"",368,1940,"[46,67]",16,16,16,16,16,561.018,75.454,220,-3.389,5.999,"","",""
93,1209,7280,"",439,2022,"[61,59,73,91]",10,13,16,16,16,475.633,192.198,227,0.584,-1.922,"","",""
94,1203,7208,"",433,2017,"[0,107,10,36,64]",3,6,10,14,16,395.872,384.597,182,11.157,11.659,"","",""
95,1241,7273,"",468,2054,"[46,8,100]",14,16,16,16,16,729.141,106.571,168,-10.672,-0.573,"","",""
96,1192,7200,"",424,2006,"[82,0,107,88]",5,8,12,16,16,345.021,336.76,176,19.957,0.334,"","",""
97,1265,7260,"",471,2065,"[52,18,35,42]",5,8,12,16,16,679.632,351.005,213,-1.206,-1.159,"","",""
98,1260,7252,"",359,2060,"[71,61,75,73]",8,11,15,16,16,503.424,231.435,226,3.031,8.142,"","",""
99,1089,7167,"",328,1904,"[67,38]",16,16,16,16,16,339.113,68.86,204,14.459,10.391,"","",""
100,1234,7245,"",461,2047,"[31,95,104,4]",13,16,16,16,16,725.915,136.26,164,-16.016,-3.392,"","",""
101,1087,7300,"",326,1902,"[110,74,73,40]",10,13,16,16,16,650.098,190.546,192,3.375,2.41,"","",""
102,1124,7159,"",367,1939,"[70,81,24,44]",13,16,16,16,16,418.601,131.86,230,-15.173,-2.449,"","",""
103,1135,7188,"",378,1950,"[2,22,30]",4,7,11,15,16,812.191,422.487,180,-25.128,-13.945,"","",""
104,1187,7239,"",419,2001,"[110,86,100,40]",12,15,16,16,16,671.995,151.701,206,-4.783,-3.498,"","",""
105,1222,7155,"",449,2035,"[62,38]",16,16,16,16,16,223.973,79.817,155,9.222,9.807,"","",""
106,1101,7248,"",341,1916,"[111,54,68,43]",8,11,15,16,16,302.731,263.775,228,-19.338,-7.56,"","",""
107,1155,7198,"",393,1970,"[83,96,94,112]",4,7,11,15,16,438.146,354.779,209,-3.33,-1.102,"","",""
108,1193,7205,"",425,2007,"[28,65,89]",5,8,12,16,16,204.652,368.266,125,16.688,7.181,"","",""
109,1221,7257,"",448,2034,"[72,52,18,66]",3,6,10,14,16,708.788,449.405,172,-24.423,-16.194,"","",""
110,1215,7169,"",444,2028,"[104,101,87,45]",11,14,16,16,16,629.126,162.608,142,-14.35,2.878,"","",""
111,1143,7283,"",384,1958,"[106,88,65,60]",7,10,14,16,16,223.487,289.784,147,23.877,-0.044,"","",""
112,1174,7302,"",407,1988,"[50,107,36,90]",3,6,10,14,16,490.783,365.783,144,4.587,6.089,"","",""
113,1177,7236,"",410,1991,"[53,0,10,89]",3,6,10,14,16,313.911,420.919,166,14.396,2.999,"","",""
114,1257,7231,"",357,2058,"[35,85,42,47]",7,10,14,16,16,658.981,291.287,188,-9.527,-8.344,"","",""
115,1242,7263,"",472,2066,[],16,16,16,16,16,0,0,0,0,0,"","",1
116,1243,7264,"",473,2067,[],16,16,16,16,16,0,0,0,0,0,"","",1
117,1245,7265,"",474,2068,[],16,16,16,16,16,0,0,0,0,0,"","",1
118,1244,7266,"",475,2069,[],16,16,16,16,16,0,0,0,0,0,"","",1
119,1247,7268,"",477,2070,[],16,16,16,16,16,0,0,0,0,0,"","",1
120,1165,9497,"",401,1980,[],5,8,12,16,16,0,0,0,0,0,"","",1
121,1123,11416,"",366,1938,[],14,16,16,16,16,0,0,0,0,0,"","",1
