"rownum","BaseItemTypesKey","ReqStr","ReqDex","ReqInt"
127,"Metadata/Items/Armours/Helmets/HelmetInt3",0,0,40
128,"Metadata/Items/Armours/Helmets/HelmetInt4",0,0,58
129,"Metadata/Items/Armours/Helmets/HelmetInt5",0,0,73
130,"Metadata/Items/Armours/Helmets/HelmetInt6",0,0,83
131,"Metadata/Items/Armours/Helmets/HelmetInt7",0,0,101
132,"Metadata/Items/Armours/Helmets/HelmetInt8",0,0,112
133,"Metadata/Items/Armours/Helmets/HelmetInt9",0,0,122
134,"Metadata/Items/Armours/Helmets/HelmetInt10",0,0,138
135,"Metadata/Items/Armours/Helmets/HelmetInt11",0,0,154
136,"Metadata/Items/Armours/Helmets/HelmetInt12",0,0,170
137,"Metadata/Items/Armours/Helmets/HelmetInt13",0,0,194
138,"Metadata/Items/Armours/Helmets/HelmetInt14",0,0,224
139,"Metadata/Items/Armours/Helmets/HelmetStrDex1",8,8,0
140,"Metadata/Items/Armours/Helmets/HelmetStrDex2",18,18,0
141,"Metadata/Items/Armours/Helmets/HelmetStrDex3",28,28,0
142,"Metadata/Items/Armours/Helmets/HelmetStrDex4",38,38,0
143,"Metadata/Items/Armours/Helmets/HelmetStrDex5",42,42,0
144,"Metadata/Items/Armours/Helmets/HelmetStrDex6",49,49,0
145,"Metadata/Items/Armours/Helmets/HelmetStrDex7",57,57,0
146,"Metadata/Items/Armours/Helmets/HelmetStrDex8",64,64,0
147,"Metadata/Items/Armours/Helmets/HelmetStrDex9",85,62,0
148,"Metadata/Items/Armours/Helmets/HelmetStrDex10",62,85,0
149,"Metadata/Items/Armours/Helmets/HelmetStrDex11",101,101,0
150,"Metadata/Items/Armours/Helmets/HelmetStrDex12",116,116,0
151,"Metadata/Items/Armours/Helmets/HelmetStrDex13",132,132,0
152,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual1",20,20,0
153,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual2",51,51,0
154,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual3",79,79,0
155,"Metadata/Items/Armours/Helmets/HelmetStrInt1",9,0,9
156,"Metadata/Items/Armours/Helmets/HelmetStrInt2",16,0,16
157,"Metadata/Items/Armours/Helmets/HelmetStrInt3",27,0,27
158,"Metadata/Items/Armours/Helmets/HelmetStrInt4",36,0,36
159,"Metadata/Items/Armours/Helmets/HelmetStrInt5",42,0,42
160,"Metadata/Items/Armours/Helmets/HelmetStrInt6",50,0,50
161,"Metadata/Items/Armours/Helmets/HelmetStrInt7",59,0,59
162,"Metadata/Items/Armours/Helmets/HelmetStrInt8",64,0,64
163,"Metadata/Items/Armours/Helmets/HelmetStrInt9",85,0,62
164,"Metadata/Items/Armours/Helmets/HelmetStrInt10",62,0,91
165,"Metadata/Items/Armours/Helmets/HelmetStrInt11",101,0,101
166,"Metadata/Items/Armours/Helmets/HelmetStrInt12",116,0,116
167,"Metadata/Items/Armours/Helmets/HelmetStrInt13",132,0,132
168,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual1",20,0,20
169,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual2",51,0,51
170,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual3",79,0,79
171,"Metadata/Items/Armours/Helmets/HelmetDexInt1",0,8,8
172,"Metadata/Items/Armours/Helmets/HelmetDexInt2",0,14,14
173,"Metadata/Items/Armours/Helmets/HelmetDexInt3",0,21,21
174,"Metadata/Items/Armours/Helmets/HelmetDexInt4",0,33,33
175,"Metadata/Items/Armours/Helmets/HelmetDexInt5",0,40,40
176,"Metadata/Items/Armours/Helmets/HelmetDexInt6",0,44,44
177,"Metadata/Items/Armours/Helmets/HelmetDexInt7",0,51,51
178,"Metadata/Items/Armours/Helmets/HelmetDexInt8",0,58,58
179,"Metadata/Items/Armours/Helmets/HelmetDexInt9",0,64,64
180,"Metadata/Items/Armours/Helmets/HelmetDexInt10",0,79,72
181,"Metadata/Items/Armours/Helmets/HelmetDexInt11",0,73,88
182,"Metadata/Items/Armours/Helmets/HelmetDexInt12",0,101,101
183,"Metadata/Items/Armours/Helmets/HelmetDexInt13",0,116,116
184,"Metadata/Items/Armours/Helmets/HelmetDexInt14",0,132,132
185,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual1",0,20,20
186,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual2",0,51,51
187,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual3",0,79,79
188,"Metadata/Items/Armours/Helmets/HelmetWreath1",0,0,0
189,"Metadata/Items/Armours/Helmets/HelmetDemigods1",0,0,0
190,"Metadata/Items/Armours/Helmets/HelmetAtlas1",76,0,76
191,"Metadata/Items/Armours/Helmets/HelmetExpedition1",30,30,30
192,"Metadata/Items/Armours/Helmets/HelmetExpedition2",55,55,55
193,"Metadata/Items/Armours/Helmets/HelmetExpedition3",66,66,66
194,"Metadata/Items/Armours/BodyArmours/BodyStr1",12,0,0
195,"Metadata/Items/Armours/BodyArmours/BodyStr2",25,0,0
196,"Metadata/Items/Armours/BodyArmours/BodyStr3",53,0,0
197,"Metadata/Items/Armours/BodyArmours/BodyStr4",63,0,0
198,"Metadata/Items/Armours/BodyArmours/BodyStr5",81,0,0
199,"Metadata/Items/Armours/BodyArmours/BodyStr6",91,0,0
200,"Metadata/Items/Armours/BodyArmours/BodyStr7",99,0,0
201,"Metadata/Items/Armours/BodyArmours/BodyStr8",104,0,0
202,"Metadata/Items/Armours/BodyArmours/BodyStr9",114,0,0
203,"Metadata/Items/Armours/BodyArmours/BodyStr10",124,0,0
204,"Metadata/Items/Armours/BodyArmours/BodyStr11",134,0,0
205,"Metadata/Items/Armours/BodyArmours/BodyStr12",145,0,0
206,"Metadata/Items/Armours/BodyArmours/BodyStr13",152,0,0
207,"Metadata/Items/Armours/BodyArmours/BodyStr14",160,0,0
208,"Metadata/Items/Armours/BodyArmours/BodyStr15",180,0,0
209,"Metadata/Items/Armours/BodyArmours/BodyStr16",177,0,0
210,"Metadata/Items/Armours/BodyArmours/BodyStr17",191,0,0
211,"Metadata/Items/Armours/BodyArmours/BodyStr18",222,0,0
212,"Metadata/Items/Armours/BodyArmours/BodyStr19",254,0,0
213,"Metadata/Items/Armours/BodyArmours/BodyStr20",293,0,0
214,"Metadata/Items/Armours/BodyArmours/BodyStrTemp",14,0,0
215,"Metadata/Items/Armours/BodyArmours/BodyDex1",0,14,0
216,"Metadata/Items/Armours/BodyArmours/BodyDex2",0,32,0
217,"Metadata/Items/Armours/BodyArmours/BodyDex3",0,53,0
218,"Metadata/Items/Armours/BodyArmours/BodyDex4",0,73,0
219,"Metadata/Items/Armours/BodyArmours/BodyDex5",0,81,0
220,"Metadata/Items/Armours/BodyArmours/BodyDex6",0,91,0
221,"Metadata/Items/Armours/BodyArmours/BodyDex7",0,99,0
222,"Metadata/Items/Armours/BodyArmours/BodyDex8",0,104,0
223,"Metadata/Items/Armours/BodyArmours/BodyDex9",0,114,0
224,"Metadata/Items/Armours/BodyArmours/BodyDex10",0,124,0
225,"Metadata/Items/Armours/BodyArmours/BodyDex11",0,134,0
226,"Metadata/Items/Armours/BodyArmours/BodyDex12",0,145,0
227,"Metadata/Items/Armours/BodyArmours/BodyDex13",0,152,0
228,"Metadata/Items/Armours/BodyArmours/BodyDex14",0,160,0
229,"Metadata/Items/Armours/BodyArmours/BodyDex15",0,170,0
230,"Metadata/Items/Armours/BodyArmours/BodyDex16",0,197,0
231,"Metadata/Items/Armours/BodyArmours/BodyDex17",0,183,0
232,"Metadata/Items/Armours/BodyArmours/BodyDex18",0,222,0
233,"Metadata/Items/Armours/BodyArmours/BodyDex19",0,254,0
234,"Metadata/Items/Armours/BodyArmours/BodyDex20",0,293,0
235,"Metadata/Items/Armours/BodyArmours/BodyInt1",0,0,17
236,"Metadata/Items/Armours/BodyArmours/BodyInt2",0,0,37
237,"Metadata/Items/Armours/BodyArmours/BodyInt3",0,0,55
238,"Metadata/Items/Armours/BodyArmours/BodyInt4",0,0,73
239,"Metadata/Items/Armours/BodyArmours/BodyInt5",0,0,81
240,"Metadata/Items/Armours/BodyArmours/BodyInt6",0,0,91
241,"Metadata/Items/Armours/BodyArmours/BodyInt7",0,0,99
242,"Metadata/Items/Armours/BodyArmours/BodyInt8",0,0,104
243,"Metadata/Items/Armours/BodyArmours/BodyInt9",0,0,114
244,"Metadata/Items/Armours/BodyArmours/BodyInt10",0,0,124
245,"Metadata/Items/Armours/BodyArmours/BodyInt11",0,0,134
246,"Metadata/Items/Armours/BodyArmours/BodyInt12",0,0,145
247,"Metadata/Items/Armours/BodyArmours/BodyInt13",0,0,152
248,"Metadata/Items/Armours/BodyArmours/BodyInt14",0,0,160
249,"Metadata/Items/Armours/BodyArmours/BodyInt15",0,0,180
250,"Metadata/Items/Armours/BodyArmours/BodyInt16",0,0,187
251,"Metadata/Items/Armours/BodyArmours/BodyInt17",0,0,194
252,"Metadata/Items/Armours/BodyArmours/BodyInt18",0,0,222
253,"Metadata/Items/Armours/BodyArmours/BodyInt19",0,0,254
254,"Metadata/Items/Armours/BodyArmours/BodyInt20",0,0,293
255,"Metadata/Items/Armours/BodyArmours/BodyStrDex1",10,10,0
256,"Metadata/Items/Armours/BodyArmours/BodyStrDex2",16,16,0
257,"Metadata/Items/Armours/BodyArmours/BodyStrDex3",28,28,0
258,"Metadata/Items/Armours/BodyArmours/BodyStrDex4",34,34,0
259,"Metadata/Items/Armours/BodyArmours/BodyStrDex5",43,43,0
260,"Metadata/Items/Armours/BodyArmours/BodyStrDex6",48,48,0
261,"Metadata/Items/Armours/BodyArmours/BodyStrDex7",53,53,0
262,"Metadata/Items/Armours/BodyArmours/BodyStrDex8",57,57,0
263,"Metadata/Items/Armours/BodyArmours/BodyStrDex9",62,62,0
264,"Metadata/Items/Armours/BodyArmours/BodyStrDex10",68,68,0
265,"Metadata/Items/Armours/BodyArmours/BodyStrDex11",73,73,0
266,"Metadata/Items/Armours/BodyArmours/BodyStrDex12",79,79,0
267,"Metadata/Items/Armours/BodyArmours/BodyStrDex13",83,83,0
268,"Metadata/Items/Armours/BodyArmours/BodyStrDex14",96,96,0
269,"Metadata/Items/Armours/BodyArmours/BodyStrDex15",115,94,0
270,"Metadata/Items/Armours/BodyArmours/BodyStrDex16",103,103,0
271,"Metadata/Items/Armours/BodyArmours/BodyStrDex17",95,116,0
272,"Metadata/Items/Armours/BodyArmours/BodyStrDex18",133,133,0
273,"Metadata/Items/Armours/BodyArmours/BodyStrDex19",151,151,0
274,"Metadata/Items/Armours/BodyArmours/BodyStrDex20",173,173,0
275,"Metadata/Items/Armours/BodyArmours/BodyStrInt1",10,0,10
276,"Metadata/Items/Armours/BodyArmours/BodyStrInt2",16,0,16
277,"Metadata/Items/Armours/BodyArmours/BodyStrInt3",28,0,28
278,"Metadata/Items/Armours/BodyArmours/BodyStrInt4",34,0,34
279,"Metadata/Items/Armours/BodyArmours/BodyStrInt5",43,0,43
280,"Metadata/Items/Armours/BodyArmours/BodyStrInt6",48,0,48
281,"Metadata/Items/Armours/BodyArmours/BodyStrInt7",53,0,53
282,"Metadata/Items/Armours/BodyArmours/BodyStrInt8",59,0,59
283,"Metadata/Items/Armours/BodyArmours/BodyStrInt9",64,0,64
284,"Metadata/Items/Armours/BodyArmours/BodyStrInt10",69,0,69
285,"Metadata/Items/Armours/BodyArmours/BodyStrInt11",75,0,75
286,"Metadata/Items/Armours/BodyArmours/BodyStrInt12",80,0,80
287,"Metadata/Items/Armours/BodyArmours/BodyStrInt13",84,0,84
288,"Metadata/Items/Armours/BodyArmours/BodyStrInt14",96,0,96
289,"Metadata/Items/Armours/BodyArmours/BodyStrInt15",90,0,105
290,"Metadata/Items/Armours/BodyArmours/BodyStrInt16",109,0,94
291,"Metadata/Items/Armours/BodyArmours/BodyStrInt17",99,0,115
292,"Metadata/Items/Armours/BodyArmours/BodyStrInt18",133,0,133
293,"Metadata/Items/Armours/BodyArmours/BodyStrInt19",151,0,151
294,"Metadata/Items/Armours/BodyArmours/BodyStrInt20",173,0,173
295,"Metadata/Items/Armours/BodyArmours/BodyDexInt1",0,10,10
296,"Metadata/Items/Armours/BodyArmours/BodyDexInt2",0,17,17
297,"Metadata/Items/Armours/BodyArmours/BodyDexInt3",0,30,30
298,"Metadata/Items/Armours/BodyArmours/BodyDexInt4",0,35,35
299,"Metadata/Items/Armours/BodyArmours/BodyDexInt5",0,43,43
300,"Metadata/Items/Armours/BodyArmours/BodyDexInt6",0,48,48
301,"Metadata/Items/Armours/BodyArmours/BodyDexInt7",0,53,53
302,"Metadata/Items/Armours/BodyArmours/BodyDexInt8",0,60,60
303,"Metadata/Items/Armours/BodyArmours/BodyDexInt9",0,65,65
304,"Metadata/Items/Armours/BodyArmours/BodyDexInt10",0,71,71
305,"Metadata/Items/Armours/BodyArmours/BodyDexInt11",0,76,76
306,"Metadata/Items/Armours/BodyArmours/BodyDexInt12",0,82,82
307,"Metadata/Items/Armours/BodyArmours/BodyDexInt13",0,86,86
308,"Metadata/Items/Armours/BodyArmours/BodyDexInt14",0,96,96
309,"Metadata/Items/Armours/BodyArmours/BodyDexInt15",0,107,90
310,"Metadata/Items/Armours/BodyArmours/BodyDexInt16",0,103,109
311,"Metadata/Items/Armours/BodyArmours/BodyDexInt17",0,88,122
312,"Metadata/Items/Armours/BodyArmours/BodyDexInt18",0,133,133
313,"Metadata/Items/Armours/BodyArmours/BodyDexInt19",0,151,151
314,"Metadata/Items/Armours/BodyArmours/BodyDexInt20",0,173,173
315,"Metadata/Items/Armours/BodyArmours/BodyStrDexInt1",66,66,66
316,"Metadata/Items/Armours/BodyArmours/BodyDemigods1",8,8,8
317,"Metadata/Items/Armours/BodyArmours/BodyStrDexInt2",60,60,60
318,"Metadata/Items/Armours/Boots/BootsStr1",8,0,0
319,"Metadata/Items/Armours/Boots/BootsStr2",21,0,0
320,"Metadata/Items/Armours/Boots/BootsStr3",44,0,0
321,"Metadata/Items/Armours/Boots/BootsStr4",61,0,0
322,"Metadata/Items/Armours/Boots/BootsStr5",67,0,0
323,"Metadata/Items/Armours/Boots/BootsStr6",82,0,0
324,"Metadata/Items/Armours/Boots/BootsStr7",95,0,0
325,"Metadata/Items/Armours/Boots/BootsStr8",117,0,0
326,"Metadata/Items/Armours/Boots/BootsStr9",120,0,0
327,"Metadata/Items/Armours/Boots/BootsStr10",153,0,0
328,"Metadata/Items/Armours/Boots/BootsStr11",177,0,0
329,"Metadata/Items/Armours/Boots/BootsStrRitual1",39,0,0
330,"Metadata/Items/Armours/Boots/BootsStrRitual2",89,0,0
331,"Metadata/Items/Armours/Boots/BootsStrRitual3",124,0,0
332,"Metadata/Items/Armours/Boots/BootsStrTemp",9,0,0
333,"Metadata/Items/Armours/Boots/BootsDex1",0,11,0
334,"Metadata/Items/Armours/Boots/BootsDex2",0,26,0
335,"Metadata/Items/Armours/Boots/BootsDex3",0,42,0
336,"Metadata/Items/Armours/Boots/BootsDex4",0,62,0
337,"Metadata/Items/Armours/Boots/BootsDex5",0,70,0
338,"Metadata/Items/Armours/Boots/BootsDex6",0,79,0
339,"Metadata/Items/Armours/Boots/BootsDex7",0,97,0
340,"Metadata/Items/Armours/Boots/BootsDex8",0,117,0
341,"Metadata/Items/Armours/Boots/BootsDex9",0,120,0
342,"Metadata/Items/Armours/Boots/BootsDex10",0,153,0
343,"Metadata/Items/Armours/Boots/BootsDex11",0,177,0
344,"Metadata/Items/Armours/Boots/BootsDexRitual1",0,39,0
345,"Metadata/Items/Armours/Boots/BootsDexRitual2",0,89,0
346,"Metadata/Items/Armours/Boots/BootsDexRitual3",0,124,0
347,"Metadata/Items/Armours/Boots/BootsInt1",0,0,11
348,"Metadata/Items/Armours/Boots/BootsInt2",0,0,21
349,"Metadata/Items/Armours/Boots/BootsInt3",0,0,42
350,"Metadata/Items/Armours/Boots/BootsInt4",0,0,59
351,"Metadata/Items/Armours/Boots/BootsInt5",0,0,69
352,"Metadata/Items/Armours/Boots/BootsInt6",0,0,79
353,"Metadata/Items/Armours/Boots/BootsInt7",0,0,94
354,"Metadata/Items/Armours/Boots/BootsInt8",0,0,119
355,"Metadata/Items/Armours/Boots/BootsInt9",0,0,123
356,"Metadata/Items/Armours/Boots/BootsInt10",0,0,153
357,"Metadata/Items/Armours/Boots/BootsInt11",0,0,177
358,"Metadata/Items/Armours/Boots/BootsIntRitual1",0,0,39
359,"Metadata/Items/Armours/Boots/BootsIntRitual2",0,0,89
360,"Metadata/Items/Armours/Boots/BootsIntRitual3",0,0,124
361,"Metadata/Items/Armours/Boots/BootsStrDex1",9,9,0
362,"Metadata/Items/Armours/Boots/BootsStrDex2",19,19,0
363,"Metadata/Items/Armours/Boots/BootsStrDex3",30,30,0
364,"Metadata/Items/Armours/Boots/BootsStrDex4",35,35,0
365,"Metadata/Items/Armours/Boots/BootsStrDex5",40,40,0
366,"Metadata/Items/Armours/Boots/BootsStrDex6",48,48,0
367,"Metadata/Items/Armours/Boots/BootsStrDex7",56,56,0
368,"Metadata/Items/Armours/Boots/BootsStrDex8",62,62,0
369,"Metadata/Items/Armours/Boots/BootsStrDex9",85,85,0
370,"Metadata/Items/Armours/Boots/BootsStrDex10",98,98,0
371,"Metadata/Items/Armours/Boots/BootsStrInt1",8,0,8
372,"Metadata/Items/Armours/Boots/BootsStrInt2",15,0,15
373,"Metadata/Items/Armours/Boots/BootsStrInt3",28,0,28
374,"Metadata/Items/Armours/Boots/BootsStrInt4",35,0,35
375,"Metadata/Items/Armours/Boots/BootsStrInt5",39,0,39
376,"Metadata/Items/Armours/Boots/BootsStrInt6",47,0,47
377,"Metadata/Items/Armours/Boots/BootsStrInt7",54,0,54
378,"Metadata/Items/Armours/Boots/BootsStrInt8",62,0,62
379,"Metadata/Items/Armours/Boots/BootsStrInt9",85,0,85
380,"Metadata/Items/Armours/Boots/BootsStrInt10",98,0,98
381,"Metadata/Items/Armours/Boots/BootsDexInt1",0,9,9
382,"Metadata/Items/Armours/Boots/BootsDexInt2",0,18,18
383,"Metadata/Items/Armours/Boots/BootsDexInt3",0,27,27
384,"Metadata/Items/Armours/Boots/BootsDexInt4",0,34,34
385,"Metadata/Items/Armours/Boots/BootsDexInt5",0,40,40
386,"Metadata/Items/Armours/Boots/BootsDexInt6",0,45,45
387,"Metadata/Items/Armours/Boots/BootsDexInt7",0,52,52
388,"Metadata/Items/Armours/Boots/BootsDexInt8",0,62,62
389,"Metadata/Items/Armours/Boots/BootsDexInt9",0,82,42
390,"Metadata/Items/Armours/Boots/BootsDexInt10",0,85,85
391,"Metadata/Items/Armours/Boots/BootsDexInt11",0,98,98
392,"Metadata/Items/Armours/Boots/BootsDemigods1",0,0,0
393,"Metadata/Items/Armours/Boots/BootsDescent1",0,0,0
394,"Metadata/Items/Armours/Boots/BootsAtlas1",0,62,62
395,"Metadata/Items/Armours/Boots/BootsAtlas2",62,62,0
396,"Metadata/Items/Armours/Boots/BootsAtlas3",62,0,62
397,"Metadata/Items/Armours/Boots/BootsAtlas4",0,56,76
398,"Metadata/Items/Armours/Boots/BootsExpedition1",20,20,20
399,"Metadata/Items/Armours/Boots/BootsExpedition2",37,37,37
