"rownum","Id","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
22,"SandLeaper",1986,6433,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSandLeaper"
23,"Devourer",1987,6437,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsDevourer"
24,"PlagueSpider",1988,6446,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlagueSpider"
25,"PlatedSpider",1989,6451,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlatedSpider"
26,"Spider",1990,6458,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSpider"
27,"Scorpion",1991,6442,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpion"
28,"ParasiticSquid",1992,6530,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsParasiticSquid"
29,"SirenSpawn",1993,6534,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSirenSpawn"
30,"Squid",1994,6538,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSquid"
31,"SandSpitter",1995,6511,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSandSpitter"
32,"ShieldCrab",1996,6514,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsShieldCrab"
33,"Crab",1997,6517,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab"
34,"Crab2",1998,6520,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab2"
35,"Frog",1999,6523,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsFrog"
36,"GemFrog",2000,6526,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsGemFrog"
37,"TigerSpiritBoss",2001,6420,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTigerSpiritBoss"
38,"RhexSpiritBoss",2002,6373,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhexSpiritBoss"
39,"ScorpionSpiritBoss",2003,6454,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpionSpiritBoss"
40,"CrabSpiritBoss",2004,6428,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrabSpiritBoss"
41,"Parasite","","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsParasite"
42,"RoosterDemon","","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsCockerel"
43,"PurgeHound",2005,6502,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHound"
44,"HarvestBeastAtlasRed",2006,8385,""
45,"HarvestBeastAtlasHellionRed",2007,8377,""
46,"HarvestBeastAtlasBrambleHulkRed",2008,8380,""
47,"HarvestBeastAtlasSquidGreen",2009,8418,""
48,"HarvestBeastAtlasParasiteGreen",2010,8421,""
49,"HarvestBeastAtlasPlatedScorpionGreen",2011,8425,""
50,"HarvestBeastAtlasRhexBlue",2012,8452,""
51,"HarvestBeastAtlasNessaCrabBlue",2013,8455,""
52,"HarvestBeastAtlasGoatmanBlue",2014,8460,""
53,"HarvestBeastRed",2006,8385,""
54,"HarvestHellionRed",2007,8377,""
55,"HarvestBrambleHulkRed",2008,8380,""
56,"HarvestSquidGreen",2009,8418,""
57,"HarvestVultureParasiteGreen",2010,8421,""
58,"HarvestPlatedScorpionGreen",2011,8425,""
59,"HarvestRhexBlue",2012,8452,""
60,"HarvestNessaCrabBlue",2013,8455,""
61,"HarvestGoatmanBlue",2014,8460,""
62,"AtlasMorriganBeast",3036,9933,""
63,"MorriganBeast",3036,9933,""
