"rownum","InfluenceMod","UpgradedMod","HighestTier"
122,14977,14978,""
123,14978,25156,1
124,14979,25157,1
125,14980,14981,""
126,14981,14982,""
127,14982,25158,1
128,14983,14984,""
129,14984,14985,""
130,14985,25159,1
131,14986,14987,""
132,14987,14988,""
133,14988,25160,1
134,14989,14990,""
135,14990,14991,""
136,14991,25161,1
137,14992,14993,""
138,14993,14994,""
139,14994,25162,1
140,14995,14996,""
141,14996,25163,1
142,14997,14998,""
143,14998,25164,1
144,14999,15000,""
145,15000,25165,1
146,15001,15002,""
147,15002,15003,""
148,15003,25166,1
149,15004,15005,""
150,15005,15006,""
151,15006,25167,1
152,15007,25168,1
153,15008,25169,1
154,21082,21083,""
155,21083,25170,1
156,21189,21190,""
157,21190,25171,1
158,21195,21196,""
159,21196,25173,1
160,21197,25174,1
161,21198,21199,""
162,21199,25175,1
163,21200,21201,""
164,21201,25176,1
165,21202,25177,1
166,21203,21204,""
167,21204,21205,""
168,21205,25178,1
169,21206,21207,""
170,21207,21208,""
171,21208,25179,1
172,21209,21210,""
173,21210,21211,""
174,21211,25180,1
175,21212,25181,1
176,21213,21214,""
177,21214,25182,1
178,21215,21216,""
179,21216,21217,""
180,21217,25183,1
181,21218,21219,""
182,21219,25184,1
183,21220,25185,1
184,21221,21222,""
185,21222,21223,""
186,21223,25186,1
187,21224,21225,""
188,21225,25187,1
189,21226,25188,1
190,21227,21228,""
191,21228,21229,""
192,21229,25189,1
193,21230,21231,""
194,21231,25190,1
195,21232,21233,""
196,21233,25191,1
197,21234,25192,1
198,21235,25193,1
199,21236,21238,""
200,21238,25194,1
201,21240,21241,""
202,21241,25196,1
203,21242,21243,""
204,21243,25197,1
205,21244,21245,""
206,21245,25198,1
207,21246,21247,""
208,21247,25199,1
209,21248,21249,""
210,21249,21250,""
211,21250,25200,1
212,21251,21252,""
213,21252,21253,""
214,21253,25201,1
215,21254,21255,""
216,21255,21256,""
217,21256,25202,1
218,21257,21258,""
219,21258,21259,""
220,21259,25203,1
221,21260,21261,""
222,21261,21262,""
223,21262,25204,1
224,21263,25205,1
225,21264,21265,""
226,21265,25206,1
227,21266,25207,1
228,21267,25208,1
229,21268,25209,1
230,14879,14880,""
231,14880,14881,""
232,14881,25210,1
233,14882,14883,""
234,14883,14884,""
235,14884,25211,1
236,14885,14886,""
237,14886,14887,""
238,14887,25212,1
239,14888,25213,1
240,14889,14890,""
241,14890,14891,""
242,14891,25214,1
243,14892,14893,""
244,14893,14894,""
245,14894,25215,1
246,14895,14896,""
247,14896,14897,""
248,14897,25216,1
249,14898,25217,1
250,14903,14904,""
251,14904,14905,""
252,14905,25220,1
253,14906,14907,""
254,14907,14908,""
255,14908,25221,1
256,14909,14910,""
257,14910,14911,""
258,14911,25222,1
259,14912,14913,""
260,14913,14914,""
261,14914,25223,1
262,14915,14916,""
263,14916,14917,""
264,14917,25224,1
265,14918,14919,""
266,14919,14920,""
267,14920,25225,1
268,14921,14922,""
269,14922,14923,""
270,14923,25226,1
271,14924,14925,""
272,14925,25227,1
273,14928,14929,""
274,14929,14930,""
275,14930,25228,1
276,14931,14932,""
277,14932,25229,1
278,14933,14934,""
279,14934,14935,""
280,14935,25230,1
281,14936,14937,""
282,14937,14938,""
283,14938,25231,1
284,14939,14940,""
285,14940,14941,""
286,14941,25232,1
287,18421,18422,""
288,18422,25233,1
289,18435,18436,""
290,18436,25234,1
291,18450,18451,""
292,18451,25235,1
293,18466,18467,""
294,18467,25236,1
295,21073,21074,""
296,21074,21075,""
297,21075,25237,1
298,21118,21119,""
299,21119,25238,1
300,21122,21123,""
301,21123,25240,1
302,21124,21125,""
303,21125,25241,1
304,21126,21127,""
305,21127,25242,1
306,21128,25243,1
307,21129,25244,1
308,21130,21131,""
309,21131,21132,""
310,21132,25245,1
311,21133,21134,""
312,21134,21135,""
313,21135,25246,1
314,21136,25247,1
315,21137,21138,""
316,21138,21139,""
317,21139,25248,1
318,21140,21141,""
319,21141,21142,""
320,21142,25249,1
321,21143,21144,""
322,21144,21145,""
323,21145,25250,1
324,21146,21147,""
325,21147,21148,""
326,21148,25251,1
327,21149,25252,1
328,21150,21151,""
329,21151,25253,1
330,21152,25254,1
331,21153,21154,""
332,21154,25255,1
333,21155,21156,""
334,21156,25256,1
335,21157,21158,""
336,21158,25257,1
337,21159,21160,""
338,21160,25258,1
339,21161,21162,""
340,21162,25259,1
341,21163,21164,""
342,21164,21165,""
343,21165,25260,1
344,21166,21167,""
345,21167,25261,1
346,21168,21169,""
347,21169,25262,1
348,21170,25263,1
349,21171,25264,1
350,21172,25265,1
351,21173,25266,1
352,21174,21175,""
353,21175,25267,1
354,21177,21178,""
355,21178,25268,1
356,21179,21180,""
357,21180,25269,1
358,21181,21182,""
359,21182,25270,1
360,21183,21184,""
361,21184,25271,1
362,21185,21186,""
363,21186,25272,1
364,21187,21188,""
365,21188,25273,1
366,21405,25274,1
367,14841,25275,1
368,14842,25276,1
369,14843,25277,1
370,14844,25278,1
371,14845,25279,1
372,14846,25280,1
373,14847,25281,1
374,14848,14849,""
375,14849,14850,""
376,14850,25282,1
377,14851,14852,""
378,14852,14853,""
379,14853,25283,1
380,14854,14855,""
381,14855,14856,""
382,14856,25284,1
383,14857,14858,""
384,14858,14859,""
385,14859,25285,1
386,14860,14861,""
387,14861,25286,1
388,14862,14863,""
389,14863,25287,1
390,14864,14865,""
391,14865,14866,""
392,14866,25288,1
393,14867,14868,""
394,14868,14869,""
395,14869,25289,1
396,14870,14871,""
397,14871,14872,""
398,14872,25290,1
399,14873,14874,""
400,14874,14875,""
401,14875,25291,1
402,14876,25292,1
403,14877,25293,1
404,14878,25294,1
405,21047,25295,1
406,21048,25296,1
407,21049,21050,""
408,21050,25297,1
409,21053,21054,""
410,21054,25299,1
411,21055,21056,""
412,21056,25300,1
413,21057,21058,""
414,21058,21059,""
415,21059,25301,1
416,21060,21061,""
417,21061,21062,""
418,21062,25302,1
419,21063,21064,""
420,21064,21065,""
421,21065,25303,1
422,21066,21067,""
423,21067,25304,1
424,21068,25305,1
425,21069,25306,1
426,21070,25307,1
427,21071,21072,""
428,21072,25308,1
429,21076,21077,""
430,21077,25309,1
431,21078,21079,""
432,21079,25310,1
433,21080,21081,""
434,21081,25311,1
435,21084,25312,1
436,21085,25313,1
437,21086,25314,1
438,21087,21088,""
439,21088,25315,1
440,21089,21090,""
441,21090,25316,1
442,21091,25317,1
443,21092,21093,""
444,21093,21094,""
445,21094,25318,1
446,21095,21096,""
447,21096,21097,""
448,21097,25319,1
449,21098,21099,""
450,21099,25320,1
451,21100,21101,""
452,21101,25321,1
453,21102,25322,1
454,21103,25323,1
455,21104,21105,""
456,21105,25324,1
457,21106,21107,""
458,21107,25325,1
459,21108,21109,""
460,21109,21110,""
461,21110,25326,1
462,21111,25327,1
463,21112,21113,""
464,21113,25328,1
465,21114,21115,""
466,21115,25329,1
467,21116,21117,""
468,21117,25330,1
469,21273,21274,""
470,21274,25112,1
471,14899,25218,1
472,25089,25089,1
473,25090,25090,1
474,25091,25091,1
475,25092,25092,1
476,25093,25093,1
477,25094,25094,1
478,25095,25095,1
479,25096,25096,1
480,25097,25097,1
481,25098,25098,1
482,25099,25099,1
483,25100,25100,1
484,25101,25101,1
485,25102,25102,1
486,25103,25103,1
487,25104,25104,1
488,25105,25105,1
489,25106,25106,1
490,25107,25107,1
491,25108,25108,1
492,25109,25109,1
493,25110,25110,1
494,25113,25113,1
495,25114,25114,1
496,25115,25115,1
497,25116,25116,1
498,25117,25117,1
499,25118,25118,1
500,25119,25119,1
501,25120,25120,1
502,25121,25121,1
503,25122,25122,1
504,25123,25123,1
505,25124,25124,1
506,25125,25125,1
507,25126,25126,1
508,25127,25127,1
509,25128,25128,1
510,25129,25129,1
511,25130,25130,1
512,25131,25131,1
513,25132,25132,1
514,25133,25133,1
515,25134,25134,1
516,25135,25135,1
517,25136,25136,1
518,25137,25137,1
519,25139,25139,1
520,25140,25140,1
521,25141,25141,1
522,25142,25142,1
523,25143,25143,1
524,25144,25144,1
525,25145,25145,1
526,25146,25146,1
527,25147,25147,1
528,25148,25148,1
529,25150,25150,1
530,25151,25151,1
531,25152,25152,1
532,25153,25153,1
533,25154,25154,1
534,25155,25155,1
535,25156,25156,1
536,25157,25157,1
537,25158,25158,1
538,25159,25159,1
539,25160,25160,1
540,25161,25161,1
541,25162,25162,1
542,25163,25163,1
543,25164,25164,1
544,25165,25165,1
545,25166,25166,1
546,25167,25167,1
547,25168,25168,1
548,25169,25169,1
549,25170,25170,1
550,25171,25171,1
551,25173,25173,1
552,25174,25174,1
553,25175,25175,1
554,25176,25176,1
555,25177,25177,1
556,25178,25178,1
557,25179,25179,1
558,25180,25180,1
559,25181,25181,1
560,25182,25182,1
561,25183,25183,1
562,25184,25184,1
563,25185,25185,1
564,25186,25186,1
565,25187,25187,1
566,25188,25188,1
567,25189,25189,1
568,25190,25190,1
569,25191,25191,1
570,25192,25192,1
571,25193,25193,1
572,25194,25194,1
573,25196,25196,1
574,25197,25197,1
575,25198,25198,1
576,25199,25199,1
577,25200,25200,1
578,25201,25201,1
579,25202,25202,1
580,25203,25203,1
581,25204,25204,1
582,25205,25205,1
583,25206,25206,1
584,25207,25207,1
585,25208,25208,1
586,25209,25209,1
587,25210,25210,1
588,25211,25211,1
589,25212,25212,1
590,25213,25213,1
591,25214,25214,1
592,25215,25215,1
593,25216,25216,1
594,25217,25217,1
595,25220,25220,1
596,25221,25221,1
597,25222,25222,1
598,25223,25223,1
599,25224,25224,1
600,25225,25225,1
601,25226,25226,1
602,25227,25227,1
603,25228,25228,1
604,25229,25229,1
605,25230,25230,1
606,25231,25231,1
607,25232,25232,1
608,25233,25233,1
609,25234,25234,1
610,25235,25235,1
611,25236,25236,1
612,25237,25237,1
613,25238,25238,1
614,25240,25240,1
615,25241,25241,1
616,25242,25242,1
617,25243,25243,1
618,25244,25244,1
619,25245,25245,1
620,25246,25246,1
621,25247,25247,1
622,25248,25248,1
623,25249,25249,1
624,25250,25250,1
625,25251,25251,1
626,25252,25252,1
627,25253,25253,1
628,25254,25254,1
629,25255,25255,1
630,25256,25256,1
631,25257,25257,1
632,25258,25258,1
633,25259,25259,1
634,25260,25260,1
635,25261,25261,1
636,25262,25262,1
637,25263,25263,1
638,25264,25264,1
639,25265,25265,1
640,25266,25266,1
641,25267,25267,1
642,25268,25268,1
643,25269,25269,1
644,25270,25270,1
645,25271,25271,1
646,25272,25272,1
647,25273,25273,1
648,25274,25274,1
649,25275,25275,1
650,25276,25276,1
651,25277,25277,1
652,25278,25278,1
653,25279,25279,1
654,25280,25280,1
655,25281,25281,1
656,25282,25282,1
657,25283,25283,1
658,25284,25284,1
659,25285,25285,1
660,25286,25286,1
661,25287,25287,1
662,25288,25288,1
663,25289,25289,1
664,25290,25290,1
665,25291,25291,1
666,25292,25292,1
667,25293,25293,1
668,25294,25294,1
669,25295,25295,1
670,25296,25296,1
671,25297,25297,1
672,25299,25299,1
673,25300,25300,1
674,25301,25301,1
675,25302,25302,1
676,25303,25303,1
677,25304,25304,1
678,25305,25305,1
679,25306,25306,1
680,25307,25307,1
681,25308,25308,1
682,25309,25309,1
683,25310,25310,1
684,25311,25311,1
685,25312,25312,1
686,25313,25313,1
687,25314,25314,1
688,25315,25315,1
689,25316,25316,1
690,25317,25317,1
691,25318,25318,1
692,25319,25319,1
693,25320,25320,1
694,25321,25321,1
695,25322,25322,1
696,25323,25323,1
697,25324,25324,1
698,25325,25325,1
699,25326,25326,1
700,25327,25327,1
701,25328,25328,1
702,25329,25329,1
703,25330,25330,1
704,25112,25112,1
705,25218,25218,1
706,21237,21239,""
707,21239,25195,1
708,21051,21052,""
709,21052,25298,1
710,21120,21121,""
711,21121,25239,1
712,21191,21192,""
713,21192,25172,1
