"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType"
100,6100,1106,0,0,100,"[11,25,4,8,15,24]","",1,"","",1104,10243,"","","","","",1,1,"","","","",3,3
101,5962,1136,100,0,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1,0
102,6097,1138,100,0,0,"[9,25,13,7,36,24]","",1,"","","","","","","","","",1,1,"","","","",1,0
103,5963,1149,60,0,40,"[9,25,13,8,15,7,36]",6593,"","","","","","","","","","",1,1,"","","","",1,8
104,5964,8095,0,100,0,"[10,25,13,14,5,6]",6093,"","","","","","","","","","",1,1,"","","","",2,4
105,6093,8098,0,100,0,"[10,25,13,14,5,24,6]","",1,"","",8095,"","","","","","",1,1,"","","","",2,4
106,5965,1161,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",13741,"","","",1,"","","",1,1,"","","","",3,6
107,5966,1163,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13668,"","","",1,"","","",1,1,465,"","","",3,2
108,5967,1164,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",13683,"","","",1,"","","",1,1,"","","","",1,9
109,5968,1166,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",13677,"","","",1,"","","",1,1,"","","","",1,6
110,5969,1167,0,0,100,"[0,11,16]","","","Supports any skill that hits enemies.",13684,"","","",1,"","","",1,1,"","","","",3,2
111,5970,1169,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",13666,"","","",1,"","","",1,1,"","","","",3,6
112,5971,1170,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13665,"","","",1,"","","",1,1,"","","","",3,6
113,5972,1171,60,0,40,"[13,9,16]","","","Supports attack skills.",13662,"","","",1,"","","",1,1,439,"","","",1,6
114,5973,4200,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",13685,"","","",1,"","","",1,1,"","","","",1,6
115,5974,1172,100,0,0,"[13,9,16]","","","Supports attack skills.",13686,"","","",1,"","","",1,1,"","","","",1,2
116,5975,1173,0,0,100,"[11,25,4,14,15,0]",6595,"","","","","","","","","","",1,1,"","","","",3,8
117,5976,1313,0,60,40,"[10,25,13,5,7,36,2]",6096,"","","","","","","","","","",1,1,"","","","",2,4
118,6096,8084,0,60,40,"[10,25,13,7,36,15,24,2,5]","",1,"","",1313,"","","","","","",1,1,"","","","",2,4
119,5977,1369,40,0,60,"[11,25,4,2,18]","","","","","","","","","","","",1,1,"","","","",3,5
120,5978,1373,100,0,0,"[9,25,4,14,15,0,33,34]",6084,"","","","","","","","","","",1,1,"","","","",1,1
121,6084,1374,100,0,0,"[9,25,4,14,15,0,33,24,34]","",1,"","",1373,"","","","","","",1,1,"","","","",1,1
122,5979,1386,0,0,100,"[47,11,25,13,5]",6087,"","","","","","","","","","",1,1,"","","","",3,4
123,6087,1387,0,0,100,"[47,11,25,13,5,24]","",1,"","",1386,"","","","","","",1,1,"","","","",3,4
124,5980,1696,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","","","","","",1,1,"","","","",2,1
125,5981,1712,0,100,0,"[10,25,13,14,5,2,6]",6591,"","","","","","","","","","",1,1,"","","","",2,4
126,5983,1721,0,100,0,"[12,10,25,4,14]",6108,"","","","","","","","","","",1,1,"","","","",2,7
127,6108,1726,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1721,"","","","","","",1,1,"","","","",2,7
128,5984,1730,40,0,60,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,7
129,5985,1732,75,0,0,"[12,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1,3
130,5986,1738,0,0,100,"[12,11,25,4,14]",6107,"","","","","","","","","","",1,1,"","","","",3,7
131,6107,1739,0,0,100,"[12,11,25,4,14,15,24]","",1,"","",1738,"","","","","","",1,1,"","","","",3,7
132,5987,1743,0,100,0,"[12,10,25,4,14]",6106,"","","","","","","","","","",1,1,"","","","",2,7
133,6106,1747,0,100,0,"[12,10,25,4,14,15,24]","",1,"","",1743,"","","","","","",1,1,"","","","",2,7
134,5988,1750,100,0,0,"[12,9,25,4,14,33]","","","","","","","","","","","",1,1,"","","","",1,7
135,5989,1753,60,0,40,"[12,9,25,4,14,0]","","","","","","","","","","","",1,1,"","","","",1,7
136,5990,1760,0,60,40,"[12,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2,7
137,5991,1768,0,0,100,"[12,11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,7
138,5992,1777,0,100,0,"[10,25,13,5,0,6]",6083,"","","","","","","","","","",1,1,"","","","",2,0
139,6083,2995,0,100,0,"[10,25,13,5,14,24,0,6]","",1,"","",1777,"","","","","","",1,1,"","","","",2,0
140,5993,1783,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",13739,"","","",1,"","","",1,1,"","","","",3,0
141,5994,1784,100,0,0,"[12,9,16]","","","Supports any non-blessing skill with a reservation.",13647,"","","",1,"","","",1,1,"","","","",1,9
142,5995,1790,0,0,75,"[12,11,25,4,14]",6105,"","","","","","","","","","",1,1,"","","","",3,3
143,6105,1792,0,0,75,"[12,11,25,4,14,15,24]","",1,"","",1790,"","","","","","",1,1,"","","","",3,3
144,5997,1793,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",13687,"","","",1,"","","",1,1,"","","","",2,6
145,5998,1794,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",13688,"","","",1,"","","",1,1,"","","","",2,6
146,5999,1796,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",13689,"","","",1,"","","",1,1,"","","","",1,6
147,6000,1797,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",13674,"","","",1,"","","",1,1,"","","","",1,6
148,6001,1798,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",13690,"","","",1,"","","",1,1,"","","","",1,6
149,6002,1799,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",13678,"","","",1,"","","",1,1,"","","","",1,2
150,6003,1809,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13656,"","","",1,"","","",1,1,"","","","",3,2
151,6144,1812,33,33,34,"[29,21,25,4]","","","","","","","","","","","",1,1,"","","","",4,12
152,6004,1813,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","","","","","",1,1,"","","","",1,8
153,6005,1823,100,0,0,"[19,12,9,25,4,14]",6596,"","","","","","","","","","",1,1,"","","","",1,1
154,6006,9097,0,40,60,"[21,47,11,25,4,5,1,12,14]","","","","","","","","","","","",1,1,"","","","",3,4
155,6007,1829,0,40,60,"[20,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,1
156,6008,1830,0,100,0,"[20,10,25,4,15,33]","","","","","","","","","","","",1,1,"","","","",2,1
157,6009,1840,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13676,"","","",1,"","","",1,1,"","","","",2,2
158,6010,1841,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2,4
159,6109,1843,0,60,40,"[20,10,25,4,15,14,24,0]","",1,"","","","","","","","","",1,1,"","","","",2,0
160,6011,1900,100,0,0,"[19,9,25,4,14]","","","","","","","","","","","",1,1,"","","","",1,1
161,6012,1901,100,0,0,"[19,9,25,4]","","","","","","","","","","","",1,1,"","","","",1,1
162,6013,1946,0,60,40,"[10,25,4,5,33,15]","","","","","","","","","","","",1,1,"","","","",2,0
163,6018,1978,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13670,"","","",1,"","","",1,1,"","","","",2,2
164,5896,1980,0,100,0,"[10,25,13,5,14,1,6]",6594,"","","","","","","","","","",1,1,"","","","",2,0
165,5895,1992,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","","","","","",1,1,"","","","",3,4
166,5982,2016,0,0,100,"[11,25,4,18,2]",6081,"","","","","","","","","","",1,1,"","","","",3,4
167,6081,2988,0,0,100,"[11,25,4,18,24,2,15]","",1,"","",2016,"","","","","","",1,1,"","","","",3,4
168,6014,2041,0,60,40,"[10,25,4,15,1]",6016,"","","","","","","","","","",1,1,"","","","",2,5
169,6015,2041,0,60,40,"[10,25,4,15,1]",6016,"","","","","","","","","","",1,1,"","","","",2,5
170,6016,10447,0,60,40,"[10,25,4,15,1,24]","",1,"","",2041,"","","","","","",1,1,"","","","",2,5
171,6017,2052,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","","","","","",1,1,"","","","",1,1
172,6019,2093,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",13691,"","","",1,"","","",1,1,"","","","",1,2
173,6020,2096,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13692,"","","",1,"","","",1,1,440,"","","",1,9
174,6021,2097,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13641,"","","",1,"","","",1,1,449,"","","",2,9
175,6022,2098,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13693,"","","",1,"","","",1,1,464,"","","",3,9
176,6023,2099,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",13815,"","","",1,"","","",1,1,"","","","",3,9
177,6024,2100,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13694,"","","",1,"","","",1,1,448,"","","",2,11
178,6025,2102,0,100,0,"[10,16,5]","","","","","","","",1,"","","",1,1,"","","","",2,7
179,6026,2103,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",13648,"","","",1,"","","",1,1,451,"","","",2,9
180,6027,2104,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,"","","",1,1,"","","","",2,7
181,6028,2105,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","","","","","",1,1,"","","","",3,7
182,6029,2118,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","","","","","",1,1,"","","","",3,7
183,6030,2126,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","","","","","",1,1,"","","","",3,7
184,6207,8831,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","","","","","",1,1,"","","","",3,4
185,6031,8092,0,0,100,"[11,25,4,0,30,14]","","","","","","","","","","","",1,1,"","","","",3,4
186,6032,2220,40,60,0,"[10,25,13,14,22,30,33,7]",6088,"","","","","","","","","","",1,1,"","","","",2,8
187,6088,2230,40,60,0,"[10,25,13,14,15,24,7,22,30,33]","",1,"","",2220,"","","","","","",1,1,"","","","",2,8
188,6033,2273,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13654,"","","",1,"","","",1,1,444,"","","",1,11
189,6034,2275,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13695,"","","",1,"","","",1,1,467,"","","",3,11
190,6035,2278,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13653,"","","",1,"","","",1,1,443,"","","",1,2
191,6036,2280,0,0,100,"[47,11,16]","","","Supports any skill that hits enemies.",13696,"","","",1,"","","",1,1,"","","","",3,6
192,6037,2281,60,0,40,"[9,25,4,19,0]","","","","","","","","","","","",1,1,"","","","",1,4
193,6038,2292,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13697,"","","",1,"","","",1,1,438,"","","",1,9
194,6039,2293,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",13698,"","","",1,"","","",1,1,"","","","",3,9
195,6040,2301,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13699,2302,"","",1,"","","",1,1,461,"","","",3,11
196,6041,2336,0,60,40,"[10,25,13,14,7]",6103,"","","","","","","","","","",1,1,"","","","",2,4
197,6103,2337,0,60,40,"[10,25,13,14,24,7]","",1,"","",2336,"","","","","","",1,1,"","","","",2,4
198,6042,2412,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13659,2413,"","",1,"","","",1,1,447,"","","",2,11
199,6043,2414,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13700,2415,"","",1,"","","",1,1,"","","","",1,11
200,6044,2416,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",13701,"","","",1,"","","",1,1,"","","","",2,2
201,6045,2417,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13702,"","","",1,"","","",1,1,470,"","","",1,13
202,6046,2432,0,40,60,"[20,47,11,25,4,5,2]",6117,"","","","","","","","","","",1,1,"","","","",3,4
203,6117,2434,0,40,60,"[20,47,11,25,4,5,15,24,2]","",1,"","",2432,"","","","","","",1,1,"","","","",3,4
204,6047,2474,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","","","","","",1,1,"","",2475,"",2,3
205,6048,2497,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",13671,"","","",1,"","","",1,1,"","","","",1,6
206,6049,2522,60,0,40,"[9,25,4,8,33]","","","","","","","","","","","",1,1,"","","","",1,8
207,5869,5481,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2,8
208,6050,2524,40,60,0,"[10,25,13,5]",6095,"","","","","","","","","","",1,1,"","","","",2,0
209,6095,2531,40,60,0,"[10,25,13,5,24]","",1,"","",2524,"","","","","","",1,1,"","","","",2,0
210,6051,2595,0,100,0,"[10,16,5]","","","Supports projectile skills.",13703,"","","",1,"","","",1,1,"","","","",2,9
211,6052,2596,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",13704,"","","",1,"","","",1,1,"","","","",1,9
212,6053,2599,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13742,"","","",1,"","","",1,1,"","","","",2,11
213,6054,2601,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13705,"","","",1,"","","",1,1,"","","","",1,11
214,6055,2602,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13660,"","","",1,"","","",1,1,"","","","",3,11
215,6056,2609,0,60,40,"[10,25,15,8,4,33]",6590,"","","","","","","","","","",1,1,"","","","",2,1
