"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
47,121,"","","","","","","","","","","","","",4538,"","",4555,4587,"","",4581,"",-185991819,30,100,[12488],7,3,736,"","",20071,20082,"",4555,"",4581,4555,4555,4587,20082,20071,20082,20082,20082,20082,20071,20071,20071,20071,20071,20071,20071,12366,60,4555,4538,4538,4538,4555,"","",[12496],1657,30,100
48,122,"","","","","","","","","","","","","",4539,"","",4556,4588,"","",4582,"",2034631909,48,100,[12489],7,4,810,"","",20072,20083,"",4556,"",4582,4556,4556,4588,20083,20072,20083,20083,20083,20083,20072,20072,20072,20072,20072,20072,20072,12367,75,4556,4539,4539,4539,4556,"","",[12497],731,48,100
49,123,"","","","","","","","","","","","","",4540,"","",4557,4589,"","",4583,"",-575837846,68,100,[12490],7,5,891,"","",20077,20084,"",4557,"",4583,4557,4557,4589,20084,20077,20084,20084,20084,20084,20077,20077,20077,20077,20077,20077,20077,12368,0,4557,4540,4540,4540,4557,"",1,[12498],49,68,100
50,124,"","","","","","","","","","","","","",4541,"","",4558,4590,"","",4584,"",117284401,0,0,[12491],7,6,0,"","",20078,20085,"",4558,"",4584,4558,4558,4590,20085,20078,20085,20085,20085,20085,20078,20078,20078,20078,20078,20078,20078,12369,0,4558,4541,4541,4541,4558,"","",[12499],0,0,0
51,125,"","","","","","","","","","","","","",4542,"","",4559,4591,"","",4585,"",-779044208,0,0,[12492],7,7,0,"","",20079,20086,"",4559,"",4585,4559,4559,4591,20086,20079,20086,20086,20086,20086,20079,20079,20079,20079,20079,20079,20079,12370,0,4559,4542,4542,4542,4559,"","",[12500],0,0,0
52,126,"","","","","","","","","","","","","",925,"","",4773,914,4773,11954,4773,11954,836789809,30,100,"[12488,12502]",8,3,640,"","",9658,9704,"",4773,"",4773,11954,4773,914,9704,9658,9704,9704,9704,9704,9658,9658,9658,9658,9658,9658,9658,12371,60,4773,916,916,916,11954,"","","[12496,12502]",1441,30,100
53,127,"","","","","","","","","","","","","",927,"","",4774,915,4774,11955,4774,11955,-1267169214,48,100,"[12489,12502]",8,4,704,"","",9660,9706,"",4774,"",4774,11955,4774,915,9706,9660,9706,9706,9706,9706,9660,9660,9660,9660,9660,9660,9660,12372,75,4774,918,918,918,11955,"","","[12497,12502]",636,48,100
54,128,"","","","","","","","","","","","","",928,"","",4775,916,4775,11956,4775,11956,-1833058895,68,100,"[12490,12502]",8,5,775,"","",9661,9707,"",4775,"",4775,11956,4775,916,9707,9661,9707,9707,9707,9707,9661,9661,9661,9661,9661,9661,9661,12373,0,4775,919,919,919,11956,"",1,"[12498,12502]",42,68,100
55,129,"","","","","","","","","","","","","",930,"","",4776,917,4776,11957,4776,11957,864068417,0,0,"[12491,12502]",8,6,0,"","",9662,9708,"",4776,"",4776,11957,4776,917,9708,9662,9708,9708,9708,9708,9662,9662,9662,9662,9662,9662,9662,12374,0,4776,921,921,921,11957,"","","[12499,12502]",0,0,0
56,130,"","","","","","","","","","","","","",931,"","",4777,918,4777,11958,4777,11958,222024053,0,0,"[12492,12502]",8,7,0,"","",9663,9709,"",4777,"",4777,11958,4777,918,9709,9663,9709,9709,9709,9709,9663,9663,9663,9663,9663,9663,9663,12375,0,4777,932,932,932,11958,"","","[12500,12502]",0,0,0
57,131,"","","","","","","","","","","","","",2,"","","","","","","","",-1583709973,30,100,"[12488,12504,8064]",9,3,640,"","",8702,8707,"",2,"",2,2,2,2,8707,8702,8707,8707,8707,8707,8702,8702,8702,8702,8702,8702,8702,12416,60,2,2,2,2,2,2,"","[12496,12504,8064]",1441,30,100
58,132,"","","","","","","","","","","","","",4,"","","","","","","","",292711936,48,100,"[12489,12504,8064]",9,4,704,"","",8703,8708,"",4,"",4,4,4,4,8708,8703,8708,8708,8708,8708,8703,8703,8703,8703,8703,8703,8703,12417,75,4,4,4,4,4,4,"","[12497,12504,8064]",636,48,100
59,133,"","","","","","","","","","","","","",5,"","","","","","","","",-645724387,68,100,"[12490,12504,8064]",9,5,775,"","",8704,8709,"",5,"",5,5,5,5,8709,8704,8709,8709,8709,8709,8704,8704,8704,8704,8704,8704,8704,12418,0,5,5,5,5,5,5,1,"[12498,12504,8064]",42,68,100
60,134,"","","","","","","","","","","","","",7,"","","","","","","","",-193173256,0,0,"[12491,12504,8064]",9,6,0,"","",8705,8710,"",7,"",7,7,7,7,8710,8705,8710,8710,8710,8710,8705,8705,8705,8705,8705,8705,8705,12419,0,7,7,7,7,7,7,"","[12499,12504,8064]",0,0,0
61,135,"","","","","","","","","","","","","",10,"","","","","","","","",-954409300,0,0,"[12492,12504,8064]",9,7,0,"","",8706,8711,"",10,"",10,10,10,10,8711,8706,8711,8711,8711,8711,8706,8706,8706,8706,8706,8706,8706,12420,0,10,10,10,10,10,10,"","[12500,12504,8064]",0,0,0
62,136,"","","","","","","","","","","","",1920,3221,"","",3221,"","","","","",1046769873,30,100,"[12488,12503]",10,3,640,1908,"",1908,"",1920,3221,"",3221,3221,3221,3221,1920,1908,1920,1920,1920,1920,1908,1908,1908,1908,1908,1908,1908,12346,60,3221,3669,3669,3669,3221,"","","[12496,12503]",1441,30,100
63,137,"","","","","","","","","","","","",1922,3222,"","",3222,"","","","","",-383181272,48,100,"[12489,12503]",10,4,704,1910,"",1910,"",1922,3222,"",3222,3222,3222,3222,1922,1910,1922,1922,1922,1922,1910,1910,1910,1910,1910,1910,1910,12347,75,3222,3670,3670,3670,3222,"","","[12497,12503]",636,48,100
64,138,"","","","","","","","","","","","",1924,3224,"","",3224,"","","","","",491155825,68,100,"[12490,12503]",10,5,775,1912,"",1912,"",1924,3224,"",3224,3224,3224,3224,1924,1912,1924,1924,1924,1924,1912,1912,1912,1912,1912,1912,1912,12348,0,3224,3672,3672,3672,3224,"",1,"[12498,12503]",42,68,100
65,139,"","","","","","","","","","","","",1925,3225,"","",3225,"","","","","",-150361862,0,0,"[12491,12503]",10,6,0,1913,"",1913,"",1925,3225,"",3225,3225,3225,3225,1925,1913,1925,1925,1925,1925,1913,1913,1913,1913,1913,1913,1913,12349,0,3225,3673,3673,3673,3225,"","","[12499,12503]",0,0,0
66,140,"","","","","","","","","","","","",1937,3226,"","",3226,"","","","","",1926779813,0,0,"[12492,12503]",10,7,0,1915,"",1915,"",1937,3226,"",3226,3226,3226,3226,1937,1915,1937,1937,1937,1937,1915,1915,1915,1915,1915,1915,1915,12350,0,3226,3674,3674,3674,3226,"","","[12500,12503]",0,0,0
67,141,"","","","","","","","","","","","","",2834,1964,"","","","","","","",-557327777,30,100,[12488],11,3,640,4341,"","","","",2019,"",2019,2019,2019,2019,4341,4341,4341,4341,4341,4341,4341,4341,4341,4341,4341,4341,4341,12438,60,1996,1964,1996,1996,2019,"","",[12496],1441,30,100
68,142,"","","","","","","","","","","","","",2835,1965,"","",2033,2033,"","",2022,-1074439089,48,100,[12489],11,4,704,4342,"","","","",2021,"",2021,2021,2033,2033,4342,4342,4342,4342,4342,4342,4342,4342,4342,4342,4342,4342,4342,12439,75,1997,1965,1997,1997,2022,"","",[12497],636,48,100
69,143,"","","","","","","","","","","","","",2836,1966,"","",2034,2034,2023,2029,2037,1419643846,68,100,[12490],11,5,775,4343,"","","","",2034,"",2029,2023,2034,2034,4343,4343,4343,4343,4343,4343,4343,4343,4343,4343,4343,4343,4343,12440,0,1998,1966,1998,1998,2037,"",1,[12498],42,68,100
70,144,"","","","","","","","","","","","","",2837,1969,"","",2035,2035,2025,2030,2038,2044538361,0,0,[12491],11,6,0,4344,"","","","",2035,"",2030,2025,2035,2035,4344,4344,4344,4344,4344,4344,4344,4344,4344,4344,4344,4344,4344,12441,0,1999,1969,1999,1999,2038,"","",[12499],0,0,0
71,145,"","","","","","","","","","","","","",2838,1970,"","",2036,2036,2027,2031,2039,-444339820,0,0,[12492],11,7,0,4345,"","","","",2036,"",2031,2027,2036,2036,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,4345,12442,0,2001,1970,2001,2001,2039,"","",[12500],0,0,0
72,146,"","","","","","","","","","","","","",880,"","",6197,868,6197,11950,6197,11950,-964777382,48,100,"[12489,12504,12553]",12,4,612,"","",9643,9696,"",6197,"",6197,11950,6197,868,9696,9643,9696,9696,9696,9696,9643,9643,9643,9643,9643,9643,9643,12408,75,6197,871,871,871,11950,"","","[12497,12504,12553]",553,48,100
73,147,"","","","","","","","","","","","","",882,"","",6198,869,6198,11951,6198,11951,1027011185,68,100,"[12490,12504,12553]",12,5,673,"","",9644,9697,"",6198,"",6198,11951,6198,869,9697,9644,9697,9697,9697,9697,9644,9644,9644,9644,9644,9644,9644,12409,0,6198,873,873,873,11951,"",1,"[12498,12504,12553]",37,68,100
74,148,"","","","","","","","","","","","","",883,"","",6199,870,6199,11952,6199,11952,-1839053998,0,0,"[12491,12504,12553]",12,6,0,"","",9645,9698,"",6199,"",6199,11952,6199,870,9698,9645,9698,9698,9698,9698,9645,9645,9645,9645,9645,9645,9645,12410,0,6199,874,874,874,11952,"","","[12499,12504,12553]",0,0,0
75,149,"","","","","","","","","","","","","",884,"","",6200,871,6200,11953,6200,11953,1845632009,0,0,"[12492,12504,12553]",12,7,0,"","",9646,9699,"",6200,"",6200,11953,6200,871,9699,9646,9699,9699,9699,9699,9646,9646,9646,9646,9646,9646,9646,12411,0,6200,885,885,885,11953,"","","[12500,12504,12553]",0,0,0
76,150,"","","","","","","","","","","","","",2981,2981,2993,3501,2993,9138,"","",5841,-1618168670,48,100,[12489],13,4,612,3942,"","","","",6411,"",6411,6411,9138,2993,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,12386,75,3501,2981,2993,"",5841,"","",[12497],553,48,100
77,151,"","","","","","","","","","","","","",2982,2982,2994,3502,2994,9139,"","",5842,-2058874949,68,100,[12490],13,5,673,3943,"","","","",6412,"",6412,6412,9139,2994,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,3943,12387,0,3502,2982,2994,"",5842,"",1,[12498],37,68,100
78,152,"","","","","","","","","","","","","",2983,2983,2995,3503,2995,9140,"","",5843,-697952158,0,0,[12491],13,6,0,3944,"","","","",6413,"",6413,6413,9140,2995,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,3944,12388,0,3503,2983,2995,"",5843,"","",[12499],0,0,0
