"rownum","Monster"
306,7592
307,7593
308,7594
309,7595
310,7596
311,7597
312,7598
313,7599
314,7600
315,7601
316,7602
317,7603
318,7604
319,7605
320,7606
321,7607
322,7608
323,7609
324,7610
325,7611
326,7612
327,7613
328,7614
329,7615
330,7616
331,7617
332,7618
333,7619
334,7620
335,7621
336,7622
337,7623
338,7624
339,7625
340,7626
341,7627
342,7628
343,7629
344,7630
345,7631
346,7632
347,7633
348,7634
349,7635
350,7636
351,7637
352,7638
353,7639
354,7640
355,7641
356,7642
357,7643
358,7644
359,7645
360,7646
361,7647
362,7648
363,7649
364,7650
365,7651
366,7652
367,7653
368,7654
369,7662
370,7683
371,7196
372,7197
373,7198
374,7199
375,7200
376,7201
377,7202
378,7203
379,7204
380,7205
381,7206
382,7207
383,7208
384,7209
385,7210
386,7211
387,7212
388,7213
389,7214
390,7215
391,7216
392,7217
393,7218
394,7219
395,7220
396,7221
397,7222
398,7223
399,7224
400,7225
401,7226
402,7227
403,7228
404,7229
405,7230
406,7231
407,7232
408,7233
409,7234
410,7235
411,7236
412,7237
413,7238
414,7239
415,7241
416,7242
417,7243
418,7244
419,7245
420,7246
421,7247
422,7248
423,7249
424,7250
425,7251
426,7252
427,7253
428,7254
429,7255
430,7256
431,7257
432,7258
433,7259
434,7260
435,7261
436,7262
437,7263
438,7264
439,7265
440,7266
441,7267
442,7268
443,7269
444,7270
445,7271
446,7272
447,7273
448,7274
449,7275
450,7276
451,7277
452,7278
453,7279
454,7280
455,7281
456,7282
457,7283
458,7284
459,7285
460,7286
461,7287
462,7288
463,7289
464,7290
465,7291
466,7292
467,7293
468,7294
469,7295
470,7296
471,7297
472,7298
473,7299
474,7300
475,7301
476,7302
477,7303
478,7304
479,7305
480,7306
481,7307
482,7308
483,7309
484,7310
485,7311
486,7312
487,7313
488,7314
489,7315
490,7316
491,7317
492,7318
493,7319
494,7320
495,7321
496,7322
497,7323
498,7324
499,7325
500,7326
501,7327
502,7328
503,7329
504,7330
505,5151
506,5152
507,2520
508,4593
509,6897
510,6898
511,6899
512,6902
513,6903
514,6904
515,6905
516,6906
517,6907
518,6908
519,6909
520,6910
521,6911
522,6912
523,6913
524,6914
525,6915
526,6916
527,6917
528,6918
529,6919
530,6920
531,6921
532,6922
533,6923
534,6924
535,6925
536,6926
537,6927
538,6928
539,6929
540,6930
541,6931
542,6932
543,6933
544,6934
545,6935
546,6936
547,6937
548,6938
549,6939
550,6940
551,6942
552,6943
553,6945
554,6946
555,6947
556,6949
557,6950
558,6951
559,6952
560,6953
561,6954
562,6955
563,6956
564,6957
565,6958
566,6959
567,6960
568,6962
569,6963
570,6964
571,6965
572,6966
573,6967
574,6968
575,6969
576,6970
577,6971
578,6972
579,6974
580,6975
581,6977
582,6978
583,6979
584,6981
585,6982
586,6984
587,6986
588,6988
589,6989
590,6991
591,6992
592,6995
593,6996
594,6997
595,7000
596,7003
597,7004
598,7006
599,7008
600,7009
601,7010
602,7011
603,7012
604,7013
605,7014
606,7015
607,7016
608,7017
609,7018
610,7019
611,7020
612,7021
613,7022
614,7023
615,7024
616,7025
617,7026
618,7027
619,7029
620,7030
621,7032
622,7033
623,7035
624,7036
625,7038
626,7039
627,7040
628,7041
629,7042
630,7043
631,7044
632,7045
633,7046
634,7047
635,7048
636,7049
637,7050
638,7051
639,7052
640,7053
641,7054
642,7055
643,7056
644,7057
645,7058
646,7059
647,7333
648,7341
649,7342
650,7343
651,2741
652,2742
653,2745
654,2746
655,2747
656,2748
657,2749
658,3416
659,3417
660,3418
661,3419
662,3420
663,3421
664,3422
665,3423
666,3424
667,3425
668,3426
669,3427
670,3428
671,3429
672,3430
673,3431
674,3432
675,3433
676,3434
677,3435
678,3436
679,3437
680,3438
681,3439
682,3440
683,3441
684,3442
685,2729
686,2731
687,2727
688,2735
689,2737
690,2733
691,5898
692,5899
693,5900
694,5901
695,5902
696,5903
697,5904
698,5905
699,5906
700,5907
701,5908
702,5909
703,5910
704,5922
705,5923
706,5924
707,5927
708,5928
709,5929
710,5931
711,5933
712,5934
713,5936
714,5938
715,5941
716,5944
717,5946
718,5948
719,5949
720,6043
721,6044
722,6045
723,6046
724,3088
725,3089
726,4597
727,4598
728,7905
729,7906
730,7907
731,7908
732,7909
733,7910
734,7911
735,7912
736,7913
737,7914
738,7915
739,7916
740,7917
741,7918
742,7919
743,7920
744,7921
745,7922
746,7923
747,7924
748,7925
749,7926
750,7927
751,7928
752,7929
753,7930
754,7931
755,7932
756,7933
757,7934
758,7935
759,7937
760,7938
761,7939
762,7940
763,7941
764,7942
765,7943
766,7944
767,7945
768,7946
769,7947
770,7948
771,7949
772,7950
773,7951
774,7952
775,7953
776,7954
777,7955
778,7956
779,7957
780,7958
781,7959
782,7960
783,7967
784,7968
785,7969
786,7970
787,7971
788,7972
789,7973
790,7974
791,7975
792,7976
793,7977
794,7978
795,7980
796,7981
797,7982
798,7983
799,7984
800,7985
801,7986
802,7987
803,7988
804,7989
805,7990
806,7991
807,7992
808,7993
809,7994
810,7995
811,7996
812,7997
813,7998
814,7999
815,8000
816,8001
817,8007
818,4600
819,8008
820,8010
821,8012
822,8013
823,8015
824,8017
825,8019
826,8021
827,8024
828,8026
829,8029
830,8032
831,8035
832,8038
833,8040
834,8043
835,8045
836,8046
837,8049
838,8051
839,8052
840,8055
841,8058
842,8060
843,8062
844,8064
845,8066
846,8068
847,8070
848,8071
849,8073
850,8076
851,8079
852,8080
853,8083
854,8084
855,8087
856,8090
857,8092
858,8093
859,8096
860,8098
861,8100
862,8101
863,8102
864,8103
865,8105
866,8107
867,8110
868,8113
869,8115
870,8118
871,8120
872,8121
873,8122
874,8123
875,8124
876,8125
877,8126
878,8127
879,8128
880,8137
881,8138
882,8139
883,8140
884,8141
885,8142
886,8143
887,8144
888,8145
889,8146
890,8147
891,8148
892,8149
893,8150
894,8151
895,8152
896,8157
897,8158
898,8159
899,8160
900,8161
901,8162
902,8163
903,123
904,156
905,158
906,166
907,181
908,434
909,531
910,564
911,565
912,596
913,605
914,622
915,640
916,659
917,660
918,661
919,662
920,734
921,854
922,855
923,856
924,857
925,1117
926,1118
927,1119
928,1213
929,1214
930,1215
931,1236
932,1926
933,1996
934,2658
935,3787
936,3897
937,3919
938,3929
939,3962
940,5366
941,5628
942,5713
943,5741
944,5825
945,5895
946,6031
947,6747
948,6749
949,6751
950,6753
951,6763
952,6765
953,6767
954,6769
955,6839
956,8649
957,8650
958,8651
959,8652
960,8654
961,8656
962,8657
963,8659
964,8661
965,8662
966,8663
967,8665
968,8666
969,8668
970,8670
971,8672
972,8674
973,8676
974,8677
975,8679
976,8681
977,8683
978,8684
979,8686
980,8687
981,8689
982,8690
983,8691
984,8693
985,8695
986,8696
987,8697
988,8698
989,8699
990,8700
991,8701
992,8702
993,8703
994,8704
995,8705
996,8706
997,8708
998,8709
999,8712
1000,8720
1001,8721
1002,8722
1003,8723
1004,8724
1005,8725
1006,8726
1007,8727
1008,8728
1009,8729
1010,8730
1011,8732
1012,8733
1013,8734
1014,8735
1015,8736
1016,8737
1017,8738
1018,8739
1019,8740
1020,8741
1021,8742
1022,8743
1023,8744
1024,8745
1025,509
1026,770
1027,771
1028,3048
