"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid","[rid]","bool","i32","rid"
46,"Metadata/Pet/SpiderLizard/SpiderLizard",4347,179,1059602331,8,"","",[1],86,[],"",0,""
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",4348,32372,2015692369,8,"","",[1],86,[],"",0,""
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",4349,37890,1447674443,8,"","",[1],86,[],"",0,""
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",4350,236,-1925083731,8,"","",[1],86,[],"",0,""
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",4351,32726,107313587,8,"","",[1],86,[],"",0,""
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",4352,38988,-170234474,8,"","",[1],86,[],"",0,""
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",4353,35988,561753583,8,"","",[1],86,[],"",0,""
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",4354,52732,1611509233,8,"","",[1],86,[],"",0,""
54,"Metadata/Pet/Spider/spider",4355,55525,-1498775985,8,"","",[1],86,[],"",0,""
55,"Metadata/Pet/FormosanDeer/FormosanDeer",4356,24612,-519143126,10,"","",[1],86,[],"",0,""
56,"Metadata/Pet/FlySwarm/FlySwarm",4357,21094,323895592,10,"","",[1],86,[],"",0,""
57,"Metadata/Pet/DropBear/DropBear",4360,53741,-1624813878,9,"","",[1],86,[],"",0,""
58,"Metadata/Pet/BloodWorm/BloodWorm",4361,22385,250173848,8,"","",[1],63,[],"",0,""
59,"Metadata/Pet/Rat_Black/Rat_Black",4362,12421,1561226635,8,"","",[1],94,[],"",0,""
60,"Metadata/Pet/RollingHead/RollingHead",4363,39587,525305324,8,"","",[1],86,[],"",0,""
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",4358,54607,-1460765279,9,"","",[1],58,[],"",0,""
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",4359,45808,65843484,9,"","",[1],86,[],"",0,""
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",4364,61684,736025386,10,"","",[1],86,[],"",0,""
64,"Metadata/Pet/Chicken/Chicken",4365,56633,-52944415,8,"","",[1],86,[],"",0,""
65,"Metadata/Pet/WildTurkey/WildTurkey",4366,35129,-894811245,9,"","",[1],86,[],"",0,""
66,"Metadata/Pet/Hedgehog/Hedgehog",4367,33648,-9012218,8,"","",[1],86,[],"",0,""
67,"Metadata/Pet/Lemur/Lemur",4368,35010,-128290664,8,"","",[1],86,[],"",0,""
68,"Metadata/Pet/PeacockMale/PeacockMale",4369,9926,466304269,10,"","",[1],86,[],"",0,""
69,"Metadata/Pet/PeacockFemale/PeacockFemale",4370,33779,-1989866858,9,"","",[1],86,[],"",0,""
70,"Metadata/Pet/Pukeko/Pukeko",4371,42772,-910397784,8,"","",[1],86,[],"",0,""
71,"Metadata/Pet/RockElemental/RockElemental",4372,4109,264118195,8,"","",[1],86,[],"",0,""
72,"Metadata/Pet/DesertTortoise/DesertTortoise",4373,30319,1227767617,8,"","",[1],86,[],"",0,""
73,"Metadata/Pet/Koala/KoalaBear",4374,1954,-1443058082,9,"","",[1],86,[],"",0,""
74,"Metadata/Pet/Basilisk/LargeInfernal",4375,41489,1345778215,10,"","",[1],75,[],"",0,""
75,"Metadata/Pet/BabyElephant/BabyElephant",4376,59563,-587385770,10,"","",[1],86,[],"",0,""
76,"Metadata/Pet/Wallaby/Wallaby",4377,49218,1542167465,9,"","",[1],86,[],"",0,""
77,"Metadata/Pet/Merveil/Merveil",4378,13339,-1648186919,8,"","",[2],86,[],"",0,""
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",4379,11282,-2006539148,9,"","",[1],8,[],"",0,""
79,"Metadata/Pet/Centipede/Centipede",4380,44298,571772702,8,"","",[1],86,[],"",0,""
80,"Metadata/Pet/Parasite/Parasite",4381,33592,-1166395070,8,"","",[1],86,[],"",0,""
81,"Metadata/Pet/Wolf/Wolf",4382,4978,1417889777,10,"","",[1],86,[],"",0,""
82,"Metadata/Pet/GargoyleStone/GargoyleStone",4383,12813,-59322757,8,"","",[1],9,[],"",0,""
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",4384,23066,1034053560,9,"","",[1],9,[],"",0,""
84,"Metadata/Pet/GargoyleGold/GargoyleGold",4385,55450,644677366,11,"","",[1],9,[],"",0,""
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",4386,62877,-1416602099,12,1,"",[1],9,[],"",0,""
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",4387,18325,-1646011786,12,"",1,[1],9,[],"",0,""
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",4388,16648,144263569,12,1,"",[1],9,[],"",0,""
88,"Metadata/Pet/BladeSentry/BladeSentry",4389,57610,-1987090299,9,"","",[1],9,[],"",0,""
89,"Metadata/Pet/WhiteTiger/WhiteTiger",4390,9254,-74981471,11,"","",[1],86,[],"",0,""
90,"Metadata/Pet/Parrot/BrazilianParrot",4391,11327,1611287605,8,"","",[1],62,[],"",0,""
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",4392,38441,-1622668959,8,"","",[1],23,[],"",0,""
92,"Metadata/Pet/Rabbit/Rabbit",4394,18298,1273957525,8,"","",[1],86,[],"",0,""
93,"Metadata/Pet/Beetle/Beetle",4393,62953,740153844,8,"","",[1],86,[],"",0,""
94,"Metadata/Pet/HeiTiki/Spawner",4395,1422,2132179608,8,"","",[1],78,[],"",0,""
95,"Metadata/Pet/GraspingHands/Spawner",4396,18807,505370472,8,"","",[1],86,[],"",0,""
96,"Metadata/Pet/GamepediaBook/GamepediaBook",4397,46209,-1774378308,8,"","",[1],86,[],"",0,""
97,"Metadata/Pet/Frog/PurpleCrown",4398,2373,-487986260,8,"","",[1],97,[],"",0,""
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",4399,37899,-2133781286,8,"","",[1],82,[],"",0,""
99,"Metadata/Pet/Tiger/Tiger",4400,42732,1136125275,8,1,"",[1],86,[],"",0,""
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4401,29213,392127810,8,"","",[1],97,[],"",0,""
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4402,43611,-648711410,8,1,"",[1],86,[],"",0,""
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4403,27891,39284388,10,"","",[1],8,[],"",0,""
103,"Metadata/Pet/Cat/Orange",4404,39785,-944546598,8,"","",[1],86,[],"",0,""
104,"Metadata/Pet/Devourling/Spawner",4405,37136,2035542083,8,"","",[1],86,[],"",0,""
105,"Metadata/Pet/Taotie/Taotie",4406,53912,842260651,8,"","",[1],86,[],"",0,""
106,"Metadata/Pet/TaowuPet/Taowu",4407,44003,249537852,12,"","",[1],86,[],"",0,""
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4408,41426,-1495464177,8,"","",[1],96,[],"",0,""
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4409,15396,-917768849,8,"","",[1],113,[],"",0,""
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4410,22446,1606158354,8,"","",[1],66,[],"",0,""
110,"Metadata/Pet/Crow/Crow",4411,15557,1089633335,8,"","",[1],113,[],"",0,""
111,"Metadata/Pet/Dove/Dove",4412,23068,-714240143,8,"","",[1],96,[],"",0,""
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4413,959,769994330,8,1,"",[1],93,[],"",0,""
113,"Metadata/Pet/Frog/Fire",4414,36691,-1409932123,8,"","",[1],52,[],"",0,""
114,"Metadata/Pet/Frog/Ice",4415,51649,1374853171,8,"","",[1],73,[],"",0,""
115,"Metadata/Pet/Hundun/Hundun",4416,39330,-95984667,8,"","",[1],86,[],"",0,""
116,"Metadata/Pet/Cat/Julio",4417,16366,35405298,8,"","",[1],86,[],"",0,""
117,"Metadata/Pet/Qiongqi/Qiongqi",4418,31382,418931310,12,"","",[1],86,[],"",0,""
118,"Metadata/Pet/Tiger/IceTiger",4419,39297,-1567540464,8,"","",[1],73,[],"",0,""
119,"Metadata/Pet/Lion/Fire",4420,46948,-1215889181,8,"","",[1],52,[],"",0,""
120,"Metadata/Pet/Eyeball/Eyeball1",4421,50864,2124331054,8,"","",[1],86,[],"",0,""
121,"Metadata/Pet/Eyeball/Eyeball2",4422,40496,-575847523,8,"","",[1],86,[],"",0,""
122,"Metadata/Pet/Eyeball/Eyeball3",4423,8802,2016893525,8,"","",[1],86,[],"",0,""
123,"Metadata/Pet/Eyeball/Eyeball4",4424,9908,-343880396,8,"","",[1],86,[],"",0,""
124,"Metadata/Pet/Eyeball/Eyeball5",4425,46914,659656723,8,"","",[1],86,[],"",0,""
125,"Metadata/Pet/HellionCub/HellionCub",4426,32804,1176946178,8,"","",[1],14,[],"",0,""
126,"Metadata/Pet/Cat/Celestial",4427,11232,2025345880,8,"","",[1],22,[],"",0,""
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4428,56837,693630802,8,"","",[1],3,[],"",0,""
128,"Metadata/Pet/Harpy/Harpy",4429,12782,-2070104718,8,"","",[1],14,[],"",0,""
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4430,51064,-1546623832,8,"","",[1],104,[],"",0,""
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4431,27467,1653082563,8,"","",[1],104,[],"",0,""
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4432,788,-1966765615,8,"","",[1],104,[],"",0,""
132,"Metadata/Pet/Cherub/Sin",4433,31710,-619798320,8,"","",[1],104,[],"",0,""
133,"Metadata/Pet/Cherub/Innocence",4434,2666,-834812841,8,"","",[1],104,[],"",0,""
134,"Metadata/Pet/Beast/Beast",4435,61624,-306701056,8,"","",[1],3,[],"",0,""
135,"Metadata/Pet/Goatman/Goatman",4436,18005,1412436581,8,"","",[2],3,[],"",0,""
136,"Metadata/Pet/Monkey/Monkey",4437,16394,-967473569,8,"","",[1],3,[],"",0,""
137,"Metadata/Pet/Raptor/Raptor",4438,33935,-508467906,8,"","",[1],4,[],"",0,""
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4439,22427,-731610113,8,"","",[1],4,[],"",0,""
139,"Metadata/Pet/Copter/Copter",4440,16464,1729046367,8,"","",[1],4,[],"",0,""
140,"Metadata/Pet/Scorpion/Machine",4441,59390,-123396261,8,"","",[1],4,[],"",0,""
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4442,33690,486252385,8,"","",[1],3,[],"",0,""
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4443,39119,-83270714,8,"","",[1],3,[],"",0,""
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4444,39562,1520549931,8,"","",[1],3,[],"",0,""
144,"Metadata/Pet/Lion/Gold",4445,10237,-1599502508,8,"","",[1],90,[],"",0,""
145,"Metadata/Pet/Raven/BloodGuard",4447,25852,1125853159,8,"","",[1],90,[],"",0,""
146,"Metadata/Pet/Eagle/FaithGuard",4448,4458,-1046818576,8,"","",[1],90,[],"",0,""
147,"Metadata/Pet/Raven/Oriath",4449,4468,26153211,8,"","",[1],90,[],"",0,""
148,"Metadata/Pet/Pigeon/Dark",4451,33552,-1113702770,8,"","",[1],90,[],"",0,""
149,"Metadata/Pet/Pigeon/Light",4450,45470,1738135047,8,"","",[1],90,[],"",0,""
150,"Metadata/Pet/BallTrio/Fire",4452,29403,652760115,8,"","",[1],52,[],"",0,""
151,"Metadata/Pet/BallTrio/Cold",4453,52693,-1181911976,8,"","",[1],73,[],"",0,""
152,"Metadata/Pet/BallTrio/Lightning",4454,43310,-1749008658,8,"","",[1],82,[],"",0,""
153,"Metadata/Pet/Hound/BloodGuard",4446,38041,1258872721,8,"","",[1],90,[],"",0,""
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4455,59561,-503576235,8,"","",[1],37,[],"",0,""
155,"Metadata/Pet/Canary/Canary",4456,44741,-704939202,8,"","",[1],37,[],"",0,""
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4457,194,-2004383675,8,"","",[2],64,[],"",0,""
157,"Metadata/Pet/Football/Football",4458,14839,1185185619,8,"","",[1],86,[],"",0,""
158,"Metadata/Pet/Dragon/Dragon",4459,54673,1039853675,15,1,"",[1],40,[],"",0,""
159,"Metadata/Pet/Dragon/DragonPremium",4460,64290,879152964,15,"",1,[1],40,[],"",0,""
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4461,62840,1511829348,15,1,"",[1],40,[],"",0,""
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4462,80,1186416359,8,"","",[1],51,[],"",0,""
162,"Metadata/Pet/Taniwha/Taniwha",4463,38520,1373816730,8,"","",[1],51,[],"",0,""
163,"Metadata/Pet/CorsairPet/CorsairPet",4464,53120,590015658,8,"","",[1],51,[],"",0,""
164,"Metadata/Pet/Mystic/Spawner",4465,42154,-938054468,8,"","",[1],51,[],"",0,""
165,"Metadata/Pet/MadcapHare/MadcapHare",4466,8258,-787156650,8,"","",[1],59,[],"",0,""
166,"Metadata/Pet/MadcapToad/MadcapToad",4467,23160,2111973274,8,"","",[1],59,[],"",0,""
167,"Metadata/Pet/Dragonfly/Dragonfly",4468,12676,1222801766,8,"","",[1],59,[],"",0,""
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4469,2131,-61082616,8,"","",[1],59,[],"",0,""
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4470,60281,-1922472432,8,"","",[1],109,[],"",0,""
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4471,14520,497952022,8,"","",[1],40,[],"",0,""
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4472,30652,-2000945401,8,"","",[1],3,[],"",0,""
172,"Metadata/Pet/IceDragon/IceDragon",4473,63368,130347084,15,1,"",[1],8,[],"",0,""
173,"Metadata/Pet/IceDragon/IceDragonPremium",4474,27478,1247748361,15,"",1,[1],8,[],"",0,""
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4475,33684,777235911,15,1,"",[1],8,[],"",0,""
175,"Metadata/Pet/Viper/Viper",4476,31197,120815342,15,"","",[1],118,[],"",0,""
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4477,35180,533108394,12,1,"",[1],75,[],"",0,""
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4478,12740,-952502531,12,"",1,[1],22,[],"",0,""
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4479,11626,1527543398,12,1,"",[1],22,[],"",0,""
179,"Metadata/Pet/CruciblePet/CruciblePet",4480,36326,-1654583161,8,"","",[1],35,[],"",0,""
180,"Metadata/Pet/CultDarkness/CultDarkness",4481,49679,89311069,8,1,"",[1],80,[],"",0,""
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4482,58024,-1405071640,12,"","",[1],56,[],"",0,""
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4483,59262,542164782,8,"","",[1],56,[],"",0,""
183,"Metadata/Pet/WildPanther/WildPanther",4484,23886,575635201,8,"","",[1],56,[],"",0,""
184,"Metadata/Pet/WildScorpion/WildScorpion",4485,1722,1975481093,8,"","",[1],56,[],"",0,""
185,"Metadata/Pet/Plated/Plated",4486,8952,864162170,8,"","",[1],120,[],"",0,""
186,"Metadata/Pet/WaterElemental/WaterElemental",4487,13003,-898107204,8,"","",[1],44,[],"",0,""
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4488,6191,-1309234727,8,"","",[1],19,[],"",0,""
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4489,39940,722581269,12,"","",[1],20,[],"",0,""
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4490,61010,918280425,8,"","",[1],20,[],"",0,""
190,"Metadata/Pet/CircusTroll/CircusTroll",4491,31034,-836651237,12,"","",[1],20,[],"",0,""
191,"Metadata/Pet/JugglingPins/Spawner",4492,8765,-579731636,8,"","",[1],20,[],"",0,""
192,"Metadata/Pet/Sentinel/Sentinel",4493,63249,563009183,8,"","",[1],17,[],"",0,""
193,"Metadata/Pet/Chiyou/Chiyou",4494,14700,-315435938,12,1,"",[1],25,[],"",0,""
194,"Metadata/Pet/Chiyou/ChiyouPremium",4495,56810,-244437884,12,"",1,[1],25,[],"",0,""
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4496,8102,-2140692543,12,1,"",[1],25,[],"",0,""
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4497,65022,1004586526,10,"","",[1],69,[],"",0,""
197,"Metadata/Pet/DemonicMoth/DemonicMoth",4498,52671,-1791993713,8,"","",[1],38,[],"",0,""
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4499,17187,1018134412,8,"","",[1],38,[],"",0,""
199,"Metadata/Pet/Cat/Halloween",4500,33316,-1614996071,8,"","",[1],38,[],"",0,""
200,"Metadata/Pet/BlackDragon/BlackDragon",4501,32429,-1729960369,15,1,"",[1],94,[],"",0,""
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",4502,3333,-1180191582,15,"",1,[1],94,[],"",0,""
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4503,6130,664285290,15,1,"",[1],94,[],"",0,""
203,"Metadata/Pet/WhiteDragon/WhiteDragon",4504,18483,-1735208799,15,1,"",[1],94,[],"",0,""
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4505,2820,1203915974,15,"",1,[1],94,[],"",0,""
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4506,607,-162532336,15,1,"",[1],94,[],"",0,""
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4507,24464,1225987715,15,"","",[1],94,[],"",0,""
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4508,854,-1810786489,15,"",1,[1],94,[],"",0,""
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4509,64454,1270526076,15,"","",[1],94,[],"",0,""
209,"Metadata/Pet/Rat_White/Rat_White",4510,28161,-1596010785,8,"","",[1],94,[],"",0,""
210,"Metadata/Pet/Cat/EmpyreanCat",4512,60665,-133622544,8,1,"",[1],108,[],"",0,""
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4513,14105,-182074820,8,"",1,[1],108,[],"",0,""
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4514,46109,334407667,8,1,"",[1],108,[],"",0,""
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4511,15166,-1562076710,8,"","",[1],50,[],"",0,""
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4515,41100,419215472,8,"","",[1],36,[],"",0,""
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4516,36647,-445552042,8,"","",[1],111,[],"",0,""
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4517,45132,-1645335134,8,"","",[1],111,[],"",0,""
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4518,9065,-112731602,8,"","",[2],111,[],"",0,""
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4519,17946,-184175841,8,"","",[1],111,[],"",0,""
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4520,20736,858743343,8,"","",[1],106,[],"",0,""
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4521,23154,104684623,8,"","",[1],106,[],"",0,""
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4522,60425,-1919393391,8,"","",[1],106,[],"",0,""
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4523,36765,-1226819203,8,"","",[1],106,[],"",0,""
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4524,62779,-168165183,8,"","",[1],106,[],"",0,""
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4525,29035,-648894407,8,"","",[1],60,[],"",0,""
225,"Metadata/Pet/VoidSmall/VoidSmall",4526,27735,-2013664338,8,"","",[1],43,[],"",0,""
226,"Metadata/Pet/VoidLarge/VoidLarge",4527,29192,97679322,8,"","",[1],43,[],"",0,""
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4528,8688,2131189495,8,"","",[1],113,[],"",0,""
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4529,19875,-563506230,10,"","",[1],2,[],"",0,""
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4530,46192,-967347673,8,"","",[1],2,[],"",0,""
230,"Metadata/Pet/StygianSteed/HellSteedPet",4531,7136,1856533832,10,"","",[1],2,[],"",0,""
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4532,48929,225292876,8,"","",[1],2,[],"",0,""
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4533,50002,140167944,8,"","",[1],59,[],"",0,""
233,"Metadata/Pet/NecroticTiger/NecroticTiger",4534,55804,694415519,8,"","",[1],88,[],"",0,""
234,"Metadata/Pet/StygianSteed/StygianSteedPet",4535,29616,-890128063,11,"","",[1],107,[],"",0,""
235,"Metadata/Pet/TencentGirl/TencentGirl01",4536,33296,-1124516119,10,1,"",[2],86,[],"",0,""
236,"Metadata/Pet/TencentGirl/TencentGirl02",4537,8933,-48504834,10,"",1,[2],86,[],"",0,""
237,"Metadata/Pet/TencentGirl/TencentGirl03",4538,21916,-677871100,10,1,"",[2],86,[],"",0,""
238,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4539,8623,1459779245,8,"",1,[2],86,[],"",0,""
239,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4540,29667,-247954725,8,1,"",[2],86,[],"",0,""
240,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4541,31950,1730485227,10,"","",[1],22,[],"",0,""
241,"Metadata/Pet/Corgi/Corgi",4542,59392,1854113411,8,"","",[1],3,[],"",0,""
242,"Metadata/Pet/PomeranianDog/PomeranianDog",4543,41185,-232041782,8,"","",[1],3,[],"",0,""
243,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4544,8889,-486293062,8,"","",[1],3,[],"",0,""
244,"Metadata/Pet/Cat/TabbyCatPet",4545,28176,1406221761,8,"","",[1],3,[],"",0,""
245,"Metadata/Pet/Cat/AmberCatPet",4546,2561,904478696,8,"","",[1],3,[],"",0,""
246,"Metadata/Pet/Cat/CinnamonCatPet",4547,6729,-2110744455,8,"","",[1],3,[],"",0,""
247,"Metadata/Pet/GoddessPet/GoddessPet",4548,5244,1273520020,8,1,"",[1],61,[],"",0,""
