"rownum","Id","rid","[rid]","Gem","BK2File"
126,"ProxyKey120",15,[24],5942,""
127,"ProxyKey121",0,[25],5936,""
128,"ProxyKey122",7,[25],6145,""
129,"ProxyKey123",10,[25],5895,""
130,"ProxyKey124",8,[25],6201,""
131,"ProxyKey125",3,[25],6164,""
132,"ProxyKey126",0,[26],6126,""
133,"ProxyKey127",7,[26],6145,""
134,"ProxyKey128",10,[26],6242,""
135,"ProxyKey129",8,[26],5908,""
136,"ProxyKey130",3,[26],6017,""
137,"ProxyKey131",0,[27],6365,""
138,"ProxyKey132",8,[27],6384,""
139,"ProxyKey133",7,[27],5872,""
140,"ProxyKey134",3,[27],6182,""
141,"ProxyKey135",4,[27],6263,""
142,"505",2,[27],6204,""
143,"504",10,[27],6245,""
144,"503",13,[27],5910,""
145,"502",15,[27],6070,""
146,"501",18,[27],6125,""
147,"500",24,[27],6277,""
148,"ProxyKey136",0,[31],6172,""
149,"ProxyKey137",2,[31],6213,""
150,"ProxyKey138",8,[31],6174,""
151,"ProxyKey139",7,[31],6145,""
152,"ProxyKey140",10,[31],6173,""
153,"ProxyKey141",13,[31],6228,""
154,"ProxyKey142",15,[31],5945,""
155,"ProxyKey143",18,[31],6251,""
156,"ProxyKey144",23,[31],6250,""
157,"ProxyKey145",24,[31],6197,""
158,"ProxyKey146",30,[31],6138,""
159,"ProxyKey147",29,[31],5901,""
160,"ProxyKey148",0,[32],5894,""
161,"ProxyKey149",2,[32],6218,""
162,"ProxyKey150",8,[32],6174,""
163,"ProxyKey151",7,[32],6131,""
164,"ProxyKey152",10,[32],6235,""
165,"ProxyKey153",13,[32],6123,""
166,"ProxyKey154",15,[32],6001,""
167,"ProxyKey155",18,[32],5900,""
168,"ProxyKey157",24,[32],6168,""
169,"ProxyKey158",30,[32],6166,""
170,"ProxyKey159",29,[32],6237,""
171,"ProxyKey190",0,[33],5878,""
172,"ProxyKey156",1,[33],6203,""
173,"ProxyKey160",3,[33],6182,""
174,"ProxyKey161",7,[33],5872,""
175,"ProxyKey162",13,[33],6120,""
176,"ProxyKey163",15,[33],5900,""
177,"ProxyKey164",18,[33],6035,""
178,"ProxyKey165",23,[33],6184,""
179,"ProxyKey166",24,[33],5994,""
180,"ProxyKey167",30,[33],6166,""
181,"ProxyKey168",0,[34],6104,""
182,"ProxyKey169",1,[34],6216,""
183,"ProxyKey170",3,[34],6182,""
184,"ProxyKey171",8,[34],5899,""
185,"ProxyKey172",13,[34],5880,""
186,"ProxyKey173",15,[34],5900,""
187,"ProxyKey174",18,[34],5942,""
188,"ProxyKey175",23,[34],6184,""
189,"ProxyKey176",24,[34],5994,""
190,"ProxyKey177",30,[34],6166,""
191,"ProxyKey178",29,[34],6212,""
192,"ProxyKey179",0,[35],6249,""
193,"ProxyKey180",1,[35],6205,""
194,"ProxyKey181",3,[35],6017,""
195,"ProxyKey182",8,[35],5899,""
196,"ProxyKey183",8,[35],5969,""
197,"ProxyKey184",7,[35],6145,""
198,"ProxyKey185",13,[35],6120,""
199,"ProxyKey186",13,[35],6254,""
200,"ProxyKey187",15,[35],6175,""
201,"ProxyKey188",18,[35],6256,""
202,"ProxyKey189",23,[35],6253,""
203,"ProxyKey191",30,[35],6138,""
204,"ProxyKey192",29,[35],6040,""
205,"ProxyKey193",0,[36],6152,""
206,"ProxyKey194",1,[36],6214,""
207,"ProxyKey195",3,[36],6017,""
208,"ProxyKey196",8,[36],5899,""
209,"ProxyKey197",10,[36],6072,""
210,"ProxyKey198",15,[36],5945,""
211,"ProxyKey199",18,[36],5989,""
212,"ProxyKey200",23,[36],6247,""
213,"ProxyKey201",30,[36],6137,""
214,"ProxyKey202",29,[36],6034,""
215,"ProxyKey203",0,[37],5877,""
216,"ProxyKey204",7,[37],5872,""
217,"ProxyKey205",10,[37],6270,""
218,"ProxyKey206",8,[37],5899,""
219,"ProxyKey207",3,[37],5978,""
220,"ProxyKey208",0,[38],6269,""
221,"ProxyKey209",7,[38],5872,""
222,"ProxyKey210",10,[38],5882,""
223,"ProxyKey211",8,[38],5899,""
224,"ProxyKey212",3,[38],6267,""
225,"ProxyKey213",0,[39],6126,""
226,"ProxyKey214",7,[39],6145,""
227,"ProxyKey215",10,[39],6046,""
228,"ProxyKey216",8,[39],5908,""
229,"ProxyKey217",3,[39],6165,""
230,"ProxyKey218",0,[40],6291,""
231,"ProxyKey219",7,[40],6145,""
232,"ProxyKey220",10,[40],6006,""
233,"ProxyKey221",8,[40],5905,""
234,"ProxyKey222",3,[40],6008,""
235,"ProxyKey223",0,[41],5889,""
236,"ProxyKey224",7,[41],5957,""
237,"ProxyKey225",10,[41],6075,""
238,"ProxyKey226",8,[41],5966,""
239,"ProxyKey227",3,[41],6170,""
240,"ProxyKey228",0,[42],6282,""
241,"ProxyKey229",7,[42],6284,""
242,"ProxyKey230",10,[42],6295,""
243,"ProxyKey231",8,[42],5902,""
244,"ProxyKey232",3,[42],6008,""
245,"ProxyKey233",0,[45],5898,""
246,"ProxyKey234",7,[45],6131,""
247,"ProxyKey235",10,[45],6159,""
248,"ProxyKey236",8,[45],5905,""
249,"ProxyKey237",3,[45],6297,""
250,"ProxyKey238",0,[44],6104,""
251,"ProxyKey239",7,[44],6141,""
252,"ProxyKey240",8,[44],5899,""
253,"ProxyKey241",3,[44],6261,""
254,"ProxyKey242",0,[43],6291,""
255,"ProxyKey243",7,[43],6145,""
256,"ProxyKey244",10,[43],6006,""
257,"ProxyKey245",8,[43],5908,""
258,"ProxyKey246",3,[43],6165,""
259,"ProxyKey247",15,[43],6153,""
260,"ProxyKey248",1,[43],6296,""
261,"ProxyKey249",18,[43],6030,""
262,"ProxyKey250",13,[43],6292,""
263,"ProxyKey251",13,[45],5972,""
264,"ProxyKey252",23,[45],6301,""
265,"ProxyKey253",15,[44],5972,""
266,"ProxyKey254",0,[48],5877,""
267,"ProxyKey255",7,[48],5880,""
268,"ProxyKey256",10,[48],6179,""
269,"ProxyKey257",8,[48],5899,""
270,"ProxyKey258",3,[48],6182,""
271,"ProxyKey259",15,[48],5942,""
272,"ProxyKey260",13,[48],6120,""
273,"ProxyKey261",18,[48],6142,""
274,"ProxyKey262",23,[48],6212,""
275,"ProxyKey263",24,[48],6148,""
276,"ProxyKey264",0,[47],5936,""
277,"ProxyKey265",7,[47],6145,""
278,"ProxyKey266",8,[47],5908,""
279,"ProxyKey267",3,[47],6164,""
280,"ProxyKey268",15,[47],6175,""
281,"ProxyKey269",18,[47],6258,""
282,"ProxyKey270",24,[47],6197,""
283,"ProxyKey271",29,[47],6238,""
284,"ProxyKey272",0,[46],6104,""
285,"ProxyKey273",7,[46],5880,""
286,"ProxyKey274",10,[46],6357,""
287,"ProxyKey275",8,[46],5899,""
288,"ProxyKey276",3,[46],6182,""
289,"ProxyKey277",15,[46],5942,""
290,"ProxyKey278",13,[46],6354,""
291,"ProxyKey279",24,[46],6277,""
292,"ProxyKey280",30,[46],6166,""
293,"ProxyKey281",10,[47],6356,""
294,"ProxyKey282",29,[48],6351,""
295,"ProxyKey283",29,[46],6351,""
296,"ProxyKey284",18,[46],6279,""
297,"ProxyKey285",8,[49],6199,""
298,"ProxyKey286",7,[49],5872,""
299,"ProxyKey287",10,[49],6245,""
300,"ProxyKey288",3,[49],6243,""
301,"ProxyKey289",15,[49],6070,""
302,"ProxyKey290",13,[49],6276,""
303,"ProxyKey291",18,[49],6279,""
304,"ProxyKey292",24,[49],6277,""
305,"ProxyKey293",29,[49],6024,""
306,"ProxyKey294",0,[50],6172,""
307,"ProxyKey295",7,[50],5995,""
308,"ProxyKey296",10,[50],6173,""
309,"ProxyKey297",8,[50],6174,""
310,"ProxyKey298",3,[50],6170,""
311,"ProxyKey299",15,[50],6175,""
312,"ProxyKey300",13,[50],6343,""
313,"ProxyKey301",18,[50],5955,""
314,"ProxyKey302",7,[51],6145,""
315,"ProxyKey303",15,[51],6185,""
316,"ProxyKey304",13,[51],6120,""
317,"ProxyKey305",23,[50],6369,""
318,"ProxyKey306",24,[50],6368,""
319,"ProxyKey307",0,[49],6365,""
320,"ProxyKey308",0,[51],6152,""
321,"ProxyKey309",10,[51],6361,""
322,"ProxyKey310",2,[51],6215,""
323,"ProxyKey311",3,[51],6367,""
324,"ProxyKey312",24,[51],6259,""
325,"ProxyKey313",0,[52],6282,""
326,"ProxyKey314",8,[52],5902,""
327,"ProxyKey315",10,[52],6295,""
328,"ProxyKey316",7,[52],5886,""
329,"ProxyKey317",3,[52],6008,""
330,"ProxyKey318",4,[52],6263,""
331,"ProxyKey319",15,[52],6194,""
332,"ProxyKey320",18,[52],5955,""
333,"ProxyKey321",30,[52],6136,""
334,"ProxyKey322",29,[52],5901,""
335,"ProxyKey323",0,[53],6126,""
336,"ProxyKey324",8,[53],5908,""
337,"ProxyKey325",10,[53],6207,""
338,"ProxyKey326",7,[53],6145,""
339,"ProxyKey327",3,[53],6165,""
340,"ProxyKey328",4,[53],6274,""
341,"ProxyKey329",15,[53],6175,""
342,"ProxyKey330",13,[53],6343,""
343,"ProxyKey331",18,[53],6030,""
344,"ProxyKey332",24,[53],6022,""
345,"ProxyKey333",30,[53],6372,""
346,"ProxyKey334",29,[53],5907,""
347,"ProxyKey335",0,[54],6146,""
348,"ProxyKey336",8,[54],5905,""
349,"ProxyKey337",10,[54],5883,""
350,"ProxyKey338",7,[54],5886,""
351,"ProxyKey339",3,[54],6008,""
352,"ProxyKey340",4,[54],6263,""
353,"ProxyKey341",15,[54],6373,""
354,"ProxyKey342",13,[54],5910,""
355,"ProxyKey343",29,[54],5987,""
356,"ProxyKey344",24,[54],6148,""
357,"ProxyKey345",30,[54],6136,""
358,"ProxyKey346",29,[54],6033,""
359,"ProxyKey347",0,[55],6126,""
360,"ProxyKey348",8,[55],6205,""
361,"ProxyKey349",10,[55],6378,""
362,"ProxyKey350",7,[55],6145,""
363,"ProxyKey351",3,[55],6011,""
364,"ProxyKey352",4,[55],6263,""
365,"ProxyKey353",1,[55],6384,""
366,"ProxyKey354",18,[55],5955,""
367,"ProxyKey355",30,[55],6166,""
368,"ProxyKey356",29,[55],5901,""
369,"ProxyKey357",13,[55],6379,""
370,"ProxyKey358",15,[55],6383,""
371,"ProxyKey359",0,[56],5877,""
372,"ProxyKey360",8,[56],5899,""
373,"ProxyKey361",7,[56],5872,""
374,"ProxyKey362",3,[56],6182,""
375,"ProxyKey363",4,[56],6261,""
376,"ProxyKey364",1,[56],6192,""
377,"ProxyKey365",15,[56],5942,""
378,"ProxyKey366",18,[56],6279,""
379,"ProxyKey367",30,[56],6166,""
380,"ProxyKey368",29,[56],6202,""
381,"ProxyKey369",13,[56],6143,""
382,"369",0,[57],6365,""
383,"370",8,[57],6199,""
384,"371",7,[57],5880,""
385,"372",3,[57],6182,""
386,"373",4,[57],6263,""
387,"374",10,[57],5882,""
388,"375",15,[57],6383,""
389,"376",18,[57],6279,""
390,"377",24,[57],6280,""
391,"378",29,[57],6033,""
392,"381",0,[58],5936,""
393,"382",8,[58],5908,""
394,"383",7,[58],5995,""
395,"384",3,[58],6164,""
396,"385",4,[58],6274,""
397,"386",10,[58],5895,""
398,"387",13,[58],6121,""
399,"388",18,[58],6029,""
400,"389",23,[58],6404,""
401,"390",24,[58],6370,""
402,"391",29,[58],6238,""
403,"392",30,[58],6135,""
404,"393",0,[59],5898,""
405,"394",8,[59],5905,""
406,"395",7,[59],6131,""
407,"396",3,[59],6297,""
408,"397",4,[59],6263,""
409,"398",10,[59],5981,""
410,"399",15,[59],5972,""
411,"400",13,[59],6122,""
412,"401",18,[59],5953,""
413,"402",23,[59],6396,""
414,"403",24,[59],6398,""
415,"404",29,[59],5901,""
416,"405",30,[59],6138,""
417,"406",0,[60],6282,""
418,"407",8,[60],5908,""
419,"408",7,[60],6275,""
420,"409",3,[60],6165,""
421,"410",4,[60],6263,""
422,"411",10,[60],6041,""
423,"412",15,[60],5900,""
424,"413",18,[60],6030,""
425,"414",24,[60],6022,""
426,"415",0,[61],5894,""
427,"416",8,[61],5902,""
428,"417",7,[61],6275,""
429,"418",3,[61],6297,""
430,"419",4,[61],6263,""
431,"420",10,[61],6405,""
432,"421",13,[61],6123,""
433,"422",18,[61],5987,""
434,"423",24,[61],6350,""
435,"424",29,[61],6034,""
436,"425",0,[62],6126,""
437,"426",8,[62],5908,""
438,"427",7,[62],6145,""
439,"428",3,[62],6164,""
440,"429",4,[62],6274,""
441,"430",2,[62],6205,""
442,"431",10,[62],6207,""
443,"432",13,[62],6122,""
444,"433",15,[62],5945,""
445,"434",18,[62],6030,""
446,"435",24,[62],6022,""
447,"436",29,[62],6034,""
448,"437",0,[63],6152,""
449,"438",8,[63],5908,""
450,"439",7,[63],6145,""
451,"440",3,[63],6165,""
452,"441",4,[63],6274,""
453,"443",10,[63],5982,""
454,"444",13,[63],6122,""
455,"445",15,[63],6175,""
456,"446",18,[63],6030,""
457,"447",30,[63],6135,""
458,"448",29,[63],6034,""
459,"449",0,[64],6152,""
460,"450",8,[64],5908,""
461,"451",7,[64],6145,""
462,"452",3,[64],6367,""
463,"453",4,[64],6274,""
464,"454",2,[64],6205,""
465,"455",10,[64],6037,""
466,"456",13,[64],6120,""
467,"457",15,[64],6185,""
468,"458",18,[64],6028,""
469,"459",24,[64],6259,""
470,"460",23,[64],5975,""
471,"461",29,[64],6352,""
472,"462",0,[65],5896,""
473,"463",8,[65],5902,""
474,"464",7,[65],6131,""
475,"465",3,[65],6297,""
476,"468",10,[65],5883,""
477,"469",13,[65],6121,""
478,"470",15,[65],5972,""
479,"471",18,[65],5954,""
480,"472",24,[65],6150,""
481,"473",30,[65],6136,""
482,"474",29,[65],5901,""
483,"475",0,[66],6221,""
484,"476",8,[66],5905,""
485,"477",7,[66],6145,""
486,"478",3,[66],6008,""
487,"486",4,[66],6274,""
488,"487",2,[66],6296,""
489,"479",10,[66],6046,""
490,"480",13,[66],6292,""
491,"481",15,[66],6153,""
492,"482",18,[66],6029,""
493,"483",24,[66],6021,""
494,"484",30,[66],6364,""
495,"485",29,[66],5907,""
496,"498",0,[68],5877,""
497,"499",8,[68],6384,""
498,"506",7,[68],5872,""
499,"509",3,[68],6182,""
500,"511",2,[68],6192,""
501,"512",10,[68],6179,""
502,"513",13,[68],6120,""
503,"514",15,[68],5942,""
504,"515",18,[68],6142,""
505,"516",23,[68],6184,""
506,"517",24,[68],6280,""
507,"518",29,[68],6351,""
508,"519",0,[67],5889,""
509,"520",8,[67],6340,""
510,"521",7,[67],5957,""
511,"522",3,[67],6071,""
512,"524",2,[67],6217,""
513,"525",10,[67],6075,""
514,"526",13,[67],6074,""
515,"527",15,[67],5970,""
516,"528",18,[67],5955,""
517,"529",23,[67],5932,""
518,"530",24,[67],6290,""
519,"531",29,[67],6033,""
520,"532",30,[67],6283,""
521,"533",0,[69],6291,""
522,"534",8,[69],5908,""
523,"535",7,[69],6145,""
524,"536",3,[69],6165,""
525,"537",4,[69],6274,""
526,"538",2,[69],6204,""
527,"539",10,[69],6386,""
528,"540",13,[69],6122,""
529,"541",15,[69],6185,""
530,"542",18,[69],5953,""
531,"543",24,[69],6022,""
532,"544",29,[69],5907,""
533,"545",0,[70],6180,""
534,"546",8,[70],6384,""
535,"547",7,[70],5872,""
536,"548",3,[70],6182,""
537,"549",4,[70],6274,""
538,"550",2,[70],6204,""
539,"551",10,[70],5897,""
540,"552",13,[70],6121,""
541,"553",15,[70],5972,""
542,"554",18,[70],6029,""
543,"555",23,[70],6140,""
544,"556",24,[70],6148,""
545,"557",29,[70],6351,""
