"rownum","rid","bool","i32","i32","i32","rid","bool","bool","bool"
74,9636,1,69,0,0,3036676096,"","",""
75,233,1,69,0,0,3036676096,"","",""
76,235,1,69,0,0,3036676096,"","",""
77,238,1,69,0,0,3036676096,"","",""
78,236,1,69,0,0,3036676096,"","",""
79,234,1,69,0,0,3036676096,"","",""
80,237,1,69,0,0,3036676096,"","",""
81,240,1,69,0,0,3070230528,"","",""
82,239,1,69,0,0,3053453312,"","",""
83,241,1,69,0,0,3036676096,"","",""
84,9063,1,69,0,0,3053453312,"","",""
85,9033,1,69,0,0,3053453312,"","",""
86,9047,1,69,0,0,3053453312,"","",""
87,9017,1,69,0,0,3053453312,"","",""
88,9049,1,69,0,0,3053453312,"","",""
89,9019,1,69,0,0,3053453312,"","",""
90,9061,1,69,0,0,3053453312,"","",""
91,9031,1,69,0,0,3070230528,"","",""
92,9064,1,69,0,0,3053453312,"","",""
93,9034,1,69,0,0,3053453312,"","",""
94,9057,1,69,0,0,3053453312,"","",""
95,9027,1,69,0,0,3053453312,"","",""
96,9052,1,69,0,0,3053453312,"","",""
97,9022,1,69,0,0,3053453312,"","",""
98,9055,1,69,0,0,3053453312,"","",""
99,9025,1,69,0,0,3053453312,"","",""
100,9073,1,69,0,0,3053453312,"","",""
101,9043,1,69,0,0,3053453312,"","",""
102,9048,1,69,0,0,3053453312,"","",""
103,9018,1,69,0,0,3053453312,"","",""
104,9065,1,69,0,0,3053453312,"","",""
105,9035,1,69,0,0,3053453312,"","",""
106,9058,1,69,0,0,3053453312,"","",""
107,9028,1,69,0,0,3053453312,"","",""
108,9067,1,69,0,0,3053453312,"","",""
109,9037,1,69,0,0,3053453312,"","",""
110,9069,1,69,0,0,3053453312,"","",""
111,9039,1,69,0,0,3053453312,"","",""
112,9068,1,69,0,0,3053453312,"","",""
113,9070,1,69,0,0,3053453312,"","",""
114,9040,1,69,0,0,3053453312,"","",""
115,9038,1,69,0,0,3053453312,"","",""
116,9051,1,69,0,0,3053453312,"","",""
117,9021,1,69,0,0,3053453312,"","",""
118,9054,1,69,0,0,3053453312,"","",""
119,9024,1,69,0,0,3053453312,"","",""
120,9045,1,69,0,0,3053453312,"","",""
121,9053,1,69,0,0,3053453312,"","",""
122,9023,1,69,0,0,3053453312,"","",""
123,9015,1,69,0,0,3053453312,"","",""
124,9056,1,69,0,0,3053453312,"","",""
125,9026,1,69,0,0,3053453312,"","",""
126,9074,1,69,0,0,3053453312,"","",""
127,9044,1,69,0,0,3053453312,"","",""
128,9046,1,69,0,0,3053453312,"","",""
129,9060,1,69,0,0,3053453312,"","",""
130,9030,1,69,0,0,3053453312,"","",""
131,9016,1,69,0,0,3053453312,"","",""
132,9066,1,69,0,0,3053453312,"","",""
133,9036,1,69,0,0,3053453312,"","",""
134,9072,1,69,0,0,3053453312,"","",""
135,9042,1,69,0,0,3053453312,"","",""
136,9071,1,69,0,0,3053453312,"","",""
137,9041,1,69,0,0,3053453312,"","",""
138,9062,1,69,0,0,3053453312,"","",""
139,9032,1,69,0,0,3053453312,"","",""
140,9059,1,69,0,0,3053453312,"","",""
141,9029,1,69,0,0,3053453312,"","",""
142,9050,1,69,0,0,3053453312,"","",""
143,9020,1,69,0,0,3053453312,"","",""
144,1,1,69,0,0,3003121664,"","",""
145,9664,1,69,0,0,3053453312,"","",""
146,9662,1,69,0,0,3053453312,"","",""
147,9665,1,69,0,0,3070230528,"","",""
148,9659,1,69,0,0,3036676096,"","",""
149,9658,1,69,0,0,3036676096,"","",""
150,9657,1,69,0,0,3036676096,"","",""
151,9660,1,69,0,0,3053453312,"","",""
152,9663,1,69,0,0,3036676096,"","",""
153,9661,1,69,0,0,3053453312,"","",""
154,48,1,69,0,0,3070230528,"","",""
155,49,1,69,0,0,3070230528,"","",""
156,296,1,69,0,0,3053453312,"","",""
157,297,1,69,0,0,3053453312,"","",""
158,298,1,69,0,0,3053453312,"","",""
159,294,1,69,0,0,3053453312,"","",""
160,295,1,69,0,0,3053453312,"","",""
161,293,1,69,0,0,3070230528,"","",""
162,18,1,69,0,0,3036676096,"","",""
163,221,1,69,0,0,3070230528,"","",""
164,210,1,69,0,0,3070230528,"","",""
165,17,1,69,0,0,3003121664,"","",""
166,10109,1,69,0,0,3036676096,"","",""
167,161,1,69,0,0,3053453312,"","",""
168,160,1,69,0,0,3036676096,"","",""
169,159,1,69,0,0,3019898880,"","",""
170,158,1,69,0,0,3003121664,"","",""
171,140,1,69,0,0,3053453312,"","",""
172,139,1,69,0,0,3053453312,"","",""
173,138,1,69,0,0,3036676096,"","",""
174,137,1,69,0,0,3019898880,"","",""
175,136,1,69,0,0,3003121664,"","",""
176,87,1,69,0,0,3053453312,"","",""
177,86,1,69,0,0,3053453312,"","",""
178,85,1,69,0,0,3036676096,"","",""
179,84,1,69,0,0,3036676096,"","",""
180,83,1,69,0,0,3019898880,"","",""
181,82,1,69,0,0,3019898880,"","",""
182,81,1,69,0,0,3003121664,"","",""
183,119,1,69,0,0,3053453312,"","",""
184,118,1,69,0,0,3053453312,"","",""
185,117,1,69,0,0,3036676096,"","",""
186,116,1,69,0,0,3036676096,"","",""
187,115,1,69,0,0,3019898880,"","",""
188,114,1,69,0,0,3003121664,"","",""
189,130,1,69,0,0,3053453312,"","",""
190,129,1,69,0,0,3036676096,"","",""
191,128,1,69,0,0,3036676096,"","",""
192,127,1,69,0,0,3019898880,"","",""
193,126,1,69,0,0,3003121664,"","",""
194,157,1,69,0,0,3053453312,"","",""
195,156,1,69,0,0,3036676096,"","",""
196,155,1,69,0,0,3019898880,"","",""
197,154,1,69,0,0,3003121664,"","",""
198,107,1,69,0,0,3053453312,"","",""
199,106,1,69,0,0,3053453312,"","",""
200,105,1,69,0,0,3036676096,"","",""
201,104,1,69,0,0,3036676096,"","",""
202,103,1,69,0,0,3019898880,"","",""
203,102,1,69,0,0,3003121664,"","",""
204,170,1,69,0,0,3053453312,"","",""
205,169,1,69,0,0,3036676096,"","",""
206,168,1,69,0,0,3019898880,"","",""
207,135,1,69,0,0,3053453312,"","",""
208,134,1,69,0,0,3053453312,"","",""
209,133,1,69,0,0,3036676096,"","",""
210,132,1,69,0,0,3019898880,"","",""
211,131,1,69,0,0,3003121664,"","",""
212,164,1,69,0,0,3053453312,"","",""
213,163,1,69,0,0,3036676096,"","",""
214,162,1,69,0,0,3019898880,"","",""
215,153,1,69,0,0,3053453312,"","",""
216,152,1,69,0,0,3036676096,"","",""
217,151,1,69,0,0,3019898880,"","",""
218,150,1,69,0,0,3003121664,"","",""
219,175,1,69,0,0,3070230528,"","",""
220,174,1,69,0,0,3070230528,"","",""
221,176,1,69,0,0,3070230528,"","",""
222,80,1,69,0,0,3053453312,"","",""
223,79,1,69,0,0,3053453312,"","",""
224,78,1,69,0,0,3036676096,"","",""
225,77,1,69,0,0,3036676096,"","",""
226,76,1,69,0,0,3019898880,"","",""
227,75,1,69,0,0,3019898880,"","",""
228,74,1,69,0,0,3003121664,"","",""
229,94,1,69,0,0,3053453312,"","",""
230,93,1,69,0,0,3053453312,"","",""
231,92,1,69,0,0,3036676096,"","",""
232,91,1,69,0,0,3036676096,"","",""
233,90,1,69,0,0,3019898880,"","",""
234,89,1,69,0,0,3019898880,"","",""
235,88,1,69,0,0,3003121664,"","",""
236,125,1,69,0,0,3053453312,"","",""
237,124,1,69,0,0,3053453312,"","",""
238,123,1,69,0,0,3036676096,"","",""
239,122,1,69,0,0,3019898880,"","",""
240,121,1,69,0,0,3019898880,"","",""
241,120,1,69,0,0,3003121664,"","",""
242,173,1,69,0,0,3053453312,"","",""
243,172,1,69,0,0,3036676096,"","",""
244,171,1,69,0,0,3019898880,"","",""
245,167,1,69,0,0,3053453312,"","",""
246,166,1,69,0,0,3036676096,"","",""
247,165,1,69,0,0,3019898880,"","",""
248,145,1,69,0,0,3053453312,"","",""
249,144,1,69,0,0,3036676096,"","",""
250,143,1,69,0,0,3036676096,"","",""
251,142,1,69,0,0,3019898880,"","",""
252,141,1,69,0,0,3003121664,"","",""
253,177,1,69,0,0,3070230528,"","",""
254,101,1,69,0,0,3053453312,"","",""
255,100,1,69,0,0,3053453312,"","",""
256,99,1,69,0,0,3036676096,"","",""
257,98,1,69,0,0,3036676096,"","",""
258,97,1,69,0,0,3019898880,"","",""
259,96,1,69,0,0,3019898880,"","",""
260,95,1,69,0,0,3003121664,"","",""
261,149,1,69,0,0,3053453312,"","",""
262,148,1,69,0,0,3036676096,"","",""
263,147,1,69,0,0,3019898880,"","",""
264,146,1,69,0,0,3003121664,"","",""
265,113,1,69,0,0,3053453312,"","",""
266,112,1,69,0,0,3053453312,"","",""
267,111,1,69,0,0,3036676096,"","",""
268,110,1,69,0,0,3036676096,"","",""
269,109,1,69,0,0,3019898880,"","",""
270,108,1,69,0,0,3003121664,"","",""
271,9635,1,69,0,0,3019898880,"","",""
272,10088,1,69,0,0,3053453312,"","",""
273,10090,1,69,0,0,3053453312,"","",""
274,310,1,69,0,0,3070230528,"","",""
275,309,1,69,0,0,3053453312,"","",""
276,308,1,69,0,0,3036676096,"","",""
277,307,1,69,0,0,3019898880,"","",""
278,306,1,69,0,0,3070230528,"","",""
279,305,1,69,0,0,3053453312,"","",""
280,304,1,69,0,0,3036676096,"","",""
281,303,1,69,0,0,3019898880,"","",""
282,10089,1,69,0,0,3053453312,"","",""
283,218,1,69,0,0,3070230528,"","",""
284,5,1,69,0,0,3070230528,"","",""
285,260,1,69,0,0,3036676096,"","",""
286,254,1,69,0,0,3036676096,"","",""
287,258,1,69,0,0,3036676096,"","",""
288,266,1,69,0,0,3053453312,"","",""
289,264,1,69,0,0,3036676096,"","",""
290,256,1,69,0,0,3053453312,"","",""
291,245,1,69,0,0,3036676096,"","",""
292,262,1,69,0,0,3070230528,"","",""
293,255,1,69,0,0,3053453312,"","",""
294,253,1,69,0,0,3036676096,"","",""
295,265,1,69,0,0,3053453312,"","",""
296,244,1,69,0,0,3036676096,"","",""
297,247,1,69,0,0,3036676096,"","",""
298,259,1,69,0,0,3070230528,"","",""
299,242,1,69,0,0,3036676096,"","",""
300,257,1,69,0,0,3036676096,"","",""
301,250,1,69,0,0,3036676096,"","",""
302,248,1,69,0,0,3036676096,"","",""
303,263,1,69,0,0,3036676096,"","",""
304,243,1,69,0,0,3036676096,"","",""
305,246,1,69,0,0,3036676096,"","",""
306,251,1,69,0,0,3036676096,"","",""
307,249,1,69,0,0,3036676096,"","",""
308,252,1,69,0,0,3036676096,"","",""
309,261,1,69,0,0,3036676096,"","",""
310,33,1,69,0,0,3036676096,"","",""
311,12,1,69,0,0,3019898880,"","",""
312,311,1,69,0,0,3070230528,"","",""
313,195,1,69,0,0,3036676096,"","",""
314,194,1,69,0,0,3036676096,"","",""
315,192,1,69,0,0,3036676096,"","",""
316,193,1,69,0,0,3053453312,"","",""
317,196,1,69,0,0,3070230528,"","",""
318,9,1,69,0,0,3036676096,"","",""
319,4,1,69,0,0,3019898880,"","",""
320,53,1,69,0,0,3053453312,"","",""
321,51,1,69,0,0,3053453312,"","",""
322,56,1,69,0,0,3053453312,"","",""
323,68,1,69,0,0,3053453312,"","",""
324,63,1,69,0,0,3053453312,"","",""
325,65,1,69,0,0,3053453312,"","",""
326,58,1,69,0,0,3053453312,"","",""
327,72,1,69,0,0,3053453312,"","",""
328,55,1,69,0,0,3053453312,"","",""
329,69,1,69,0,0,3053453312,"","",""
330,70,1,69,0,0,3053453312,"","",""
331,73,1,69,0,0,3053453312,"","",""
332,59,1,69,0,0,3053453312,"","",""
333,67,1,69,0,0,3053453312,"","",""
334,52,1,69,0,0,3053453312,"","",""
335,62,1,69,0,0,3053453312,"","",""
336,64,1,69,0,0,3053453312,"","",""
337,61,1,69,0,0,3053453312,"","",""
338,66,1,69,0,0,3053453312,"","",""
339,50,1,69,0,0,3053453312,"","",""
340,60,1,69,0,0,3053453312,"","",""
341,71,1,69,0,0,3053453312,"","",""
342,54,1,69,0,0,3053453312,"","",""
343,57,1,69,0,0,3053453312,"","",""
344,13,1,69,0,0,3053453312,"","",""
345,15,1,69,0,0,3003121664,"","",""
346,299,1,69,0,0,3070230528,"","",""
347,9349,1,69,0,0,3070230528,"","",""
348,9348,1,69,0,0,3070230528,"","",""
349,9346,1,69,0,0,3070230528,"","",""
350,9347,1,69,0,0,3070230528,"","",""
351,9345,1,69,0,0,3070230528,"","",""
352,10158,1,69,0,0,3053453312,"","",""
353,10159,1,69,0,0,3070230528,"","",""
354,10160,1,69,0,0,3053453312,"","",""
355,10161,1,69,0,0,3070230528,"","",""
