"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
31,2662,2,1126,[],[],9242,32,[],[],0,"",[],0,"","","",[],"Raise Burning Bones",58,[],0,0,[],[],[],[],[],""
32,2662,3,1264,[],[],9236,32,"[1820,612,357]","[20,50,-2400]",0,"",[],0,"","","",[],"Fire Storm",55,[],0,0,[],[],[],[],[],""
33,2662,4,1264,[2154],[3],9287,32,[],[],0,"",[],0,"","","",[],"Conflagration",0,[],-40,0,[],[],[],[],[],""
34,1148,0,344,[],[],9259,"",[],[],0,351,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
35,1151,0,344,[],[],9259,"",[],[],0,351,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
36,1154,0,344,[],[],9259,"",[],[],0,351,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
37,416,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
38,416,1,344,[1230],[20],6917,"",[],[],0,351,[7939],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
39,416,2,192,[],[],9252,"",[70],[-20],0,"","[6151,6163]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
40,416,3,192,[],[],9253,"",[70],[-40],0,"",[7988],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
41,424,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
42,424,1,344,[1230],[20],6917,"",[],[],0,351,[7939],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
43,424,2,192,[],[],9252,"",[70],[-20],0,"","[6151,6163]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
44,424,3,192,[],[],9253,"",[70],[-40],0,"",[7988],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphCloneStampede, TargetLocation );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
45,1142,0,344,[],[],9259,"",[],[],0,351,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
46,1144,0,344,[],[],9259,"",[],[],0,351,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
47,1146,0,344,[],[],9259,"",[],[],0,351,[],5,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
48,1054,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
49,1054,1,8986,[],[],9188,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],10,0,[],[],[],[],[],""
50,1054,2,8986,[],[],9190,"","[434,70]","[100,-30]",0,"",[896],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
51,429,0,351,[],[],9259,"",[],[],0,"",[],0,"","","",[3772],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
52,429,3,8985,[],[],9354,114,[],[],0,6195,[],0,"","","",[3772],"Screeching Cry",95,[],0,0,[],[],[],[],[],""
53,429,4,8985,[],[],9250,23,[],[],0,"",[4993],0,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisCastCausticGround, Self );\""",[3772],"Caustic Blast",67,[],0,0,[],[],[],[],[],""
54,886,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
55,495,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
56,915,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
57,1071,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
58,1071,1,8986,[],[],9188,"",[434],[100],0,"",[],0,"","","",[],"Crashing Wave",0,[],0,0,[],[],[],[],[],""
59,1071,2,8986,[],[],9190,"","[434,70]","[100,-30]",0,"",[896],0,"","","on_event_contact_for_GeometryAttack = \""TriggerSkill( MetamorphFreezingPulseNova, Ahead );\""",[],"Cleaving Frost",0,[],0,0,[],[],[],[],[],""
60,1071,3,8476,[],[],9355,20,[],[],0,"",[],0,"","","",[],"Frost Barrage",96,[],-40,0,[],[],[],[],[],""
61,1071,4,8476,[],[],9244,20,[318],[50],0,8477,[4994],0,"","","",[],"Frost Burst",98,[],0,0,[],[],[],[],[],""
62,641,0,344,[],[],9259,"",[],[],0,351,[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
63,641,2,344,[],[],9291,114,[],[],0,7940,[],0,"","","",[],"Ground Strike",99,[],0,0,[],[],[],[],[],""
64,485,0,351,[],[],9259,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],20,0,[],[],[],[],[],""
65,485,1,6156,[],[],9356,"",[],[],0,6196,[],0,"","","",[],"Sea Surge",97,[],0,0,[],[],[],[],[],""
66,485,3,8998,[],[],9248,22,[],[],0,"",[],0,"","","",[],"Geyser",65,[],0,0,[],[],[],[],[],""
67,485,4,2878,[],[],9244,23,[],[],0,3134,[],0,"","","",[],"Siren's Call",98,[],30,0,[],[],[],[],[],""
68,651,0,344,[],[],9259,"",[],[],0,351,[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
69,651,2,344,[],[],9291,114,[],[],0,7940,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
70,519,0,344,[],[],9196,"",[],[],0,351,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
71,519,1,344,[],[],9223,1,[],[],0,1610,[],0,"","","",[],"Skeletal Barrage",56,[],0,0,[],[],[],[],[],""
72,519,3,344,[],[],9227,1,[1211],[200],0,1610,[],0,"","","",[],"Hunter's Barrage",52,[],0,0,[],[],[],[],[],""
73,2697,0,344,[],[],9259,"",[],[],0,351,[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
74,2697,1,675,[],[],9215,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
75,2660,0,344,[],[],9259,"",[],[],0,351,[],2,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
76,2660,1,675,[],[],9215,40,[173],[4],0,"",[],2,"","","",[],"Rock Toss",49,[],70,0,[],[],[],[],[],""
77,2723,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
78,2723,2,2063,[],[],9245,21,"[175,6153,195]","[50,12,1]",0,"",[],0,"","","",[],"Fire Breath",62,[],40,0,[],[],[],[],[],""
79,215,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
80,215,1,695,[],[],9251,14,[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
81,215,4,695,[],[],9254,14,[],[],0,"","[9316,6205]",0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],"Leap Slam Quake",0,[],0,0,[],[],[],[],[],""
82,1546,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
83,1546,2,2313,[],[],9221,"",[],[],0,"",[],0,"","","",[],"Spew Blood",51,[],0,0,[],[],[],[],[],""
84,994,1,808,[],[],9216,20,[214],[2],0,"",[],0,"","","",[],"Spark",49,[],0,0,[],[],[],[],[],""
85,994,2,808,[],[],9217,20,"[1777,2119,2120,2121,1789]","[1,30,1000,360,50]",0,"",[],0,"","","",[],"Spark Nova",49,[],0,0,[],[],[],[],[],""
86,994,3,920,[],[],9250,"",[],[],0,8091,[],0,"","","",[],"Expanding Shocknova",67,[],0,0,[],[],[],[],[],""
87,994,4,920,[],[],9319,"",[357],[1500],0,8994,[],0,"","","",[],"Storm Blast",122,[],0,0,[],[],[],[],[],""
88,256,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
89,256,1,3,[],[],9196,20,[173],[4],0,"",[],0,"","","",[],"Fireball",0,[],0,0,[],[],[],[],[],""
90,256,2,1381,[],[],9249,"",[],[],0,"",[],0,"","","",[],"Molten Shell",66,[],0,0,[],[],[],[],[],""
91,256,3,3,[],[],9320,20,[],[],0,"",[],0,"","","",[],"Fire Blast",123,[],0,0,[],[],[],[],[],""
92,532,0,344,[],[],9196,"",[],[],0,351,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
93,532,1,1779,[],[],9197,"","[195,173]","[1,2]",0,"",[],0,"","","",[],"Burning Arrow",0,[],20,0,[],[],[],[],[],""
94,5259,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
95,5259,3,3798,[],[],9253,"",[],[],0,"",[9363],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6843,2501]",[],[],[],""
96,5261,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],-20,0,[],[],[],[],[],""
97,5261,3,344,[],[],9253,"",[],[],0,3798,[9363],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward",0,[],80,0,"[1,10]","[6843,2501]",[],[],[],""
98,516,2,1345,[],[],9225,1,[6818],[50],0,"",[],0,"","","",[],"Splitting Barrage",56,[],-40,0,[],[],[],[],[],""
99,516,4,1334,[],[],9265,53,[],[],0,"",[],0,"","","",[],"Storm of Arrows",71,[],-80,0,[],[],[],[],[],""
100,253,1,3311,[],[],9188,"",[],[],0,"",[],0,"","","",[],"Molten Strike",0,[],0,0,[],[],[],[],[],""
101,253,2,733,[],[],9211,"",[6343],[30],0,"",[4968],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( TheFaunCastGroundEffectLavaTemporary ); KillGroundEffectsOfType( Fire, 2, 3.0 );\""",[],"Lava Leap",0,[],0,0,[],[],[],[],[],""
102,253,3,9000,[],[],9199,"",[434],[100],0,"",[],0,"","","",[],"Volcanic Sunder",0,[],0,0,[],[],[],[],[],""
103,394,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
104,394,2,1912,[],[],9242,"",[],[],0,1134,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
105,394,3,1912,[],[],9355,20,[173],[2],0,9307,[],0,"","","",[],"Necrotic Barrage",96,[],-65,0,[],[],[],[],[],""
106,514,0,351,[],[],9259,"",[],[],0,"",[],0,"","","",[6010],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
107,514,1,869,[],[],9188,"",[],[],0,"",[],0,"","","",[6010],"Glacial Hammer",0,[],40,0,[],[],[],[],[],""
108,514,4,5487,[],[],9209,"",[173],[2],0,"",[],0,"","on_event_metafx_for_ThrownShieldProjectile = \""PlayEffect( ColdSurge1 );\""","",[6010],"Frosted Shield Toss",0,[],0,0,"[100,3000,100]","[2389,357,434]",[],[],[2397],""
109,539,0,344,[],[],9196,"",[],[],0,351,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
110,539,1,1715,[],[],9197,1,[173],[4],0,"",[],0,"","","",[],"Lightning Arrow",0,[],50,0,[],[],[],[],[],""
111,649,0,343,[],[],9259,"",[],[],0,"",[],6,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
112,649,2,343,[],[],9291,114,[],[],0,7940,[],0,"","","",[],"Ground Strike",99,[],70,0,[],[],[],[],[],""
113,1216,0,344,[],[],9259,"",[],[],0,351,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
114,1216,3,344,[],[],9203,114,[1211],[-50],0,9312,[9297],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3728],""
115,1218,0,344,[],[],9259,"",[],[],0,351,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
116,1218,3,344,[],[],9203,114,[1211],[-50],0,9312,[9297],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3728],""
117,1220,0,344,[],[],9259,"",[],[],0,351,[],1,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
118,1220,3,344,[],[],9203,114,[1211],[-50],0,9312,[9297],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam",0,[],50,50,[100],[434],[],[],[3728],""
119,142,1,2095,[],[],9197,"",[],[],0,"",[],0,"","","",[],"Hook",0,[],0,0,[],[],[],[],[],""
120,142,2,3465,[],[],9261,"",[],[],0,"",[],0,"","","",[],"Brute Slam",0,[],-50,0,[],[],[],[],[],""
121,142,3,7904,[],[],9262,51,[],[],0,"",[],0,"","","",[],"Enraged Slam",0,[],-10,0,[],[],[],[],[],""
122,142,4,3435,"[434,1211]","[50,50]",9265,13,[434],[-40],0,"",[],0,"","","",[],"Bed of Nails",71,[],0,0,[],[],[],[],[],""
123,398,0,351,[],[],9259,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
124,398,3,3038,[],[],9242,"",[],[],0,3039,[],0,"","","",[],"Call Cadavers",58,[],0,0,[],[],[],[],[],""
125,398,4,3038,[],[],9256,"",[],[],0,3616,[],0,"","","",[],"Vulnerability",0,[],0,0,[],[],[],[],[],""
126,403,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
127,403,2,1912,[],[],9242,"",[],[],0,1134,[],0,"","","",[],"Summon Skeletons",58,[],0,0,[],[],[],[],[],""
128,403,3,1020,[],[],9255,"",[1211],[-50],0,"",[9288],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],"Enfeebling Volatiles",0,[],0,0,"[5,3,0]","[883,2154,4769]",[],[],[],""
129,546,0,344,[],[],9196,"",[],[],0,351,[],0,"","","",[],"Bowshot",0,[],0,0,[],[],[],[],[],""
130,546,1,1698,[],[],9197,1,"[173,3812,1920]","[4,1,-33]",0,"",[],0,"","","",[],"Maiming Puncture",0,[],20,0,[],[],[],[],[],""
131,579,0,770,[],[],9216,20,[173],[4],0,"",[],0,"","","",[],"Projected Ice",49,[],50,0,[],[],[],[],[],""
132,579,1,770,[],[],9268,20,"[455,175,1789]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Frost Spray",124,[],40,0,[],[],[],[],[2397],""
133,579,4,770,[],[],9209,114,[1211],[-75],0,9312,[3815],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],"Frost Spheres",0,[],0,0,"[3000,-25,50]","[357,434,2477]",[],[],[2397],""
134,623,0,776,[],[],9216,20,[173],[4],0,"",[],0,"","","",[],"Projected Lightning",49,[],50,0,[],[],[],[],[],""
135,623,2,776,[],[],9198,20,"[1777,2119,2120,2121,175,659,1789]","[1,15,500,120,100,33,50]",0,"",[],0,"","on_event_metafx_for_SkeletonProjectileLightning = \""PlayEffect( LightningSurge1 );\""","",[],"Charged Nova",0,[],-20,0,"[3000,-75,60]",[],[],[],[2398],""
136,623,4,776,[],[],9208,114,[1211],[-75],0,9312,[3818],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerLightningBeacon );\""",[],"Lightning Beacons",0,[],0,0,"[3000,-25,60]","[357,434,2477]",[],[],[2398],""
137,677,0,343,[],[],9259,"",[],[],0,"",[],0,"","","",[12709],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
138,229,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
139,229,1,695,[],[],9251,"",[],[],0,"",[],0,"","","",[],"Leap Slam",0,[],0,0,[],[],[],[],[],""
140,267,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
141,267,1,783,[],[],9240,"",[],[],0,"",[],0,"","","",[],"Spark Nova",57,[],50,0,[],[],[],[],[],""
142,267,2,901,[],[],9249,"","[434,1846,357]","[50,1,4000]",0,"",[],0,"","","",[],"Shocking Nova",66,[],50,0,[],[],[],[],[],""
143,273,0,353,[],[],9259,"",[],[],0,"",[],0,"","","",[],"Fire Strike",0,[],0,0,[],[],[],[],[],""
144,273,3,1383,[],[],9207,"",[195],[1],0,"",[],0,"","","",[],"Molten Shell",0,[],0,0,[],[],[],[],[],""
145,273,4,3275,[214],[2],9209,"","[861,1211]","[5000,-66]",0,"",[],0,"","","",[],"Fireball Cascade",0,[],0,0,[],[],[],[],[],""
146,331,0,351,[],[],9259,"",[],[],0,"",[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
147,331,1,5477,[],[],9260,"",[611],[100],0,"",[],0,"","","",[],"Flame Slash",0,[],0,0,[],[],[],[],[],""
148,331,4,9005,[],[],9208,"",[],[],0,"",[],0,"","on_event_metafx_for_CastGroundEffect = \""PlayEffect( FlameSurge3 );\""","",[],"Scorched Earth",0,[],33,0,[],[],[],[],[2384],""
149,313,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
150,313,3,344,[],[],9281,24,"[1920,10855]","[-50,-15]",0,9363,[],0,"","","",[],"Flame Barrage",82,[],50,0,[],[],[],[],[],""
151,153,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
152,153,1,344,[],[],9223,114,[],[],0,9306,[],0,"","on_start_GeometryTrigger = \""PlayEffect( MetamorphosisSkillSurgeFast );\""","",[],"Ghostly Barrage",56,[],-20,0,[],[],[],[],[3729],""
153,425,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Bite",0,[],0,0,[],[],[],[],[],""
154,425,1,344,[1230],[20],6917,"",[],[],0,351,[7939],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggeredThrust, ContactPoint );\""",[],"Thrusting Strike",0,[],30,0,[],[],[],[],[],""
155,425,2,192,[],[],9252,"",[70],[-20],0,"","[6151,6163]",0,"","","on_event_footstep_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeFootstep );\""\r\non_event_contact_for_ShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeImpact );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
156,425,3,192,[],[],9253,"",[70],[-40],0,"",[7987],0,"","","on_start_ShieldCharge = \""TriggerSkill( MetamorphRhoaStampede );\""",[],"Charge Forward",0,[],0,0,[],[],[],[],[],""
157,509,0,343,[],[],9259,"",[],[],0,"",[],0,"","","",[9022],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
158,509,1,2536,[],[],9197,"",[173],[4],0,"",[],0,"","","",[9022],"Spectral Weapon",0,[],30,0,[],[],[],[],[],""
159,509,4,2842,[],[],9276,"","[357,617]","[4000,-33]",0,"",[],0,"","","",[9022],"Spectral Swarm",78,[],0,0,[],[],[],[],[],""
160,906,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
161,1045,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
162,1045,3,557,[],[],9243,"",[434],[50],0,"",[],0,"","","",[],"Flash Freeze",58,[],50,0,[],[],[],[],[],""
163,1045,4,557,[],[],9285,114,"[883,2154,4769]","[12,1,0]",0,9288,[9297],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Frost Volatiles",129,[],0,-66,[200],[3881],[],[],[2397],""
164,167,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
165,167,2,1354,[],[],9190,"","[214,70,634]","[2,160,-50]",0,"",[],0,"","","",[],"Flicker Strike",0,[],60,0,[],[],[],[],[],""
166,494,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[3936],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
167,494,4,344,[],[],9256,"",[1211],[-50],0,3616,[],0,"","","",[3936],"Vulnerability",0,[],0,0,[],[],[],[],[],""
168,887,0,344,[],[],9259,"",[],[],0,351,[],0,"","","",[],"Lunging Strike",0,[],0,0,[],[],[],[],[],""
169,1042,1,8986,[],[],9258,"",[434],[100],0,"",[],0,"","","",[4701],"Crashing Wave",68,[],0,0,[],[],[],[],[],""
170,1042,2,78,[],[],9271,"",[434],[50],0,80,[],0,"","","",[4701],"Water Nova",74,[],0,0,[],[],[],[],[],""
171,1042,3,9007,[],[],9273,"",[],[],0,"",[],0,"","","",[4701],"Call from the Deep",76,[],0,0,[],[],[],[],[],""
