"rownum","Projectile","Variant","[rid]","i32","rid"
138,"lightning_arrow",1,[66],3,""
139,"lightning_arrow",2,[68],3,""
140,"lightning_arrow",3,[1189],3,""
141,"tornado_shot_bow_primary",0,[107],3,""
142,"tornado_shot_bow_primary",1,[232],3,""
143,"tornado_shot_bow_primary",2,[354],3,""
144,"tornado_shot_bow_primary",3,[1156],3,""
145,"tornado_shot_bow_primary",4,[1177],3,""
146,"tornado_shot_bow_secondary",0,[113],3,""
147,"tornado_shot_bow_secondary",1,[231],3,""
148,"tornado_shot_bow_secondary",2,[353],3,""
149,"tornado_shot_bow_secondary",3,[1155],3,""
150,"tornado_shot_bow_secondary",4,[1176],3,""
151,"tornado_shot_wand_primary",0,[108],3,""
152,"tornado_shot_wand_primary",1,[108],3,""
153,"tornado_shot_wand_primary",2,[108],3,""
154,"tornado_shot_wand_primary",3,[108],3,""
155,"tornado_shot_wand_primary",4,[108],3,""
156,"tornado_shot_wand_secondary",0,[114],3,""
157,"tornado_shot_wand_secondary",1,[114],3,""
158,"tornado_shot_wand_secondary",2,[114],3,""
159,"tornado_shot_wand_secondary",3,[114],3,""
160,"fireball",0,[0],3,""
161,"fireball",1,[2],3,""
162,"fireball",2,[1],3,""
163,"fireball",3,[3],3,""
164,"fireball",4,[4],3,""
165,"fireball",5,[5],3,""
166,"fireball",6,[227],3,""
167,"fireball",7,[282],3,""
168,"fireball",8,[292],3,""
169,"fireball",9,[305],3,""
170,"fireball",10,[339],3,""
171,"fireball",11,[340],3,""
172,"fireball",12,[355],3,""
173,"fireball",13,[446],3,""
174,"fireball",14,[449],3,""
175,"fireball",15,[450],3,""
176,"fireball",16,[454],3,""
177,"fireball",17,[496],3,""
178,"fireball",18,[497],3,""
179,"fireball",19,[735],3,""
180,"fireball",20,[753],3,""
181,"fireball",21,[755],3,""
182,"fireball",22,[6],3,""
183,"fireball",23,[1125],3,""
184,"fireball",24,[1157],3,""
185,"fireball",25,[1160],3,""
186,"fireball",26,[1161],3,""
187,"fireball",27,[1187],3,""
188,"ice_shot",0,[69],3,""
189,"ice_shot",1,[70],3,""
190,"ice_shot",2,[71],3,""
191,"ice_shot",3,[72],3,""
192,"ice_shot",4,[1158],3,""
193,"explosive_arrow",0,[65],3,""
194,"explosive_arrow",1,[821],3,""
195,"explosive_arrow",2,[964],3,""
196,"explosive_arrow",3,[1182],3,""
197,"explosive_arrow",4,[1188],3,""
198,"ice_spear",0,[22],3,""
199,"ice_spear",1,[110],3,""
200,"ice_spear",2,[23],3,""
201,"ice_spear",3,[601],3,""
202,"ice_spear",4,[654],3,""
203,"ice_spear",5,[663],3,""
204,"ice_spear",6,[754],3,""
205,"ice_spear",7,[819],3,""
206,"ice_spear",8,[1191],3,""
207,"ball_lightning",0,[103],3,""
208,"ball_lightning",1,[77],3,""
209,"ball_lightning",2,[155],3,""
210,"ball_lightning",3,[281],3,""
211,"ball_lightning",4,[369],3,""
212,"ball_lightning",5,[650],3,""
213,"ball_lightning",6,[776],3,""
214,"ball_lightning",7,[650],3,""
215,"ball_lightning",8,[911],3,""
216,"ball_lightning",9,[935],3,""
217,"ball_lightning",10,[973],3,""
218,"monster_soulrend",0,[653],3,""
219,"monster_soulrend",1,[706],3,""
220,"cobra_lash_projectile_default",0,[732],3,""
221,"cobra_lash_projectile_default",1,[1192],3,""
222,"cobra_lash_projectile_claw",0,[743],3,""
223,"cobra_lash_projectile_claw",1,[1193],3,""
224,"venom_gyre_projectile_default",0,[744],3,""
225,"venom_gyre_projectile_default",1,[1194],3,""
226,"venom_gyre_projectile_released",0,[751],3,""
227,"volcanic_slam",0,[1220],3,""
228,"volcanic_slam_lite",0,[1225],3,""
229,"venom_gyre_projectile_released",1,[1195],3,""
230,"caustic_arrow",0,[62],3,""
231,"caustic_arrow",1,[204],3,""
232,"caustic_arrow",2,"[206,207]",3,""
233,"caustic_arrow",3,[948],3,""
234,"caustic_arrow",4,[1196],3,""
235,"caustic_arrow",5,[205],3,""
236,"kinetic_blast",0,[61],3,""
237,"kinetic_blast",1,[448],3,""
238,"kinetic_blast",2,[1197],3,""
239,"caustic_arrow_vaal",0,[1221],3,""
240,"caustic_arrow_vaal",1,[1222],3,""
241,"caustic_arrow_vaal",2,[1223],3,""
242,"caustic_arrow_vaal",3,[1221],3,""
243,"caustic_arrow_vaal",4,[1224],3,""
244,"caustic_arrow_vaal",5,[1222],3,""
245,"vaal_lightning_arrow",0,[1226],3,""
246,"vaal_lightning_arrow",1,[1227],3,""
247,"vaal_lightning_arrow",3,[1228],3,""
248,"split_arrow",0,[201],3,""
249,"split_arrow",1,[198],3,""
250,"split_arrow",2,[199],3,""
251,"split_arrow",3,[200],3,""
252,"vaal_split_arrow",0,[1231],3,""
253,"arctic_breath",0,[49],3,""
254,"arctic_breath",1,[190],3,""
255,"arctic_breath",2,[324],3,""
256,"arctic_breath_skull",0,[50],3,""
257,"arctic_breath_skull",1,[191],3,""
258,"arctic_breath_skull",2,[325],3,""
259,"arctic_breath_skull",3,[1234],3,""
260,"arctic_breath_lesser",0,[51],3,""
261,"arctic_breath_grenade",0,[858],3,""
