"rownum","string","MapStatConditionsKeys","StatsKeys","AchievementItemsKeys","MapTierAchievementsKeys","bool","WorldAreasKeys","[rid]"
50,"UniqueMap_WhakawairuaTuahu",[],[],"[8168,8365,8815,9007,9402]",[],1,"[973,882,804,1114]",[]
51,"UniqueMap_VinktarSquare",[],[],"[4222,8169,8366,8816,9008,9403]",[],1,"[1012,921,1168]",[]
52,"UniqueMap_VaultsOfAtziri",[],[],"[8159,8356,8806,8998,9393]",[],1,"[949,856,779,1164]",[]
53,"UniqueMap_PutridCloister",[],[],"[8171,8368,8818,9010,9405]",[],1,"[951,1187]",[]
54,"UniqueMap_PoorjoysAsylum",[],[],"[8163,8360,8810,9002,9397]",[],1,"[1008,879,801,1184]",[]
55,"UniqueMap_PerandusManor",[],[],[8175],[],1,"[1020,910,1116]",[]
56,"UniqueMap_OlmecsSanctum",[],[],"[8166,8363,8813,9005,9400]",[],1,"[980,887,820,1154]",[]
57,"UniqueMap_ObasCursedTrove",[],[],"[8165,8362,8812,9004,9399]",[],1,"[1024,889,809,1220]",[]
58,"UniqueMap_MaoKun",[],[],"[8164,8361,8811,9003,9398]",[],1,"[1006,858,781,1171]",[]
59,"UniqueMap_MaelstromOfChaos",[],[],"[8160,8357,8807,8999,9394]",[],1,"[991,849,772,1142]",[]
60,"UniqueMap_HallowedGround",[],[],"[8172,8369,8819,9011,9406]",[],1,"[933,1144]",[]
61,"UniqueMap_DeathAndTaxes",[],[],"[8167,8364,8814,9006,9401]",[],1,"[1030,905,824,1222]",[]
62,"UniqueMap_CowardsTrial",[],[],"[8161,8358,8808,9000,9395]",[],1,"[998,837,759,1198]",[]
63,"UniqueMap_CaerBlaidd",[],[],"[8170,8367,8817,9009,9404]",[],1,"[1017,872,1156]",[]
64,"UniqueMap_ActonsNightmare",[],[],"[8162,8359,8809,9001,9396]",[],1,"[1002,864,788,1215]",[]
65,"UniqueMap_DoryanisMachinarium",[],[],"[8176,8372,8822,9014,9409]",[],1,[1126],[]
66,"UniqueMap_TwilightTemple",[],[],"[8173,8370,8820,9012,9407]",[],1,[1176],[]
67,"UniqueMap_PillarsOfArun",[],[],"[8174,8371,8821,9013,9408]",[],1,[1152],[]
68,"VaalTemple",[],[],[],[],1,"[1060,928,835,1250]",[]
69,"TwinnedCaldera",[3],[],[],[],1,"[1050,931,1224]",[]
70,"TwinnedColosseum",[3],[],[],[],1,"[1051,932,1233]",[]
71,"TwinnedCore",[3],[],[],[],1,"[1052,930,1232]",[]
72,"TwinnedMalformation",[3],[],[],[],1,"[1013,903,1227]",[]
73,"TwinnedMaze",[3],[],[],[],1,"[1044,927,819,1125]",[]
74,"TwinnedMuseum",[3],[],[],[],1,"[999,861,784,1186]",[]
75,"TwinnedNecropolis",[3],[],[],[],1,"[1029,904,823,1221]",[]
76,"TwinnedPalace",[3],[],[],[],1,"[1046,924,833,1239]",[]
77,"TwinnedPark",[3],[],[],[],1,[1226],[]
78,"TwinnedPhantasmagoria",[3],[],[],[],1,"[955,870,1136]",[]
79,"TwinnedPlaza",[3],[],[],[],1,"[1040,929,1237]",[]
80,"TwinnedScriptorium",[3],[],[],[],1,"[1041,1188]",[]
81,"TwinnedShrine",[3],[],[],[],1,"[1047,925,831,1229]",[]
82,"TwinnedTortureChamber",[3],[],[],[],1,"[1023,888,808,1219]",[]
83,"TwinnedWasteland",[3],[],[],[],1,"[1026,919,1193]",[]
84,"TwinnedAcademy",[3],[],[],[],1,"[950,913,829,1137]",[]
85,"TwinnedCarcass",[3],[],[],[],1,[1244],[]
86,"TwinnedTribunal",[3],[],[],[],1,[1146],[]
87,"TwinnedBoneCrypt",[3],[],[],[],1,"[979,886,785,1153]",[]
88,"TwinnedSepulchre",[3],[],[],[],1,[1177],[]
89,"TwinnedLair",[3],[],[],[],1,"[1036,1202]",[]
90,"TwinnedOvergrownShrine",[3],[],[],[],1,"[1001,863,787,1214]",[]
91,"TwinnedArsenal",[3],[],[],[],1,"[1010,918,769,1230]",[]
92,"TwinnedAcidLakes",[3],[],[],[],1,"[952,1234]",[]
93,"TwinnedCrimsonTemple",[3],[],[],[],1,[1236],[]
94,"TwinnedLookout",[3],[],[],[],1,[1090],[]
95,"TwinnedStrand",[3],[],[],[],1,"[972,881,803,1113]",[]
96,"TwinnedSpiderLair",[3],[],[],[],1,"[965,854,777,1131]",[]
97,"TwinnedJungleValley",[3],[],[],[],1,"[937,892,812,1135]",[]
98,"TwinnedVaalPyramid",[3],[],[],[],1,"[948,855,778,1163]",[]
99,"TwinnedOrchard",[3],[],[],[],1,"[1000,898,767,1199]",[]
100,"TwinnedSpiderForest",[3],[],[],[],1,"[971,867,791,1205]",[]
101,"TwinnedFactory",[3],[],[],[],1,"[939,1208]",[]
102,"TwinnedMesa",[3],[],[],[],1,"[961,1209]",[]
103,"TwinnedCastleRuins",[3],[],[],[],1,"[978,917,1216]",[]
104,"TwinnedMoonTemple",[3],[],[],[],1,[1175],[]
105,"TwinnedDarkForest",[3],[],[],[],1,"[1053,896,816,1235]",[]
106,"TwinnedTemple",[3],[],[],[],1,"[1007,878,800,1183]",[]
107,"TwinnedShipyard",[3],[],[],[],1,"[1034,915,830,1190]",[]
108,"TwinnedCursedCrypt",[3],[],[],[],1,"[997,836,758,1197]",[]
109,"TwinnedPrimordialPool",[3],[],[],[],1,"[964,1204]",[]
110,"TwinnedPit",[3],[],[],[],1,"[962,841,1210]",[]
111,"TwinnedVilla",[3],[],[],[],1,"[956,877,799,1218]",[]
112,"TwinnedRacecourse_",[3],[],[],[],1,"[969,1223]",[]
113,"TwinnedGhetto",[3],[],[],[],1,"[940,853,776,1225]",[]
114,"TwinnedCitySquare",[3],[],[],[],1,[1110],[]
115,"TwinnedPeninsula",[3],[],[8009],[],1,"[959,897,817,1105]",[]
116,"TwinnedVolcano",[3],[],[],[],1,"[1049,908,1119]",[]
117,"TwinnedArena",[3],[],[],[],1,"[986,862,1185]",[]
118,"TwinnedPort",[3],[],[],[],1,"[1014,1106]",[]
119,"TwinnedPrecinct",[3],[],[],[],1,"[1022,912,828,1194]",[]
120,"TwinnedPlateau",[3],[],[],[],1,"[1031,906,825,1180]",[]
121,"TwinnedCanyon",[3],[],[],[],1,"[967,895,815,1121]",[]
122,"TwinnedCourthouse",[3],[],[],[],1,[1112],[]
123,"TwinnedBurialChambers",[3],[],[8196],[],1,"[958,1107]",[]
124,"T10HellscapeMaps",[61],[],[8391],[],1,[0],[]
125,"AoEMinotaur",[62],[],[8384],[],1,"[1058,1248]",[]
126,"MinusMaxPhoenix",[63],[],[8385],[],1,"[1057,1247]",[]
127,"FleetChimera","[65,66,67]",[],[8386],[],1,"[1055,1245]",[]
128,"MultiProjHydra",[64],[],[8387],[],1,"[1056,1246]",[]
129,"SynthesisUniqueMapCortex",[],[],[8413],[],1,[453],[]
130,"SynthesisUniqueMapMemory1",[],[],[8413],[],1,[454],[]
131,"SynthesisUniqueMapMemory2",[],[],[8413],[],1,[455],[]
132,"SynthesisUniqueMapMemory3",[],[],[8413],[],1,[456],[]
133,"SynthesisUniqueMapMemory4",[],[],[8413],[],1,[457],[]
134,"MapWith4SextantMods",[68],[],[8645],[],1,[0],[]
135,"TangleInfluenceMap",[69],[],[8528],[],1,[0],[]
136,"CleansingFireInfluenceMap",[70],[],[8526],[],1,[0],[]
137,"WrithingInvitation5ModsHeightOfHubris","[7,71]",[],[8792],[],1,[1284],[]
138,"ScreamingInvitation5ModsHeightOfHubris","[7,71]",[],[8793],[],1,[1287],[]
139,"PolaricInvitation5ModsHeightOfHubris","[7,71]",[],[8794],[],1,[1285],[]
140,"IncandescentInvitation5ModsHeightOfHubris","[7,71]",[],[8795],[],1,[1286],[]
141,"EaterOfWorldsWith70PercentBossAoE",[72],[],[8858],[],1,[1287],[]
142,"5ModBlightRavagedMap","[7,60,73,5]",[],[8948],[],1,[0],[]
143,"MapExplicitModGrind",[],[4490],[9047],[],1,[0],[]
144,"T168ModMap","[8,20,1]",[],[9077],[],1,[0],[]
145,"FinalTier14PlusAbyssMemoryLineMap","[76,77,79]",[],[9044],[],1,[0],[]
146,"FinalTier14PlusAmbushMemoryLineMap","[76,77,80]",[],[9039],[],1,[0],[]
147,"FinalTier14PlusAnarchyMemoryLineMap","[76,77,81]",[],[],[],1,[0],[]
148,"FinalTier14PlusBestiaryMemoryLineMap","[76,77,82]",[],[],[],1,[0],[]
149,"FinalTier14PlusBetrayalMemoryLineMap","[76,77,83]",[],[],[],1,[0],[]
150,"FinalTier14PlusBlightMemoryLineMap","[76,77,84]",[],[],[],1,[0],[]
151,"FinalTier14PlusBreachMemoryLineMap","[76,77,85]",[],[9042],[],1,[0],[]
152,"FinalTier14PlusDeliriumMemoryLineMap","[76,77,86]",[],[],[],1,[0],[]
153,"FinalTier14PlusDominationMemoryLineMap","[76,77,87]",[],[],[],1,[0],[]
154,"FinalTier14PlusEssenceMemoryLineMap","[76,77,88]",[],[9035],[],1,[0],[]
155,"FinalTier14PlusExpeditionMemoryLineMap","[76,77,89]",[],[],[],1,[0],[]
156,"FinalTier14PlusHarvestMemoryLineMap","[76,77,90]",[],[9037],[],1,[0],[]
157,"FinalTier14PlusHeistMemoryLineMap","[76,77,91]",[],[],[],1,[0],[]
158,"FinalTier14PlusIncursionMemoryLineMap","[76,77,92]",[],[9040],[],1,[0],[]
159,"FinalTier14PlusLegionMemoryLineMap","[76,77,93]",[],[],[],1,[0],[]
160,"FinalTier14PlusMetamorphMemoryLineMap","[76,77,94]",[],[],[],1,[0],[]
161,"FinalTier14PlusRitualMemoryLineMap","[76,77,95]",[],[],[],1,[0],[]
162,"FinalTier14PlusTormentMemoryLineMap","[76,77,96]",[],[9043],[],1,[0],[]
163,"FinalTier14PlusHarbingerMemoryLineMap","[76,77,97]",[],[9045],[],1,[0],[]
164,"Tier16AbyssMemoryLineMap","[20,79]",[],[9104],[],1,[0],[]
165,"Tier16AmbushMemoryLineMap","[20,80]",[],[9104],[],1,[0],[]
166,"Tier16AnarchyMemoryLineMap","[20,81]",[],[9104],[],1,[0],[]
167,"Tier16BestiaryMemoryLineMap","[20,82]",[],[9104],[],1,[0],[]
168,"Tier16BetrayalMemoryLineMap","[20,83]",[],[9104],[],1,[0],[]
169,"Tier16BlightMemoryLineMap","[20,84]",[],[9104],[],1,[0],[]
170,"Tier16BreachMemoryLineMap","[20,85]",[],[9104],[],1,[0],[]
171,"Tier16DeliriumMemoryLineMap","[20,86]",[],[9104],[],1,[0],[]
172,"Tier16DominationMemoryLineMap","[20,87]",[],[9104],[],1,[0],[]
173,"Tier16EssenceMemoryLineMap","[20,88]",[],[9104],[],1,[0],[]
174,"Tier16ExpeditionMemoryLineMap","[20,89]",[],[9104],[],1,[0],[]
175,"Tier16HarvestMemoryLineMap","[20,90]",[],[9104],[],1,[0],[]
176,"Tier16HeistMemoryLineMap","[20,91]",[],[9104],[],1,[0],[]
177,"Tier16IncursionMemoryLineMap","[20,92]",[],[9104],[],1,[0],[]
178,"Tier16LegionMemoryLineMap","[20,93]",[],[9104],[],1,[0],[]
179,"Tier16MetamorphMemoryLineMap","[20,94]",[],[9104],[],1,[0],[]
180,"Tier16RitualMemoryLineMap","[20,95]",[],[9104],[],1,[0],[]
181,"Tier16TormentMemoryLineMap","[20,96]",[],[9104],[],1,[0],[]
182,"Tier16HarbingerMemoryLineMap","[20,97]",[],[9104],[],1,[0],[]
183,"MavenWitnessT14Plus8ModMaps","[8,1,73]",[],[9235],[],1,[0],[113]
184,"MemoryAtlas100QuantityT14Plus","[78,98,73]",[],[9229],[],1,[0],[]
185,"Tier15Beachhead",[19],[],[9164],[],1,"[1253,1252,1089,1088,1087,1254]",[]
186,"WrithingInvitation80Quantity",[99],[],[9241],[],1,[1284],[]
187,"ScreamingInvitation80Quantity",[99],[],[9242],[],1,[1287],[]
188,"PolaricInvitation80Quantity",[99],[],[9243],[],1,[1285],[]
189,"IncandescentInvitation80Quantity",[99],[],[9244],[],1,[1286],[]
190,"MapPackSizeGrind",[],[1022],[9436],[],1,[0],[]
191,"SextantStrongboxes","[20,99,100,101]",[],[9443],[],1,[0],[]
192,"SextantBosses","[20,99,102,103]",[],[9442],[],1,[0],[]
193,"SextantPacks","[20,99,104,105]",[],[9444],[],1,[0],[]
194,"SextantGhostShrines1","[20,99,106,109]",[],[9445],[],1,[0],[]
195,"SextantGhostShrines2","[20,99,106,110]",[],[9445],[],1,[0],[]
196,"SextantGhostShrines3","[20,99,107,109]",[],[9445],[],1,[0],[]
197,"SextantGhostShrines4","[20,99,107,110]",[],[9445],[],1,[0],[]
198,"SextantGhostShrines5","[20,99,108,109]",[],[9445],[],1,[0],[]
199,"SextantGhostShrines6","[20,99,108,110]",[],[9445],[],1,[0],[]
200,"MapScarabTiers",[],[18444],[9441],[],1,[0],[]
201,"AtlasKiracMap",[114],[],[9440],[],1,[0],[]
202,"AtlasNikoMap",[112],[],[9438],[],1,[0],[]
203,"AtlasAlvaMap",[111],[],[9437],[],1,[0],[]
204,"AtlasEinharMap",[113],[],[9439],[],1,[0],[]
