"rownum","Mod","Name","Visual","TextStyles","bool","bool"
20,7039,"Vampiric",21,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
21,7052,"Overcharged",22,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
22,7053,"Soul Conduit",23,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
23,7054,"Opulent",24,"[""outlinecolour:archnemesismodgoldenoutline"",""archnemesismodgolden""]","",""
24,7055,"Malediction",25,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
25,7056,"Consecrator",26,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
26,7057,"Frenzied",27,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
27,7058,"Heralding Minions",28,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
28,7059,"Empowering Minions",29,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
29,7031,"Assassin",30,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
30,7034,"Trickster",31,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
31,7040,"Necromancer",32,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
32,7050,"Rejuvenating",33,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
33,7060,"Executioner",34,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
34,7061,"Hexer",35,"[""outlinecolour:archnemesismodchaospurpleoutline"",""archnemesismodchaospurple""]","",""
35,7062,"Drought Bringer",36,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
36,7063,"Entangler",37,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
37,7064,"Temporal Bubble",38,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
38,7066,"Treant Horde",39,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
39,7067,"Frost Strider",40,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
40,7068,"Ice Prison",41,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
41,7069,"Soul Eater",42,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
42,7070,"Flame Strider",43,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
43,7071,"Corpse Detonator",44,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
44,7072,"Prismatic",45,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
45,7073,"Magma Barrier",46,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
46,7074,"Mirror Image",47,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
47,7075,"Storm Strider",48,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
48,7076,"Mana Siphoner",49,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
49,7077,"Corrupter",50,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
50,7078,"Benevolent Guardian",51,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
51,7079,"Crystal-skinned",52,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
52,7080,"Empowered Elements",53,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
53,7081,"Effigy",54,"[""outlinecolour:archnemesismodspecialoutline"",""archnemesismodspecial""]","",1
54,7083,"Lunaris-touched",55,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
55,7084,"Solaris-touched",56,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
56,7085,"Arakaali-touched",57,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
57,7086,"Brine King-touched",58,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
58,7087,"Tukohama-touched",59,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
59,7088,"Abberath-touched",60,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
60,7089,"Shakari-touched",61,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
61,7090,"Innocence-touched",62,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
62,7091,"Kitava-touched",63,"[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]",1,""
63,7095,"Bloodletter",15,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
64,7096,"Heralds of the Obelisk","","[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
65,7097,"Spirit Walkers","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
66,7098,"Union of Souls","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
67,7099,"Voidspawn of Abaxoth","","[""outlinecolour:archnemesismodgodoutline"",""archnemesismodgod""]","",""
68,7092,"Storm Herald",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
69,7093,"Final Gasp","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
70,7100,"Arcane Buffer",9,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
71,7101,"Prismatic",45,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
72,7102,"Deadeye",5,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
73,7103,"Hasted",4,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
74,7104,"Bonebreaker",13,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
75,7094,"Splinterer","","[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
76,7107,"Permafrost",3,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
77,7105,"Toxic",0,"[""outlinecolour:archnemesismodchaosgreenoutline"",""archnemesismodchaosgreen""]","",""
78,7106,"Incendiary",8,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
79,7108,"Electrocuting",12,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
80,7110,"Consecrator",26,"[""outlinecolour:archnemesismodholyoutline"",""archnemesismodholy""]","",""
81,7111,"Flame Strider",43,"[""outlinecolour:archnemesismodfireoutline"",""archnemesismodfire""]","",""
82,7112,"Frost Strider",40,"[""outlinecolour:archnemesismodcoldoutline"",""archnemesismodcold""]","",""
83,7113,"Storm Strider",48,"[""outlinecolour:archnemesismodlightningoutline"",""archnemesismodlightning""]","",""
84,7114,"Corrupter",50,"[""outlinecolour:archnemesismodphysicalredoutline"",""archnemesismodphysicalred""]","",""
85,7109,"Sentinel",19,"[""outlinecolour:archnemesismodnormaloutline"",""archnemesismodnormal""]","",""
86,31495,"Overwhelms Physical Reduction",16,[],"",""
87,31496,"Extra Fire Damage and Exposure",7,[],"",""
88,31497,"Extra Cold Damage and Exposure",2,[],"",""
89,31498,"Extra Lightning Damage and Exposure",11,[],"",""
90,31499,"Extra Chaos Damage",1,[],"",""
91,31500,"Elemental Equilibrium and Random Elemental Damage",45,[],"",""
92,31501,"Physical Resistant",16,[],"",""
93,31502,"Fire and Ignite Resistant",7,[],"",""
94,31503,"Cold, Chill and Freeze Resistant",2,[],"",""
95,31504,"Lightning and Shock Resistant",11,[],"",""
96,31505,"Chaos and Wither Resistant",1,[],"",""
97,31506,"Evasive","",[],"",""
98,31507,"Fast Energy Shield Recharge","",[],"",""
99,31508,"Extra Life","",[],"",""
100,31509,"Accurate","",[],"",""
101,31510,"Extra Crits","",[],"",""
102,31511,"Life Regen","",[],"",""
103,31512,"Ignites",8,[],"",""
104,31513,"Shocks",12,[],"",""
105,31514,"Poisons",0,[],"",""
106,31515,"Bleeds",14,[],"",""
107,31516,"Chance to Freeze",3,[],"",""
108,31517,"Stuns",13,[],"",""
109,31518,"Increased Area of Effect",17,[],"",""
110,31519,"Hasted",4,[],"",""
111,31520,"Triple Actions",10,[],"",""
112,31521,"Extra Projectiles","",[],"",""
113,31522,"Leeches Life",21,[],"",""
114,31523,"Life Cannot Be Leeched",21,[],"",""
115,31524,"Gains Random Charges",22,[],"",""
116,31525,"Endurance Charge when Hit","",[],"",""
117,31526,"Frenzy Charge on Hit","",[],"",""
118,31527,"Power Charge on Cast","",[],"",""
119,31528,"Cannot be Slowed",20,[],"",""
120,31529,"Cannot be Stunned",20,[],"",""
121,31530,"Periodically Enrages",27,[],"",""
122,31531,"Always Crits","",[],"",""
123,31532,"Blinds","",[],"",""
124,31533,"Crit Resistant","",[],"",""
125,31534,"Hexproof","",[],"",""
126,31535,"Chaining",5,[],"",""
127,31536,"Far Shot",5,[],"",""
128,31537,"Extra Damage to Injured Foes",34,[],"",""
129,31538,"Charge Removal","",[],"",""
130,31539,"Inflicts Corrupted Blood",50,[],"",""
131,31540,"Spell Resistant","",[],"",""
132,31541,"Blocks Attacks","",[],"",""
133,31542,"Reflects Certain Ailments","",[],"",""
134,31543,"Reflects Hexes","",[],"",""
135,31544,"Haste Aura","",[],"",""
136,31545,"Energy Shield Aura","",[],"",""
137,31546,"Applies Random Mark","",[],"",""
138,31547,"Precision Aura","",[],"",""
139,31548,"Minions Fire Explode on Death","",[],"",""
140,31549,"Minions Cold Explode on Death","",[],"",""
141,31550,"Minions Lightning Explode on Death","",[],"",""
142,31551,"Life Shared with Treant Minions",39,[],"",""
143,31552,"Inflicts Grasping Vines",37,[],"",""
144,31553,"Hinder Aura",25,[],"",""
145,31554,"Extra Physical Damage Aura","",[],"",""
146,31555,"Revives Nearby Allies on Death",23,[],"",""
147,31556,"Powerful Minions","",[],"",""
148,31557,"Constantly Revives Minions","",[],"",""
149,31558,"Summons Undead","",[],"",""
150,31559,"Heals Allies and Suppresses Foe Recovery",33,[],"",""
151,31560,"Prevents Recovery above 50%",34,[],"",""
152,31561,"Temporal Proximity Shield",38,[],"",""
153,31562,"Soul Eater",23,[],"",""
154,31563,"Siphons Mana and Deals Lightning Damage",49,[],"",""
155,31564,"Invulnerability Aura",51,[],"",""
156,31565,"Siphons Flask Charges",36,[],"",""
157,31566,"Gain a Mod on Minion Death","",[],"",""
158,31567,"Shocked Ground on Death",12,[],"",""
159,31568,"Burning Ground on Death",8,[],"",""
160,31569,"Chilled Ground on Death",3,[],"",""
161,31570,"Consecrated Ground",26,[],"",""
162,31571,"Trail of Fire",43,[],"",""
163,31572,"Trail of Cold",40,[],"",""
164,31573,"Trail of Lightning",48,[],"",""
165,31574,"Energy Shield Explodes",9,[],"",""
166,31575,"Inferno Bolt when Hit","",[],"",""
167,31576,"Snow Bolt when Hit","",[],"",""
168,31577,"Lightning Mirage when Hit","",[],"",""
169,31578,"Ice Prison",41,[],"",""
170,31579,"Caustic Orb on Death",0,[],"",""
171,31580,"Ambushes",30,[],"",""
172,31581,"Curses",35,[],"",""
173,31582,"Mirror Images",47,[],"",""
174,31583,"Fires Mortars",6,[],"",""
175,31584,"Explodes Corpses",44,[],"",""
176,31585,"Molten Shell",46,[],"",""
177,31586,"Exploding Orbs",46,[],"",""
178,31587,"Lightning Storm",12,[],"",""
179,31588,"Exploding Crystals when Hit",52,[],"",""
180,31589,"Lightning Totem Minions",28,[],"",""
181,31590,"Temporarily Revives","",[],"",""
182,31591,"Enrages as Life Lost",18,[],"",""
183,31592,"Cycling Damage Reduction",53,[],"",""
184,31593,"Creates Voodoo Doll",54,[],"",""
185,31594,"Creates Frost Walls and Flees",31,[],"",""
186,31595,"Lunaris-touched",55,[],1,""
187,31596,"Solaris-touched",56,[],1,""
188,31597,"Arakaali-touched",57,[],1,""
189,31598,"Brine King-touched",58,[],1,""
190,31599,"Tukohama-touched",59,[],1,""
191,31600,"Abberath-touched",60,[],1,""
192,31601,"Shakari-touched",61,[],1,""
193,31602,"Innocence-touched",62,[],1,""
194,31603,"Kitava-touched",63,[],1,""
195,31604,"Spirit Walkers","",[],"",""
196,31605,"Empowers Allies",29,[],"",""
