"rownum","Id","EPKFile","i32","i32","i32","PreloadGroups","bool","PlayerOnly_EPKFile","bool"
14,"QuickGuardFadeOutStygian","Metadata/Effects/Microtransactions/Spells/StygianSteelskin/Steel_Skin_Fade.epk",500,0,4,[],1,"",""
15,"BoneArmourFadeOut","Metadata/Effects/Spells/maneuver_mechanics/BoneArmour_Fade.epk",500,0,4,[],1,"",""
16,"DoubleSlashMaxStages","Metadata/Effects/Spells/lacerate/charge_MAX.epk",1000,0,4,[],1,"",""
17,"PhysicalDamageAuraFadeOut","Metadata/Effects/Spells/player_auras/physical_damage/enemy_affected_fadeout.epk",2100,0,4,[],1,"",""
18,"BoneArmourHitBlock","Metadata/Effects/Spells/maneuver_mechanics/BoneArmour_Hit.epk",500,100,4,[],"","",""
19,"QuickGuardHitBlock","Metadata/Effects/Spells/maneuver_mechanics/Iron_Skin_Hit.epk",500,100,4,[],"","",""
20,"QuickGuardHitBlockStygian","Metadata/Effects/Microtransactions/Spells/StygianSteelskin/Steel_Skin_Hit.epk",500,100,4,[],"","",""
21,"IceDashWranglerWarpIn","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/nonplayer.epk",300,0,4,[],"","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/player.epk",""
22,"IceDashWranglerWarpOut","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/nonplayershadow.epk",1000,0,4,[],"","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/shadow.epk",""
23,"NewNewShieldChargeHitFlash","Metadata/Effects/Spells/shield_charge_003/shield_hit_flash.epk",250,0,4,[],1,"",""
24,"LegionEndlessInactive","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/inactive.epk",0,0,4,[48],"","",""
25,"LegionEndlessActive","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/active.epk",0,0,4,[48],"","",""
26,"LegionEndlessReviving","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/vanish.epk",0,0,4,[48],"","",""
27,"LegionEndlessRevived","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/revival.epk",0,0,4,[48],"","",""
28,"BlitzChargeMaxCharges","Metadata/Effects/Spells/ascendancy_classes/berserker/blitz/blitz_01.epk",0,0,2,[],"","",""
29,"BlockedHitParry","Metadata/Effects/Spells/weapon_hit_fx/parry_EPK.epk",200,0,3,[],"","",""
30,"LegionEndlessControlZone","Metadata/Effects/Spells/monsters_effects/League_Legion/endgame/counter.epk",2500,250,4,[48],"","",""
31,"BloodStanceBegin","Metadata/Effects/Spells/blood_sand_stance/blood_stance_begin.epk",1000,250,4,[],1,"",""
32,"SandStanceBegin","Metadata/Effects/Spells/blood_sand_stance/sand_stance_begin.epk",800,200,4,[],1,"",""
33,"NewNewShieldChargeKitavaHitFlash","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/shield_hit_flash.epk",250,0,4,[],1,"",""
34,"ArcCelestialHit","Metadata/Effects/Microtransactions/Spells/arc/celestial/enemy_hit.epk",500,250,4,[],1,"",""
35,"ArcCelestialLuckyStart","Metadata/Effects/Microtransactions/Spells/arc/celestial/vaal_buff_begin.epk",500,0,4,[],1,"",""
36,"IncubatorCompletionEPK","Metadata/Effects/Spells/Incubator/create_item/ping.epk",500,0,3,[],1,"",""
37,"SlitherFirstWither","Metadata/Effects/Spells/slither/slither_wither.epk",2500,0,4,[],1,"",""
38,"ElusiveFadeOut","Metadata/Effects/Spells/slither/elusive_off.epk",1000,0,3,[],"","",""
39,"CobraLashCrit","Metadata/Effects/Spells/cobra_lash/enemy_crit_hit.epk",2500,0,4,[],1,"",""
40,"ElusiveEffect","Metadata/Effects/Spells/slither/elusive.epk",0,0,3,[],"","",""
41,"LeapSlamCelestialWarpOut","Metadata/Effects/Microtransactions/Spells/leapslam/celestial/warp_out.epk",250,0,4,[],1,"",""
42,"LeapSlamCelestialWarpIn","Metadata/Effects/Microtransactions/Spells/leapslam/celestial/warp_in.epk",250,0,4,[],1,"",""
43,"NecromancerPlaguebringerStart","Metadata/Effects/Spells/ascendancy_classes/necromancer/allies_buff/allies_buff_start.epk",500,0,2,[],"","",""
44,"CelestialBloodStanceBegin","Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_stance_begin.epk",1000,0,4,[],"","",""
45,"CelestialSandStanceBegin","Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_stance_begin.epk",1000,0,4,[],"","",""
46,"BurningMinionsSupportStart","Metadata/Effects/Spells/minion_burn/startburn.epk",1000,0,4,[],"","",""
47,"MambaStrikeApply","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply.epk",750,0,4,[],"","",""
48,"MambaStrikeApplyLarge","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply_large.epk",750,0,4,[],"","",""
49,"MambaStrikeApplyLargest","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply_largest.epk",750,0,4,[],"","",""
50,"MambaStrikeNovaAffected","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected.epk",750,0,4,[],"","",""
51,"MambaStrikeNovaAffectedLarge","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected_large.epk",750,0,4,[],"","",""
52,"MambaStrikeNovaAffectedLargest","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected_largest.epk",750,0,4,[],"","",""
53,"MambaStrikeNovaPoisonFadeout","Metadata/Effects/Spells/mamba_strike/mamba_nova_poison_FADEOUT.epk",1000,0,4,[],"","",""
54,"QuickDodgeDash","Metadata/Effects/Spells/maneuver_mechanics/Dash.epk",0,0,4,[],"","",""
55,"QuickDodgeDashWild","Metadata/Effects/Microtransactions/Spells/quick_dodge/frontier_wild/player.epk",0,0,4,[],"","",""
56,"QuickDodgeDashMonster","Metadata/Effects/Spells/maneuver_mechanics/MonsterDash.epk",0,0,4,[],"","",""
57,"QuickDodgeAfterImage","Metadata/Effects/Spells/maneuver_mechanics/AfterImage.epk",0,0,4,[],"","",""
58,"QuickDodgeAfterImageWild","Metadata/Effects/Microtransactions/Spells/quick_dodge/frontier_wild/shadows.epk",0,0,4,[],"","",""
59,"QuickDodgeAfterImageMonster","Metadata/Effects/Spells/maneuver_mechanics/AfterImage_Skeleton.epk",0,0,4,[],"","",""
60,"SnappingAdderWhirlingBlades","Metadata/Effects/Spells/snapping_adder/empowered_whirling_blades.epk",1000,0,4,[],1,"",""
61,"CelestialSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/base.epk",0,0,4,[],"","",""
62,"CelestialSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/caster.epk",0,0,4,[],"","",""
63,"CelestialSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/boss.epk",0,0,4,[],"","",""
64,"CelestialSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/caster_boss.epk",0,0,4,[],"","",""
65,"MetamorphosisSource","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/MorphIn.epk",1000,0,4,[51],1,"",""
66,"MetamorphosisDestination","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/MorphOut.epk",1000,0,4,[51],1,"",""
67,"MetamorphosisSourceTeleport","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/MorphIn_Move.epk",0,0,4,[51],1,"",""
68,"MetamorphosisDestinationTeleport","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/MorphOut_Move.epk",1000,0,4,[51],1,"",""
69,"IceDashAfterTeleport","Metadata/Effects/Spells/maneuver_mechanics/BlinkWarp_Icicles.epk",500,0,4,[],"","",""
70,"MetamorphosisMinionBlob","Metadata/Effects/Spells/monsters_effects/League_3_9_0/blob_monster/blob_melt.epk",0,0,4,[51],1,"",""
71,"BurningArrowAttachedFade","Metadata/Effects/Spells/firearrow_02/burning_debuff_end.epk",0,0,4,[],"","",""
72,"WandAttackPhysical","Metadata/Effects/Spells/base_wand_attack/wand_phys.epk",0,0,4,[],1,"",""
73,"WandAttackLightning","Metadata/Effects/Spells/base_wand_attack/wand_light.epk",0,0,4,[],1,"",""
74,"WandAttackCold","Metadata/Effects/Spells/base_wand_attack/wand_ice.epk",0,0,4,[],1,"",""
75,"WandAttackFire","Metadata/Effects/Spells/base_wand_attack/wand_fire.epk",0,0,4,[],1,"",""
76,"MetamorphStampede","Metadata/Effects/Spells/monsters_effects/League_Bestiary/diverse_effects/stampede/EPK/stampede_fx.epk",0,0,4,[],"","",""
77,"WandAttackFrenzy","Metadata/Effects/Spells/frenzy_02/wand_frenzy.epk",0,0,4,[],1,"",""
78,"MetamorphKitavaHideLegs","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/Kitava_fade.epk",0,0,4,[],"","",""
79,"ArcaneCloakFadeOut","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_Fade.epk",500,0,4,[],1,"",""
80,"ArcaneCloakHitBlock","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_Hit.epk",500,100,4,[],1,"",""
81,"AfflictionPlayerReflection","Metadata/Effects/Spells/monsters_effects/League_Affliction/encounter_object/epks/10_0_char_b.epk",0,0,4,[52],"","",""
82,"AfflictionEffectEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMob_FadeOut.epk",1000,0,4,[52],"","",""
83,"AnimateWeaponSpawn","Metadata/Effects/Spells/animate_weapon/spawn.epk",1000,0,4,[],"","",""
84,"AnimateWeaponSpawnBow","Metadata/Effects/Spells/animate_weapon/bow_spawn.epk",1000,0,4,[],"","",""
85,"AnimateWeaponDespawn","Metadata/Effects/Spells/animate_weapon/despawn.epk",0,0,4,[],"","",""
86,"AnimateWeaponDespawnBow","Metadata/Effects/Spells/animate_weapon/bow_despawn.epk",0,0,4,[],"","",""
87,"AfflictionSpawn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Spawn.epk",1200,0,4,[52],"","",""
88,"AfflictionDeath","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Death.epk",0,0,4,[52],"","",""
89,"AfflictionPlayerEffect","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/PlayerAffliction.epk",0,0,4,[52],"","",""
90,"AfflictionModEffectEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMonster_FadeOut.epk",1200,0,4,[52],"","",""
91,"AfflictionBossShieldEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_boss_final/EnergyShield_Barrier_End.epk",1500,0,4,[52],"","",""
92,"SpellslingerWandSurgeMain","Metadata/Effects/Spells/spellslinger/surge_wand.epk",1000,0,4,[],1,"",""
93,"SpellslingerWandSurgeOff","Metadata/Effects/Spells/spellslinger/surge_wand_left.epk",1000,0,4,[],1,"",""
94,"SpellslingerWandGlow","Metadata/Effects/Spells/spellslinger/glow_wand.epk",1000,0,4,[],1,"",""
95,"AfflictionDoodadSpawn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Doodads_FadeIn.epk",1200,0,4,[52],"","",""
96,"AfflictionDoodadVaporize","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Doodads_FadeOut.epk",0,0,4,[],"","",""
97,"ArcaneCloakFadeIn","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_FadeIn.epk",500,0,4,[],"","",""
98,"AfflictionModDemonFadeIn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Spawn_fastAT.epk",1000,0,4,[52],"","",""
99,"FreezingPulseHit","Metadata/Effects/Spells/freezing_pulse/FreezingPulseHit.epk",1000,0,4,[],1,"",""
100,"CelestialAnimateWeaponSpawn","Metadata/Effects/Spells/animate_weapon/Celestial/spawn.epk",1000,0,4,[],"","",""
101,"CelestialAnimateWeaponDespawn","Metadata/Effects/Spells/animate_weapon/Celestial/despawn.epk",0,0,4,[],"","",""
102,"CelestialAnimateWeaponSpawnBow","Metadata/Effects/Spells/animate_weapon/Celestial/bow_spawn.epk",1000,0,4,[],"","",""
103,"CelestialAnimateWeaponDespawnBow","Metadata/Effects/Spells/animate_weapon/Celestial/bow_despawn.epk",0,0,4,[],"","",""
104,"StygianMoltenShell","Metadata/Effects/Microtransactions/Spells/molten_shell_stygian/base_fx.epk",0,0,4,[],1,"",""
105,"StygianMoltenShellEnd","Metadata/Effects/Microtransactions/Spells/molten_shell_stygian/end.epk",1000,0,4,[],"","",""
106,"RallyingCryNewAllyBuff","Metadata/Effects/Spells/warcries/rallying_cry/Ally_Buff.epk",500,0,4,[],1,"",""
107,"InfernalCryCharacterEffect","Metadata/Effects/Spells/warcries/infernal_cry/Infernal_Cry.epk",0,0,4,[],"","",""
108,"InfernalCryWeaponBuffRight","Metadata/Effects/Spells/warcries/infernal_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
109,"InfernalCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/infernal_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
110,"InnocenceAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/spawn.epk",1000,0,4,[],"","",""
111,"InnocenceAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/spawn.epk",1000,0,4,[],"","",""
112,"InnocenceAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/despawn.epk",0,0,4,[],"","",""
113,"InnocenceAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/despawn.epk",0,0,4,[],"","",""
114,"AutomatonAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/spawn.epk",1000,0,4,[],"","",""
115,"AutomatonAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/spawn.epk",1000,0,4,[],"","",""
116,"AutomatonAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/despawn.epk",0,0,4,[],"","",""
117,"AutomatonAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/despawn.epk",0,0,4,[],"","",""
118,"SanctumAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/spawn.epk",1000,0,4,[],"","",""
119,"SanctumAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/spawn.epk",1000,0,4,[],"","",""
120,"SanctumAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/despawn.epk",0,0,4,[],"","",""
121,"SanctumAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/despawn.epk",0,0,4,[],"","",""
122,"LightningWarpIn","Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_In.epk",500,0,4,[],1,"Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_InPlayer.epk",""
123,"LightningWarpOut","Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_Out.epk",500,0,4,[],1,"Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_OutPlayer.epk",""
124,"RallyingCryNewPlayerBuff","Metadata/Effects/Spells/warcries/rallying_cry/Rallying_Cry.epk",1500,0,4,[],1,"",""
125,"IntimidatingCryWeaponCharacterEffect","Metadata/Effects/Spells/warcries/intimidating_cry/Intimidating_Weapon.epk",0,0,4,[],"","",""
126,"IntimidatingCryWeaponBuffRight","Metadata/Effects/Spells/warcries/intimidating_cry/R_Weapon_Buff.epk",0,0,4,[],"","",""
127,"IntimidatingCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/intimidating_cry/L_Weapon_Buff.epk",0,0,4,[],"","",""
128,"WarcryAncestorEffectEpkMale","Metadata/Effects/Spells/warcries/ancestors/AncestorSkin.epk",0,0,4,[],"","",""
129,"HarvestObjectGhostNeutral","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_01.epk",0,0,4,[53],"","",""
130,"HarvestObjectGhostRed","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_04.epk",0,0,4,[53],"","",""
131,"HarvestObjectGhostGreen","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_03.epk",0,0,4,[53],"","",""
132,"HarvestObjectGhostBlue","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_02.epk",0,0,4,[53],"","",""
133,"HarvestObjectGhostInvalid","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_Nope.epk",0,0,4,[53],"","",""
134,"AncestralSlamSpiritEpk","Metadata/Effects/Spells/supports/ancestor_slam/AncestorSkin.epk",0,0,4,[],"","",""
135,"AncestralSlamSpiritEpkCelestial","Metadata/Effects/Microtransactions/Spells/ancestral_slam/gold_celestial/AncestorSkin.epk",0,0,4,[],"","",""
136,"AncestralSlamSpiritEpkJudicator","Metadata/Effects/Microtransactions/Spells/ancestral_slam/judicator/fade.epk",0,0,4,[],"","",""
137,"PenanceBrandFullyCharged","Metadata/Effects/Spells/conduit_sigil/phys_lightning/chargedup.epk",0,0,4,[],1,"",""
138,"RallyingCryWeaponBuffRight","Metadata/Effects/Spells/warcries/rallying_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
139,"RallyingCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/rallying_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
140,"HarvestCrabEnrageStart","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/bulb/Crab/enrage_epk/enrage_start.epk",150,0,4,[],"","",""
141,"EnduringCryCharacterEffect","Metadata/Effects/Spells/warcries/enduring_cry/Enduring_Cry.epk",1500,0,4,[],1,"",""
142,"SpiritualCryCharacterEffect","Metadata/Effects/Spells/warcries/spiritual_cry/Spiritual_Cry.epk",1500,0,4,[],1,"",""
143,"AncestralCryCharacterEffect","Metadata/Effects/Spells/warcries/ancestral_cry/Ancestral_Cry.epk",1500,0,4,[],1,"",""
144,"IntimidatingCryCharacterEffect","Metadata/Effects/Spells/warcries/intimidating_cry/Intimidating_Cry.epk",1500,0,4,[],1,"",""
145,"ArcticBreathFadeOut","Metadata/Effects/Spells/arctic_breath_02/aura/Arctic_Frost_Out.epk",1150,0,4,[],1,"",""
146,"HarvestHulkEnrageBeat","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/thorn/BrambleHulk/thump_displacement.epk",2000,0,4,[],1,"",""
147,"ArcHit","Metadata/Effects/Spells/arc_03/ArcHit.epk",1500,250,4,[],1,"",""
148,"HarvestHatchBlue","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/bulb_fadeout.epk",4000,0,4,[],"","",""
149,"HarvestHatchRed","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/thorn_fadeout.epk",4000,0,4,[],"","",""
150,"HarvestHatchGreen","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/scale_fadeout.epk",4000,0,4,[],"","",""
151,"WarcryAncestorEffectEpkFemale","Metadata/Effects/Spells/warcries/ancestors/AncestorSkin_F.epk",0,0,4,[],"","",""
152,"EnduringCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/enduring_cry/Enduring_Cry.epk",1500,0,4,[],1,"",""
153,"InfernalCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/Infernal_Cry.epk",0,0,4,[],"","",""
154,"InfernalCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
155,"InfernalCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
156,"RallyingCryNewAllyBuffCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/Ally_Buff.epk",500,0,4,[],1,"",""
157,"RallyingCryNewPlayerBuffCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/Rallying_Cry.epk",1500,0,4,[],1,"",""
158,"RallyingCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
159,"RallyingCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
160,"QuickDodgeDashConstrictor","Metadata/Effects/Spells/constrictor_dash/poison_dash.epk",0,0,4,[],"","",""
161,"QuickDodgeAfterImageConstrictor","Metadata/Effects/Spells/constrictor_dash/AfterImage.epk",0,0,4,[],"","",""
162,"AncestralSlamSpiritEpkFemale","Metadata/Effects/Spells/supports/ancestor_slam/AncestorSkin_F.epk",0,0,4,[],"","",""
163,"InfernalCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/Infernal_Cry.epk",0,0,4,[],"","",""
164,"InfernalCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/WeaponBuff_R.epk",0,0,4,[],"","",""
165,"InfernalCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/WeaponBuff_L.epk",0,0,4,[],"","",""
166,"EnduringCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/enduring/Enduring_Cry.epk",1500,0,4,[],1,"",""
167,"RallyingCryNewAllyBuffCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/Ally_Buff.epk",500,0,4,[],1,"",""
168,"RallyingCryNewPlayerBuffCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/Rallying_Cry.epk",1500,0,4,[],1,"",""
169,"RallyingCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/WeaponBuff_R.epk",0,0,4,[],"","",""
170,"RallyingCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/WeaponBuff_L.epk",0,0,4,[],"","",""
171,"IntimidatingCryWeaponCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/Intimidating_Weapon.epk",0,0,4,[],"","",""
172,"IntimidatingCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/R_Weapon_Buff.epk",0,0,4,[],"","",""
173,"IntimidatingCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/L_Weapon_Buff.epk",0,0,4,[],"","",""
174,"IntimidatingCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/Intimidating_Cry.epk",1500,0,4,[],1,"",""
175,"AncestralCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/ancestral/Ancestral_Cry.epk",1500,0,4,[],1,"",""
176,"SpiritualCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/generals/Spiritual_Cry.epk",1500,0,4,[],1,"",""
177,"SpiritualCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/spiritual_cry/Spiritual_Cry.epk",1500,0,4,[],1,"",""
178,"IntimidatingCryWeaponCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/Intimidating_Weapon.epk",0,0,4,[],"","",""
179,"IntimidatingCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/R_Weapon_Buff.epk",0,0,4,[],"","",""
180,"IntimidatingCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/L_Weapon_Buff.epk",0,0,4,[],"","",""
181,"IntimidatingCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/Intimidating_Cry.epk",1500,0,4,[],1,"",""
182,"AncestralCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/ancestral_cry/Ancestral_Cry.epk",1500,0,4,[],1,"",""
183,"LightningMaceMonster","Metadata/Effects/Microtransactions/Weapon_effects/uniques/Mjolner/Mjolner.epk",0,0,4,[],"","",""
184,"CarnageBowMonster","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/bow/bow.epk",0,0,4,[],"","",""
185,"DisintegrateOnHit","Metadata/Effects/Spells/disintegrate/enemy_hit.epk",400,0,4,[],1,"",""
186,"FirewallLoopingArrow","Metadata/Effects/Spells/flame_wall/arrow_proj_loop.epk",0,0,4,[],"","",""
187,"FirewallOnceArrow","Metadata/Effects/Spells/flame_wall/arrow_proj_once.epk",0,0,4,[],"","",""
188,"FirewallLoopingSpell","Metadata/Effects/Spells/flame_wall/spell_proj_loop.epk",0,0,4,[],"","",""
189,"FirewallOnceSpell","Metadata/Effects/Spells/flame_wall/spell_proj_once.epk",0,0,4,[],"","",""
190,"HeistMilitaryChokepointChannelEffect","Metadata/Effects/Spells/monsters_effects/League_Heist/channel/epk/channel.epk",0,0,4,[],1,"",""
