"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
117,"StrDex2_8",4,4862,"R",1333
118,"StrDex2_9",4,4862,"G",1333
119,"StrDex2_10",4,5053,"GR",1333
120,"StrDex2_11",4,5231,"G",1333
121,"StrDex2_12",4,5211,"R",1333
122,"StrInt2_1",6,5877,"",1333
123,"StrInt2_2",6,6104,"",1333
124,"StrInt2_3",6,5936,"",1333
125,"StrInt2_4",6,6152,"",1333
126,"StrInt2_5",6,6126,"",1333
127,"StrInt2_6",6,5934,"",1333
128,"StrInt2_7",6,1,"",1333
129,"StrInt2_8",6,1,"",1333
130,"StrInt2_9",6,5647,"",1333
131,"StrInt2_10",6,4943,"R",1333
132,"StrInt2_11",6,4943,"B",1333
133,"StrInt2_12",6,5078,"RR",1333
134,"StrInt2_13",6,5211,"R",1333
135,"StrInt2_14",6,5250,"B",1333
136,"DexInt2_1",5,6146,"",1333
137,"DexInt2_2",5,5936,"",1333
138,"DexInt2_3",5,6010,"",1333
139,"DexInt2_4",5,6126,"",1333
140,"DexInt2_5",5,5939,"",1333
141,"DexInt2_6",5,1,"",1333
142,"DexInt2_7",5,1,"",1333
143,"DexInt2_8",5,5647,"",1333
144,"DexInt2_9",5,4773,"G",1333
145,"DexInt2_10",5,4773,"G",1333
146,"DexInt2_11",5,4747,"B",1333
147,"DexInt2_12",5,4747,"B",1333
148,"DexInt2_13",5,5231,"G",1333
149,"DexInt2_14",5,5250,"B",1333
150,"StrDexInt2_1",2,1,"",1333
151,"StrDexInt2_2",2,1,"",1333
152,"StrDexInt2_3",2,5647,"",1333
153,"StrDexInt2_4",2,6050,"",1333
154,"StrDexInt2_5",2,6104,"",1333
155,"StrDexInt2_6",2,5898,"",1333
156,"StrDexInt2_7",2,6126,"",1333
157,"StrDexInt2_8",2,4747,"B",1333
158,"StrDexInt2_9",2,5053,"GR",1333
159,"StrDexInt2_10",2,4862,"G",1333
160,"StrDexInt2_11",2,4862,"R",1333
161,"StrDexInt2_12",2,4747,"B",1333
