"rownum","Id","MonsterVarietiesKey","Buff_BuffDefinitionsKey","Buff_StatValues","OTFile","[i32]"
30,"ToggleStatuesMerciless_Lightning","",544,"[20,-20,20]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/EmpowerStatue3.ot",[]
31,"ToggleStatuesMerciless_Fire2","",541,"[20,-20,20,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad1.ot","[20,-20,20,500,0]"
32,"ToggleStatuesMerciless_Cold2","",543,"[20,-20,20,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad2.ot","[20,-20,20,500,0]"
33,"ToggleStatuesMerciless_Lightning2","",545,"[20,-20,20,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad3.ot","[20,-20,20,500,0]"
34,"ToggleStatuesEndgame_Fire","",540,"[30,-20,30]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/EmpowerStatue1.ot",[]
35,"ToggleStatuesEndgame_Cold","",542,"[30,-20,30]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/EmpowerStatue2.ot",[]
36,"ToggleStatuesEndgame_Lightning","",544,"[30,-20,30]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/EmpowerStatue3.ot",[]
37,"ToggleStatuesEndgame_Fire2","",541,"[30,-20,30,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad1.ot","[30,-20,30,500,0]"
38,"ToggleStatuesEndgame_Cold2","",543,"[30,-20,30,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad2.ot","[30,-20,30,500,0]"
39,"ToggleStatuesEndgame_Lightning2","",545,"[30,-20,30,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad3.ot","[30,-20,30,500,0]"
40,"PowerPylonsCruel_Vulnerability",4739,"",[],"",[]
41,"PowerPylonsCruel_TempChains",4737,"",[],"",[]
42,"PowerPylonsCruel_EleWeakness",4741,"",[],"",[]
43,"PowerPylonsCruel_Vulnerability2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonVulnerabilityDoodad.ot","[500,0]"
44,"PowerPylonsCruel_TempChains2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonTempChainsDoodad.ot","[500,0]"
45,"PowerPylonsCruel_EleWeakness2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonEleWeaknessDoodad.ot","[500,0]"
46,"PowerPylonsMerciless_Vulnerability",4738,"",[],"",[]
47,"PowerPylonsMerciless_TempChains",4736,"",[],"",[]
48,"PowerPylonsMerciless_EleWeakness",4740,"",[],"",[]
49,"PowerPylonsMerciless_Vulnerability2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonVulnerabilityDoodad.ot","[500,0]"
50,"PowerPylonsMerciless_TempChains2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonTempChainsDoodad.ot","[500,0]"
51,"PowerPylonsMerciless_EleWeakness2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonEleWeaknessDoodad.ot","[500,0]"
52,"PowerPylonsEndgame_Vulnerability",4738,"",[],"",[]
53,"PowerPylonsEndgame_TempChains",4736,"",[],"",[]
54,"PowerPylonsEndgame_EleWeakness",4740,"",[],"",[]
55,"PowerPylonsEndgame_Vulnerability2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonVulnerabilityDoodad.ot","[500,0]"
56,"PowerPylonsEndgame_TempChains2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonTempChainsDoodad.ot","[500,0]"
57,"PowerPylonsEndgame_EleWeakness2","",650,"[500,667]","Metadata/Terrain/Labyrinth/Objects/PowerPylons/BossPylonEleWeaknessDoodad.ot","[500,0]"
58,"ElementalNormal_Fire",1089,614,[20],"",[]
59,"ElementalNormal_Cold",1090,616,[20],"",[]
60,"ElementalNormal_Lightning",1091,618,[20],"",[]
61,"ElementalNormal_Fire2",1092,615,"[20,500,667]","","[20,500,0]"
62,"ElementalNormal_Cold2",1093,617,"[20,500,667]","","[20,500,0]"
63,"ElementalNormal_Lightning2",1094,619,"[20,500,667]","","[20,500,0]"
64,"ElementalCruel_Fire",1089,614,[30],"",[]
65,"ElementalCruel_Cold",1090,616,[30],"",[]
66,"ElementalCruel_Lightning",1091,618,[30],"",[]
67,"ElementalCruel_Fire2",1092,615,"[30,500,667]","","[30,500,0]"
68,"ElementalCruel_Cold2",1093,617,"[30,500,667]","","[30,500,0]"
69,"ElementalCruel_Lightning2",1094,619,"[30,500,667]","","[30,500,0]"
70,"ElementalMerciless_Fire",1089,614,[40],"",[]
71,"ElementalMerciless_Cold",1090,616,[40],"",[]
72,"ElementalMerciless_Lightning",1091,618,[40],"",[]
73,"ElementalMerciless_Fire2",1092,615,"[40,500,667]","","[40,500,0]"
74,"ElementalMerciless_Cold2",1093,617,"[40,500,667]","","[40,500,0]"
75,"ElementalMerciless_Lightning2",1094,619,"[40,500,667]","","[40,500,0]"
76,"ElementalEndgame_Fire",1089,614,[60],"",[]
77,"ElementalEndgame_Cold",1090,616,[60],"",[]
78,"ElementalEndgame_Lightning",1091,618,[60],"",[]
79,"ElementalEndgame_Fire2",1092,615,"[60,500,667]","","[60,500,0]"
80,"ElementalEndgame_Cold2",1093,617,"[60,500,667]","","[60,500,0]"
81,"ElementalEndgame_Lightning2",1094,619,"[60,500,667]","","[60,500,0]"
82,"PortalSummon1_Fire",4752,"",[],"",[]
83,"PortalSummon1_Cold",4753,"",[],"",[]
84,"PortalSummon1_Lightning",4754,"",[],"",[]
85,"PortalSummon2_Fire",4755,650,"[500,667]","","[500,0]"
86,"PortalSummon2_Cold",4756,650,"[500,667]","","[500,0]"
87,"PortalSummon2_Lightning",4757,650,"[500,667]","","[500,0]"
88,"GargoylesNormal_Fire",4744,633,[-20],"",[]
89,"GargoylesNormal_Cold",4743,631,"[20,20]","",[]
90,"GargoylesNormal_Lightning",4742,629,[12],"",[]
91,"GargoylesNormal_Fire2",4747,634,"[-20,500,667]","","[-20,500,0]"
92,"GargoylesNormal_Cold2",4746,632,"[20,20,500,667]","","[20,20,500,0]"
93,"GargoylesNormal_Lightning2",4745,630,"[12,500,667]","","[12,500,0]"
94,"GargoylesCruel_Fire",4744,633,[-20],"",[]
95,"GargoylesCruel_Cold",4743,631,"[20,20]","",[]
96,"GargoylesCruel_Lightning",4742,629,[20],"",[]
97,"GargoylesCruel_Fire2",4747,634,"[-20,500,667]","","[-20,500,0]"
98,"GargoylesCruel_Cold2",4746,632,"[20,20,500,667]","","[20,20,500,0]"
99,"GargoylesCruel_Lightning2",4745,630,"[20,500,667]","","[20,500,0]"
100,"GargoylesMerciless_Fire",4744,633,[-20],"",[]
101,"GargoylesMerciless_Cold",4743,631,"[20,20]","",[]
102,"GargoylesMerciless_Lightning",4742,629,[20],"",[]
103,"GargoylesMerciless_Fire2",4747,634,"[-20,500,667]","","[-20,500,0]"
104,"GargoylesMerciless_Cold2",4746,632,"[20,20,500,667]","","[20,20,500,0]"
105,"GargoylesMerciless_LIghtning2",4745,630,"[20,500,667]","","[20,500,0]"
106,"GargoylesEndgame_Fire",4744,633,[-25],"",[]
107,"GargoylesEndgame_Cold",4743,631,"[30,30]","",[]
108,"GargoylesEndgame_Lightning",4742,629,[20],"",[]
109,"GargoylesEndgame_Fire2",4747,634,"[-25,500,667]","","[-25,500,0]"
110,"GargoylesEndgame_Cold2",4746,632,"[30,30,500,667]","","[30,30,500,0]"
111,"GargoylesEndgame_Lightning2",4745,630,"[20,500,667]","","[20,500,0]"
112,"ChronoStatues1_1",4758,"",[],"",[]
113,"ChronoStatues1_2",4759,"",[],"",[]
114,"ChronoStatues1_3",4760,"",[],"",[]
115,"ChronoStatues2_1",4761,650,"[500,667]","","[500,0]"
116,"ChronoStatues2_2",4762,650,"[500,667]","","[500,0]"
117,"ChronoStatues2_3",4763,650,"[500,667]","","[500,0]"
118,"Pedestals1_1",4764,639,[10],"",[]
119,"Pedestals1_2",4765,637,[25],"",[]
120,"Pedestals1_3",4766,635,[10],"",[]
121,"Pedestals2_1","",640,"[20,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad1.ot","[20,500,0]"
122,"Pedestals2_2","",638,"[20,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad2.ot","[20,500,0]"
123,"Pedestals2_3","",636,"[20,500,667]","Metadata/Terrain/Labyrinth/Objects/ToggleStatues/StatueDoodad3.ot","[20,500,0]"
