"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
61,9256,[18115],[7006],7,1,"","","","",""
62,9257,[18116],[7006],7,1,"","","","",""
63,9258,[18117],[7006],7,1,"","","","",""
64,9259,[18118],"[7006,7152]",7,1,"","","","",""
65,9260,[18119],[7006],8,1,"","","","",""
66,9261,[18120],[7006],8,1,"","","","",""
67,9262,[18121],[7006],8,1,"","","","",""
68,9263,[18122],"[7006,7153]",8,1,"","","","",""
69,9264,[18123],[7006],9,1,"","","","",""
70,9265,[18124],[7006],9,1,"","","","",""
71,9266,[18125],[7006],9,1,"","","","",""
72,9267,[18126],"[7006,7154]",9,1,"","","","",""
73,9268,[18127],[7006],10,1,"","","","",""
74,9269,[18128],[7006],10,1,"","","","",""
75,9270,[18129],[7006],10,1,"","","","",""
76,9271,[18130],"[7006,7155]",10,1,"","","","",""
77,9272,[18131],[7006],11,1,"","","","",""
78,9273,[18132],[7006],11,1,"","","","",""
79,9274,[18133],[7006],11,1,"","","","",""
80,9275,[18134],"[7006,7156]",11,1,"","","","",""
81,9276,[18135],[7006],12,1,"","","","",""
82,9277,[18136],[7006],12,1,"","","","",""
83,9278,[18137],[7006],12,1,"","","","",""
84,9279,[18138],"[7006,7157]",12,1,"","","","",""
85,9280,[18139],[],13,1,"","","","",""
86,9281,[18140],[],13,1,"","","","",""
87,9282,[18141],[],13,1,"","","","",""
88,9283,[18142],[],13,1,"","","","",""
89,9284,[18143],[],14,1,"","","","",""
90,9285,[18144],[],14,1,"","","","",""
91,9286,[18145],[],14,1,"","","","",""
92,9287,[18146],[],14,1,"","","","",""
93,7182,"[19981,19986]",[],15,"","","",1,"",""
94,7183,"[19982,19987]",[],16,"","","",1,"",""
95,7184,"[19983,19988]",[],17,"","","",1,"",""
96,7185,"[19984,19989]",[],18,"","","",1,"",""
97,7186,"[19985,19990]",[],19,"","","",1,"",""
98,7187,"[19991,19996]",[],15,"","","",1,"",""
99,7188,"[19992,19997]",[],16,"","","",1,"",""
100,7189,"[19993,19998]",[],17,"","","",1,"",""
101,7190,"[19994,19999]",[],18,"","","",1,"",""
102,7191,"[19995,20000]",[],19,"","","",1,"",""
103,9290,[20341],[],20,"","","","","",""
104,9291,[20342],[],20,"","","","","",""
105,9292,[20343],[],20,"","","","","",""
106,9293,[20344],[],20,"","","","","",""
107,9294,[20345],[],20,"","","","","",""
108,9295,[20346],[],20,"","","","","",""
109,9296,[20348],[],20,"","","","","",""
110,9297,[20349],[],20,"","","","","",""
111,9298,[20350],[],20,"","","","","",""
112,9299,[20352],[],20,"","","","","",""
113,9300,[20353],[],20,"","","","","",""
114,9301,[20355],[],20,"","","","","",""
115,9302,[20356],[],20,"","","","","",""
116,7192,[7995],[],20,"","","",1,"",""
117,7209,[23727],[7776],20,1,"","","",1,""
