"rownum","Id","BuffDefinitionsKey","[i32]","AuraRadius","[i32]","[i32]","BuffVisualsKey","f32","bool","StatsKey","i32","i32","bool","rid"
62,"MonsterAuraResists1",89,[0],50,"[1,2]",[],"",0,1,[141],1,0,"",""
63,"MonsterAuraEnergyShield1",90,[0],50,"[1,2]",[],"",0,1,[563],1,0,"",""
64,"StrIntMissionAuraEnergyShield1",90,[0],30,[2],[],"",0,1,[563],1,0,"",""
65,"MonsterAuraAccuracyAndCrits1",92,"[0,0]",50,"[1,2]",[],"",0,1,"[84,554]",1,0,"",""
66,"MonsterImplicitAuraAccuracyAndCrits",92,"[0,0]",50,"[1,2]",[],"",0,1,"[84,554]",1,0,"",""
67,"MonsterImplicitAuraAccuracyAndCritsSextant",92,"[0,0]",140,"[1,2]",[],"",0,1,"[84,554]",1,0,"",""
68,"MonsterAuraEnemyLifeDegen1",93,[0],50,[3],[],"",0,1,[452],1,0,"",""
69,"MonsterAuraEnemyLifeDegen2_",93,[0],50,[3],[],"",0,1,[452],1,0,"",""
70,"MonsterAuraEssenceEnemyLifeDegen1",98,[0],50,[3],[],"",0,1,[452],1,0,"",""
71,"MonsterAuraEnemyLifeDegenDexMission",93,[0],50,[3],[],"",0,1,[452],1,0,"",""
72,"MonsterAuraEnemyLifeDegenCold",582,[0],10,[3],[],"",0,1,[3862],1,0,"",""
73,"MonsterAuraEnemyLifeDegenFire",581,[0],10,[3],[],"",0,1,[2529],1,0,"",""
74,"MonsterAuraEnemyLifeDegenLightning",583,[0],10,[3],[],"",0,1,[3863],1,0,"",""
75,"MonsterAuraElementalDamage1",97,[0],50,"[1,2]",[],"",0,1,[486],1,0,"",""
76,"MonsterThornsPhysical1",981,[],0,[],[],787,0,1,[],1,0,"",""
77,"MonsterThornsElemental1",982,[],0,[],[],788,0,1,[],1,0,"",""
78,"MonsterThornsPhysical1Large",981,[],0,[],[],789,0,1,[],1,0,"",""
79,"MonsterThornsElemental1Large",982,[],0,[],[],790,0,1,[],1,0,"",""
80,"StrIntMissionAuraElementalDamage1",97,[0],30,[2],[],"",0,1,[486],1,0,"",""
81,"MonsterImplicitAuraSpeed1",87,"[0,0,0]",45,"[1,2]",[],"",0,1,"[70,216,177]",1,0,"",""
82,"MonsterImplicitAuraSpeedSextant_",87,"[0,0,0]",140,"[1,2]",[],"",0,1,"[70,216,177]",1,0,"",""
83,"MonsterImplicitAuraLifeRegen1",88,[0],50,"[1,2]",[],"",0,1,[451],1,0,"",""
84,"MonsterImplicitAuraLifeRegenBossStrIntMission",88,[0],75,"[1,2]",[],"",0,1,[451],1,0,"",""
85,"MonsterImplicitAuraLifeRegenSextant",88,[0],140,"[1,2]",[],"",0,1,[451],1,0,"",""
86,"MonsterImplicitAuraLargeDamage1",86,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
87,"MonsterImplicitAuraResists1",89,[0],50,"[1,2]",[],"",0,1,[141],1,0,"",""
88,"MonsterImplicitAuraResistsSextant",89,[0],140,"[1,2]",[],"",0,1,[141],1,0,"",""
89,"MonsterImplicitAuraMediumDamage1",85,[0],50,"[1,2]",[],"",0,1,[26],1,0,"",""
90,"MonsterImplicitAuraEnergyShield1",90,[0],50,"[1,2]",[],"",0,1,[563],1,0,"",""
91,"MonsterImplicitAuraEnergyShieldBubble1",91,[0],50,"[1,2]",[],"",0,1,[563],1,0,"",""
92,"MonsterAuraCannotDie1",132,[0],50,[2],[],"",0,1,[398],1,0,"",""
93,"MonsterAuraSlow1",133,[0],40,[3],[],"",0,1,[177],1,0,"",""
94,"StrIntMissionAuraSlow1",133,[0],30,[3],[],"",0,1,[177],1,0,"",""
95,"MonsterAuraSlowUniqueMap1",133,[0],50,[3],[],"",0,1,[177],1,0,"",""
96,"MonsterImplicitAuraSlow1",133,[0],40,[3],[],"",0,1,[177],1,0,"",""
97,"MonsterImplicitAuraSlow2",133,[0],40,[3],[],"",0,1,[177],1,0,"",""
98,"MonsterImplicitAuraCannotDie1",132,[0],50,[2],[],"",0,1,[398],1,0,"",""
99,"MonsterImplicitAuraCannotDie2",132,[0],16,[2],[],"",0,1,[398],1,0,"",""
100,"MonsterImplicitDamageReductionAura",134,[0],40,[2],[],"",0,1,[477],1,0,"",""
101,"MonsterImplicitDamageReductionAura2",134,[0],40,[2],[],"",0,1,[477],1,0,"",""
102,"MonsterAuraAddedColdDamage",169,[0],50,"[1,2]",[],"",0,1,[448],1,0,"",""
103,"StrIntMissionAuraAddedColdDamage",169,[0],30,[2],[],"",0,1,[448],1,0,"",""
104,"MonsterAuraUniqueMapColdDamage",169,[0],60,[2],[],"",0,1,[448],1,0,"",""
105,"MonsterAuraAddedFireDamage",170,[0],50,"[1,2]",[],"",0,1,[447],1,0,"",""
106,"MonsterAmbrosiaAuraAddedFireDamage",172,[0],50,"[1,2]",[],"",0,1,[447],1,0,"",""
107,"StrIntMissionAuraAddedFireDamage",170,[0],30,[2],[],"",0,1,[447],1,0,"",""
108,"MonsterAuraUniqueMapFireDamage",170,[0],60,[2],[],"",0,1,[447],1,0,"",""
109,"MonsterAuraAddedFireDamageSkeletonArmy",170,[0],50,"[1,2]",[],"",0,1,[447],1,0,"",""
110,"MonsterAuraAddedLightningDamage",171,[0],50,"[1,2]",[],"",0,1,[449],1,0,"",""
111,"MonsterAmarissaAuraAddedLightningDamage",173,[0],50,"[1,2]",[],"",0,1,[449],1,0,"",""
112,"StrIntMissionAuraAddedLightningDamage",171,[0],30,[2],[],"",0,1,[449],1,0,"",""
113,"MonsterAuraUniqueMapLightningDamage",171,[0],60,[2],[],"",0,1,[449],1,0,"",""
114,"MonsterAuraAlwaysCrit1",175,[0],60,"[1,2]",[],"",0,1,[348],1,0,"",""
115,"StrIntMissionAuraAlwaysCrit1",175,[0],30,[2],[],"",0,1,[348],1,0,"",""
116,"MonsterAuraEvasion1",176,[0],50,"[1,2]",[],"",0,1,[119],1,0,"",""
117,"MonsterAuraUniqueMapEvasion",176,[0],60,[2],[],"",0,1,[119],1,0,"",""
118,"ChaosDegenerationAuraPlayersUniqueBodyStr3",213,[0],30,"[3,4]",[],"",0,1,[453],1,0,"",""
119,"ChaosDegenerationAuraNonPlayersUniqueBodyStr3",213,[0],30,"[3,5]",[],"",0,1,[453],1,0,"",""
120,"ChaosDegenerationAuraNonPlayersUnique__1",94,[0],30,"[3,5]",[],"",0,1,[453],1,0,"",""
121,"ChaosDegenerationAuraPlayersUnique__1",94,[0],30,"[3,4]",[],"",0,1,[453],1,0,"",""
122,"ChaosDegenerationAuraNonPlayersUnique__1Royale__",94,[0],30,"[3,5]",[],"",0,1,[453],1,0,"",""
123,"ChaosDegenerationAuraPlayersUnique__1Royale",94,[0],30,"[3,4]",[],"",0,1,[453],1,0,"",""
124,"DamageAuraUniqueHelmetDexInt2",216,[0],75,"[1,2,10]",[],"",0,1,[24],1,0,"",""
125,"DamageAuraSkeletonMonster",380,[0],60,[2],[],"",0,1,[24],1,0,"",""
126,"MonsterPhysicalThorns",81,[0],0,[],[],"",0,1,[564],1,0,"",""
127,"MonsterElementalThorns",82,[0],0,[],[],"",0,1,[565],1,0,"",""
128,"MonsterNemesisTransformed",262,"[0,0,0,0]",0,[],[],"",0,1,"[717,477,1903,177]",1,0,"",""
129,"MonsterNemesisSoulEater",265,"[0,0,0,0,0]",50,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
130,"MonsterStrIntRelicSoulEater",265,"[0,0,0,0,0]",42,"[2,3]",[],271,0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
131,"MonsterIntMinionSoulEater",265,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
132,"MonsterDexMissionSoulEater",265,"[0,0,0,0,0]",50,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
133,"MonsterImplicitNemesisSoulEaterDescent2",265,"[0,0,0,0,0]",30,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
134,"MonsterImplicitNemesisSoulEaterInvasion",265,"[0,0,0,0,0]",30,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
135,"MonsterNemesisSoulEaterSideAreaBoss",265,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
136,"MonsterNemesisSoulEaterMapAlira_",265,"[0,0,0,0,0]",150,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
137,"MonsterArchnemesisSoulEater",265,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
138,"MonsterBreachLightningSoulEater",800,"[0,0,0,0,0]",70,"[2,3]",[],"",0,1,"[1906,1907,1908,1909,3126]",1,0,"",""
139,"MonsterNemesisStealthMode",268,"[0,0]",0,[],[],"",0,1,"[1930,7387]",1,0,"",""
140,"MonsterNemesisVines",1025,[],0,[],[],"",0,1,[],1,0,"",""
141,"MonsterNemesisVinesLarge",1026,[],0,[],[],"",0,1,[],1,0,"",""
142,"MonsterNemesisPhysicalProjectiles_",1018,[],0,[],[],"",0,1,[],1,0,"",""
143,"MonsterNemesisFireProjectiles",1016,[],0,[],[],"",0,1,[],1,0,"",""
144,"MonsterNemesisLightningClone",1032,[],0,[],[],"",0,1,[],1,0,"",""
145,"MonsterNemesisLightningCloneLarge",1033,[],0,[],[],"",0,1,[],1,0,"",""
146,"MonsterNemesisColdBeam",1052,[],0,[],[],"",0,1,[],1,0,"",""
147,"UndyingBreathCurseAuraUniqueStaff5",278,[0],75,[3],[],"",0,1,[1277],1,0,"",""
148,"UndyingBreathDamageAuraUniqueStaff5",279,[0],75,"[2,10]",[],"",0,1,[24],1,0,"",""
149,"UniqueSpecialCorruptionNearbyEnemiesBlinded",1480,[],30,[3],[9],"",0,1,[],1,0,"",""
150,"UniqueSpecialCorruptionNearbyEnemiesMalediction",1480,[],30,[3],[12],"",0,1,[],1,0,"",""
151,"UniqueSpecialCorruptionNearbyEnemiesCrushed",1480,[],30,[3],"[11,-15]","",0,1,[],1,0,"",""
152,"StrDexMasterSlowAura",133,[0],30,[3],[],"",0,1,[177],1,0,"",""
153,"MonsterCannotBeDamaged",333,[0],0,[],[],"",0,1,[140],1,0,"",""
154,"MonsterCannotBeDamagedUniqueMap",333,[0],0,[],[],"",0,1,[140],1,0,"",""
155,"DexMissionCorruptedBeastEffect1",338,[],0,[],[],"",0,1,[],1,0,"",""
156,"IntMissionDamageBoostAura",280,[0],50,"[2,3,10]",[],"",0,1,[24],1,0,"",""
157,"StrIntMissionManaRegenRelic",335,[0],30,[],[],"",0,1,[129],1,0,"",""
158,"MonsterAddedFireDamageAndIgnite",344,"[0,0]",0,[],[],"",0,1,"[447,611]",1,0,"",""
159,"MonsterAddedColdDamageAndFreeze",345,"[0,0]",0,[],[],"",0,1,"[448,455]",1,0,"",""
160,"MonsterAddedLightningDamageAndShock",346,"[0,0]",0,[],[],"",0,1,"[449,659]",1,0,"",""
161,"MonsterAddedPhysicalDamageAndBleed",350,"[0,0]",0,[],[],"",0,1,"[26,2359]",1,0,"",""
162,"StrDexMissionAddedFireDamage",347,[0],0,[],[],"",0,1,[447],1,0,"",""
163,"StrDexMissionAddedColdDamage",348,[0],0,[],[],"",0,1,[448],1,0,"",""
164,"StrDexMissionAddedLightningDamage",349,[0],0,[],[],"",0,1,[449],1,0,"",""
165,"MonsterBloodlinesShrouded",356,"[0,0]",0,[],[],348,0,1,"[2615,2564]",1,0,"",""
166,"TormentSpiritExperimenter",365,[0],35,[3],[],"",0,1,[477],1,0,"",""
167,"TormentSpiritCharlatanRegenerationAura",88,[0],40,"[1,2]",[],"",0,1,[451],1,0,"",""
168,"TormentSpiritCharlatanDegenerationAura",95,[0],40,[3],[],"",0,1,[2562],1,0,"",""
169,"TormentSpiritCutthroat",86,[0],45,"[1,2]",[],"",0,1,[26],1,0,"",""
170,"TormentHauntedMonsterCutthroat",374,"[0,0]",45,"[1,2]",[],"",0,1,"[26,70]",1,0,"",""
171,"TormentSpiritEmbezzler",376,"[0,0,0]",40,[3],[],"",0,1,"[1010,1011,1012]",1,0,"",""
172,"TormentSpiritSmuggler",90,[0],45,"[1,2]",[],"",0,1,[563],1,0,"",""
173,"TormentHauntedSmuggler",90,[0],45,"[1,2]",[],"",0,1,[563],1,0,"",""
174,"TormentSpiritShavronne",698,"[0,0]",45,"[1,2]",[],"",0,1,"[563,1201]",1,0,"",""
175,"TormentHauntedMonsterShavronne",698,"[0,0]",45,"[1,2]",[],"",0,1,"[563,1201]",1,0,"",""
176,"MonsterBloodlinesThorns",103,"[0,0]",0,[],[],"",0,1,"[564,565]",1,0,"",""
177,"MonsterBloodlinesThornsLargeModel",104,"[0,0]",0,[],[],"",0,1,"[564,565]",1,0,"",""
178,"MonsterBloodlinesBurningAura",363,[0],30,[3],[],"",0,1,[2529],1,0,"",""
179,"MonsterBloodlinesBurningAura2",363,[0],30,[3],[],"",0,1,[2529],1,0,"",""
180,"MonsterBloodlinesBurningAura3",363,[0],30,[3],[],"",0,1,[2529],1,0,"",""
181,"MonsterBloodlinesBurningAura4",363,[0],30,[3],[],"",0,1,[2529],1,0,"",""
182,"MonsterBloodlinesBurningAura5",363,[0],30,[3],[],"",0,1,[2529],1,0,"",""
183,"MonsterBloodlinesBurningAura6",363,[0],30,[3],[],"",0,1,[2529],1,0,"",""
184,"MonsterBloodlinesBurningAura7",363,[0],30,[3],[],"",0,1,[2529],1,0,"",""
185,"MonsterBloodlinesChillingAura",364,[0],30,[3],[],"",0,1,[8405],1,0,"",""
186,"MonsterBloodlinesShockingAura",365,[0],30,[3],[],"",0,1,[477],1,0,"",""
187,"TormentTouchedEffect",371,[],0,[],[],"",0,1,[],1,0,"",""
188,"TormentPossessedEffect",372,[],0,[],[],"",0,1,[],1,0,"",""
189,"NearbyAlliesHaveCullingStrikeUniqueTwoHandAxe9",401,[0],50,"[2,10]",[],"",0,1,[589],1,0,"",""
190,"NearbyAlliesHaveIncreasedItemRarityUniqueTwoHandAxe9",402,[0],50,"[2,10]",[],"",0,1,[153],1,0,"",""
191,"NearbyAlliesHaveCullingStrikeUnique__1",401,[0],30,"[2,10]",[],"",0,1,[589],1,0,"",""
192,"NearbyAlliesHaveIncreasedItemRarityUnique__1",402,[0],30,"[2,10]",[],"",0,1,[153],1,0,"",""
193,"NearbyAlliesHaveCriticalStrikeMultiplierUnique__1",1233,[0],30,"[2,10]",[],"",0,1,[95],1,0,"",""
194,"NearbyAlliesHaveFortifyUnique__1__",1438,[10],30,"[2,10]",[],"",0,1,[],1,0,"",""
195,"DoedreCurseZoneAuraVulnerability_",77,"[0,0,0,0]",52,"[3,10]",[],452,0,1,"[545,5223,14775,7249]",1,0,"",""
196,"DoedreCurseZoneAuraTemporalChains",67,"[0,0,0]",52,"[3,10]",[],451,0,1,"[3240,9131,532]",1,0,"",""
197,"DoedreCurseZoneAuraEnfeeble",74,"[0,0,0]",52,"[3,10]",[],450,0,1,"[84,648,9132]",1,0,"",""
198,"DoedreCurseZoneAuraVulnerability2",77,"[0,0,0,0]",52,"[3,10]",[],452,0,1,"[545,5223,14775,7249]",1,0,"",""
199,"DoedreCurseZoneAuraTemporalChains2",67,"[0,0,0]",52,"[3,10]",[],451,0,1,"[3240,9131,532]",1,0,"",""
200,"DoedreCurseZoneAuraEnfeeble2",74,"[0,0,0]",52,"[3,10]",[],450,0,1,"[84,648,9132]",1,0,"",""
201,"UniqueAnimateWeaponAura",458,[],1,[9],[],"",0,1,[],1,0,"",""
202,"TalismanT2SacrificalBlades",279,[0],30,"[2,10]",[],"",0,1,[24],1,0,"",""
203,"BlindAuraUnique__1",1480,[],25,[3],[9],183,0,1,[],1,0,"",""
204,"NearbyEnemiesAreHinderedUnique__1",1482,[0],35,[3],[],1232,0,1,[11491],1,0,"",""
205,"HearbyEnemiesAreHinderedHarbinger",1482,[0],50,[3],[],1232,0,1,[11491],1,0,"",""
206,"LightningDegenAuraUnique__1",457,[0],32,[3],[],"",0,1,[4091],1,0,"",""
207,"EssenceDaemonAlternatingBuffsSpeedDodge4",728,"[0,0,0,0]",0,[],[],"",0,1,"[177,216,70,7387]",1,0,"",""
208,"EssenceDaemonAlternatingBuffsSpeedDodge5",728,"[0,0,0,0]",0,[],[],"",0,1,"[177,216,70,7387]",1,0,"",""
209,"EssenceDaemonAlternatingBuffsSpeedDodge6",728,"[0,0,0,0]",0,[],[],"",0,1,"[177,216,70,7387]",1,0,"",""
210,"EssenceDaemonAlternatingBuffsSpeedDodge7",728,"[0,0,0,0]",0,[],[],"",0,1,"[177,216,70,7387]",1,0,"",""
211,"EssenceDaemonAlternatingBuffsDamage4",731,"[0,0]",0,[],[],"",0,1,"[634,477]",1,0,"",""
212,"EssenceDaemonAlternatingBuffsDamage5",731,"[0,0]",0,[],[],"",0,1,"[634,477]",1,0,"",""
213,"EssenceDaemonAlternatingBuffsDamage6",731,"[0,0]",0,[],[],"",0,1,"[634,477]",1,0,"",""
214,"EssenceDaemonAlternatingBuffsDamage7",731,"[0,0]",0,[],[],"",0,1,"[634,477]",1,0,"",""
215,"EssenceDaemonAlternatingBuffsCrit5",734,"[0,0]",0,[],[],"",0,1,"[97,348]",1,0,"",""
216,"EssenceDaemonAlternatingBuffsCrit6",734,"[0,0]",0,[],[],"",0,1,"[97,348]",1,0,"",""
217,"EssenceDaemonAlternatingBuffsCrit7_",734,"[0,0]",0,[],[],"",0,1,"[97,348]",1,0,"",""
218,"EssenceHorrorCharges1",751,[],0,[],[],"",0,1,[],1,0,"",""
219,"ElementalDamageTakenWhileStationaryEssence1",724,[0],0,[],[],"",0,1,[4819],1,0,"",""
220,"BurningGroundWhileMovingEssence1",725,[],0,[],[],"",0,1,[],1,0,"",""
221,"MonsterGainFrenzyEnduranceChargeEvery5Seconds",745,[],0,[],[],"",0,1,[],1,0,"",""
222,"RemnantOfCorruptionMonsterAura",746,"[0,0,0]",30,[3],[],"",0,1,"[177,2562,3055]",1,0,"",""
223,"VaultTreasureDaemon",768,[0],12,[12],[],"",0,1,[5022],1,0,"",""
224,"DaemonAlternatingBuffsStatueMaker",762,"[0,0,0,0]",0,[],[],"",0,1,"[24,10,477,11]",1,0,"",""
225,"VaultBossTreasurePileDamageBuff",768,[0],25,[],[],"",0,1,[5022],1,0,"",""
226,"ShaperTouched1",373,[],0,[],[],643,0,1,[],1,0,"",""
227,"ShaperHealed1",373,[],0,[],[],643,0,1,[],1,0,"",""
228,"ShaperDaemon1",373,[],0,[],[],643,0,1,[],1,0,"",""
229,"ShaperDaemon2",373,[],0,[],[],643,0,1,[],1,0,"",""
230,"ShaperDaemon3_",373,[],0,[],[],643,0,1,[],1,0,"",""
231,"ShaperDaemon4",373,[],0,[],[],643,0,1,[],1,0,"",""
232,"NearbyEnemiesAreIntimidatedUnique__1",1480,[],25,[3],[7],"",0,1,[],1,0,"",""
233,"MonsterNearbyEnemiesAreIntimidated",890,[0],25,[3],[],"",0,1,[5679],1,0,"",""
234,"NearbyAlliesMovementVelocityUnique__1",832,[0],50,"[1,2,10]",[],"",0,1,[177],1,0,"",""
235,"PowerChargeOnManaSpentUnique__1",912,[],0,[],[],"",0,1,[],1,0,"",""
236,"EnemyPhysicalDamageTakenAuraUber1_",1159,[0],60,[3],[],"",0,1,[545],1,0,"",""
237,"EnemyElementalDamageTakenAuraUber1",1488,[0],60,[3],[],"",0,1,[3489],1,0,"",""
238,"PowerChargeOnManaSpentUber1",912,[],0,[],[],"",0,1,[],1,0,"",""
239,"GainCriticalStrikeChanceOnManaSpentUnique__1",951,[],0,[],[],"",0,1,[],1,0,"",""
240,"MaximumVoidArrowsUnique__1",1000,[],0,[],[],"",0,1,[],1,0,"",""
241,"BestiaryModAgileRhexAura1_",1069,"[0,0]",0,[],[],"",0,1,"[7387,177]",1,0,"",""
242,"BestiaryModUrsaeAura1",1072,"[0,0,0]",0,[],[],"",0,1,"[3383,701,24]",1,0,"",""
243,"BestiaryModLynxAura1",1075,"[0,0,0]",0,[],[],"",0,1,"[70,84,554]",1,0,"",""
244,"BestiaryModCrabAura1",1078,"[0,0]",50,"[1,2,24]",[],"",0,1,"[477,448]",1,0,"",""
245,"BestiaryModSquidAura1",1079,"[0,0]",50,"[1,2,24]",[],"",0,1,"[449,973]",1,0,"",""
246,"BestiaryModSpiderAura1",1080,"[0,0]",50,"[1,2,24]",[],"",0,1,"[2301,7119]",1,0,"",""
247,"BestiaryModTigerSpiritBossMinions",1081,"[0,0,0,0]",50,"[1,2]",[],"",0,1,"[70,84,554,95]",1,0,"",""
248,"UniqueNearbyAlliesAreLucky",1142,[0],50,"[2,10]",[],"",0,1,[8121],1,0,"",""
249,"NearbyEnemiesReducedStunRecoveryUnique__1",1165,[0],60,[3],[],"",0,1,[221],1,0,"",""
250,"NearbyEnemiesGrantIncreasedFlaskChargesUnique__1",1166,[0],60,[3],[],"",0,1,[459],1,0,"",""
