"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
59,1712,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
60,1696,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
61,4630,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
62,335,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
63,3454,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
64,9395,"<lock>",1,1,1,30,"",1,0,1,"","",""
65,2884,"<lock>",1,1,1,38,"",1,0,"","","",""
66,9613,"<lock>",1,1,1,42,"",1,0,"","","",""
67,9807,"<lock>",1,1,"",49,"",1,0,"","","",""
68,0,"<lock>",1,1,"",45,"",1,0,"","","",""
69,883,"<lock>",1,1,"",52,"",1,0,"","","",""
70,2016,"<lock>",1,1,"",51,"",1,0,"","","",""
71,10009,"<lock>",1,1,1,7,"",1,0,"","",1,""
72,1173,"<lock>",1,1,"",64,"",1,0,"","","",""
73,10102,"<root>",1,1,"",67,"","",0,"","","",""
74,10108,"<lock>",1,1,1,68,"",1,0,"","",1,""
75,2823,"<lock>",1,1,1,73,"",1,0,"","","",""
76,10165,"<lock>",1,1,1,74,"",1,0,"","",1,""
77,10127,"<lock>",1,1,1,76,"",1,0,"","","",""
78,10248,"<lock>",1,1,1,77,"",1,0,"","","",""
79,10255,"<lock>",1,1,"",80,"",1,0,"","","",""
80,1369,"<lock>",1,1,1,41,"",1,0,"","",1,""
81,10419,"<lock>",1,1,1,101,"",1,0,"","","",""
82,10442,"<lock>",1,1,1,110,"",1,0,"","","",""
83,10446,"<lock>",1,1,1,76,"",1,0,"","","",""
84,10452,"<lock>",1,1,1,5,"",1,0,"","","",""
85,10453,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
86,10450,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
87,10463,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
