"rownum","Buff","[rid]","i32"
221,"herald_of_ash_burning_buff",[816],6
222,"herald_of_ash_buff",[812],7
223,"herald_of_ash_burning_buff",[173],7
224,"herald_of_ash_buff",[883],8
225,"herald_of_ash_burning_buff",[173],8
226,"herald_of_ash_buff",[887],9
227,"herald_of_ash_burning_buff",[173],9
228,"herald_of_ash_buff",[896],10
229,"herald_of_ash_burning_buff",[173],10
230,"herald_of_ash_buff",[907],11
231,"herald_of_ash_burning_buff",[173],11
232,"herald_of_ash_buff",[912],12
233,"herald_of_ash_burning_buff",[173],12
234,"herald_of_ash_buff",[1039],13
235,"herald_of_ash_burning_buff",[173],13
236,"herald_of_ash_buff",[1062],14
237,"herald_of_ash_burning_buff",[1095],14
238,"herald_of_ash_buff",[1159],15
239,"herald_of_ash_burning_buff",[1163],15
240,"herald_of_ash_buff",[1239],16
241,"herald_of_ash_burning_buff",[173],16
242,"herald_of_ash_buff",[1286],17
243,"herald_of_ash_burning_buff",[173],17
244,"herald_of_ash_buff",[1308],18
245,"herald_of_ash_burning_buff",[1312],18
246,"herald_of_ash_buff",[1377],19
247,"herald_of_ash_burning_buff",[173],19
248,"herald_of_ash_buff",[1449],20
249,"herald_of_ash_burning_buff",[1453],20
250,"herald_of_thunder_buff",[902],-1
251,"herald_of_thunder_buff",[326],0
252,"herald_of_thunder_buff",[326],1
253,"herald_of_thunder_buff",[600],2
254,"herald_of_thunder_buff",[677],3
255,"herald_of_thunder_buff",[681],4
256,"herald_of_thunder_buff",[724],5
257,"herald_of_thunder_buff",[810],6
258,"herald_of_thunder_buff",[814],7
259,"herald_of_thunder_buff",[885],8
260,"herald_of_thunder_buff",[889],9
261,"herald_of_thunder_buff",[898],10
262,"herald_of_thunder_buff",[909],11
263,"herald_of_thunder_buff",[914],12
264,"herald_of_thunder_buff",[1041],13
265,"herald_of_thunder_buff",[1064],14
266,"herald_of_thunder_buff",[1161],15
267,"herald_of_thunder_buff",[1241],16
268,"herald_of_thunder_buff",[1287],17
269,"herald_of_thunder_buff",[1309],18
270,"herald_of_thunder_buff",[1378],19
271,"herald_of_thunder_buff",[1450],20
272,"herald_of_ice_buff",[902],-1
273,"herald_of_ice_buff",[325],0
274,"herald_of_ice_buff",[325],1
275,"herald_of_ice_buff",[599],2
276,"herald_of_ice_buff",[676],3
277,"herald_of_ice_buff",[680],4
278,"herald_of_ice_buff",[723],5
279,"herald_of_ice_buff",[809],6
280,"herald_of_ice_buff",[813],7
281,"herald_of_ice_buff",[884],8
282,"herald_of_ice_buff",[888],9
283,"herald_of_ice_buff",[897],10
284,"herald_of_ice_buff",[908],11
285,"herald_of_ice_buff",[913],12
286,"herald_of_ice_buff",[1040],13
287,"herald_of_ice_buff",[1063],14
288,"herald_of_ice_buff",[1160],15
289,"herald_of_ice_buff",[1240],16
290,"herald_of_ice_buff",[1288],17
291,"herald_of_ice_buff",[1310],18
292,"herald_of_ice_buff",[1379],19
293,"herald_of_ice_buff",[1451],20
294,"herald_of_thunder_active_buff",[0],-1
295,"herald_of_thunder_active_buff",[327],0
296,"herald_of_thunder_active_buff",[327],1
297,"herald_of_thunder_active_buff",[684],2
298,"herald_of_thunder_active_buff",[683],3
299,"herald_of_thunder_active_buff",[682],4
300,"herald_of_thunder_active_buff",[725],5
301,"herald_of_thunder_active_buff",[811],6
302,"herald_of_thunder_active_buff",[815],7
303,"herald_of_thunder_active_buff",[886],8
304,"herald_of_thunder_active_buff",[890],9
305,"herald_of_thunder_active_buff",[899],10
306,"herald_of_thunder_active_buff",[910],11
307,"herald_of_thunder_active_buff",[915],12
308,"herald_of_thunder_active_buff",[1042],13
309,"herald_of_thunder_active_buff",[1065],14
310,"herald_of_thunder_active_buff",[1162],15
311,"herald_of_thunder_active_buff",[1242],16
312,"herald_of_thunder_active_buff",[1289],17
313,"herald_of_thunder_active_buff",[1311],18
314,"herald_of_thunder_active_buff",[1380],19
315,"herald_of_thunder_active_buff",[1452],20
316,"herald_of_agony_buff",[902],-1
317,"herald_of_agony_buff",[919],0
318,"herald_of_agony_buff",[919],1
319,"herald_of_agony_buff",[919],2
320,"herald_of_agony_buff",[919],3
321,"herald_of_agony_buff",[919],4
322,"herald_of_agony_buff",[919],5
323,"herald_of_agony_buff",[919],6
324,"herald_of_agony_buff",[919],7
325,"herald_of_agony_buff",[919],8
326,"herald_of_agony_buff",[919],9
327,"herald_of_agony_buff",[922],10
328,"herald_of_agony_buff",[920],11
329,"herald_of_agony_buff",[921],12
330,"herald_of_agony_buff",[923],13
331,"herald_of_agony_buff",[924],14
332,"herald_of_agony_buff",[1157],15
333,"herald_of_agony_buff",[1244],16
334,"herald_of_agony_buff",[1285],17
335,"herald_of_agony_buff",[1307],18
336,"herald_of_agony_buff",[1376],19
337,"herald_of_agony_buff",[1448],20
338,"herald_of_light_buff",[902],-1
339,"herald_of_light_buff",[926],0
340,"herald_of_light_buff",[926],1
341,"herald_of_light_buff",[926],2
342,"herald_of_light_buff",[926],3
343,"herald_of_light_buff",[926],4
344,"herald_of_light_buff",[926],5
345,"herald_of_light_buff",[926],6
346,"herald_of_light_buff",[926],7
347,"herald_of_light_buff",[926],8
348,"herald_of_light_buff",[926],9
349,"herald_of_light_buff",[929],10
350,"herald_of_light_buff",[927],11
351,"herald_of_light_buff",[928],12
352,"herald_of_light_buff",[930],13
353,"herald_of_light_buff",[931],14
354,"herald_of_light_buff",[1158],15
355,"herald_of_light_buff",[1243],16
356,"herald_of_light_buff",[1284],17
357,"herald_of_light_buff",[1306],18
358,"herald_of_light_buff",[1375],19
359,"herald_of_light_buff",[1447],20
360,"burning_arrow_debuff",[1173],0
361,"burning_arrow_debuff",[1174],1
362,"mortar_barrage_mine_aura",[1129],0
363,"mortar_barrage_mine_aura",[1622],2
364,"mine_lightning_explosion_aura",[1119],0
365,"mine_lightning_explosion_aura",[1623],2
366,"cold_projectile_mine_aura",[1128],0
367,"cold_projectile_mine_aura",[1624],2
368,"vaal_arc_buff",[892],6
369,"vaal_arc_buff",[940],7
370,"vaal_arc_buff",[1102],8
371,"flame_wall_burning",[173],0
372,"flame_wall_burning",[1050],1
373,"flame_wall_burning",[1567],2
374,"flame_wall_burning",[1629],3
375,"plague_bearer_at_max_damage",[902],-1
376,"plague_bearer_at_max_damage",[1115],0
377,"plague_bearer_at_max_damage",[1115],1
378,"plague_bearer_at_max_damage",[1115],2
379,"plague_bearer_buff_active_aura",[902],-1
380,"plague_bearer_buff_active_aura",[1116],0
381,"plague_bearer_buff_active_aura",[1116],1
382,"plague_bearer_buff_active_aura",[1116],2
383,"plague_bearer_accumulating",[902],-1
384,"plague_bearer_accumulating",[1125],0
385,"plague_bearer_accumulating",[1630],1
386,"plague_bearer_accumulating",[1751],2
387,"plague_bearer_aura",[902],-1
388,"plague_bearer_aura",[1126],0
389,"plague_bearer_aura",[1631],1
390,"plague_bearer_aura",[1752],2
391,"penance_brand_magma_pustule",[1304],0
392,"penance_brand_magma_pustule",[1632],2
393,"penance_brand_many_charges",[1321],0
394,"penance_brand_many_charges",[1633],2
395,"winter_brand_burn",[1322],0
396,"winter_brand_burn",[1634],2
397,"winter_brand_secondary_burn",[1323],0
398,"winter_brand_secondary_burn",[1635],2
399,"winter_brand_orb",[1327],0
400,"winter_brand_orb",[1636],2
401,"divine_cry_buff",[1570],0
402,"divine_cry_buff",[1639],2
403,"divine_cry_buff",[1640],3
404,"blight_channel_main",[531],0
405,"blight_channel_main",[1094],1
406,"blight_channel_main",[1530],2
407,"blight_channel_main",[1531],3
408,"blight_channel_main",[1564],4
409,"blight_channel_hinder",[1643],3
410,"blight_channel_hinder",[1569],4
411,"wither_channelled_main",[487],1
412,"wither_channelled_main",[1124],2
413,"wither_channelled_main",[1532],3
414,"wither_channelled_main",[1533],4
415,"wither_channelled_main",[1534],5
416,"wither_channelled_main",[1565],6
417,"wither_channelled_hinder",[1643],4
418,"wither_channelled_hinder",[1569],6
419,"soul_link_source",[1645],0
420,"soul_link_target",[1646],0
421,"storm_blade",[1644],0
422,"flame_link_source",[1647],0
423,"flame_link_target",[1648],0
424,"remora_link_source",[1649],0
425,"remora_link_target",[1650],0
426,"bulwark_link_source",[1651],0
427,"bulwark_link_target",[1652],0
428,"trigger_link_source",[1653],0
429,"trigger_link_target",[1654],0
430,"critical_link_source",[1655],0
431,"critical_link_target",[1656],0
432,"explosive_concoction_flask_attach",[1637],0
433,"poisonous_concoction_flask_attach",[1638],0
434,"poisonous_concoction_flask_attach",[1740],1
435,"poisonous_concoction_flask_attach",[1855],2
436,"bubble_shield",[0],0
437,"flask_effect",[1735],1
438,"flask_effect",[1736],2
439,"flask_effect",[1737],3
440,"flask_effect",[1738],4
441,"flask_effect",[1744],5
442,"flask_effect",[1784],6
443,"flask_effect",[1814],7
444,"flask_effect",[1830],8
445,"flask_effect",[1831],9
446,"flask_effect",[1832],10
447,"flask_effect",[1866],11
448,"flask_effect",[1875],12
449,"flask_effect",[1876],13
450,"flask_effect",[1877],14
451,"flask_effect",[1878],15
452,"flask_effect",[1879],16
453,"flask_effect",[1904],17
454,"flask_effect",[1912],18
455,"corrupting_fever_buff",[1501],0
456,"corrupting_fever_buff",[1746],1
457,"corrupting_fever_corrupted_blood",[236],0
458,"corrupting_fever_corrupted_blood",[1747],1
459,"slither_slither_buff",[1518],1
460,"slither_elusive_buff",[1519],1
461,"slither_wither_buff",[1534],1
462,"monster_dd_area_corpse_mark",[796],0
463,"monster_dd_area_corpse_mark",[797],1
464,"monster_dd_area_corpse_mark",[1414],2
465,"monster_dd_area_corpse_mark",[1691],3
466,"monster_dd_area_corpse_fade",[1713],3
467,"monster_soulrend_debuff",[997],0
468,"monster_soulrend_debuff",[999],1
469,"monster_soulrend_fadeout",[998],0
470,"monster_soulrend_fadeout",[1000],1
471,"arcane_surge",[714],0
472,"arcane_surge",[1810],1
473,"phasing_buff",[321],0
474,"phasing_buff",[1808],1
475,"fortify_buff",[396],0
476,"fortify_buff",[1809],1
477,"onslaught_buff",[212],0
478,"onslaught_buff",[1811],1
479,"onslaught_buff",[1943],2
480,"galvanic_field_player_buff",[1815],0
481,"galvanic_field_player_buff",[1841],1
482,"galvanic_field_player_buff",[1847],2
483,"galvanic_field_shock_debuff",[1816],0
484,"galvanic_field_shock_debuff",[1842],1
485,"galvanic_field_shock_debuff",[1848],2
486,"lightning_conduit_hit_buff",[1813],0
487,"lightning_conduit_hit_buff",[1844],1
488,"lightning_conduit_hit_buff",[1846],2
489,"lightning_conduit_pause_buff",[1812],0
490,"lightning_conduit_pause_buff",[1843],1
491,"lightning_conduit_pause_buff",[1845],2
492,"alchemists_mark_buff",[81],0
493,"alchemists_mark_buff",[1837],1
494,"righteous_fire_buff_visual",[377],2
495,"righteous_fire_buff_visual",[446],3
496,"righteous_fire_buff_visual",[446],4
497,"righteous_fire_buff_visual",[17],5
498,"righteous_fire_buff_visual",[17],6
499,"righteous_fire_buff_visual",[18],7
500,"righteous_fire_buff_visual",[1561],8
501,"righteous_fire_buff_visual",[1850],9
502,"righteous_fire_aura_visual",[378],2
503,"righteous_fire_aura_visual",[378],3
504,"righteous_fire_aura_visual",[378],4
505,"righteous_fire_aura_visual",[22],5
506,"righteous_fire_aura_visual",[25],6
507,"righteous_fire_aura_visual",[23],7
508,"righteous_fire_aura_visual",[1562],8
509,"righteous_fire_aura_visual",[1851],9
510,"righteous_fire_aura_visual_totem",[20],0
511,"righteous_fire_aura_visual_totem",[378],2
512,"righteous_fire_aura_visual_totem",[378],3
513,"righteous_fire_aura_visual_totem",[378],4
514,"righteous_fire_aura_visual_totem",[25],5
515,"righteous_fire_aura_visual_totem",[25],6
516,"righteous_fire_aura_visual_totem",[24],7
517,"righteous_fire_aura_visual_totem",[1563],8
518,"righteous_fire_aura_visual_totem",[1852],9
519,"reap_debuff",[1520],0
520,"reap_debuff",[1861],1
521,"reap_charges",[1521],0
522,"reap_charges",[1862],1
523,"vaal_charged_attack_buff",[1886],0
524,"vaal_charged_attack_buff",[1887],1
525,"vaal_charged_attack_buff",[1888],2
526,"dominating_blow_normal",[933],0
527,"dominating_blow_normal",[1424],1
528,"dominating_blow_magic",[934],0
529,"dominating_blow_magic",[1425],1
530,"dominating_blow_rare",[935],0
531,"dominating_blow_rare",[1426],1
532,"vaal_ice_shot",[1900],0
533,"vaal_ice_shot",[1901],3
534,"vaal_ice_shot",[1902],4
535,"vaal_arctic_armour_secondary",[1898],0
536,"vaal_arctic_armour_secondary",[1899],2
537,"covered_in_ash",[657],0
538,"covered_in_ash",[1939],1
539,"covered_in_frost",[1681],0
540,"covered_in_frost",[1940],1
