"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[5196,5197,6,6,5109,5110,5111,2,14,11,11]","[5198,5199,5670,6,6,5109,5110,5111,2,2]","[5196,5197,6,6,5109,5110,5111,2,14,11,11]","[5198,5199,5670,6,6,5109,5110,5111,2,2]","[5196,5197,6,6,5109,5110,5111,2,14,11,11]","[5198,5199,5670,6,6,5109,5110,5111,2,2]","[5196,5197,6,6,5109,5110,5111,2,14,11,11]","[5198,5199,5670,6,6,5109,5110,5111,2,2]","[5196,5197,6,6,5109,5110,5111,2,14,11,11]","[5198,5199,5670,6,6,5109,5110,5111,2,2]","[5196,5197,6,6,5109,5110,5111,2,14,11,11]","[5198,5199,5670,6,6,5109,5110,5111,2,2]",1328,"[5196,5197,6,6,5109,5110,5111,2,14,11,11]","[5198,5199,5670,6,6,5109,5110,5111,2,2]"
11,"Descent12","[5148,1,1,1,5960,5950,5637,5652,5990,5989,14,6,2,15,15]","[1,1,1,5148,5989,5637,5652,5950,5990,5960,12,12,6,2]","[5148,1,1,1,5960,5950,5637,5652,5990,5949,14,6,2,15,15]","[1,1,1,5148,5990,5949,5637,5652,5960,5950,12,12,6,2]","[5148,1,1,1,5954,5637,5652,6125,5990,5987,14,6,2,15,15]","[1,1,1,5148,5990,5637,5652,5987,6125,5954,12,12,6,2]","[5148,1,1,1,5990,5953,5637,5652,5991,5948,14,6,2,15,15]","[1,1,1,5148,5991,5953,5948,5990,12,12,6,2]","[5148,1,1,1,5637,5652,5991,5989,5948,14,6,2,15,15]","[1,1,1,5148,5991,5637,5652,5989,5948,12,12,6,2]","[5148,1,1,1,5637,5652,5989,5948,5990,5949,14,6,2,15,15]","[1,1,1,5148,5637,5652,5989,5948,5990,5949,12,12,6,2]",1329,"[5148,1,1,1,5637,5652,5989,5990,5948,14,6,2,15,15]","[1,1,1,5148,5637,5652,5989,5990,5948,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1330,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,6032,6169,6184]","[21,21,20,20,20,19,19,13,13,6032,6169,6184]","[6,6,2,2,13,13,6032,6169,6184]","[21,21,20,20,20,19,19,13,13,6032,6169,6184]","[6,6,2,2,13,13,6116,6032,6157]","[21,21,20,20,20,19,19,13,13,6116,6032,6157]","[6,6,2,2,13,13,6067,6078,6181,6154,6158]","[21,21,20,20,20,19,19,13,13,6067,6078,6181,6154,6158]","[6,6,2,2,13,13,6065,6067,6078,6181,6158]","[21,21,20,20,20,19,19,13,13,6065,6067,6078,6181,6158]","[6,6,2,2,13,13,6065,6181,6169,6184]","[21,21,20,20,20,19,19,13,13,6065,6181,6169,6184]",1331,"[6,6,2,2,13,13,6065,6032,6181,6169,6184]","[21,21,20,20,20,19,19,13,13,6032,6065,6181,6169,6184]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1332,[],[]
15,"Descent2_2_1","[5105,5107,10,10,15,11,5197,5143,6011,5961,6147,5633,5633,5648,6182]",[],"[5105,5107,10,10,15,11,5197,5143,5633,5633,5648,5959,6011,5980,6147,6182]",[],"[5105,5107,10,10,15,11,5197,5143,5633,5648,5633,5980,5894,6159]",[],"[5105,5107,10,10,15,11,5197,5143,5633,5648,5633,6008,5980,6170,6165]",[],"[5105,5107,10,10,15,11,5197,5143,5633,5648,5633,6170,6165]",[],"[5105,5107,10,10,15,11,5197,5143,5633,5648,5633,6017,6147,6165,6182]",[],1334,"[5105,5107,10,10,15,11,5197,5143,5633,5648,5633,6011,6147,6165,6182]",[]
16,"Descent2_2_2","[5106,10,10,15,11,1,1,1,5196,6,5142,6011,5961,6147,5633,5648,6182]",[],"[5106,10,10,15,11,1,1,1,5196,6,5142,5633,5648,5959,6011,5980,6147,6182]",[],"[5106,10,10,15,11,1,1,1,5196,6,5142,5633,5648,5980,5894,6159]",[],"[5106,10,10,15,11,1,1,1,5196,6,5142,5633,5648,6008,5980,6170,6165]",[],"[5106,10,10,15,11,1,1,1,5196,6,5142,5633,5648,6170,6165]",[],"[5106,10,10,15,11,1,1,1,5196,6,5142,5633,5648,6017,6147,6165,6182]",[],1335,"[5106,10,10,15,11,1,1,1,5196,6,5142,5633,5648,6011,6147,6165,6182]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5634,5649]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1336,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[6035,5899,5634]",[],"[5634,5899,6035,5902]",[],"[5634,5902,5905,6035]",[],"[5634,5908,5905,5902,6174,6044]",[],"[5634,5908,5902,6174]",[],"[5634,5899,5908,6035]",[],1339,"[5634,5905,5908,5899,6035,5902]",[]
19,"Descent2_5_1","[5144,5146,6,11,11,14,1,1,5198]",[],"[5145,5146,6,11,11,14,1,1,5198]",[],"[5145,5146,6,11,11,14,1,1,5198]",[],"[5144,5146,6,11,11,14,1,1,5198]",[],"[5145,5146,6,11,11,14,1,1,5198]",[],"[5145,5144,6,11,11,14,1,1,5198]",[],1340,"[5145,5146,6,11,11,14,1,1,5198]",[]
20,"Descent2_5_2","[5144,5145,6,6,2,5196]",[],"[5144,5146,6,6,2,5196]",[],"[5144,5145,6,6,2,5196]",[],"[5144,5145,6,6,2,5196]",[],"[5144,5145,6,6,2,5196]",[],"[5146,5145,6,6,2,5196]",[],1341,"[5144,5145,6,6,2,5196]",[]
21,"Descent2_6_1","[6,6,2,5875,5635,5650,6179]",[],"[6,6,2,6041,6179,5875]",[],"[6,6,2,6041,5964,5981]",[],"[6,6,2,6041,5871,6046,6173,6161]",[],"[6,6,2,5871,5975,5982,6173,6161]",[],"[6,6,2,5871,5975,6064,6037,6179]",[],1342,"[6,6,2,5871,6179,5975]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,5875,5635,5650,6179]",[],"[21,20,19,23,21,20,19,23,6041,6179,5875]",[],"[21,20,19,23,21,20,19,23,6041,5964,5981]",[],"[21,20,19,23,21,20,19,23,6041,5871,6046,6173,6161]",[],"[21,20,19,23,21,20,19,23,5871,5975,5982,6173,6161]",[],"[21,20,19,23,21,20,19,23,5871,5975,6064,6037,6179]",[],1344,"[21,20,19,23,21,20,19,23,5871,6179,5975]",[]
23,"Descent2_8_1","[6,2,2,5149,5150,21,20,19,21,20,19,6121,6122,6120,5880]",[],"[6,2,2,5149,5151,21,20,19,21,20,19,6120,6121,6122,5880,5887]",[],"[6,2,2,5149,5150,21,20,19,21,20,19,6121,6122,6120,5887,6015]",[],"[6,2,2,5149,5150,21,20,19,21,20,19,6122,6121,6120,5887,6015]",[],"[6,2,2,5150,5151,21,20,19,21,20,19,6122,6121,6074,6015]",[],"[6,2,2,5149,5150,21,20,19,21,20,19,6122,6121,6015,6120,5880]",[],1348,"[6,2,2,5149,5150,21,20,19,21,20,19,5151,6122,6121,6120,5887,5880,6015]",[]
24,"Descent2_8_2","[6,5149,5151,10,10,11,11,1,1,21,20,19,21,20,19,14,6121,6122,6120,5880,5635,5650]",[],"[6,5150,5151,10,10,11,11,1,1,21,20,19,21,20,19,14,6120,6121,6122,5880,5887]",[],"[6,5150,5151,10,10,11,11,1,1,21,20,19,21,20,19,14,6121,6122,6120,5887,6015]",[],"[6,5149,5151,10,10,11,11,1,1,21,20,19,21,20,19,14,6122,6121,6120,5887,6015]",[],"[6,5149,5151,10,10,11,11,1,1,21,20,19,21,20,19,14,6122,6121,6074,6015]",[],"[6,5150,5151,10,10,11,11,1,1,21,20,19,21,20,19,14,6122,6121,6015,6120,5880]",[],1349,"[6,5150,5151,10,10,11,11,1,1,21,20,19,21,20,19,14,5149,6122,6121,6120,5887,5880,6015]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,5111,5942,5900,5972,5636,5636,5651,5651,5111]",[],"[6,2,13,13,13,2,6,6,6,2,5111,6070,5900,5972,5942,5111]",[],"[6,2,13,13,13,2,6,6,6,2,5111,6070,5900,5972,5111]",[],"[6,2,13,13,13,2,6,6,6,2,5111,5945,5900,5942,6153,5111]",[],"[6,2,13,13,13,2,6,6,6,2,5111,5945,5965,5111]",[],"[6,2,13,13,13,2,6,6,6,2,5111,5945,5965,5972,5942,5111]",[],1350,"[6,2,13,13,13,2,6,6,6,2,5111,5942,5900,5972,5945,5965,6070,5111]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,5109,5942,5900,5972,5636,5636,5651,5651,5109]",[],"[6,2,13,13,13,1,1,21,20,19,5109,6070,5900,5972,5942,5109]",[],"[6,2,13,13,13,1,1,21,20,19,5109,6070,5900,5972,5109]",[],"[6,2,13,13,13,1,1,21,20,19,5109,5945,5900,5942,6153,5109]",[],"[6,2,13,13,13,1,1,21,20,19,5109,5945,5965,5109]",[],"[6,2,13,13,13,1,1,21,20,19,5109,5945,5965,5972,5942,5109]",[],1351,"[6,2,13,13,13,1,1,21,20,19,5109,5942,5900,5972,5945,5965,6070,5109]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,5110,5942,5900,5972,5636,5636,5651,5651,5110]",[],"[6,2,13,13,13,2,6,12,14,13,5110,6070,5900,5972,5942,5110]",[],"[6,2,13,13,13,2,6,12,14,13,5110,6070,5900,5972,5110]",[],"[6,2,13,13,13,2,6,12,14,13,5110,5945,5900,5942,6153,5110]",[],"[6,2,13,13,13,2,6,12,14,13,5110,5945,5965,5110]",[],"[6,2,13,13,13,2,6,12,14,13,5110,5945,5965,5972,5942,5110]",[],1352,"[6,2,13,13,13,2,6,12,14,13,5110,5942,5900,5972,5945,5965,6070,5110]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,5116]",[],"[5,21,20,19,2,6,13,5116]",[],"[5,21,20,19,2,6,13,5116]",[],"[5,21,20,19,2,6,13,5116]",[],"[5,21,20,19,2,6,13,5116]",[],"[5,21,20,19,2,6,13,5116]",[],1356,"[5,21,20,19,2,6,13,5116]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,5989,5949,5960,5950,5988,5637,5652]",[],"[1,1,1,6,2,8,8,8,12,12,13,5949,6125,5990,5987,5950]",[],"[1,1,1,6,2,8,8,8,12,12,13,6125,5954,5990,5987]",[],"[1,1,1,6,2,8,8,8,12,12,13,6028,6030,6029,5991,5990,5953]",[],"[1,1,1,6,2,8,8,8,12,12,13,6028,6030,6029,5984,5991]",[],"[1,1,1,6,2,8,8,8,12,12,13,6028,6030,6029,5949,5989]",[],1357,"[1,1,1,6,2,8,8,8,12,12,13,6028,6030,6029,5989,5991,5990]",[]
30,"Descent2_3_S1","[5670,5670,5556]",[],"[5670,5670,5556]",[],"[5670,5670,5556]",[],"[5670,5670,5556]",[],"[5670,5670,5556]",[],"[5670,5670,5556]",[],1337,"[5670,5670,5556]",[]
31,"Descent2_6_1_S1","[5872,4915,6145,5956,6131,4971]",[],"[5872,4915,6145,5956,6131,4971]",[],"[5872,4915,6145,5956,6131,4971]",[],"[5872,4915,6145,5956,6131,4971]",[],"[5872,4915,6145,5956,6131,4971]",[],"[5872,4915,6145,5956,6131,4971]",[],1343,"[5872,4915,6145,5956,6131,4971]",[]
32,"Descent2_6_2_S1","[5995,6141]",[],"[5995,6141]",[],"[5995,6141]",[],"[5995,6141]",[],"[5995,6141]",[],"[5995,6141]",[],1345,"[5995,6141]",[]
