"rownum","MonsterVarietiesKey","[rid]","[i32]","Name"
150,58,"[1085,9549,717]","[20,10,50]","Callow Thug"
151,344,[717],[100],"Stygian Ape"
152,357,[717],[25],"Stygian Silverback"
153,873,"[485,717]","[30,50]","Bramble Cobra"
154,3093,[717],[100],"Plummeting Ursa"
155,3095,[717],[100],"Plummeting Ursa"
156,3,[717],[50],"Merciless Killer"
157,863,"[485,717]","[30,50]","Night Adder"
158,944,[717],[50],"Ink Spinner"
159,2636,"[717,6908]","[25,1]","Devourer"
160,32,"[2089,9549]","[20,10]","Alira Darktongue"
161,50,"[1085,9549,485]","[20,10,50]","Alira's Blood Guard"
162,1341,"[1085,9549,717]","[30,15,50]","Blackguard Soldier"
163,1342,[],[],"Captain Arteri"
164,918,[485],[50],"The Weaver"
165,923,[717],[50],"Lurking Venom"
166,932,[717],[50],"Vaal Recluse"
167,937,[717],[50],"Leaping Spider"
168,959,[717],[100],"Hatchling"
169,274,[717],[75],"Ancient Construct"
170,279,[717],[75],"Vaal Construct"
171,791,[717],[50],"Vaal Fallen"
172,795,[717],[50],"Vaal Fallen"
173,821,[717],[50],"Vaal Arsonist"
174,866,[717],[50],"Serpentine Construct"
175,39,[717],[50],"Oak, Skullbreaker"
176,59,[717],[50],"Oak's Devoted"
177,1066,"[483,717]","[80,50]","Boiling Ambusher"
178,4245,[717],[75],"Enraptured Crab"
179,4251,[717],[50],"Enraptured Crab"
180,121,[],[],"Thicket Hulk"
181,342,[717],[100],"Dread Primate"
182,882,"[485,717]","[30,50]","Glade Mamba"
183,120,[],[],"Shaggy Monstrosity"
184,136,[],[],"Armour Cruncher"
185,178,"[484,717]","[50,50]","Phantom Occultist"
186,278,[717],[75],"Ancient Construct"
187,581,[717],[50],"Frost Archmage"
188,607,[717],[50],"Flame Archmage"
189,626,[717],[50],"Thunder Archmage"
190,753,[717],[50],"Flame Guardian"
191,913,[717],[100],"Slimy Nemesis"
192,1572,[717],[25],"Ash Prophet"
193,1578,[717],[25],"Death Bishop"
194,3122,[],[],"Q'uru"
195,3905,[717],[50],"Howler"
196,747,"[1085,9549,717]","[20,10,50]","Frost Champion"
197,758,"[1085,9549,717]","[20,10,50]","Flame Champion"
198,784,"[1085,9549,484,717]","[20,10,50,50]","Thunder Guardian"
199,148,[],[],"Vaal Oversoul"
200,1177,[717],[50],"Shambling Cadaver"
201,1180,[717],[50],"Shambling Cadaver"
202,1183,[717],[50],"Shambling Cadaver"
203,1338,"[1085,9549,717]","[30,15,50]","Guard"
204,1339,[],[],"Guard Captain"
205,1605,[717],[50],"Flayed Warrior"
206,1608,[717],[50],"Restless Archer"
207,2047,[717],[50],"Undying Outcast"
208,1519,[482],[50],"Carrion Queen"
209,1625,"[485,717]","[30,50]","Spine Serpent"
210,2045,[],[],"Perpetus"
211,1565,[717],[25],"Cinder Elemental"
212,1569,[],[],"Hatebeat"
213,1615,[717],[50],"Incinerated Mage"
214,1927,[717],[50],"Undying Wretch"
215,1582,[717],[50],"Undying Incinerator"
216,1736,[717],[50],"Archer Statue"
217,1657,[717],[50],"Archer Statue"
218,1650,"[1085,9549]","[20,10]","Marceus the Defaced"
219,1910,[717],[50],"Undying Worker"
220,1988,[717],[50],"Undying Untouchable"
221,2049,[717],[50],"Undying Impaler"
222,1619,[717],[50],"Bleak Aspirant"
223,1923,[717],[50],"Undying Cultist"
224,1992,[717],[50],"Undying Archivist"
225,1249,[],[],"Captain Aurelianus"
226,1252,"[1085,9549,717]","[30,15,50]","Blackguard Mage"
227,1279,[717],[50],"Blackguard Elite"
228,1309,"[1085,9549,717]","[30,15,50]","Blackguard Elite"
229,1317,"[1085,9549,717]","[30,15,50]","Blackguard Scout"
230,1321,"[1085,9549,717]","[30,15,50]","Blackguard Soldier"
231,1504,[717],[50],"Assault Ribbon"
232,1505,[717],[50],"Galvanic Ribbon"
233,1506,[717],[50],"Flame Sentinel"
234,1491,[],[],"The Infernal Seal"
235,1492,[],[],"The Voltaic Seal"
236,1493,[717],[50],"Galvanic Ribbon"
237,1495,[717],[50],"Flame Sentinel"
238,1501,[717],[50],"Assault Ribbon"
239,1488,[717],[50],"Banner of Passion"
240,1489,[717],[50],"Banner of Knowledge"
241,1490,[717],[50],"Banner of Action"
242,1893,"[483,717]","[80,50]","Holy Water"
243,1648,[],[],"The Goddess of Purity"
244,1556,[717],[50],"Voidbearer"
245,1559,[],[],"The Shipyard Terror"
246,2054,[717],[50],"Dockhand Wraith"
247,2056,[717],[50],"Dockhand Wraith"
248,2058,[717],[50],"Dockhand Wraith"
249,2065,[717],[50],"Brittle Longshoreman"
250,2067,[717],[50],"Brittle Corsair"
251,1456,[717],[50],"Fetid Maw"
252,1584,[717],[50],"Undying Alchemist"
253,1921,[717],[50],"Stinking Undying"
254,1990,[717],[50],"Stinking Undying"
255,2035,[717],[50],"Undying Grappler"
256,3038,[717],[50],"Soulless Watcher"
257,1253,"[2089,9549,717]","[20,10,50]","Blackguard Arcmage"
258,1308,"[1085,9549,717]","[20,10,50]","Blackguard Elite"
259,1314,[717],[50],"Mortality Experimenter"
260,1320,"[1085,9549,717]","[20,10,50]","Blackguard Soldier"
261,1329,"[1085,9549]","[30,15]","General Gravicius"
262,1250,[],[],"Fleshrend, Grand Inquisitor"
263,1315,[717],[50],"Reanimator"
264,1376,[],[],"Kole"
265,1384,[717],[50],"Piety's Miscreation"
266,1398,[717],[50],"Drenched Miscreation"
267,1402,[717],[50],"Burned Miscreation"
268,1405,[717],[50],"Shocked Miscreation"
269,1316,[717],[50],"Flesh Sculptor"
270,1344,[],[],"Piety"
271,1413,[],[],"Spinecrack"
272,1415,[717],[50],"Whipping Miscreation"
273,1435,"[482,717]","[50,50]","Tentacle Miscreation"
274,1857,[717],[50],"Blood Elemental"
275,1541,[717],[50],"Avian Retch"
276,1631,[717],[25],"Porcupine Goliath"
277,1647,[717],[25],"Thistlesage"
278,2650,[6908],[1],"The Conqueror Wurm"
279,3760,[717],[50],"Pale Blackguard"
280,432,[717],[50],"Bone Rhoa"
281,633,[717],[50],"Thunder Keeper"
282,732,[],[],"Colossal Bonestalker"
283,1920,[717],[50],"Undying Archivist"
284,588,[717],[50],"Frost Keeper"
285,1935,[],[],"Trinian, Intellectus Prime"
286,1467,[717],[50],"Plumed Chimeral"
287,1480,[717],[50],"Chimeric Croaker"
288,1929,[717],[50],"Undying Evangelist"
289,1939,[717],[50],"Undying Aristocrat"
290,1970,[717],[50],"Undying Evangelist"
291,1974,[717],[50],"Undying Aristocrat"
292,1984,[],[],"Caliga, Imperatrix"
293,969,[717],[50],"Brooding Tarantula"
294,1267,"[2089,9549]","[20,10]","Compulsor Octavia Sparkfist"
295,1292,[],[],"Draconarius Wilhelm Flamebrand"
296,1294,"[1085,9549]","[20,10]","Imperator Stantinus Bitterblade "
297,1306,"[1085,9549,717]","[20,10,50]","Praetorian Guard"
298,1383,[717],[50],"Miscreation"
299,1428,[717],[50],"Whipping Miscreation"
300,1446,"[482,717]","[50,50]","Tentacle Miscreation"
301,1475,[],[],"Paradisae Venenum"
302,1558,[717],[50],"Voidbearer"
303,1595,[],[],"Dominus, Ascendant"
304,3773,[717],[50],"Infested Vulture"
305,3778,[],[],"The Hundred Foot Shadow"
306,3785,[717],[50],"Voll's Fallen"
307,3803,"[1085,9549,717]","[20,10,50]","Voll's Fallen"
308,3817,[717],[50],"Impure Archer"
309,3840,[717],[25],"Maelström"
310,3769,[717],[50],"Mindless Scavenger"
311,3821,[717],[50],"Voll's Vanguard"
312,3832,[717],[50],"Nightwane"
313,3855,"[1085,9549]","[20,10]","Voll, Emperor of Purity"
314,3863,"[484,717]","[80,75]","Dust Scrabbler"
315,3875,[717],[25],"Knitted Horror"
316,3898,[717],[50],"Shrieker"
317,3911,[717],[50],"Pocked Miner"
318,3915,[717],[50],"Pikerivet"
319,3925,[717],[50],"Pocked Miner"
320,3930,[717],[50],"Pocked Lanternbearer"
321,3949,[717],[0],"Pocked Goliath"
322,3900,[],[],"Voidscream"
323,3907,[717],[50],"Pocked Miner"
324,3940,[717],[50],"Tunneler"
325,3945,[],[],"Hammerstorm"
326,3899,[717],[50],"Shrieker"
327,3913,[717],[50],"Pocked Plunderer"
328,3927,[717],[50],"Pocked Plunderer"
329,3934,[717],[50],"Pocked Illuminator"
330,3936,[717],[25],"The Burning Man"
331,3944,[717],[50],"Burrower"
332,3953,[717],[0],"Pocked Behemoth"
333,1567,[717],[25],"Living Fury"
334,3989,[717],[50],"Fury Hound"
335,3995,[717],[125],"Inua Totem"
336,4000,[],[],"Torchoak Grove"
337,4011,[],[],"Rakango"
338,4013,[],[],"Triskeriaki"
339,4194,[717],[75],"Volcanic Golem"
340,3980,[717],[50],"Hyrri's Sister"
341,3982,[717],[50],"Kaom's Chosen"
342,3983,[717],[50],"Kaom's Chosen"
343,3984,[717],[50],"Lavianga's Acolyte"
344,3999,[717],[50],"Vakali Totem"
345,4021,[],[],"King Kaom"
346,4199,[717],[75],"Volcanic Golem"
347,1237,[717],[50],"Rotten Gladiator"
348,1240,[717],[50],"Rotten Gladiator"
349,4028,[717],[50],"Pitbull Demon"
350,4031,[],[],"Steelchaw"
351,4040,[717],[50],"Rooster Fiend"
352,4042,[717],[50],"Rooster Demon"
353,4044,[],[],"Eyepecker"
354,4055,[],[],"Barkhul"
355,4066,[717],[50],"Mad Gladiator"
356,4070,"[1085,9549,717]","[30,15,50]","Mad Gladiator"
357,4071,[],[],"Fighting Bull"
358,4084,[],[],"Daresso, King of Swords"
359,4161,[717],[75],"Icy Manifestation"
360,4419,[],[],"Rudiarius Felix"
361,4421,"[1085,9549]","[30,15]","Mevion"
362,4423,"[1085,9549]","[20,10]","Dimachaeri Cassius"
363,560,[717],[50],"Bonewarped Archer"
364,562,[717],[50],"Bonewarped Archer"
365,719,[717],[50],"Bonewarped Warrior"
366,722,[717],[50],"Bonewarped Warrior"
367,4094,[717],[50],"Wandering Eye"
368,4105,[717],[100],"Eye Hatchery"
369,4111,[717],[50],"Gut Flayer"
370,4119,[717],[50],"Gut Spiker"
371,4124,[717],[50],"Noisome Ophidian"
372,4408,[717],[25],"Stygian Revenant"
373,4412,[],[],"The Bone Queen"
374,1347,[],[],"Piety, the Abomination"
375,1860,[717],[50],"Aggravated Wound"
376,1878,[717],[50],"Aggravated Wound"
377,4128,"[949,1831]","[60,5000]","Maligaro, The Inquisitor"
378,4135,[],[],"Doedre Darktongue"
379,4143,[],[],"Shavronne of Umbra"
380,4150,[],[],"Malachai, The Nightmare"
381,4260,[717],[50],"Primordial Creation"
382,4262,[717],[50],"Primordial Creation"
383,230,[717],[50],"Alpine Devil"
384,269,[717],[50],"Alpine Shaman"
385,321,[717],[50],"Mountain Hellion"
386,323,[717],[50],"Mountain Hellion Alpha"
387,5171,[],[],"Vendigo"
388,5173,[],[],"The White Death"
389,5174,"[1085,9549,717]","[20,10,50]","Blackguard Jaeger"
390,5176,[717],[50],"Blackguard Jaeger"
391,5178,[717],[50],"Risen Jaeger"
392,4898,[],[],"Overseer Krow"
393,5250,[717],[50],"Indoctrinated Slave"
394,5252,[717],[50],"Truth Extractor"
395,5294,[717],[50],"Oriath Enforcer"
396,5296,"[1085,9549,717]","[20,10,50]","Oriath Enforcer"
397,5570,[],[],"Karui Rebel"
398,5571,[],[],"Karui Rebel"
399,4896,[717],[50],"Slave Driver"
400,4911,"[1085,9549]","[30,15]","Justicar Casticus"
401,4922,[717],[50],"Slave Catcher"
402,4866,[717],[50],"Purge Hound"
403,4916,[717],[50],"Blackguard Stalker"
404,4917,[717],[50],"Blackguard Stalker"
405,4999,[],[],"Flame Mother"
406,5001,[],[],"The Matriarch"
407,5016,"[1085,9549,717]","[20,10,50]","Temple Ward"
408,5018,[717],[50],"Temple Guardian"
409,5583,[717],[50],"Frightened Citizen"
410,5584,[717],[50],"Frightened Citizen"
411,5586,[717],[50],"Frightened Citizen"
412,5587,[717],[50],"Frightened Citizen"
413,5588,[717],[50],"Frightened Citizen"
414,5589,[717],[50],"Frightened Citizen"
415,1372,[717],[50],"Crimson Scholar"
416,4924,[717],[50],"Deranged Slaver"
417,4926,[717],[50],"Depraved Slaver"
418,5005,[717],[50],"The Risen Matriarch"
419,5020,"[1085,9549,717]","[20,10,50]","Heretical Ward"
420,5022,"[1085,9549,717]","[20,10,50]","Heretical Ward"
421,5024,[717],[50],"Heretical Guardian"
422,5290,[717],[50],"Heretical Adjudicator"
423,5419,[],[],"Utula, Stone and Steel"
424,5591,[717],[50],"Kitava Zealot"
425,5593,[717],[50],"Kitava Zealot"
426,5595,[717],[50],"Kitava Zealot"
427,4905,[717],[50],"Temple Justicar"
428,5287,[717],[50],"Temple Adjudicator"
429,1366,[],[],"Cato, Scholar of Light"
430,4907,[717],[50],"Twisted Justicar"
431,4909,[717],[50],"Depraved Justicar"
432,5014,[717],[50],"Sanguine Sister"
433,1364,[717],[50],"Temple Scholar"
434,5011,[717],[50],"Blessed Sister"
435,5146,[],[],"Innocence, God-Emperor of Eternity"
436,5269,[717],[50],"Prayer Guard"
437,603,[717],[50],"Desecrated Saint"
438,645,[717],[50],"Brittle Cleric"
439,647,[717],[50],"Brittle Cleric"
440,737,[],[],"Awoken Giant"
441,5681,[717],[75],"Restless Pauper"
442,5683,[717],[75],"Restless Pauper"
443,5685,[717],[75],"Restless Pauper"
444,5711,[],[],"Bone Husk"
445,5822,[],[],"Bone Stalker"
446,601,[717],[50],"Gleaming Saint"
447,668,[717],[50],"Risen Saint"
448,2997,[717],[100],"Living Memorial"
449,2999,[717],[100],"Living Memorial"
450,3001,[717],[100],"Living Memorial"
451,3003,[717],[100],"Living Memorial"
452,5658,[717],[50],"Vengeful Soul"
453,5660,[717],[50],"Vengeful Soul"
454,5662,[717],[50],"Vengeful Soul"
455,5664,[717],[50],"Vengeful Soul"
456,5666,[717],[50],"Desperate Soul"
457,5668,[717],[50],"Desperate Soul"
458,5670,[717],[50],"Desperate Soul"
459,5672,[717],[50],"Desperate Soul"
460,5182,[],[],"Kitava's Herald"
461,5648,[717],[50],"Wailing Widow"
462,5206,[717],[50],"Noble Dead"
463,5214,[717],[50],"Noble Dead"
464,5216,[717],[50],"Noble Dead"
465,5218,[717],[50],"Noble Dead"
466,5220,[717],[50],"Rhys of Abram"
467,5231,[717],[50],"Noble Dead"
468,5236,[717],[50],"Noble Dead"
469,5238,[717],[50],"Noble Dead"
470,5240,[717],[50],"Noble Dead"
471,454,[717],[100],"Crustacean Sniper"
472,3985,[717],[50],"Tukohama's Scout"
473,3986,[717],[50],"Tukohama's Warrior"
474,3987,[717],[50],"Tukohama's Warrior"
475,3988,[717],[50],"Tukohama's Vanguard"
476,3990,[717],[50],"War Hound"
477,3993,[],[],"Raihara, Tukohama's Loyal"
478,457,[717],[100],"Crustacean Sniper"
479,496,[717],[100],"Invading Crustacean"
480,1076,[717],[50],"Clearwater Strider"
481,1082,[483],[80],"Riptide"
482,4254,[717],[50],"Savage Crab"
483,5573,[717],[25],"The Dishonoured Queen"
484,5577,[717],[50],"Forgotten Warrior"
485,5579,[717],[50],"Forgotten Warrior"
486,5581,[717],[50],"Forgotten Warrior"
487,5430,[],[],"Tukohama, Karui God of War"
488,521,[717],[50],"Timeless Hunter"
489,655,[717],[50],"Timeless Wanderer"
490,1627,"[485,717]","[30,50]","Infested Serpent"
491,3870,"[484,717]","[80,75]","Infested Skitterer"
492,5262,[],[],"Fleetfreak"
493,619,[717],[50],"Brittle Arsonist"
494,766,[717],[50],"Flame Guardian"
495,1576,[717],[25],"Ash Prophet"
496,5195,[717],[25],"Rattling Condemned"
497,407,[717],[25],"Thunder Whisperer"
498,543,[717],[50],"Thunder Thrall"
499,780,"[484,717]","[50,50]","Thunder Guardian"
500,2039,[717],[50],"Shavronne's Gemling"
501,5153,[],[],"Reassembled Brutus"
502,218,[717],[50],"Goatman Stomper"
503,266,[717],[50],"Goatman Fire-raiser"
504,325,[717],[50],"Enslaved Hellion"
505,327,[717],[50],"Enslaved Hellion"
506,446,[717],[100],"Gravel Eater"
507,5640,[],[],"Abberath, the Cloven One"
508,80,[717],[50],"Stag Acolyte"
509,84,[717],[50],"Stag Acolyte"
510,85,[717],[50],"Bear Acolyte"
511,88,[717],[50],"Bear Acolyte"
512,89,"[1085,9549,717]","[20,10,50]","Boar Acolyte"
513,92,"[1085,9549,717]","[20,10,50]","Boar Acolyte"
514,968,[717],[50],"Brooding Tarantula"
515,972,[717],[50],"Enraptured Arachnid"
516,973,[717],[50],"Enraptured Arachnid"
517,1103,[717],[50],"Alira's Dearest"
518,3762,[717],[50],"Pale Blackguard"
519,4484,[],[],"Defiled Proclamation"
520,101,[],[],"The Animal Pack"
521,350,[717],[100],"Infested Ape"
522,351,[717],[100],"Infested Ape"
523,361,[717],[25],"Host Chieftain"
524,362,[717],[25],"Host Chieftain"
525,877,"[485,717]","[30,50]","Host Cobra"
526,878,"[485,717]","[30,50]","Host Cobra"
527,1462,[717],[50],"Infested Maw"
528,1463,[717],[50],"Infested Maw"
529,444,[717],[50],"Infested Rhoa"
530,445,[717],[50],"Infested Rhoa"
531,1521,[485],[50],"Ryslatha, the Puppet Mistress"
532,4798,[],[],"Parasite"
533,4799,[],[],"Ravenous Parasite"
534,363,[],[],"Hollowskull, the Willing Host"
535,497,[717],[100],"Infested Crustacean"
536,4244,[717],[50],"Infested Crab"
537,4250,[717],[50],"Infested Crab"
538,191,"[484,717]","[50,50]","Spectral Corsair"
539,492,[717],[50],"Singing Siren"
540,501,[717],[100],"Shield Crab"
541,3040,[717],[50],"Cavern Drifter"
542,4240,[717],[100],"Infested Crawler"
543,4253,[717],[50],"Infested Crawler"
544,5635,[],[],"Brinecrack"
545,527,[717],[50],"Brittle Poacher"
546,534,[717],[50],"Weathered Watchman"
547,657,[717],[50],"Sandworn Watchman"
548,1073,"[483,717]","[80,50]","Sand Strider"
549,4247,[717],[75],"Infested Crawler"
550,4481,[717],[50],"Animated Reef"
551,4820,[717],[50],"Brine Vassal"
552,4821,[717],[50],"Swarthy Mollusc"
553,5163,[],[],"Tsoagoth, The Brine King"
554,106,[],[],"Enraptured Beast"
555,107,[],[],"Enraptured Beast"
556,393,[717],[25],"Rubble Golem"
557,548,[717],[50],"Disbanded Dead"
558,550,[717],[50],"Disbanded Dead"
559,553,[717],[50],"Disbanded Dead"
560,556,[717],[50],"Disbanded Dead"
561,688,"[1085,9549,717]","[20,10,50]","Brittle Bandit"
562,690,"[1085,9549,717]","[20,10,50]","Brittle Bandit"
563,693,"[1085,9549,717]","[20,10,50]","Brittle Bandit"
564,696,"[1085,9549,717]","[20,10,50]","Brittle Bandit"
565,3770,[717],[50],"Scavenging Vulture"
566,4800,[],[],"Ravenous Parasite"
567,663,[717],[50],"Ash Harvester"
568,3586,[],[],"Fire Trap"
569,3591,[],[],"Blast Rain Trap"
570,415,[717],[25],"Bringer of Souls"
571,525,[717],[50],"Brittle Born-again"
572,665,[717],[50],"Brittle Born-again"
573,1187,[717],[50],"Devout Dead"
574,1190,[717],[50],"Devout Dead"
575,1193,[717],[50],"Devout Dead"
576,1675,[717],[50],"Idolised Saint"
577,1677,[717],[50],"Idolised Saint"
578,1679,[717],[50],"Idolised Saint"
579,3886,[],[],"Bundle of Woe"
580,193,[717],[50],"Spectral Mage"
581,671,[717],[50],"Vault Guardian"
582,952,[717],[50],"Crypt Ambusher"
583,3661,[717],[50],"Wraith"
584,1407,[717],[50],"Augmented Dead"
585,1102,[717],[50],"Plague Retch"
586,1896,[717],[50],"Undying Subject"
587,1965,[717],[50],"Undying Subject"
588,1898,[717],[50],"Undying Inductor"
589,1967,[717],[50],"Undying Inductor"
590,4098,[717],[100],"Wide-eyed Assemblage"
591,4113,[717],[50],"Arranged Anatomy"
592,5352,[],[],"Maligaro, the Artist"
593,5357,[],[],"Black Death, Pain Unending"
594,5359,[],[],"Fidelitas, Loyalty Undying"
595,5371,[717],[50],"Hybrid Arachnid"
596,5372,[717],[50],"Scalding Arachnid"
597,112,[],[],"The Great White Bones"
598,414,[],[],"The Bone Sculptor"
599,3098,[717],[100],"Tunnelfiend"
600,3100,[717],[100],"Tunnelfiend"
601,3101,[717],[100],"Infested Tunnelfiend"
602,3103,[717],[100],"Infested Tunnelfiend"
603,3105,[717],[100],"Infested Tunnelfiend"
604,3110,[717],[100],"Infested Tunnelfiend"
605,81,[717],[50],"Ralakesh's Horn"
606,86,[717],[50],"Ralakesh's Claw"
607,90,"[1085,9549,717]","[20,10,50]","Ralakesh's Tusk"
608,5378,"[1085,9549]","[20,10]","Greust, Lord of the Forest"
609,5385,[],[],"Oak, Skullbreaker"
610,5388,"[2089,9549]","[20,10]","Alira Darktongue"
611,5391,[],[],"Kraityn, Scarbearer"
612,23,[717],[50],"Treacherous Deserter"
613,53,"[1085,9549,717]","[20,10,50]","Heartless Deserter"
614,864,"[485,717]","[30,50]","Host Adder"
615,865,"[485,717]","[30,50]","Host Adder"
616,946,[717],[50],"Ink Spinner"
617,2632,[6908],[1],"Tunnelworm"
618,2639,"[717,6908]","[25,1]","Devourer"
619,3111,[717],[100],"Woods Ursa"
620,3113,[717],[100],"Woods Ursa"
621,3114,[717],[100],"Infested Ursa"
622,3116,[717],[100],"Infested Ursa"
623,3118,[717],[100],"Infested Ursa"
