"rownum","MonsterVarietiesKey","LegionFactionsKey","LegionRanksKey","i32","MiscAnimatedKey","i32","i32","[i32]","[i32]","[i32]","[i32]","[i32]","[i32]","i32","i32","[rid]","MonsterVarietiesKey2"
26,7265,4,0,0,[3057],10,1,[100],[200],[0],[440],[520],[60],15,50,[1],""
27,7266,4,0,0,[],0,1,[],[],[],[],[],[],15,60,[],""
28,7273,4,1,2,[],0,1,[],[],[],[],[],[],15,50,[],""
29,7274,4,1,2,[],0,1,[],[],[],[],[],[],15,50,[],""
30,7279,4,2,2,[],0,1,[],[],[],[],[],[],15,60,[],""
31,7281,4,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
32,7283,4,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
33,7285,1,0,0,[3061],10,1,[100],[200],[0],[440],[600],[60],15,50,[1],""
34,7286,1,0,0,[3061],10,1,[100],[200],[0],[440],[550],[60],15,50,[1],""
35,7287,1,0,1,[],0,1,[],[],[],[],[],[],15,50,[],""
36,7294,1,1,2,[],0,3,[],[],[],[],[],[],15,50,[],""
37,7297,1,0,0,[],0,1,[],[],[],[],[],[],15,50,[],""
38,7300,1,1,0,[],0,1,[],[],[],[],[],[],15,60,[],""
39,7302,1,1,0,[],0,1,[],[],[],[],[],[],15,60,[],""
40,7305,1,2,1,[],0,1,[],[],[],[],[],[],15,40,[],""
41,7307,1,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
42,7309,1,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
43,7201,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
44,7202,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
45,7203,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
46,7204,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
47,7205,0,57,0,[],0,2,[],[],[],[],[],[],150,50,[],""
48,7213,0,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
49,7214,0,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
50,7215,0,57,0,[],0,1,[],[],[],[],[],[],150,120,[],""
51,7224,2,57,0,[],0,8,[],[],[],[],[],[],150,60,[],""
52,7230,2,57,1,[],0,1,[],[],[],[],[],[],150,60,[],""
53,7231,2,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
54,7245,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
55,7246,3,57,0,[],0,5,[],[],[],[],[],[],150,50,[],""
56,7253,3,57,0,[],0,1,[],[],[],[],[],[],150,50,[],""
57,7254,3,57,1,[],0,1,[],[],[],[],[],[],150,110,[],""
58,7255,3,57,0,[],0,1,[],[],[],[],[],[],150,110,[],""
59,7267,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
60,7268,4,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
61,7269,4,57,0,[],0,3,[],[],[],[],[],[],150,60,[],""
62,7275,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
63,7276,4,57,2,[],0,1,[],[],[],[],[],[],150,50,[],""
64,7288,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
65,7289,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
66,7290,1,57,1,[],0,1,[],[],[],[],[],[],150,50,[],""
67,7295,1,57,2,[],0,3,[],[],[],[],[],[],150,50,[],""
68,7298,1,57,0,[],0,3,[],[],[],[],[],[],150,50,[],""
69,7303,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
70,7304,1,57,0,[],0,1,[],[],[],[],[],[],150,60,[],""
