"rownum","StatSet","GemLevel","PlayerLevelReq","SpellCritChance","AttackCritChance","BaseMultiplier","DamageEffectiveness","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","BaseResolvedValues","AdditionalStatsValues","GrantedEffects"
131,23,14,45,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[103,154]","[45,2,35]",[23]
132,23,15,53,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[160,241]","[53,3,60]",[23]
133,23,16,58,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[210,315]","[58,3,60]",[23]
134,23,17,62,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[260,390]","[62,3,60]",[23]
135,23,18,63,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[274,411]","[63,3,60]",[23]
136,23,19,66,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[320,480]","[66,3,60]",[23]
137,23,20,67,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[337,506]","[67,3,60]",[23]
138,23,21,68,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[355,532]","[68,3,60]",[23]
139,23,22,69,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[374,561]","[69,3,60]",[23]
140,23,23,70,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[393,590]","[70,3,60]",[23]
141,23,24,71,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[414,621]","[71,3,60]",[23]
142,23,25,72,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[436,653]","[72,3,60]",[23]
143,23,26,73,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[458,687]","[73,3,60]",[23]
144,23,27,74,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[482,723]","[74,3,60]",[23]
145,23,28,75,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[507,761]","[75,3,60]",[23]
146,23,29,76,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[533,800]","[76,3,60]",[23]
147,23,30,77,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[561,841]","[77,3,60]",[23]
148,23,31,78,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[590,884]","[78,3,60]",[23]
149,23,32,79,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[620,930]","[79,3,60]",[23]
150,23,33,80,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[651,977]","[80,3,60]",[23]
151,23,34,81,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[685,1027]","[81,3,60]",[23]
152,23,35,82,600,0,0,0,[1114],"[1469,1470]","[0,0]","[882,173,216]","[3,3,1,1,1]","[0.8,1.2]","[719,1079]","[82,3,60]",[23]
153,24,1,3,0,0,0,0,[],"[1469,1470]","[0,0]",[],"[3,3]","[0.8,1.2]","[6,9]",[],[24]
154,25,1,3,0,0,0,0,[],"[1469,1470]","[0,0]",[214],"[3,3,1]","[0.8,1.2]","[6,9]",[0],[25]
155,25,2,26,0,0,0,0,[],"[1469,1470]","[0,0]",[214],"[3,3,1]","[0.8,1.2]","[43,65]",[1],[25]
156,25,3,38,0,0,0,0,[],"[1469,1470]","[0,0]","[214,173]","[3,3,1,1]","[0.8,1.2]","[94,141]","[1,2]",[25]
157,25,4,69,0,0,0,0,[],"[1469,1470]","[0,0]","[214,173]","[3,3,1,1]","[0.8,1.2]","[545,818]","[2,4]",[25]
158,26,1,3,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[5,7]",[0],[26]
159,26,2,5,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[6,9]",[1],[26]
160,26,3,8,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[8,12]",[2],[26]
161,26,4,12,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[11,17]",[3],[26]
162,26,5,15,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[15,22]",[4],[26]
163,26,6,19,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[20,30]",[5],[26]
164,26,7,20,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[21,32]",[6],[26]
165,26,8,21,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[23,34]",[7],[26]
166,26,9,26,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[32,48]",[8],[26]
167,26,10,30,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[42,63]",[9],[26]
168,26,11,34,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[54,81]",[10],[26]
169,26,12,38,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[68,103]",[11],[26]
170,26,13,43,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[92,138]",[12],[26]
171,26,14,45,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[103,154]",[13],[26]
172,26,15,53,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[160,241]",[14],[26]
173,26,16,58,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[210,315]",[15],[26]
174,26,17,62,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[260,390]",[16],[26]
175,26,18,63,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[274,411]",[17],[26]
176,26,19,66,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[320,480]",[18],[26]
177,26,20,67,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[337,506]",[19],[26]
178,26,21,68,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[355,532]",[20],[26]
179,26,22,69,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[374,561]",[21],[26]
180,26,23,70,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[393,590]",[22],[26]
181,26,24,71,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[414,621]",[23],[26]
182,26,25,72,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[436,653]",[24],[26]
183,26,26,73,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[458,687]",[25],[26]
184,26,27,74,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[482,723]",[26],[26]
185,26,28,75,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[507,761]",[27],[26]
186,26,29,76,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[533,800]",[28],[26]
187,26,30,77,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[561,841]",[29],[26]
188,26,31,78,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[590,884]",[30],[26]
189,26,32,79,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[620,930]",[31],[26]
190,26,33,80,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[651,977]",[32],[26]
191,26,34,81,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[685,1027]",[33],[26]
192,26,35,82,0,0,0,0,[],"[1469,1470]","[0,0]",[216],"[3,3,1]","[0.8,1.2]","[719,1079]",[34],[26]
