"rownum","BaseItemType","Armour","Evasion","EnergyShield","IncreasedMovementSpeed","Ward","i32_36"
151,2149,0,87,35,0,0,0
152,2150,0,99,39,0,0,0
153,2151,0,122,46,0,0,0
154,2152,15,0,0,0,0,0
155,2153,31,0,0,0,0,0
156,2154,40,0,0,0,0,0
157,2155,58,0,0,0,0,0
158,2156,68,0,0,0,0,0
159,2157,88,0,0,0,0,0
160,2158,100,0,0,0,0,0
161,2159,122,0,0,0,0,0
162,2160,0,10,0,0,0,0
163,2161,0,26,0,0,0,0
164,2162,0,33,0,0,0,0
165,2163,0,52,0,0,0,0
166,2164,0,60,0,0,0,0
167,2165,0,79,0,0,0,0
168,2166,0,90,0,0,0,0
169,2167,0,111,0,0,0,0
170,2168,0,0,9,0,0,0
171,2169,0,0,15,0,0,0
172,2170,0,0,17,0,0,0
173,2171,0,0,22,0,0,0
174,2172,0,0,26,0,0,0
175,2173,0,0,32,0,0,0
176,2174,0,0,35,0,0,0
177,2175,0,0,42,0,0,0
178,2176,13,10,0,0,0,0
179,2177,22,18,0,0,0,0
180,2178,37,33,0,0,0,0
181,2179,48,44,0,0,0,0
182,2180,55,50,0,0,0,0
183,2181,67,61,0,0,0,0
184,2182,12,0,6,0,0,0
185,2183,22,0,9,0,0,0
186,2184,37,0,14,0,0,0
187,2185,48,0,17,0,0,0
188,2186,55,0,19,0,0,0
189,2187,67,0,23,0,0,0
190,2188,0,8,6,0,0,0
191,2189,0,18,9,0,0,0
192,2190,0,33,14,0,0,0
193,2191,0,44,17,0,0,0
194,2192,0,50,19,0,0,0
195,2193,0,61,23,0,0,0
196,2194,22,0,0,0,0,0
197,2195,47,0,0,0,0,0
198,2196,60,0,0,0,0,0
199,2197,87,0,0,0,0,0
200,2198,102,0,0,0,0,0
201,2199,132,0,0,0,0,0
202,2200,150,0,0,0,0,0
203,2201,182,0,0,0,0,0
204,2202,0,15,0,0,0,0
205,2203,0,38,0,0,0,0
206,2204,0,50,0,0,0,0
207,2205,0,79,0,0,0,0
208,2206,0,90,0,0,0,0
209,2207,0,119,0,0,0,0
210,2208,0,135,0,0,0,0
211,2209,0,166,0,0,0,0
212,2210,0,0,14,0,0,0
213,2211,0,0,22,0,0,0
214,2212,0,0,25,0,0,0
215,2213,0,0,34,0,0,0
216,2214,0,0,38,0,0,0
217,2215,0,0,48,0,0,0
218,2216,0,0,53,0,0,0
219,2217,0,0,63,0,0,0
220,2218,19,15,0,0,0,0
221,2219,33,28,0,0,0,0
222,2220,56,50,0,0,0,0
223,2221,73,65,0,0,0,0
224,2222,82,74,0,0,0,0
225,2223,100,91,0,0,0,0
226,2224,18,0,9,0,0,0
227,2225,33,0,14,0,0,0
228,2226,56,0,21,0,0,0
229,2227,73,0,26,0,0,0
230,2228,82,0,29,0,0,0
231,2229,100,0,35,0,0,0
232,2230,0,13,9,0,0,0
233,2231,0,28,14,0,0,0
234,2232,0,50,21,0,0,0
235,2233,0,65,26,0,0,0
236,2234,0,74,29,0,0,0
237,2235,0,91,35,0,0,0
238,2236,18,0,0,-300,0,0
239,2237,29,0,0,-300,0,0
240,2238,41,0,0,-300,0,0
241,2239,50,0,0,-300,0,0
242,2240,60,0,0,-300,0,0
243,2241,75,0,0,-300,0,0
244,2242,85,0,0,-300,0,0
245,2243,91,0,0,-300,0,0
246,2244,110,0,0,-300,0,0
247,2245,121,0,0,-300,0,0
248,2246,125,0,0,-300,0,0
249,2247,137,0,0,-300,0,0
250,2248,152,0,0,-300,0,0
251,2249,10,7,0,-150,0,0
252,2250,18,14,0,-150,0,0
253,2251,27,23,0,-150,0,0
254,2252,39,34,0,-150,0,0
255,2253,47,41,0,-150,0,0
256,2254,51,46,0,-150,0,0
257,2255,61,54,0,-150,0,0
258,2256,63,57,0,-150,0,0
259,2257,69,62,0,-150,0,0
260,2258,74,68,0,-150,0,0
261,2259,84,76,0,-150,0,0
262,2260,10,0,6,-150,0,0
263,2261,17,0,8,-150,0,0
264,2262,27,0,12,-150,0,0
265,2263,41,0,16,-150,0,0
266,2264,47,0,18,-150,0,0
267,2265,50,0,19,-150,0,0
268,2266,61,0,22,-150,0,0
269,2267,65,0,23,-150,0,0
270,2268,69,0,24,-150,0,0
271,2269,74,0,26,-150,0,0
272,2270,84,0,29,-150,0,0
273,2271,0,10,0,0,0,0
274,2272,0,16,0,0,0,0
275,2273,0,26,0,0,0,0
276,2274,0,33,0,0,0,0
277,2275,0,43,0,0,0,0
278,2276,0,49,0,0,0,0
279,2277,0,60,0,0,0,0
280,2278,0,70,0,0,0,0
281,2279,0,79,0,0,0,0
282,2280,0,84,0,0,0,0
283,2281,0,90,0,0,0,0
284,2282,0,95,0,0,0,0
285,2283,0,111,0,0,0,0
286,2284,0,0,12,0,0,0
287,2285,0,0,15,0,0,0
288,2286,0,0,17,0,0,0
289,2287,0,0,21,0,0,0
290,2288,0,0,25,0,0,0
291,2289,0,0,28,0,0,0
292,2290,0,0,32,0,0,0
293,2291,0,0,34,0,0,0
294,2292,0,0,40,0,0,0
295,2293,0,0,43,0,0,0
296,2294,0,0,44,0,0,0
297,2295,0,0,47,0,0,0
298,2296,0,0,52,0,0,0
299,2379,0,0,0,0,0,0
300,2380,135,123,46,-400,0,0
301,2381,88,80,30,0,0,0
302,2382,44,40,15,0,0,0
303,2383,66,60,23,0,0,0
304,2477,269,0,0,-500,0,0
305,2478,284,0,0,-500,0,0
306,2479,299,0,0,-500,0,0
307,2480,320,0,0,-500,0,0
308,2481,340,0,0,-500,0,0
309,2482,355,0,0,-500,0,0
310,2483,0,242,0,-300,0,0
311,2484,0,256,0,-300,0,0
312,2485,0,271,0,-300,0,0
313,2486,0,290,0,-300,0,0
314,2487,0,309,0,-300,0,0
315,2488,0,324,0,-300,0,0
316,2489,0,0,97,-300,0,0
317,2490,0,0,101,-300,0,0
318,2491,0,0,106,-300,0,0
319,2492,0,0,112,-300,0,0
320,2493,0,0,119,-300,0,0
321,2494,0,0,123,-300,0,0
322,2495,148,133,0,-400,0,0
323,2496,156,141,0,-400,0,0
324,2497,165,149,0,-400,0,0
325,2498,176,159,0,-400,0,0
326,2499,187,170,0,-400,0,0
327,2500,195,178,0,-400,0,0
328,2501,148,0,53,-400,0,0
329,2502,156,0,56,-400,0,0
330,2503,165,0,58,-400,0,0
331,2504,176,0,62,-400,0,0
332,2505,187,0,65,-400,0,0
333,2506,195,0,68,-400,0,0
334,2507,0,133,53,-300,0,0
335,2508,0,141,56,-300,0,0
336,2509,0,149,58,-300,0,0
337,2510,0,159,62,-300,0,0
338,2511,0,170,65,-300,0,0
339,2512,0,178,68,-300,0,0
340,2513,176,0,0,0,0,0
341,2514,186,0,0,0,0,0
342,2515,196,0,0,0,0,0
343,2516,210,0,0,0,0,0
344,2517,223,0,0,0,0,0
345,2518,0,158,0,0,0,0
346,2519,0,168,0,0,0,0
347,2520,0,177,0,0,0,0
348,2521,0,190,0,0,0,0
349,2522,0,203,0,0,0,0
350,2523,0,0,63,0,0,0
351,2524,0,0,67,0,0,0
352,2525,0,0,70,0,0,0
353,2526,0,0,74,0,0,0
354,2527,0,0,78,0,0,0
355,2528,97,87,0,0,0,0
356,2529,102,92,0,0,0,0
357,2530,108,98,0,0,0,0
358,2531,115,105,0,0,0,0
359,2532,123,111,0,0,0,0
360,2533,97,0,35,0,0,0
361,2534,102,0,37,0,0,0
362,2535,108,0,38,0,0,0
363,2536,115,0,41,0,0,0
364,2537,123,0,43,0,0,0
365,2538,0,87,35,0,0,0
366,2539,0,92,37,0,0,0
367,2540,0,98,38,0,0,0
368,2541,0,105,41,0,0,0
369,2542,0,111,43,0,0,0
370,2543,88,0,0,0,0,0
371,2544,98,0,0,0,0,0
372,2545,105,0,0,0,0,0
373,2546,111,0,0,0,0,0
374,2547,0,79,0,0,0,0
375,2548,0,89,0,0,0,0
376,2549,0,95,0,0,0,0
377,2550,0,101,0,0,0,0
378,2551,0,0,32,0,0,0
379,2552,0,0,35,0,0,0
380,2553,0,0,37,0,0,0
381,2554,0,0,39,0,0,0
382,2555,48,44,0,0,0,0
383,2556,54,49,0,0,0,0
384,2557,61,56,0,0,0,0
385,2558,48,0,17,0,0,0
386,2559,54,0,19,0,0,0
387,2560,61,0,21,0,0,0
388,2561,0,44,17,0,0,0
389,2562,0,49,19,0,0,0
390,2563,0,56,21,0,0,0
391,2564,132,0,0,0,0,0
392,2565,147,0,0,0,0,0
393,2566,157,0,0,0,0,0
394,2567,167,0,0,0,0,0
395,2568,0,119,0,0,0,0
396,2569,0,133,0,0,0,0
397,2570,0,143,0,0,0,0
398,2571,0,152,0,0,0,0
399,2572,0,0,48,0,0,0
400,2573,0,0,52,0,0,0
401,2574,0,0,55,0,0,0
402,2575,0,0,58,0,0,0
403,2576,73,65,0,0,0,0
404,2577,81,73,0,0,0,0
405,2578,92,84,0,0,0,0
406,2579,73,0,26,0,0,0
407,2580,81,0,29,0,0,0
408,2581,92,0,32,0,0,0
409,2582,0,65,26,0,0,0
410,2583,0,73,29,0,0,0
411,2584,0,84,32,0,0,0
412,2585,110,0,0,-300,0,0
413,2586,116,0,0,-300,0,0
414,2587,123,0,0,-300,0,0
415,2588,131,0,0,-300,0,0
416,2589,139,0,0,-300,0,0
417,2590,144,0,0,-300,0,0
418,2591,61,54,0,-150,0,0
419,2592,64,58,0,-150,0,0
420,2593,67,61,0,-150,0,0
421,2594,72,65,0,-150,0,0
422,2595,77,70,0,-150,0,0
423,2596,80,73,0,-150,0,0
424,2597,61,0,22,-150,0,0
425,2598,64,0,23,-150,0,0
426,2599,67,0,24,-150,0,0
427,2600,72,0,25,-150,0,0
428,2601,77,0,27,-150,0,0
429,2602,80,0,28,-150,0,0
430,2603,0,79,0,0,0,0
431,2604,0,84,0,0,0,0
432,2605,0,89,0,0,0,0
433,2606,0,95,0,0,0,0
434,2607,0,101,0,0,0,0
435,2608,0,105,0,0,0,0
436,2609,0,0,40,0,0,0
437,2610,0,0,42,0,0,0
438,2611,0,0,43,0,0,0
439,2612,0,0,46,0,0,0
440,2613,0,0,49,0,0,0
441,2614,0,0,50,0,0,0
442,2615,534,0,0,-500,0,0
443,2616,445,0,0,-500,0,0
444,2617,445,0,0,-500,0,0
445,2618,0,406,0,-300,0,0
446,2619,0,487,0,-300,0,0
447,2620,0,406,0,-300,0,0
448,2621,0,0,184,-300,0,0
449,2622,0,0,153,-300,0,0
450,2623,0,0,153,-300,0,0
451,2624,245,223,0,-400,0,0
452,2625,245,223,0,-400,0,0
453,2626,245,223,0,-400,0,0
454,2627,245,223,0,-400,0,0
455,2628,294,268,0,-400,0,0
456,2629,294,0,101,-400,0,0
457,2630,245,0,84,-400,0,0
458,2631,245,0,84,-400,0,0
459,2632,0,268,101,-300,0,0
460,2633,0,223,84,-300,0,0
461,2634,0,223,84,-300,0,0
462,2635,243,0,0,0,0,0
463,2636,267,0,0,0,0,0
464,2637,292,0,0,0,0,0
465,2638,0,222,0,0,0,0
466,2639,0,244,0,0,0,0
467,2640,0,266,0,0,0,0
468,2641,0,0,84,0,0,0
469,2642,0,0,92,0,0,0
470,2643,0,0,101,0,0,0
471,2644,134,122,0,0,0,0
472,2645,147,134,0,0,0,0
473,2646,160,146,0,0,0,0
474,2647,134,0,46,0,0,0
475,2648,147,0,51,0,0,0
476,2649,160,0,55,0,0,0
477,2650,0,122,46,0,0,0
478,2651,0,134,51,0,0,0
479,2652,0,146,55,0,0,0
480,2653,122,0,0,0,0,0
481,2654,134,0,0,0,0,0
482,2655,146,0,0,0,0,0
483,2656,0,111,0,0,0,0
484,2657,0,122,0,0,0,0
485,2658,0,133,0,0,0,0
486,2659,0,0,42,0,0,0
487,2660,0,0,46,0,0,0
488,2661,0,0,50,0,0,0
489,2662,67,61,0,0,0,0
490,2663,74,67,0,0,0,0
491,2664,80,73,0,0,0,0
492,2665,67,0,23,0,0,0
493,2666,74,0,25,0,0,0
494,2667,80,0,28,0,0,0
495,2668,0,61,23,0,0,0
496,2669,0,67,25,0,0,0
497,2670,0,73,28,0,0,0
498,2671,182,0,0,0,0,0
499,2672,200,0,0,0,0,0
500,2673,219,0,0,0,0,0
501,2674,0,166,0,0,0,0
502,2675,0,183,0,0,0,0
503,2676,0,200,0,0,0,0
504,2677,0,0,63,0,0,0
505,2678,0,0,69,0,0,0
506,2679,0,0,75,0,0,0
507,2680,100,91,0,0,0,0
508,2681,110,101,0,0,0,0
509,2682,120,110,0,0,0,0
510,2683,100,0,35,0,0,0
511,2684,110,0,38,0,0,0
512,2685,120,0,42,0,0,0
513,2686,0,91,35,0,0,0
514,2687,0,101,38,0,0,0
515,2688,0,110,42,0,0,0
516,2689,152,0,0,-300,0,0
517,2690,167,0,0,-300,0,0
518,2691,182,0,0,-300,0,0
519,2692,84,76,0,-150,0,0
520,2693,92,84,0,-150,0,0
521,2694,100,91,0,-150,0,0
522,2695,84,0,29,-150,0,0
523,2696,92,0,32,-150,0,0
524,2697,100,0,35,-150,0,0
525,2698,0,111,0,0,0,0
526,2699,0,122,0,0,0,0
527,2700,0,133,0,0,0,0
528,2701,0,0,52,0,0,0
529,2702,0,0,58,0,0,0
530,2703,0,0,63,0,0,0
