"rownum","Id","ArmFile","RoomType","Script","Floor","Area","i32_72"
26,"Caverns_Explore_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Explore/explore_06.arm",0,"telepad1",0,"",1
27,"Caverns_Explore_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Explore/explore_07.arm",0,"telepad1",0,"",1
28,"Caverns_Gauntlet_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Gauntlet/gauntlet_01.arm",5,"telepad1",0,"",1
29,"Caverns_Gauntlet_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Gauntlet/gauntlet_02.arm",5,"telepad1",0,"",2
30,"Caverns_Gauntlet_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Gauntlet/gauntlet_03.arm",5,"telepad1",0,"",1
31,"Caverns_Gauntlet_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Gauntlet/gauntlet_04.arm",5,"telepad1",0,"",1
32,"Caverns_Gauntlet_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Gauntlet/gauntlet_05.arm",5,"telepad1",0,"",1
33,"Caverns_Gauntlet_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Gauntlet/gauntlet_06.arm",5,"telepad1",0,"",0
34,"Caverns_Gauntlet_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Gauntlet/gauntlet_07.arm",5,"telepad1",0,"",1
35,"Caverns_Boss_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Unique/boss_01.arm",9,"telepad1 teleport2disabled-Arena telepad2",0,"",0
36,"Caverns_TreasureWaterMajor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_water_major.arm",17,"exit1 exit2 exit3",0,"",0
37,"Caverns_TreasureWaterMinor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_water_minor.arm",18,"exit1 exit2 exit3",0,"",0
38,"Caverns_TreasureLegendPledge","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_legend_pledge.arm",12,"exit1 exit2 exit3",0,"",0
39,"Caverns_TreasureLegendWater","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_legend_water.arm",13,"exit1 exit2 exit3",0,"",0
40,"Caverns_TreasureLegendCurse","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_legend_curse.arm",14,"exit1 exit2 exit3",0,"",0
41,"Caverns_TreasureLegendBoon","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_legend_boon.arm",15,"exit1 exit2 exit3",0,"",0
42,"Caverns_TreasureLegendRandom","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_legend_random.arm",16,"exit1 exit2 exit3",0,"",0
43,"Caverns_TreasureLegendHonor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_legend_honor.arm",11,"exit1 exit2 exit3",0,"",0
44,"Caverns_TreasureMerchant_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_merchant.arm",10,"exit1 exit2 exit3",0,"",0
45,"Caverns_TreasureKeyBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_key_bronze.arm",20,"exit1 exit2 exit3",0,"",0
46,"Caverns_TreasureKeySilver","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_key_silver.arm",21,"exit1 exit2 exit3",0,"",0
47,"Caverns_TreasureKeyGold","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_key_gold.arm",22,"exit1 exit2 exit3",0,"",0
48,"Caverns_TreasureChestBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_chest_bronze.arm",23,"exit1 exit2 exit3",0,"",0
49,"Caverns_TreasureChestSilver","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_chest_silver.arm",24,"exit1 exit2 exit3",0,"",0
50,"Caverns_TreasureChestGold","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Rooms/Treasure/treasure_chest_gold.arm",25,"exit1 exit2 exit3",0,"",0
51,"Ruins_Arena_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Arena/arena_01.arm",1,"telepad1",1,"",1
52,"Ruins_Arena_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Arena/arena_02.arm",1,"telepad1",1,"",1
53,"Ruins_Arena_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Arena/arena_03.arm",1,"telepad1",1,"",1
54,"Ruins_Arena_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Arena/arena_04.arm",1,"telepad1",1,"",1
55,"Ruins_Arena_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Arena/arena_05.arm",1,"telepad1",1,"",1
56,"Ruins_Arena_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Arena/arena_06.arm",1,"telepad1",1,"",1
57,"Ruins_Arena_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Arena/arena_07.arm",1,"telepad1",1,"",1
58,"Ruins_Lair_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Lair/lair_01.arm",3,"telepad1",1,"",1
59,"Ruins_Lair_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Lair/lair_02.arm",3,"telepad1",1,"",1
60,"Ruins_Lair_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Lair/lair_03.arm",3,"telepad1",1,"",1
61,"Ruins_Lair_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Lair/lair_04.arm",3,"telepad1",1,"",1
62,"Ruins_Lair_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Lair/lair_05.arm",3,"telepad1",1,"",1
63,"Ruins_Lair_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Lair/lair_06.arm",3,"telepad1",1,"",1
64,"Ruins_Lair_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Lair/lair_07.arm",3,"telepad1",1,"",1
65,"Ruins_Explore_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Explore/explore_01.arm",0,"telepad1",1,"",1
66,"Ruins_Explore_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Explore/explore_02.arm",0,"telepad1",1,"",1
67,"Ruins_Explore_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Explore/explore_03.arm",0,"telepad1",1,"",1
68,"Ruins_Explore_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Explore/explore_04.arm",0,"telepad1",1,"",1
69,"Ruins_Explore_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Explore/explore_05.arm",0,"telepad1",1,"",1
70,"Ruins_Explore_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Explore/explore_06.arm",0,"telepad1",1,"",1
71,"Ruins_Explore_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Explore/explore_07.arm",0,"telepad1",1,"",1
72,"Ruins_Ritual_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Ritual/ritual_01.arm",2,"telepad1",1,"",1
73,"Ruins_Ritual_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Ritual/ritual_02.arm",2,"telepad1",1,"",1
74,"Ruins_Ritual_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Ritual/ritual_03.arm",2,"telepad1",1,"",1
75,"Ruins_Ritual_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Ritual/ritual_04.arm",2,"telepad1",1,"",1
76,"Ruins_Ritual_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Ritual/ritual_05.arm",2,"telepad1",1,"",1
77,"Ruins_Ritual_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Ritual/ritual_06.arm",2,"telepad1",1,"",1
78,"Ruins_Ritual_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Ritual/ritual_07.arm",2,"telepad1",1,"",1
79,"Ruins_Gauntlet_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Gauntlet/gauntlet_01.arm",5,"telepad1",1,"",1
80,"Ruins_Gauntlet_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Gauntlet/gauntlet_02.arm",5,"telepad1",1,"",1
81,"Ruins_Gauntlet_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Gauntlet/gauntlet_03.arm",5,"telepad1",1,"",1
82,"Ruins_Gauntlet_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Gauntlet/gauntlet_04.arm",5,"telepad1",1,"",1
83,"Ruins_Gauntlet_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Gauntlet/gauntlet_05.arm",5,"telepad1",1,"",1
84,"Ruins_Gauntlet_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Gauntlet/gauntlet_06.arm",5,"telepad1",1,"",1
85,"Ruins_Gauntlet_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Gauntlet/gauntlet_07.arm",5,"telepad1",1,"",1
86,"Ruins_Boss_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Unique/boss_01.arm",9,"telepad1 teleport2disabled-Arena telepad2",1,"",0
87,"Ruins_TreasureWaterMajor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_water_major.arm",17,"exit3 exit2 exit1",1,"",1
88,"Ruins_TreasureWaterMinor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_water_minor.arm",18,"exit3 exit2 exit1",1,"",1
89,"Ruins_TreasureLegendWater","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_legend_water.arm",13,"exit3 exit2 exit1",1,"",1
90,"Ruins_TreasureLegendPledge","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_legend_pledge.arm",12,"exit3 exit2 exit1",1,"",1
91,"Ruins_TreasureLegendCurse","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_legend_curse.arm",14,"exit3 exit2 exit1",1,"",1
92,"Ruins_TreasureLegendBoon","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_legend_boon.arm",15,"exit3 exit2 exit1",1,"",1
93,"Ruins_TreasureLegendRandom","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_legend_random.arm",16,"exit3 exit2 exit1",1,"",1
94,"Ruins_TreasureLegendHonor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_legend_honor.arm",11,"exit3 exit2 exit1",1,"",1
95,"Ruins_TreasureMerchant_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_merchant.arm",10,"exit3 exit2 exit1",1,"",1
96,"Ruins_TreasureKeyBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_key_bronze.arm",20,"exit3 exit2 exit1",1,"",1
97,"Ruins_TreasureKeySilver","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_key_silver.arm",21,"exit3 exit2 exit1",1,"",1
98,"Ruins_TreasureKeyGold","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_key_gold.arm",22,"exit3 exit2 exit1",1,"",1
99,"Ruins_TreasureChestBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_chest_bronze.arm",23,"exit3 exit2 exit1",1,"",1
100,"Ruins_TreasureChestSilver","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_chest_silver.arm",24,"exit3 exit2 exit1",1,"",1
101,"Ruins_TreasureChestGold","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Rooms/Treasure/treasure_chest_gold.arm",25,"exit3 exit2 exit1",1,"",1
102,"Depths_Arena_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Arena/arena_01.arm",1,"telepad1",2,"",1
103,"Depths_Arena_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Arena/arena_02.arm",1,"telepad1",2,"",1
104,"Depths_Arena_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Arena/arena_03.arm",1,"telepad1",2,"",1
105,"Depths_Arena_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Arena/arena_04.arm",1,"telepad1",2,"",1
106,"Depths_Arena_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Arena/arena_05.arm",1,"telepad1",2,"",0
107,"Depths_Arena_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Arena/arena_06.arm",1,"telepad1",2,"",1
108,"Depths_Arena_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Arena/arena_07.arm",1,"telepad1",2,"",1
109,"Depths_Lair_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Lair/lair_01.arm",3,"telepad1",2,"",2
110,"Depths_Lair_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Lair/lair_02.arm",3,"telepad1",2,"",1
111,"Depths_Lair_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Lair/lair_03.arm",3,"telepad1",2,"",2
112,"Depths_Lair_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Lair/lair_04.arm",3,"telepad1",2,"",2
113,"Depths_Lair_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Lair/lair_05.arm",3,"telepad1",2,"",2
114,"Depths_Lair_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Lair/lair_06.arm",3,"telepad1",2,"",1
115,"Depths_Lair_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Lair/lair_07.arm",3,"telepad1",2,"",1
116,"Depths_Explore_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Explore/explore_01.arm",0,"telepad1",2,"",2
117,"Depths_Explore_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Explore/explore_02.arm",0,"telepad1",2,"",1
118,"Depths_Explore_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Explore/explore_03.arm",0,"telepad1",2,"",1
119,"Depths_Explore_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Explore/explore_04.arm",0,"telepad1",2,"",2
120,"Depths_Explore_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Explore/explore_05.arm",0,"telepad1",2,"",2
121,"Depths_Explore_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Explore/explore_06.arm",0,"telepad1",2,"",2
122,"Depths_Explore_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Explore/explore_07.arm",0,"telepad1",2,"",1
123,"Depths_Gauntlet_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Gauntlet/gauntlet_01.arm",5,"telepad1",2,"",1
124,"Depths_Gauntlet_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Gauntlet/gauntlet_02.arm",5,"telepad1",2,"",2
125,"Depths_Gauntlet_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Gauntlet/gauntlet_03.arm",5,"telepad1",2,"",1
126,"Depths_Gauntlet_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Gauntlet/gauntlet_04.arm",5,"telepad1",2,"",1
127,"Depths_Gauntlet_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Gauntlet/gauntlet_05.arm",5,"telepad1",2,"",1
128,"Depths_Gauntlet_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Gauntlet/gauntlet_06.arm",5,"telepad1",2,"",1
129,"Depths_Gauntlet_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Gauntlet/gauntlet_07.arm",5,"telepad1",2,"",1
130,"Depths_Ritual_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Ritual/ritual_01.arm",2,"telepad1",2,"",1
131,"Depths_Ritual_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Ritual/ritual_02.arm",2,"telepad1",2,"",1
132,"Depths_Ritual_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Ritual/ritual_03.arm",2,"telepad1",2,"",1
133,"Depths_Ritual_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Ritual/ritual_04.arm",2,"telepad1",2,"",1
134,"Depths_Ritual_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Ritual/ritual_05.arm",2,"telepad1",2,"",1
135,"Depths_Ritual_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Ritual/ritual_06.arm",2,"telepad1",2,"",1
136,"Depths_Ritual_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Ritual/ritual_07.arm",2,"telepad1",2,"",1
137,"Depths_Boss_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Unique/boss_01.arm",9,"telepad1",2,"",0
138,"Depths_TreasureWaterMajor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_water_major.arm",17,"exit3 exit2 exit1",2,"",1
139,"Depths_TreasureWaterMinor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_water_minor.arm",18,"exit3 exit2 exit1",2,"",1
140,"Depths_TreasureLegendPledge","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_legend_pledge.arm",12,"exit3 exit2 exit1",2,"",1
141,"Depths_TreasureLegendWater","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_legend_water.arm",13,"exit3 exit2 exit1",2,"",1
142,"Depths_TreasureLegendCurse","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_legend_curse.arm",14,"exit3 exit2 exit1",2,"",1
143,"Depths_TreasureLegendBoon","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_legend_boon.arm",15,"exit3 exit2 exit1",2,"",1
144,"Depths_TreasureLegendRandom","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_legend_random.arm",16,"exit3 exit2 exit1",2,"",1
145,"Depths_TreasureLegendHonor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_legend_honor.arm",11,"exit3 exit2 exit1",2,"",1
146,"Depths_TreasureMerchant_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_merchant.arm",10,"exit3 exit2 exit1",2,"",1
147,"Depths_TreasureKeyBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_key_bronze.arm",20,"exit3 exit2 exit1",2,"",1
148,"Depths_TreasureKeySilver","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_key_silver.arm",21,"exit3 exit2 exit1",2,"",1
149,"Depths_TreasureKeyGold","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_key_gold.arm",22,"exit3 exit2 exit1",2,"",1
150,"Depths_TreasureChestBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_chest_bronze.arm",23,"exit3 exit2 exit1",2,"",1
151,"Depths_TreasureChestSilver","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_chest_silver.arm",24,"exit3 exit2 exit1",2,"",1
152,"Depths_TreasureChestGold","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Rooms/Treasure/treasure_chest_gold.arm",25,"exit3 exit2 exit1",2,"",1
153,"Abyss_Arena_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Arena/arena_01.arm",1,"telepad1",3,"",1
154,"Abyss_Arena_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Arena/arena_02.arm",1,"telepad1",3,"",1
155,"Abyss_Arena_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Arena/arena_03.arm",1,"telepad1",3,"",1
156,"Abyss_Arena_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Arena/arena_04.arm",1,"telepad1",3,"",1
157,"Abyss_Arena_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Arena/arena_05.arm",1,"telepad1",3,"",1
158,"Abyss_Arena_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Arena/arena_06.arm",1,"telepad1",3,"",1
159,"Abyss_Arena_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Arena/arena_07.arm",1,"telepad1",3,"",1
160,"Abyss_Lair_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Lair/lair_01.arm",3,"telepad1",3,"",1
161,"Abyss_Lair_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Lair/lair_02.arm",3,"telepad1",3,"",1
162,"Abyss_Lair_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Lair/lair_03.arm",3,"telepad1",3,"",1
163,"Abyss_Lair_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Lair/lair_04.arm",3,"telepad1",3,"",1
164,"Abyss_Lair_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Lair/lair_05.arm",3,"telepad1",3,"",1
165,"Abyss_Lair_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Lair/lair_06.arm",3,"telepad1",3,"",1
166,"Abyss_Lair_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Lair/lair_07.arm",3,"telepad1",3,"",1
167,"Abyss_Explore_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Explore/explore_01.arm",0,"telepad1",3,"",1
168,"Abyss_Explore_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Explore/explore_02.arm",0,"telepad1",3,"",1
169,"Abyss_Explore_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Explore/explore_03.arm",0,"telepad1",3,"",1
