"rownum","DelveUpgradeTypeKey","UpgradeLevel","StatsKeys","StatValues","Cost","i32","AchievementItemsKey","i32"
133,3,92,[8233],[2760],89436,4,"",0
134,3,93,[8233],[2790],93847,4,"",0
135,3,94,[8233],[2820],94807,4,"",0
136,3,95,[8233],[2850],103285,4,"",0
137,3,96,[8233],[2880],108379,4,"",0
138,3,97,[8233],[2910],109487,4,"",0
139,3,98,[8233],[2940],119279,4,"",0
140,3,99,[8233],[2970],125161,4,"",0
141,3,100,[8233],[3000],126441,4,"",0
142,3,101,[8233],[3030],137749,4,"",0
143,3,102,[8233],[3060],144542,4,"",0
144,3,103,[8233],[3090],146020,4,"",0
145,3,104,[8233],[3120],159078,4,"",0
146,3,105,[8233],[3150],166924,4,"",0
147,4,0,[8234],[0],0,0,"",0
148,4,1,[8234],[30],121,0,"",6
149,4,2,[8234],[60],233,0,"",13
150,4,3,[8234],[90],396,0,"",20
151,4,4,[8234],[120],598,0,"",25
152,4,5,[8234],[150],850,0,"",29
153,4,6,[8234],[180],1111,0,"",35
154,4,7,[8234],[210],1273,0,"",0
155,4,8,[8234],[240],1385,0,"",0
156,4,9,[8234],[270],1576,0,"",0
157,4,10,[8234],[300],1714,0,"",0
158,4,11,[8234],[330],1811,0,"",0
159,4,12,[8234],[360],2072,0,"",0
160,4,13,[8234],[390],2235,0,"",0
161,4,14,[8234],[420],2205,0,"",0
162,4,15,[8234],[450],2345,0,"",0
163,4,16,[8234],[480],2402,0,"",0
164,4,17,[8234],[510],2369,0,"",0
165,4,18,[8234],[540],2581,0,"",0
166,4,19,[8234],[570],2709,0,"",0
167,4,20,[8234],[600],2736,0,"",0
168,4,21,[8234],[630],2981,0,"",0
169,4,22,[8234],[660],3128,0,"",0
170,4,23,[8234],[690],3160,0,"",0
171,4,24,[8234],[720],3443,0,"",0
172,4,25,[8234],[750],3612,0,"",0
173,4,26,[8234],[780],3649,0,"",0
174,4,27,[8234],[810],3976,0,"",0
175,4,28,[8234],[840],4172,0,"",0
176,4,29,[8234],[870],4215,0,"",0
177,4,30,[8234],[900],4591,0,"",0
178,4,31,[8234],[930],4818,0,"",0
179,4,32,[8234],[960],4867,0,"",0
180,4,33,[8234],[990],5302,0,"",0
181,4,34,[8234],[1020],5564,0,"",0
182,4,35,[8234],[1050],5621,0,"",0
183,4,36,[8234],[1080],6123,0,"",0
184,4,37,[8234],[1110],6425,0,"",0
185,4,38,[8234],[1140],6491,0,"",0
186,4,39,[8234],[1170],7072,0,"",0
187,4,40,[8234],[1200],7420,0,"",0
188,4,41,[8234],[1230],7496,0,"",0
189,4,42,[8234],[1260],8167,0,"",0
190,4,43,[8234],[1290],8569,0,"",0
191,4,44,[8234],[1320],8657,0,"",0
192,4,45,[8234],[1350],9431,0,"",0
193,4,46,[8234],[1380],9896,0,"",0
194,4,47,[8234],[1410],9998,0,"",0
195,4,48,[8234],[1440],10892,0,"",0
196,4,49,[8234],[1470],11429,0,"",0
197,4,50,[8234],[1500],11546,0,"",0
198,4,51,[8234],[1530],12578,0,"",0
199,4,52,[8234],[1560],13199,0,"",0
200,4,53,[8234],[1590],13334,0,"",0
201,4,54,[8234],[1620],14526,0,"",0
202,4,55,[8234],[1650],15242,0,"",0
203,4,56,[8234],[1680],15398,0,"",0
204,4,57,[8234],[1710],16775,0,"",0
205,4,58,[8234],[1740],17603,0,"",0
206,4,59,[8234],[1770],17783,0,"",0
207,4,60,[8234],[1800],19373,0,"",0
208,4,61,[8234],[1830],20328,0,"",0
209,4,62,[8234],[1860],20536,0,"",0
210,4,63,[8234],[1890],22373,0,"",0
211,4,64,[8234],[1920],23476,0,"",0
212,4,65,[8234],[1950],23716,0,"",0
213,4,66,[8234],[1980],25837,0,"",0
214,4,67,[8234],[2010],27111,0,"",0
215,4,68,[8234],[2040],27388,0,"",0
216,4,69,[8234],[2070],29838,0,"",0
217,4,70,[8234],[2100],31309,0,"",0
218,4,71,[8234],[2130],31629,0,"",0
219,4,72,[8234],[2160],34458,0,"",0
220,4,73,[8234],[2190],36157,0,"",0
221,4,74,[8234],[2220],36527,0,"",0
222,4,75,[8234],[2250],39794,0,"",0
223,4,76,[8234],[2280],41756,0,"",0
224,4,77,[8234],[2310],42183,0,"",0
225,4,78,[8234],[2340],45956,0,"",0
226,4,79,[8234],[2370],48222,0,"",0
227,4,80,[8234],[2400],48715,0,"",0
228,4,81,[8234],[2430],53072,0,"",0
229,4,82,[8234],[2460],55689,0,"",0
230,4,83,[8234],[2490],56258,0,"",0
231,4,84,[8234],[2520],61290,0,"",0
232,4,85,[8234],[2550],64312,0,"",0
233,4,86,[8234],[2580],64970,0,"",0
234,4,87,[8234],[2610],70780,0,"",0
235,4,88,[8234],[2640],74271,0,"",0
236,4,89,[8234],[2670],75030,0,"",0
237,4,90,[8234],[2700],81740,0,"",0
238,4,91,[8234],[2730],85771,0,"",0
239,4,92,[8234],[2760],86648,0,"",0
240,4,93,[8234],[2790],94398,0,"",0
241,4,94,[8234],[2820],99053,0,"",0
242,4,95,[8234],[2850],100066,0,"",0
243,4,96,[8234],[2880],109015,0,"",0
244,4,97,[8234],[2910],114391,0,"",0
245,4,98,[8234],[2940],115561,0,"",0
246,4,99,[8234],[2970],125895,0,"",0
247,4,100,[8234],[3000],132104,0,"",0
248,4,101,[8234],[3030],133455,0,"",0
249,4,102,[8234],[3060],145390,0,"",0
250,4,103,[8234],[3090],152560,0,"",0
251,4,104,[8234],[3120],154120,0,"",0
252,4,105,[8234],[3150],167903,0,"",0
253,7,0,[8236],[0],0,0,"",0
254,7,1,[8236],[15],96,0,"",0
255,7,2,[8236],[40],203,0,"",0
256,7,3,[8236],[75],366,0,"",0
257,7,4,[8236],[100],520,0,"",0
258,7,5,[8236],[125],763,0,"",0
259,7,6,[8236],[150],1136,0,"",0
260,7,7,[8236],[175],1349,0,"",0
261,7,8,[8236],[200],1661,0,"",0
262,7,9,[8236],[225],2007,0,"",0
263,7,10,[8236],[250],2213,0,"",0
264,8,0,[8237],[0],0,0,"",0
265,8,1,[8237],[30],101,0,"",6
266,8,2,[8237],[60],261,0,"",13
267,8,3,[8237],[90],451,0,"",20
268,8,4,[8237],[120],719,0,"",25
269,8,5,[8237],[150],1021,0,"",29
270,8,6,[8237],[180],1379,0,"",35
271,8,7,[8237],[210],1658,0,"",0
272,8,8,[8237],[240],1808,0,"",0
273,8,9,[8237],[270],2077,0,"",0
274,8,10,[8237],[300],2259,0,"",0
275,8,11,[8237],[330],2377,0,"",0
276,8,12,[8237],[360],2721,0,"",0
277,8,13,[8237],[390],2970,0,"",0
278,8,14,[8237],[420],2929,0,"",0
279,8,15,[8237],[450],3116,0,"",0
280,8,16,[8237],[480],3191,0,"",0
281,8,17,[8237],[510],3148,0,"",0
282,8,18,[8237],[540],3429,0,"",0
283,8,19,[8237],[570],3599,0,"",0
284,8,20,[8237],[600],3635,0,"",0
285,8,21,[8237],[630],3961,0,"",0
286,8,22,[8237],[660],4156,0,"",0
287,8,23,[8237],[690],4198,0,"",0
288,8,24,[8237],[720],4574,0,"",0
289,8,25,[8237],[750],4799,0,"",0
290,8,26,[8237],[780],4848,0,"",0
291,8,27,[8237],[810],5282,0,"",0
292,8,28,[8237],[840],5543,0,"",0
293,8,29,[8237],[870],5599,0,"",0
294,8,30,[8237],[900],6100,0,"",0
295,8,31,[8237],[930],6401,0,"",0
296,8,32,[8237],[960],6466,0,"",0
297,8,33,[8237],[990],7044,0,"",0
298,8,34,[8237],[1020],7392,0,"",0
299,8,35,[8237],[1050],7467,0,"",0
300,8,36,[8237],[1080],8135,0,"",0
301,8,37,[8237],[1110],8537,0,"",0
302,8,38,[8237],[1140],8624,0,"",0
303,8,39,[8237],[1170],9395,0,"",0
304,8,40,[8237],[1200],9858,0,"",0
305,8,41,[8237],[1230],9959,0,"",0
306,8,42,[8237],[1260],10850,0,"",0
307,8,43,[8237],[1290],11385,0,"",0
308,8,44,[8237],[1320],11501,0,"",0
309,8,45,[8237],[1350],12530,0,"",0
310,8,46,[8237],[1380],13148,0,"",0
311,8,47,[8237],[1410],13282,0,"",0
312,8,48,[8237],[1440],14470,0,"",0
313,8,49,[8237],[1470],15184,0,"",0
314,8,50,[8237],[1500],15339,0,"",0
315,8,51,[8237],[1530],16711,0,"",0
316,8,52,[8237],[1560],17535,0,"",0
317,8,53,[8237],[1590],17714,0,"",0
318,8,54,[8237],[1620],19298,0,"",0
319,8,55,[8237],[1650],20250,0,"",0
320,8,56,[8237],[1680],20457,0,"",0
321,8,57,[8237],[1710],22287,0,"",0
322,8,58,[8237],[1740],23386,0,"",0
323,8,59,[8237],[1770],23625,0,"",0
324,8,60,[8237],[1800],25738,0,"",0
325,8,61,[8237],[1830],27007,0,"",0
326,8,62,[8237],[1860],27283,0,"",0
327,8,63,[8237],[1890],29723,0,"",0
328,8,64,[8237],[1920],31189,0,"",0
329,8,65,[8237],[1950],31508,0,"",0
330,8,66,[8237],[1980],34326,0,"",0
331,8,67,[8237],[2010],36018,0,"",0
332,8,68,[8237],[2040],36387,0,"",0
333,8,69,[8237],[2070],39641,0,"",0
334,8,70,[8237],[2100],41596,0,"",0
335,8,71,[8237],[2130],42021,0,"",0
336,8,72,[8237],[2160],45779,0,"",0
337,8,73,[8237],[2190],48037,0,"",0
338,8,74,[8237],[2220],48528,0,"",0
339,8,75,[8237],[2250],52868,0,"",0
340,8,76,[8237],[2280],55475,0,"",0
341,8,77,[8237],[2310],56042,0,"",0
342,8,78,[8237],[2340],61054,0,"",0
343,8,79,[8237],[2370],64065,0,"",0
344,8,80,[8237],[2400],64720,0,"",0
345,8,81,[8237],[2430],70508,0,"",0
346,8,82,[8237],[2460],73985,0,"",0
347,8,83,[8237],[2490],74742,0,"",0
348,8,84,[8237],[2520],81426,0,"",0
349,8,85,[8237],[2550],85442,0,"",0
350,8,86,[8237],[2580],86315,0,"",0
351,8,87,[8237],[2610],94035,0,"",0
352,8,88,[8237],[2640],98672,0,"",0
353,8,89,[8237],[2670],99681,0,"",0
354,8,90,[8237],[2700],108595,0,"",0
355,8,91,[8237],[2730],113951,0,"",0
356,8,92,[8237],[2760],115116,0,"",0
357,8,93,[8237],[2790],125411,0,"",0
358,8,94,[8237],[2820],131596,0,"",0
359,8,95,[8237],[2850],132942,0,"",0
360,8,96,[8237],[2880],144831,0,"",0
361,8,97,[8237],[2910],151973,0,"",0
362,8,98,[8237],[2940],153527,0,"",0
363,8,99,[8237],[2970],167257,0,"",0
364,8,100,[8237],[3000],175506,0,"",0
365,8,101,[8237],[3030],177300,0,"",0
366,8,102,[8237],[3060],193156,0,"",0
367,8,103,[8237],[3090],202682,0,"",0
368,8,104,[8237],[3120],204755,0,"",0
369,8,105,[8237],[3150],223066,0,"",0
370,5,0,[8235],"[0,0]",0,0,"",0
371,5,1,[8235],"[25,1]",110,0,"",0
372,5,2,[8235],"[50,1]",419,0,"",0
373,5,3,[8235],"[75,2]",872,0,"",0
374,5,4,[8235],"[100,2]",1437,0,"",0
375,5,5,[8235],"[125,3]",1899,0,"",0
376,9,0,[8275],[14000],0,0,"",0
377,9,1,[8275],[15000],77,0,"",0
378,9,2,[8275],[16000],166,0,"",0
379,9,3,[8275],[17000],309,0,"",0
380,9,4,[8275],[18000],467,0,"",0
381,9,5,[8275],[19000],635,0,"",0
382,9,6,[8275],[20000],1046,0,"",0
383,9,7,[8275],[21000],1246,0,"",0
384,9,8,[8275],[22000],1423,0,"",0
385,9,9,[8275],[23000],1859,0,"",0
386,9,10,[8275],[24000],1973,0,"",0
