"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
37,"OneHandSword2","Akanilim's Pattern","Attack Speed",[18188],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsPattern",4,[],12874,"","",1,9
38,"OneHandSword3","Korim's Decapitator","Attack Damage",[18222],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsDecapitator",4,[],12875,"","",1,9
39,"OneHandSword4","Shiaphet's Needle","Impale on Hit",[18223],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsNeedle",4,[],12876,"","",1,9
40,"OneHandMace1","Raust's Judgement","Gain Endurance Charge on Hit",[18224],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsJudgement",4,[],12877,"","",1,12
41,"OneHandMace2","Elgan's Ritual","Attack Speed",[18188],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansRitual",4,[],12878,"","",1,12
42,"Sceptre1","Urdamel's Tyranny","Elemental Damage",[18225],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsTyranny",4,[],12879,"","",1,32
43,"Dagger1","Tau Poh's Deception","Gain Power Charge on Hit",[18226],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsDeceoption",4,[],12880,"","",1,7
44,"Dagger2","Bu's Blossom","Blind on Hit",[18227],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBlossom",4,[],12881,"","",1,7
45,"Shield1","Tekiton's Mountain","Additional Block Chance",[18228],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsMountain",4,[],"",12882,"",1,26
46,"Shield2","Harimal's Feint","Fortify on Hit",[18229],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsFeint",4,[],"",12883,"",1,26
47,"Claw1","Cantar's Pack","Life Leech",[18230],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsPack",4,[],12884,"","",1,6
48,"Gloves1","Moknuma's Conjuring","Arcane Surge on Hit",[18231],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasConjuring",2,[],"","","",1,""
49,"Gloves2","Azal's Manipulation","Hinder on Hit",[18232],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsManipulation",2,[],"","","",1,""
