"rownum","InfluenceMod","UpgradedMod","bool"
271,14797,14798,""
272,14798,25051,1
273,14801,14802,""
274,14802,14803,""
275,14803,25052,1
276,14804,14805,""
277,14805,25053,1
278,14806,14807,""
279,14807,14808,""
280,14808,25054,1
281,14809,14810,""
282,14810,14811,""
283,14811,25055,1
284,14812,14813,""
285,14813,14814,""
286,14814,25056,1
287,18279,18280,""
288,18280,25057,1
289,18293,18294,""
290,18294,25058,1
291,18308,18309,""
292,18309,25059,1
293,18324,18325,""
294,18325,25060,1
295,20918,20919,""
296,20919,20920,""
297,20920,25061,1
298,20963,20964,""
299,20964,25062,1
300,20967,20968,""
301,20968,25064,1
302,20969,20970,""
303,20970,25065,1
304,20971,20972,""
305,20972,25066,1
306,20973,25067,1
307,20974,25068,1
308,20975,20976,""
309,20976,20977,""
310,20977,25069,1
311,20978,20979,""
312,20979,20980,""
313,20980,25070,1
314,20981,25071,1
315,20982,20983,""
316,20983,20984,""
317,20984,25072,1
318,20985,20986,""
319,20986,20987,""
320,20987,25073,1
321,20988,20989,""
322,20989,20990,""
323,20990,25074,1
324,20991,20992,""
325,20992,20993,""
326,20993,25075,1
327,20994,25076,1
328,20995,20996,""
329,20996,25077,1
330,20997,25078,1
331,20998,20999,""
332,20999,25079,1
333,21000,21001,""
334,21001,25080,1
335,21002,21003,""
336,21003,25081,1
337,21004,21005,""
338,21005,25082,1
339,21006,21007,""
340,21007,25083,1
341,21008,21009,""
342,21009,21010,""
343,21010,25084,1
344,21011,21012,""
345,21012,25085,1
346,21013,21014,""
347,21014,25086,1
348,21015,25087,1
349,21016,25088,1
350,21017,25089,1
351,21018,25090,1
352,21019,21020,""
353,21020,25091,1
354,21022,21023,""
355,21023,25092,1
356,21024,21025,""
357,21025,25093,1
358,21026,21027,""
359,21027,25094,1
360,21028,21029,""
361,21029,25095,1
362,21030,21031,""
363,21031,25096,1
364,21032,21033,""
365,21033,25097,1
366,21250,25098,1
367,14714,25099,1
368,14715,25100,1
369,14716,25101,1
370,14717,25102,1
371,14718,25103,1
372,14719,25104,1
373,14720,25105,1
374,14721,14722,""
375,14722,14723,""
376,14723,25106,1
377,14724,14725,""
378,14725,14726,""
379,14726,25107,1
380,14727,14728,""
381,14728,14729,""
382,14729,25108,1
383,14730,14731,""
384,14731,14732,""
385,14732,25109,1
386,14733,14734,""
387,14734,25110,1
388,14735,14736,""
389,14736,25111,1
390,14737,14738,""
391,14738,14739,""
392,14739,25112,1
393,14740,14741,""
394,14741,14742,""
395,14742,25113,1
396,14743,14744,""
397,14744,14745,""
398,14745,25114,1
399,14746,14747,""
400,14747,14748,""
401,14748,25115,1
402,14749,25116,1
403,14750,25117,1
404,14751,25118,1
405,20892,25119,1
406,20893,25120,1
407,20894,20895,""
408,20895,25121,1
409,20898,20899,""
410,20899,25123,1
411,20900,20901,""
412,20901,25124,1
413,20902,20903,""
414,20903,20904,""
415,20904,25125,1
416,20905,20906,""
417,20906,20907,""
418,20907,25126,1
419,20908,20909,""
420,20909,20910,""
421,20910,25127,1
422,20911,20912,""
423,20912,25128,1
424,20913,25129,1
425,20914,25130,1
426,20915,25131,1
427,20916,20917,""
428,20917,25132,1
429,20921,20922,""
430,20922,25133,1
431,20923,20924,""
432,20924,25134,1
433,20925,20926,""
434,20926,25135,1
435,20929,25136,1
436,20930,25137,1
437,20931,25138,1
438,20932,20933,""
439,20933,25139,1
440,20934,20935,""
441,20935,25140,1
442,20936,25141,1
443,20937,20938,""
444,20938,20939,""
445,20939,25142,1
446,20940,20941,""
447,20941,20942,""
448,20942,25143,1
449,20943,20944,""
450,20944,25144,1
451,20945,20946,""
452,20946,25145,1
453,20947,25146,1
454,20948,25147,1
455,20949,20950,""
456,20950,25148,1
457,20951,20952,""
458,20952,25149,1
459,20953,20954,""
460,20954,20955,""
461,20955,25150,1
462,20956,25151,1
463,20957,20958,""
464,20958,25152,1
465,20959,20960,""
466,20960,25153,1
467,20961,20962,""
468,20962,25154,1
469,21118,21119,""
470,21119,24936,1
471,14772,25042,1
472,24913,24913,1
473,24914,24914,1
474,24915,24915,1
475,24916,24916,1
476,24917,24917,1
477,24918,24918,1
478,24919,24919,1
479,24920,24920,1
480,24921,24921,1
481,24922,24922,1
482,24923,24923,1
483,24924,24924,1
484,24925,24925,1
485,24926,24926,1
486,24927,24927,1
487,24928,24928,1
488,24929,24929,1
489,24930,24930,1
490,24931,24931,1
491,24932,24932,1
492,24933,24933,1
493,24934,24934,1
494,24937,24937,1
495,24938,24938,1
496,24939,24939,1
497,24940,24940,1
498,24941,24941,1
499,24942,24942,1
500,24943,24943,1
501,24944,24944,1
502,24945,24945,1
503,24946,24946,1
504,24947,24947,1
505,24948,24948,1
506,24949,24949,1
507,24950,24950,1
508,24951,24951,1
509,24952,24952,1
510,24953,24953,1
511,24954,24954,1
512,24955,24955,1
513,24956,24956,1
514,24957,24957,1
515,24958,24958,1
516,24959,24959,1
517,24960,24960,1
518,24961,24961,1
519,24963,24963,1
520,24964,24964,1
521,24965,24965,1
522,24966,24966,1
523,24967,24967,1
524,24968,24968,1
525,24969,24969,1
526,24970,24970,1
527,24971,24971,1
528,24972,24972,1
529,24974,24974,1
530,24975,24975,1
531,24976,24976,1
532,24977,24977,1
533,24978,24978,1
534,24979,24979,1
535,24980,24980,1
536,24981,24981,1
537,24982,24982,1
538,24983,24983,1
539,24984,24984,1
540,24985,24985,1
541,24986,24986,1
542,24987,24987,1
543,24988,24988,1
544,24989,24989,1
545,24990,24990,1
546,24991,24991,1
547,24992,24992,1
548,24993,24993,1
549,24994,24994,1
550,24995,24995,1
551,24997,24997,1
552,24998,24998,1
553,24999,24999,1
554,25000,25000,1
555,25001,25001,1
556,25002,25002,1
557,25003,25003,1
558,25004,25004,1
559,25005,25005,1
560,25006,25006,1
561,25007,25007,1
562,25008,25008,1
563,25009,25009,1
564,25010,25010,1
565,25011,25011,1
566,25012,25012,1
567,25013,25013,1
568,25014,25014,1
569,25015,25015,1
570,25016,25016,1
571,25017,25017,1
572,25018,25018,1
573,25020,25020,1
574,25021,25021,1
575,25022,25022,1
576,25023,25023,1
577,25024,25024,1
578,25025,25025,1
579,25026,25026,1
580,25027,25027,1
581,25028,25028,1
582,25029,25029,1
583,25030,25030,1
584,25031,25031,1
585,25032,25032,1
586,25033,25033,1
587,25034,25034,1
588,25035,25035,1
589,25036,25036,1
590,25037,25037,1
591,25038,25038,1
592,25039,25039,1
593,25040,25040,1
594,25041,25041,1
595,25044,25044,1
596,25045,25045,1
597,25046,25046,1
598,25047,25047,1
599,25048,25048,1
600,25049,25049,1
601,25050,25050,1
602,25051,25051,1
603,25052,25052,1
604,25053,25053,1
605,25054,25054,1
606,25055,25055,1
607,25056,25056,1
608,25057,25057,1
609,25058,25058,1
610,25059,25059,1
611,25060,25060,1
612,25061,25061,1
613,25062,25062,1
614,25064,25064,1
615,25065,25065,1
616,25066,25066,1
617,25067,25067,1
618,25068,25068,1
619,25069,25069,1
620,25070,25070,1
621,25071,25071,1
622,25072,25072,1
623,25073,25073,1
624,25074,25074,1
625,25075,25075,1
626,25076,25076,1
627,25077,25077,1
628,25078,25078,1
629,25079,25079,1
630,25080,25080,1
631,25081,25081,1
632,25082,25082,1
633,25083,25083,1
634,25084,25084,1
635,25085,25085,1
636,25086,25086,1
637,25087,25087,1
638,25088,25088,1
639,25089,25089,1
640,25090,25090,1
641,25091,25091,1
642,25092,25092,1
643,25093,25093,1
644,25094,25094,1
645,25095,25095,1
646,25096,25096,1
647,25097,25097,1
648,25098,25098,1
649,25099,25099,1
650,25100,25100,1
651,25101,25101,1
652,25102,25102,1
653,25103,25103,1
654,25104,25104,1
655,25105,25105,1
656,25106,25106,1
657,25107,25107,1
658,25108,25108,1
659,25109,25109,1
660,25110,25110,1
661,25111,25111,1
662,25112,25112,1
663,25113,25113,1
664,25114,25114,1
665,25115,25115,1
666,25116,25116,1
667,25117,25117,1
668,25118,25118,1
669,25119,25119,1
670,25120,25120,1
671,25121,25121,1
672,25123,25123,1
673,25124,25124,1
674,25125,25125,1
675,25126,25126,1
676,25127,25127,1
677,25128,25128,1
678,25129,25129,1
679,25130,25130,1
680,25131,25131,1
681,25132,25132,1
682,25133,25133,1
683,25134,25134,1
684,25135,25135,1
685,25136,25136,1
686,25137,25137,1
687,25138,25138,1
688,25139,25139,1
689,25140,25140,1
690,25141,25141,1
691,25142,25142,1
692,25143,25143,1
693,25144,25144,1
694,25145,25145,1
695,25146,25146,1
696,25147,25147,1
697,25148,25148,1
698,25149,25149,1
699,25150,25150,1
700,25151,25151,1
701,25152,25152,1
702,25153,25153,1
703,25154,25154,1
704,24936,24936,1
705,25042,25042,1
706,21082,21084,""
707,21084,25019,1
708,20896,20897,""
709,20897,25122,1
710,20965,20966,""
711,20966,25063,1
712,21036,21037,""
713,21037,24996,1
