"rownum","WorldAreasKey","InheritsFrom","RecipeId"
22,113,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockRunestone",171
23,114,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",174
24,107,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockDecayed",178
25,117,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",180
26,121,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",135
27,127,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",228
28,133,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",230
29,143,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",160
30,141,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",163
31,138,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",169
32,151,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",185
33,156,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",181
34,153,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiPillar",150
35,157,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBookNoHelena",148
36,165,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiRackNoHelena",148
37,528,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
38,529,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
39,530,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
40,600,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
41,601,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
42,602,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
43,672,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
44,673,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
45,674,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
46,744,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
47,745,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
48,746,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
49,46,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",166
50,55,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",144
51,92,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",136
52,106,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",164
53,108,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",156
54,124,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",192
55,142,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",145
56,1241,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",172
57,1135,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",191
58,1200,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",175
59,1108,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",154
60,1244,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",179
61,1145,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",199
62,1269,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",153
63,1242,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",157
64,1201,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",229
65,1128,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",167
66,1194,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",195
67,1101,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",189
68,1257,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",165
69,1175,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",252
70,1123,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",261
71,1127,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",151
72,1090,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",197
73,1186,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",262
74,1203,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",193
75,1092,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",142
76,1098,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",109
77,1143,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",190
78,1192,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",198
79,1189,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",196
80,1261,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",253
81,1199,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",249
82,1221,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",250
83,1187,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",251
84,1156,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",247
85,1114,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",248
86,1140,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",237
87,1238,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",238
88,1237,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",242
89,1180,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",243
90,1227,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",155
91,1103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",182
92,1167,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",186
93,1235,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",226
94,1211,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",227
95,1136,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",231
96,1125,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",254
97,1230,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",255
