"rownum","Id","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
37,"TigerSpiritBoss",1999,6346,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTigerSpiritBoss"
38,"RhexSpiritBoss",2000,6299,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhexSpiritBoss"
39,"ScorpionSpiritBoss",2001,6380,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpionSpiritBoss"
40,"CrabSpiritBoss",2002,6354,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrabSpiritBoss"
41,"Parasite","","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsParasite"
42,"RoosterDemon","","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsCockerel"
43,"PurgeHound",2003,6428,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHound"
44,"HarvestBeastRed",2004,8290,""
45,"HarvestHellionRed",2005,8282,""
46,"HarvestBrambleHulkRed",2006,8285,""
47,"HarvestSquidGreen",2007,8323,""
48,"HarvestVultureParasiteGreen",2008,8326,""
49,"HarvestPlatedScorpionGreen",2009,8330,""
50,"HarvestRhexBlue",2010,8357,""
51,"HarvestNessaCrabBlue",2011,8360,""
52,"HarvestGoatmanBlue",2012,8365,""
53,"MorriganBeast",3013,9790,""
