"rownum","Id","[rid]","i32","i32","rid"
307,"cyclone_impact_ao",[3322],1,4,""
308,"cyclone_impact_ao",[3381],1,5,""
309,"cyclone_impact_ao",[4013],1,10,""
310,"cyclone_impact_ao",[5703],1,15,""
311,"cyclone_impact_ao",[3322],1,6,""
312,"cyclone_impact_ao",[6215],1,18,""
313,"cyclone_spin_end",[182],1,1,""
314,"cyclone_spin_end",[184],1,2,""
315,"cyclone_spin_end",[187],1,3,""
316,"cyclone_spin_end",[1544],1,8,""
317,"cyclone_spin_end",[2449],1,9,""
318,"cyclone_spin_end",[5767],1,16,""
319,"cyclone_vaal_pull",[3310],1,0,""
320,"cyclone_vaal_pull",[3310],1,1,""
321,"cyclone_vaal_pull",[3310],1,2,""
322,"cyclone_vaal_pull",[3310],1,3,""
323,"cyclone_vaal_pull",[3321],1,4,""
324,"cyclone_vaal_pull",[3380],1,5,""
325,"cyclone_vaal_pull",[3310],1,6,""
326,"cyclone_vaal_pull",[3310],1,7,""
327,"cyclone_vaal_pull",[3310],1,8,""
328,"cyclone_vaal_pull",[3310],1,9,""
329,"cyclone_vaal_pull",[4012],1,10,""
330,"cyclone_vaal_pull",[3310],1,11,""
331,"cyclone_vaal_pull",[3310],1,12,""
332,"cyclone_vaal_pull",[3310],1,13,""
333,"cyclone_vaal_pull",[3310],1,14,""
334,"cyclone_vaal_pull",[5712],1,15,""
335,"cyclone_vaal_pull",[6214],1,18,""
336,"herald_of_ash_impact",[414],3,0,""
337,"herald_of_ash_impact",[746],3,1,""
338,"herald_of_ash_impact",[984],3,2,""
339,"herald_of_ash_impact",[1231],3,3,""
340,"herald_of_ash_impact",[1234],3,4,""
341,"herald_of_ash_impact",[1548],3,5,""
342,"herald_of_ash_impact",[1907],3,6,""
343,"herald_of_ash_impact",[1911],3,7,""
344,"herald_of_ash_impact",[2159],3,8,""
345,"herald_of_ash_impact",[2170],3,9,""
346,"herald_of_ash_impact",[2208],3,10,""
347,"herald_of_ash_impact",[2240],3,11,""
348,"herald_of_ash_impact",[2263],3,12,""
349,"herald_of_ash_impact",[2951],3,13,""
350,"herald_of_ash_impact",[3036],3,14,""
351,"herald_of_ash_impact",[3499],3,15,""
352,"herald_of_ash_impact",[3912],3,16,""
353,"herald_of_ash_impact",[3979],3,17,""
354,"herald_of_ash_impact","[4051,4052,4053]",3,18,""
355,"herald_of_ash_impact",[4535],3,19,""
356,"herald_of_ash_impact","[5031,5032,5033,5034,5035]",3,20,""
357,"herald_of_thunder_strike",[457],3,0,""
358,"herald_of_thunder_strike",[319],3,1,""
359,"herald_of_thunder_strike",[986],3,2,""
360,"herald_of_thunder_strike",[1233],3,3,""
361,"herald_of_thunder_strike",[1236],3,4,""
362,"herald_of_thunder_strike",[1550],3,5,""
363,"herald_of_thunder_strike",[1909],3,6,""
364,"herald_of_thunder_strike",[1913],3,7,""
365,"herald_of_thunder_strike",[2161],3,8,""
366,"herald_of_thunder_strike",[2172],3,9,""
367,"herald_of_thunder_strike",[2210],3,10,""
368,"herald_of_thunder_strike",[2242],3,11,""
369,"herald_of_thunder_strike",[2268],3,12,""
370,"herald_of_thunder_strike",[2953],3,13,""
371,"herald_of_thunder_strike",[3040],3,14,""
372,"herald_of_thunder_strike",[3501],3,15,""
373,"herald_of_thunder_strike",[3914],3,16,""
374,"herald_of_thunder_strike",[3981],3,17,""
375,"herald_of_thunder_strike",[4055],3,18,""
376,"herald_of_thunder_strike",[4537],3,19,""
377,"herald_of_thunder_strike",[5041],3,20,""
378,"herald_of_ice_impact",[415],3,0,""
379,"herald_of_ice_impact",[415],3,1,""
380,"herald_of_ice_impact",[985],3,2,""
381,"herald_of_ice_impact",[1232],3,3,""
382,"herald_of_ice_impact",[1235],3,4,""
383,"herald_of_ice_impact",[1549],3,5,""
384,"herald_of_ice_impact",[1908],3,6,""
385,"herald_of_ice_impact",[1912],3,7,""
386,"herald_of_ice_impact",[2160],3,8,""
387,"herald_of_ice_impact",[2171],3,9,""
388,"herald_of_ice_impact",[2209],3,10,""
389,"herald_of_ice_impact",[2241],3,11,""
390,"herald_of_ice_impact","[2264,2265,2266,2267]",3,12,""
391,"herald_of_ice_impact",[2952],3,13,""
392,"herald_of_ice_impact","[3037,3038,3039]",3,14,""
393,"herald_of_ice_impact","[3500,3546,3547,3548]",3,15,""
394,"herald_of_ice_impact",[3913],3,16,""
395,"herald_of_ice_impact",[3980],3,17,""
396,"herald_of_ice_impact",[4054],3,18,""
397,"herald_of_ice_impact",[4536],3,19,""
398,"herald_of_ice_impact","[5036,5037,5038,5039]",3,20,""
399,"herald_of_purity_summon",[2464],3,10,""
400,"herald_of_purity_summon",[2410],3,11,""
401,"herald_of_purity_summon",[2430],3,12,""
402,"herald_of_purity_summon",[2961],3,13,""
403,"herald_of_purity_summon",[3041],3,14,""
404,"herald_of_purity_summon",[3502],3,15,""
405,"herald_of_purity_summon",[3915],3,16,""
406,"herald_of_purity_summon",[3975],3,17,""
407,"herald_of_purity_summon",[4048],3,18,""
408,"herald_of_purity_summon",[4532],3,19,""
409,"herald_of_purity_summon",[5028],3,20,""
410,"herald_of_purity_death",[2411],3,11,""
411,"herald_of_purity_death",[2962],3,13,""
412,"herald_of_purity_death",[3041],3,14,""
413,"herald_of_purity_death",[3502],3,15,""
414,"herald_of_purity_death",[3915],3,16,""
415,"herald_of_purity_death",[3975],3,17,""
416,"herald_of_purity_death",[4048],3,18,""
417,"herald_of_purity_death",[4532],3,19,""
418,"herald_of_purity_death",[5028],3,20,""
419,"cyclone_impact_sound",[185],1,15,""
420,"cyclone_impact_ao",[5765],1,16,""
421,"cyclone_vaal_pull",[5766],1,16,""
422,"cyclone_impact_ao",[5790],1,17,""
423,"cyclone_vaal_pull",[5791],1,17,""
424,"eye_of_winter_end",[5661],1,0,""
425,"eye_of_winter_end",[5768],1,1,""
426,"eye_of_winter_end",[6885],1,2,""
427,"eye_of_winter_impact",[5662],1,0,""
428,"eye_of_winter_impact",[5769],1,1,""
429,"eye_of_winter_impact",[6886],1,2,""
430,"spectral_helix_throw",[5600],1,0,""
431,"spectral_helix_throw",[5771],1,1,""
432,"spectral_helix_impact",[5601],1,0,""
433,"spectral_helix_impact",[5772],1,1,""
434,"spectral_helix_bounce",[5602],1,0,""
435,"spectral_helix_bounce",[5773],1,1,""
436,"earthquake_impact",[690],1,0,""
437,"earthquake_impact",[698],1,1,""
438,"earthquake_impact",[940],1,2,""
439,"earthquake_impact",[940],1,3,""
440,"earthquake_impact",[1126],1,4,""
441,"earthquake_impact",[1515],1,5,""
442,"earthquake_impact",[1523],1,6,""
443,"earthquake_impact",[690],1,7,""
444,"earthquake_impact",[2054],1,9,""
445,"earthquake_impact",[2075],1,10,""
446,"earthquake_impact",[690],1,12,""
447,"earthquake_impact",[6346],1,13,""
448,"earthquake_crack",[689],1,0,""
449,"earthquake_crack",[697],1,1,""
450,"earthquake_crack",[939],1,2,""
451,"earthquake_crack",[939],1,3,""
452,"earthquake_crack",[1127],1,4,""
453,"earthquake_crack",[1514],1,5,""
454,"earthquake_crack",[1522],1,6,""
455,"earthquake_crack",[689],1,7,""
456,"earthquake_crack",[1422],1,8,""
457,"earthquake_crack",[2053],1,9,""
458,"earthquake_crack",[2074],1,10,""
459,"earthquake_crack",[2106],1,11,""
460,"earthquake_crack",[4318],1,12,""
461,"earthquake_crack",[6347],1,13,""
462,"earthquake_impact_shockwave",[691],1,0,""
463,"earthquake_impact_shockwave",[699],1,1,""
464,"earthquake_impact_shockwave",[941],1,2,""
465,"earthquake_impact_shockwave",[941],1,3,""
466,"earthquake_impact_shockwave",[1128],1,4,""
467,"earthquake_impact_shockwave",[1516],1,5,""
468,"earthquake_impact_shockwave",[1524],1,6,""
469,"earthquake_impact_shockwave",[691],1,7,""
470,"earthquake_impact_shockwave","[1423,1429,1430,1431]",1,8,""
471,"earthquake_impact_shockwave",[2055],1,9,""
472,"earthquake_impact_shockwave",[2076],1,10,""
473,"earthquake_impact_shockwave",[2107],1,11,""
474,"earthquake_impact_shockwave",[691],1,12,""
475,"earthquake_impact_shockwave",[6348],1,13,""
476,"earthquake_timed_explosion",[692],1,0,""
477,"earthquake_timed_explosion",[692],1,1,""
478,"earthquake_timed_explosion",[942],1,2,""
479,"earthquake_timed_explosion",[942],1,3,""
480,"earthquake_timed_explosion",[1129],1,4,""
481,"earthquake_timed_explosion",[1517],1,5,""
482,"earthquake_timed_explosion",[1525],1,6,""
483,"earthquake_timed_explosion",[692],1,7,""
484,"earthquake_timed_explosion","[1423,1429,1430,1431]",1,8,""
485,"earthquake_timed_explosion",[2056],1,9,""
486,"earthquake_timed_explosion",[2077],1,10,""
487,"earthquake_timed_explosion",[2105],1,11,""
488,"earthquake_timed_explosion",[4319],1,12,""
489,"earthquake_timed_explosion",[6349],1,13,""
490,"earthquake_spikes","[693,694,695,696]",1,0,""
491,"earthquake_spikes","[701,702,703,704]",1,1,""
492,"earthquake_spikes","[943,944,945,946]",1,2,""
493,"earthquake_spikes","[943,944,945,946]",1,3,""
494,"earthquake_spikes","[1130,1131,1132,1133]",1,4,""
495,"earthquake_spikes","[1518,1519,1520,1521]",1,5,""
496,"earthquake_spikes","[1526,1527,1528,1529]",1,6,""
497,"earthquake_spikes","[693,694,695,696]",1,7,""
498,"earthquake_spikes","[2057,2058,2059,2060]",1,9,""
499,"earthquake_spikes","[2078,2079,2080,2081]",1,10,""
500,"earthquake_spikes",[4320],1,12,""
501,"earthquake_spikes","[6350,6351,6352,6353]",1,13,""
502,"earthquake_impact_ancestral",[690],1,0,11883
503,"earthquake_impact_ancestral",[940],1,2,11883
504,"earthquake_impact_ancestral",[2054],1,9,11883
505,"earthquake_impact_ancestral",[2075],1,10,11883
506,"earthquake_impact_ancestral",[6346],1,13,11883
507,"earthquake_crack_ancestral",[705],1,0,11883
508,"earthquake_crack_ancestral",[4498],1,2,11883
509,"earthquake_crack_ancestral",[2053],1,9,11883
510,"earthquake_crack_ancestral",[2074],1,10,11883
511,"earthquake_crack_ancestral",[6354],1,13,11883
512,"earthquake_impact_shockwave_ancestral",[706],1,0,11883
513,"earthquake_impact_shockwave_ancestral",[941],1,2,11883
514,"earthquake_impact_shockwave_ancestral",[2055],1,9,11883
515,"earthquake_impact_shockwave_ancestral",[2076],1,10,11883
516,"earthquake_impact_shockwave_ancestral",[6355],1,13,11883
517,"earthquake_timed_explosion_ancestral",[707],1,0,11883
518,"earthquake_timed_explosion_ancestral",[4499],1,2,11883
519,"earthquake_timed_explosion_ancestral",[4444],1,9,11883
520,"earthquake_timed_explosion_ancestral",[4449],1,10,11883
521,"earthquake_timed_explosion_ancestral",[6356],1,13,11883
522,"earthquake_spikes_ancestral","[708,709,710,711]",1,0,11883
523,"earthquake_spikes_ancestral","[4500,4501,4502,4503]",1,2,11883
524,"earthquake_spikes_ancestral","[4445,4446,4447,4448]",1,9,11883
525,"earthquake_spikes_ancestral","[4450,4451,4452,4453]",1,10,11883
526,"earthquake_spikes_ancestral","[6357,6358,6359,6360]",1,13,11883
527,"earthquake_impact_lite",[690],1,0,""
528,"earthquake_crack_lite",[4307],1,0,""
529,"earthquake_impact_shockwave_lite",[691],1,0,""
530,"earthquake_timed_explosion_lite",[4308],1,0,""
531,"earthquake_spikes_lite","[4309,4310,4311,4312]",1,0,""
532,"earthquake_impact_lite",[6346],1,13,""
533,"earthquake_crack_lite",[6361],1,13,""
534,"earthquake_impact_shockwave_lite",[6348],1,13,""
535,"earthquake_timed_explosion_lite",[6362],1,13,""
536,"earthquake_spikes_lite","[6363,6364,6365,6366]",1,13,""
537,"earthshatter_impact",[4102],1,0,""
538,"earthshatter_impact",[5201],1,1,""
539,"earthshatter_impact",[6569],1,2,""
540,"earthshatter_impact_exerted",[6577],1,2,""
541,"earthshatter_explosion",[4100],1,0,""
542,"earthshatter_explosion",[5199],1,1,""
543,"earthshatter_explosion",[6567],1,2,""
544,"earthshatter_crack","[4092,4093,4094,4095]",1,0,""
545,"earthshatter_crack","[5193,5194,5195]",1,1,""
546,"earthshatter_crack","[6559,6560,6561,6562]",1,2,""
547,"earthshatter_spike","[4171,4172,4173]",3,0,""
548,"earthshatter_spike","[5203,5204,5205]",3,1,""
549,"earthshatter_spike","[6571,6572]",3,2,""
550,"earthshatter_spike_exerted","[6575,6576]",1,2,""
551,"earthshatter_impact_ancestral",[4103],1,0,11883
552,"earthshatter_impact_ancestral",[5202],1,1,11883
553,"earthshatter_impact_ancestral",[6570],1,2,11883
554,"earthshatter_explosion_ancestral",[4101],1,0,11883
555,"earthshatter_explosion_ancestral",[5200],1,1,11883
556,"earthshatter_explosion_ancestral",[6568],1,2,11883
557,"earthshatter_crack_ancestral","[4096,4097,4098]",1,0,11883
558,"earthshatter_crack_ancestral","[5196,5197,5198]",1,1,11883
559,"earthshatter_crack_ancestral","[6563,6564,6565,6566]",1,2,11883
560,"earthshatter_spike_ancestral","[4174,4175,4176]",3,0,11883
561,"earthshatter_spike_ancestral","[5206,5207,5208]",3,1,11883
562,"earthshatter_spike_ancestral","[6573,6574]",3,2,11883
563,"ground_slam_impact",[364],1,0,""
564,"ground_slam_impact",[370],1,1,""
565,"ground_slam_impact",[551],1,2,""
566,"ground_slam_impact",[1139],1,3,""
567,"ground_slam_impact",[1213],1,4,""
568,"ground_slam_impact",[364],1,6,""
569,"ground_slam_impact",[5518],1,7,""
570,"ground_slam_impact",[6177],1,9,""
571,"ground_slam_impact",[6193],1,10,""
572,"ground_slam_clusters","[2140,2141,2142,2143]",1,0,""
573,"ground_slam_spikes","[367,368,369]",1,1,""
