"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
108,5371,500,833,54,100,11,0
109,5372,500,769,51,85,11,0
110,5373,500,741,44,79,11,0
111,5374,500,769,19,39,11,0
112,5375,500,769,29,60,11,0
113,5376,500,769,34,71,11,0
114,5377,500,690,5,11,11,0
115,5378,500,909,3,23,11,0
116,5379,500,645,4,9,11,0
117,5380,500,667,6,14,11,0
118,5381,500,645,5,22,11,0
119,5382,500,690,15,21,11,0
120,5383,500,714,16,30,11,0
121,5384,500,690,18,33,11,0
122,5385,500,667,20,33,11,0
123,5386,500,769,19,54,11,0
124,5387,500,870,28,60,11,0
125,5388,500,769,25,53,11,0
126,5389,500,645,13,53,11,0
127,5390,500,769,37,53,11,0
128,5391,500,833,38,70,11,0
129,5392,500,769,36,66,11,0
130,5393,500,667,34,55,11,0
131,5394,500,769,30,86,11,0
132,5395,500,870,44,94,11,0
133,5396,500,769,39,83,11,0
134,5397,500,645,20,80,11,0
135,5398,500,769,54,78,11,0
136,5399,500,833,53,98,11,0
137,5400,500,769,46,86,11,0
138,5401,500,667,41,68,11,0
139,5402,500,769,35,99,11,0
140,5403,500,714,37,80,11,0
141,5404,650,625,18,33,11,0
142,5405,650,625,27,51,11,0
143,5406,650,625,34,63,11,0
144,5407,550,645,5,11,14,0
145,5408,550,625,4,17,14,0
146,5409,600,667,11,20,14,0
147,5410,550,645,11,25,14,0
148,5411,550,625,12,29,14,0
149,5412,650,769,12,46,14,0
150,5413,550,625,18,33,14,0
151,5414,570,714,19,44,14,0
152,5415,600,645,19,40,14,0
153,5416,550,667,13,51,14,0
154,5417,600,714,25,46,14,0
155,5418,550,667,21,50,14,0
156,5419,550,625,21,49,14,0
157,5420,650,769,18,73,14,0
158,5421,550,625,28,51,14,0
159,5422,570,714,29,67,14,0
160,5423,600,645,29,60,14,0
161,5424,550,667,19,75,14,0
162,5425,600,714,35,65,14,0
163,5426,550,667,29,69,14,0
164,5427,550,625,27,64,14,0
165,5428,650,769,22,87,14,0
166,5429,550,625,32,60,14,0
167,5430,570,714,31,72,14,0
168,5431,600,667,32,66,14,0
169,5432,500,690,6,8,11,0
170,5433,500,714,8,13,11,0
171,5434,500,690,13,16,11,0
172,5435,500,769,15,27,11,0
173,5436,500,690,13,31,11,0
174,5437,500,714,19,32,11,0
175,5438,500,833,32,40,11,0
176,5439,500,714,21,43,11,0
177,5440,500,741,28,42,11,0
178,5441,500,800,31,51,11,0
179,5442,500,714,33,42,11,0
180,5443,500,870,37,69,11,0
181,5444,500,714,25,59,11,0
182,5445,500,769,38,63,11,0
183,5446,500,833,53,67,11,0
184,5447,500,714,33,69,11,0
185,5448,500,741,44,66,11,0
186,5449,500,800,48,80,11,0
187,5450,500,714,49,62,11,0
188,5451,500,870,54,101,11,0
189,5452,500,714,35,81,11,0
190,5453,500,769,49,82,11,0
191,5454,500,833,65,82,11,0
192,5455,500,714,38,80,11,0
193,5456,500,741,49,74,11,0
194,5457,500,769,20,41,11,0
195,5458,500,769,31,64,11,0
196,5459,500,769,39,81,11,0
197,5460,600,833,8,11,11,0
198,5461,600,833,11,17,11,0
199,5462,600,909,15,29,11,0
200,5463,650,909,21,32,11,0
201,5464,600,909,27,40,11,0
202,5465,600,870,24,45,11,0
203,5466,600,833,21,50,11,0
204,5467,620,800,29,44,11,0
205,5468,600,769,27,50,11,0
206,5469,600,667,24,36,11,0
207,5470,600,800,30,55,11,0
208,5471,650,800,35,52,11,0
209,5472,600,800,38,57,11,0
210,5473,600,714,30,55,11,0
211,5474,600,833,34,80,11,0
212,5475,620,800,45,67,11,0
213,5476,600,769,39,72,11,0
214,5477,600,667,37,55,11,0
215,5478,600,800,43,80,11,0
216,5479,650,800,49,73,11,0
217,5480,600,800,51,76,11,0
218,5481,600,714,37,70,11,0
219,5482,600,833,41,95,11,0
220,5483,620,800,50,76,11,0
221,5484,600,769,42,78,11,0
222,5485,630,690,23,34,11,0
223,5486,630,690,35,52,11,0
224,5487,630,690,41,61,11,0
225,5488,500,714,5,13,120,0
226,5489,500,667,6,16,120,0
227,5490,600,769,8,33,120,0
228,5491,600,769,16,34,120,0
229,5492,670,800,15,45,120,0
230,5493,650,714,15,45,120,0
231,5494,500,690,14,56,120,0
232,5495,500,833,28,73,120,0
233,5496,550,714,37,56,120,0
234,5497,500,667,20,61,120,0
235,5498,600,800,24,96,120,0
236,5499,600,769,37,76,120,0
237,5500,670,800,32,96,120,0
238,5501,650,714,29,86,120,0
239,5502,500,690,24,94,120,0
240,5503,500,833,44,116,120,0
241,5504,550,714,58,86,120,0
242,5505,500,667,32,96,120,0
243,5506,600,800,36,144,120,0
244,5507,600,769,56,117,120,0
245,5508,670,800,43,130,120,0
246,5509,650,714,38,115,120,0
247,5510,500,690,29,117,120,0
248,5511,500,833,50,133,120,0
249,5512,550,714,61,92,120,0
250,5513,550,769,9,13,120,0
251,5514,550,769,13,20,120,0
252,5515,550,769,16,24,120,0
253,5516,500,741,4,10,120,0
254,5517,600,769,9,19,13,0
255,5518,620,769,10,31,13,0
256,5519,600,769,24,41,13,0
257,5520,640,769,14,42,13,0
258,5521,620,769,27,57,13,0
259,5522,650,870,27,81,13,0
260,5523,610,769,41,76,13,0
261,5524,600,833,41,85,13,0
262,5525,620,870,34,102,13,0
263,5526,600,769,51,86,13,0
264,5527,660,800,38,114,13,0
265,5528,630,800,56,117,13,0
266,5529,650,870,48,145,13,0
267,5530,610,769,65,121,13,0
268,5531,600,833,66,138,13,0
269,5532,620,870,55,165,13,0
270,5533,600,769,72,120,13,0
271,5534,730,800,53,160,13,0
272,5535,680,800,71,147,13,0
273,5536,700,870,57,171,13,0
274,5537,650,769,73,136,13,0
275,5538,600,833,70,145,13,0
276,5539,600,800,36,66,13,0
277,5540,600,800,55,102,13,0
278,5541,600,800,65,120,13,0
279,5542,700,800,39,73,13,0
280,5543,700,800,61,113,13,0
281,5544,700,800,78,144,13,0
282,5545,500,769,12,20,13,0
283,5546,500,800,19,30,13,0
284,5547,500,769,19,39,13,0
285,5548,500,769,29,43,13,0
286,5549,500,800,36,60,13,0
287,5550,500,769,43,58,13,0
288,5551,500,800,49,73,13,0
289,5553,500,870,58,91,13,0
290,5552,500,833,53,83,13,0
291,5554,500,800,48,99,13,0
292,5555,500,769,61,92,13,0
293,5556,500,833,74,123,13,0
294,5557,500,769,76,103,13,0
295,5558,500,800,81,121,13,0
296,5559,500,833,88,138,13,0
297,5560,500,952,121,189,13,0
298,5561,500,769,74,155,13,0
299,5562,570,741,87,131,13,0
300,5563,500,870,104,174,13,0
301,5564,500,714,90,122,13,0
302,5565,600,800,96,144,13,0
303,5566,500,833,97,152,13,0
304,5567,500,741,39,61,13,0
305,5568,500,741,60,95,13,0
306,5569,500,741,71,111,13,0
307,5570,500,690,8,16,13,0
308,5571,500,714,11,26,13,0
309,5572,500,690,17,29,13,0
310,5573,500,714,20,38,13,0
311,5574,500,714,23,48,13,0
312,5575,500,714,30,50,13,0
313,5576,500,741,31,65,13,0
314,5577,600,741,41,68,13,0
315,5578,500,769,34,79,13,0
316,5579,500,690,39,65,13,0
317,5580,500,741,45,84,13,0
318,5581,500,769,49,102,13,0
319,5582,500,714,54,89,13,0
320,5583,500,741,52,109,13,0
321,5584,600,741,63,104,13,0
322,5585,500,769,55,128,13,0
323,5586,500,667,62,104,13,0
324,5587,650,714,62,115,13,0
325,5588,500,769,68,142,13,0
326,5589,500,690,69,115,13,0
327,5590,500,741,62,129,13,0
328,5591,570,741,67,112,13,0
329,5592,650,714,30,56,13,0
330,5593,650,714,47,87,13,0
331,5594,650,714,55,102,13,0
332,5595,500,769,10,16,13,0
333,5596,500,800,17,25,13,0
334,5597,500,769,16,33,13,0
335,5598,500,769,25,38,13,0
336,5599,500,769,27,49,13,0
337,5600,500,833,40,60,13,0
338,5601,500,800,46,62,13,0
339,5602,500,800,45,68,13,0
340,5603,500,909,57,85,13,0
341,5604,500,800,43,88,13,0
342,5605,500,769,54,81,13,0
343,5606,500,800,55,103,13,0
344,5607,500,833,72,108,13,0
345,5608,500,800,77,104,13,0
346,5609,500,800,75,113,13,0
347,5610,500,1000,112,168,13,0
348,5611,550,769,65,135,13,0
349,5612,500,741,77,115,13,0
350,5613,500,800,74,138,13,0
351,5614,500,909,102,153,13,0
352,5615,600,870,101,137,13,0
353,5616,500,833,91,136,13,0
354,5617,500,870,39,64,13,0
355,5618,500,870,62,103,13,0
356,5619,500,870,81,135,13,0
357,5620,500,833,8,15,13,0
358,10095,600,667,4,8,10,0
359,10425,700,588,0,0,11,0
360,10426,700,625,0,0,13,0
361,11257,600,667,5,9,120,0
