"rownum","Projectile","Variant","[rid]","i32","rid"
102,"eye_of_winter_ball",2,[1238],3,""
103,"eye_of_winter_shard",0,[1111],3,""
104,"eye_of_winter_shard",1,[1138],3,""
105,"eye_of_winter_shard",2,[1239],3,""
106,"spectral_helix",0,[1100],3,""
107,"spectral_helix",1,[1139],3,""
108,"mortar_barrage_mine",0,[740],3,""
109,"mortar_barrage_mine",1,[755],3,""
110,"mortar_barrage_mine",2,[1142],3,""
111,"cold_projectile_mine",0,[744],3,""
112,"cold_projectile_mine",1,[754],3,""
113,"cold_projectile_mine",2,[1141],3,""
114,"poisonous_concoction",0,[1145],3,""
115,"poisonous_concoction",1,[1145],3,""
116,"poisonous_concoction",2,[1145],3,""
117,"barrage_bow",0,[60],3,""
118,"barrage_bow",1,[328],3,""
119,"barrage_bow",2,[497],3,""
120,"barrage_bow",3,[555],3,""
121,"barrage_bow",4,[61],3,""
122,"barrage_wand",0,[795],3,""
123,"barrage_wand",1,[328],3,""
124,"barrage_wand",2,[845],3,""
125,"barrage_wand",3,[555],3,""
126,"virulent_arrow_main",0,[507],3,""
127,"virulent_arrow_main",1,[510],3,""
128,"virulent_arrow_main",2,[1158],3,""
129,"virulent_arrow_main",3,[1168],3,""
130,"virulent_arrow_lesser",0,[509],3,""
131,"virulent_arrow_lesser",1,[512],3,""
132,"virulent_arrow_lesser",2,[1160],3,""
133,"virulent_arrow_lesser",3,[1170],3,""
134,"virulent_arrow_neither",0,[508],3,""
135,"virulent_arrow_neither",1,[511],3,""
136,"virulent_arrow_neither",2,[1159],3,""
137,"virulent_arrow_neither",3,[1169],3,""
138,"lightning_arrow",0,[68],3,""
139,"lightning_arrow",1,[67],3,""
140,"lightning_arrow",2,[69],3,""
141,"lightning_arrow",3,[1195],3,""
142,"lightning_arrow",4,[1277],3,""
143,"lightning_arrow",5,[1278],3,""
144,"lightning_arrow",6,[1281],3,""
145,"lightning_arrow",7,[1298],3,""
146,"tornado_shot_bow_primary",0,[108],3,""
147,"tornado_shot_bow_primary",1,[233],3,""
148,"tornado_shot_bow_primary",2,[355],3,""
149,"tornado_shot_bow_primary",3,[1162],3,""
150,"tornado_shot_bow_primary",4,[1183],3,""
151,"tornado_shot_bow_secondary",0,[114],3,""
152,"tornado_shot_bow_secondary",1,[232],3,""
153,"tornado_shot_bow_secondary",2,[354],3,""
154,"tornado_shot_bow_secondary",3,[1161],3,""
155,"tornado_shot_bow_secondary",4,[1182],3,""
156,"tornado_shot_wand_primary",0,[109],3,""
157,"tornado_shot_wand_primary",1,[109],3,""
158,"tornado_shot_wand_primary",2,[109],3,""
159,"tornado_shot_wand_primary",3,[109],3,""
160,"tornado_shot_wand_primary",4,[109],3,""
161,"tornado_shot_wand_secondary",0,[115],3,""
162,"tornado_shot_wand_secondary",1,[115],3,""
163,"tornado_shot_wand_secondary",2,[115],3,""
164,"tornado_shot_wand_secondary",3,[115],3,""
165,"fireball",0,[0],3,""
166,"fireball",1,[2],3,""
167,"fireball",2,[1],3,""
168,"fireball",3,[3],3,""
169,"fireball",4,[4],3,""
170,"fireball",5,[5],3,""
171,"fireball",6,[228],3,""
172,"fireball",7,[283],3,""
173,"fireball",8,[293],3,""
174,"fireball",9,[306],3,""
175,"fireball",10,[340],3,""
176,"fireball",11,[341],3,""
177,"fireball",12,[356],3,""
178,"fireball",13,[447],3,""
179,"fireball",14,[450],3,""
180,"fireball",15,[451],3,""
181,"fireball",16,[455],3,""
182,"fireball",17,[501],3,""
183,"fireball",18,[502],3,""
184,"fireball",19,[741],3,""
185,"fireball",20,[759],3,""
186,"fireball",21,[761],3,""
187,"fireball",22,[6],3,""
188,"fireball",23,[1131],3,""
189,"fireball",24,[1163],3,""
190,"fireball",25,[1166],3,""
191,"fireball",26,[1167],3,""
192,"fireball",27,[1193],3,""
193,"ice_shot",0,[70],3,""
194,"ice_shot",1,[71],3,""
195,"ice_shot",2,[72],3,""
196,"ice_shot",3,[73],3,""
197,"ice_shot",4,[1164],3,""
198,"explosive_arrow",0,[66],3,""
199,"explosive_arrow",1,[827],3,""
200,"explosive_arrow",2,[970],3,""
201,"explosive_arrow",3,[1188],3,""
202,"explosive_arrow",4,[1194],3,""
203,"ice_spear",0,[22],3,""
204,"ice_spear",1,[111],3,""
205,"ice_spear",2,[23],3,""
206,"ice_spear",3,[606],3,""
207,"ice_spear",4,[660],3,""
208,"ice_spear",5,[669],3,""
209,"ice_spear",6,[760],3,""
210,"ice_spear",7,[825],3,""
211,"ice_spear",8,[1197],3,""
212,"ice_spear",9,[1297],3,""
213,"ball_lightning",0,[104],3,""
214,"ball_lightning",1,[78],3,""
215,"ball_lightning",2,[156],3,""
216,"ball_lightning",3,[282],3,""
217,"ball_lightning",4,[370],3,""
218,"ball_lightning",5,[656],3,""
219,"ball_lightning",6,[782],3,""
220,"ball_lightning",7,[656],3,""
221,"ball_lightning",8,[917],3,""
222,"ball_lightning",9,[941],3,""
223,"ball_lightning",10,[979],3,""
224,"monster_soulrend",0,[659],3,""
225,"monster_soulrend",1,[712],3,""
226,"monster_soulrend",2,[1259],3,""
227,"monster_soulrend",3,[1287],3,""
228,"cobra_lash_projectile_default",0,[738],3,""
229,"cobra_lash_projectile_default",1,[1198],3,""
230,"cobra_lash_projectile_claw",0,[749],3,""
231,"cobra_lash_projectile_claw",1,[1199],3,""
232,"venom_gyre_projectile_default",0,[750],3,""
233,"venom_gyre_projectile_default",1,[1200],3,""
234,"venom_gyre_projectile_released",0,[757],3,""
235,"volcanic_slam",0,[1226],3,""
236,"volcanic_slam_lite",0,[1231],3,""
237,"venom_gyre_projectile_released",1,[1201],3,""
238,"caustic_arrow",0,[63],3,""
239,"caustic_arrow",1,[205],3,""
240,"caustic_arrow",2,"[207,208]",3,""
241,"caustic_arrow",3,[954],3,""
242,"caustic_arrow",4,[1202],3,""
243,"caustic_arrow",5,[206],3,""
244,"kinetic_blast",0,[62],3,""
245,"kinetic_blast",1,[449],3,""
246,"kinetic_blast",2,[1203],3,""
247,"caustic_arrow_vaal",0,[1227],3,""
248,"caustic_arrow_vaal",1,[1228],3,""
249,"caustic_arrow_vaal",2,[1229],3,""
250,"caustic_arrow_vaal",3,[1227],3,""
251,"caustic_arrow_vaal",4,[1230],3,""
252,"caustic_arrow_vaal",5,[1228],3,""
253,"vaal_lightning_arrow",0,[1232],3,""
254,"vaal_lightning_arrow",1,[1233],3,""
255,"vaal_lightning_arrow",3,[1234],3,""
256,"vaal_lightning_arrow",4,[1236],3,""
257,"vaal_lightning_arrow",5,[1235],3,""
258,"vaal_lightning_arrow",6,[1237],3,""
259,"vaal_lightning_arrow",7,[1299],3,""
260,"split_arrow",0,[202],3,""
261,"split_arrow",1,[199],3,""
262,"split_arrow",2,[200],3,""
263,"split_arrow",3,[201],3,""
264,"vaal_split_arrow",0,[1240],3,""
265,"arctic_breath",0,[50],3,""
266,"arctic_breath",1,[191],3,""
267,"arctic_breath",2,[325],3,""
268,"arctic_breath_skull",0,[51],3,""
269,"arctic_breath_skull",1,[192],3,""
270,"arctic_breath_skull",2,[326],3,""
271,"arctic_breath_skull",3,[1243],3,""
272,"arctic_breath_skull",4,[1261],3,""
273,"arctic_breath_lesser",0,[52],3,""
274,"arctic_breath_grenade",0,[864],3,""
