"rownum","Mod","Name","Visual","TextStyles","bool","bool"
116,32035,"Endurance Charge when Hit","",[],"",""
117,32036,"Frenzy Charge on Hit","",[],"",""
118,32037,"Power Charge on Cast","",[],"",""
119,32038,"Cannot be Slowed",20,[],"",""
120,32039,"Cannot be Stunned",20,[],"",""
121,32040,"Periodically Enrages",27,[],"",""
122,32041,"Always Crits","",[],"",""
123,32042,"Blinds","",[],"",""
124,32043,"Crit Resistant","",[],"",""
125,32044,"Hexproof","",[],"",""
126,32045,"Chaining",5,[],"",""
127,32046,"Far Shot",5,[],"",""
128,32047,"Extra Damage to Injured Foes",34,[],"",""
129,32048,"Charge Removal","",[],"",""
130,32049,"Inflicts Corrupted Blood",50,[],"",""
131,32050,"Spell Resistant","",[],"",""
132,32051,"Blocks Attacks","",[],"",""
133,32052,"Reflects Certain Ailments","",[],"",""
134,32053,"Reflects Hexes","",[],"",""
135,32054,"Haste Aura","",[],"",""
136,32055,"Energy Shield Aura","",[],"",""
137,32056,"Applies Random Mark","",[],"",""
138,32057,"Precision Aura","",[],"",""
139,32058,"Minions Fire Explode on Death","",[],"",""
140,32059,"Minions Cold Explode on Death","",[],"",""
141,32060,"Minions Lightning Explode on Death","",[],"",""
142,32061,"Life Shared with Treant Minions",39,[],"",""
143,32062,"Inflicts Grasping Vines",37,[],"",""
144,32063,"Hinder Aura",25,[],"",""
145,32064,"Extra Physical Damage Aura","",[],"",""
146,32065,"Revives Nearby Allies on Death",23,[],"",""
147,32066,"Powerful Minions","",[],"",""
148,32067,"Constantly Revives Minions","",[],"",""
149,32068,"Summons Undead","",[],"",""
150,32069,"Heals Allies and Suppresses Foe Recovery",33,[],"",""
151,32070,"Prevents Recovery above 50%",34,[],"",""
152,32071,"Temporal Proximity Shield",38,[],"",""
153,32072,"Soul Eater",23,[],"",""
154,32073,"Siphons Mana and Deals Lightning Damage",49,[],"",""
155,32074,"Invulnerability Aura",51,[],"",""
156,32075,"Siphons Flask Charges",36,[],"",""
157,32076,"Gain a Mod on Minion Death","",[],"",""
158,32077,"Shocked Ground on Death",12,[],"",""
159,32078,"Burning Ground on Death",8,[],"",""
160,32079,"Burning Ground on Death",8,[],"",""
161,32080,"Chilled Ground on Death",3,[],"",""
162,32081,"Consecrated Ground",26,[],"",""
163,32082,"Trail of Fire",43,[],"",""
164,32083,"Trail of Cold",40,[],"",""
165,32084,"Trail of Lightning",48,[],"",""
166,32085,"Energy Shield Explodes",9,[],"",""
167,32086,"Inferno Bolt when Hit","",[],"",""
168,32087,"Snow Bolt when Hit","",[],"",""
169,32088,"Lightning Mirage when Hit","",[],"",""
170,32089,"Ice Prison",41,[],"",""
171,32090,"Caustic Orb on Death",0,[],"",""
172,32091,"Caustic Orb on Death",0,[],"",""
173,32092,"Ambushes",30,[],"",""
174,32093,"Curses",35,[],"",""
175,32094,"Mirror Images",47,[],"",""
176,32095,"Fires Mortars",6,[],"",""
177,32096,"Explodes Corpses",44,[],"",""
178,32097,"Molten Shell",46,[],"",""
179,32098,"Exploding Orbs",46,[],"",""
180,32099,"Lightning Storm",12,[],"",""
181,32100,"Exploding Crystals when Hit",52,[],"",""
182,32101,"Lightning Totem Minions",28,[],"",""
183,32102,"Temporarily Revives","",[],"",""
184,32103,"Enrages as Life Lost",18,[],"",""
185,32104,"Adaptive Resistances",53,[],"",""
186,32105,"Creates Voodoo Doll",54,[],"",""
187,32106,"Creates Frost Walls and Flees",31,[],"",""
188,32107,"Lunaris-touched",55,[],1,""
189,32108,"Solaris-touched",56,[],1,""
190,32109,"Arakaali-touched",57,[],1,""
191,32110,"Brine King-touched",58,[],1,""
192,32111,"Tukohama-touched",59,[],1,""
193,32112,"Abberath-touched",60,[],1,""
194,32113,"Shakari-touched",61,[],1,""
195,32114,"Innocence-touched",62,[],1,""
196,32115,"Kitava-touched",63,[],1,""
197,32116,"Spirit Walkers","",[],"",""
198,32117,"Empowers Allies",29,[],"",""
199,5838,"Shaper-touched","",[],"",""
200,18647,"","",[],"",""
