"rownum","rid","rid","rid","bool","bool","bool","bool"
157,301,17652,14063,1,"","",""
158,302,17652,14063,1,"","",""
159,298,17652,14063,1,"","",""
160,299,17652,14063,1,"","",""
161,297,17652,14064,1,"","",""
162,18,17652,14062,1,"","",""
163,224,17652,14064,1,"","",""
164,213,17652,14064,1,"","",""
165,17,17652,14060,1,"","",""
166,10887,17652,14062,1,"","",""
167,163,17652,14063,1,"","",""
168,162,17652,14062,1,"","",""
169,161,17652,14061,1,"","",""
170,160,17652,14060,1,"","",""
171,142,17652,14063,1,"","",""
172,141,17652,14063,1,"","",""
173,140,17652,14062,1,"","",""
174,139,17652,14061,1,"","",""
175,138,17652,14060,1,"","",""
176,89,17652,14063,1,"","",""
177,88,17652,14063,1,"","",""
178,87,17652,14062,1,"","",""
179,86,17652,14062,1,"","",""
180,85,17652,14061,1,"","",""
181,84,17652,14061,1,"","",""
182,83,17652,14060,1,"","",""
183,121,17652,14063,1,"","",""
184,120,17652,14063,1,"","",""
185,119,17652,14062,1,"","",""
186,118,17652,14062,1,"","",""
187,117,17652,14061,1,"","",""
188,116,17652,14060,1,"","",""
189,132,17652,14063,1,"","",""
190,131,17652,14062,1,"","",""
191,130,17652,14062,1,"","",""
192,129,17652,14061,1,"","",""
193,128,17652,14060,1,"","",""
194,159,17652,14063,1,"","",""
195,158,17652,14062,1,"","",""
196,157,17652,14061,1,"","",""
197,156,17652,14060,1,"","",""
198,109,17652,14063,1,"","",""
199,108,17652,14063,1,"","",""
200,107,17652,14062,1,"","",""
201,106,17652,14062,1,"","",""
202,105,17652,14061,1,"","",""
203,104,17652,14060,1,"","",""
204,172,17652,14063,1,"","",""
205,171,17652,14062,1,"","",""
206,170,17652,14061,1,"","",""
207,137,17652,14063,1,"","",""
208,136,17652,14063,1,"","",""
209,135,17652,14062,1,"","",""
210,134,17652,14061,1,"","",""
211,133,17652,14060,1,"","",""
212,166,17652,14063,1,"","",""
213,165,17652,14062,1,"","",""
214,164,17652,14061,1,"","",""
215,155,17652,14063,1,"","",""
216,154,17652,14062,1,"","",""
217,153,17652,14061,1,"","",""
218,152,17652,14060,1,"","",""
219,177,17652,14064,1,"","",""
220,176,17652,14064,1,"","",""
221,178,17652,14064,1,"","",""
222,82,17652,14063,1,"","",""
223,81,17652,14063,1,"","",""
224,80,17652,14062,1,"","",""
225,79,17652,14062,1,"","",""
226,78,17652,14061,1,"","",""
227,77,17652,14061,1,"","",""
228,76,17652,14060,1,"","",""
229,96,17652,14063,1,"","",""
230,95,17652,14063,1,"","",""
231,94,17652,14062,1,"","",""
232,93,17652,14062,1,"","",""
233,92,17652,14061,1,"","",""
234,91,17652,14061,1,"","",""
235,90,17652,14060,1,"","",""
236,127,17652,14063,1,"","",""
237,126,17652,14063,1,"","",""
238,125,17652,14062,1,"","",""
239,124,17652,14061,1,"","",""
240,123,17652,14061,1,"","",""
241,122,17652,14060,1,"","",""
242,175,17652,14063,1,"","",""
243,174,17652,14062,1,"","",""
244,173,17652,14061,1,"","",""
245,169,17652,14063,1,"","",""
246,168,17652,14062,1,"","",""
247,167,17652,14061,1,"","",""
248,147,17652,14063,1,"","",""
249,146,17652,14062,1,"","",""
250,145,17652,14062,1,"","",""
251,144,17652,14061,1,"","",""
252,143,17652,14060,1,"","",""
253,179,17652,14064,1,"","",""
254,103,17652,14063,1,"","",""
255,102,17652,14063,1,"","",""
256,101,17652,14062,1,"","",""
257,100,17652,14062,1,"","",""
258,99,17652,14061,1,"","",""
259,98,17652,14061,1,"","",""
260,97,17652,14060,1,"","",""
261,151,17652,14063,1,"","",""
262,150,17652,14062,1,"","",""
263,149,17652,14061,1,"","",""
264,148,17652,14060,1,"","",""
265,115,17652,14063,1,"","",""
266,114,17652,14063,1,"","",""
267,113,17652,14062,1,"","",""
268,112,17652,14062,1,"","",""
269,111,17652,14061,1,"","",""
270,110,17652,14060,1,"","",""
271,10413,17652,14061,1,"","",""
272,10866,17652,14063,1,"","",""
273,10868,17652,14063,1,"","",""
274,314,17652,14064,1,"","",""
275,313,17652,14063,1,"","",""
276,312,17652,14062,1,"","",""
277,311,17652,14061,1,"","",""
278,310,17652,14064,1,"","",""
279,309,17652,14063,1,"","",""
280,308,17652,14062,1,"","",""
281,307,17652,14061,1,"","",""
282,10867,17652,14063,1,"","",""
283,221,17652,14064,1,"","",""
284,5,17652,14064,1,"","",""
285,263,17652,14062,1,"","",""
286,257,17652,14062,1,"","",""
287,261,17652,14062,1,"","",""
288,269,17652,14063,1,"","",""
289,267,17652,14062,1,"","",""
290,259,17652,14063,1,"","",""
291,248,17652,14062,1,"","",""
292,265,17652,14064,1,"","",""
293,258,17652,14063,1,"","",""
294,256,17652,14062,1,"","",""
295,268,17652,14063,1,"","",""
296,247,17652,14062,1,"","",""
297,250,17652,14062,1,"","",""
298,262,17652,14064,1,"","",""
299,245,17652,14062,1,"","",""
300,260,17652,14062,1,"","",""
301,253,17652,14062,1,"","",""
302,251,17652,14062,1,"","",""
303,266,17652,14062,1,"","",""
304,246,17652,14062,1,"","",""
305,249,17652,14062,1,"","",""
306,254,17652,14062,1,"","",""
307,252,17652,14062,1,"","",""
308,255,17652,14062,1,"","",""
309,264,17652,14062,1,"","",""
310,33,17652,14062,1,"","",""
311,12,17652,14061,1,"","",""
312,315,17652,14064,1,"","",""
313,198,17652,14062,1,"","",""
314,197,17652,14062,1,"","",""
315,195,17652,14062,1,"","",""
316,196,17652,14063,1,"","",""
317,199,17652,14064,1,"","",""
318,9,17652,14062,1,"","",""
319,4,17652,14061,1,"","",""
320,55,17652,14063,1,"","",""
321,53,17652,14063,1,"","",""
322,58,17652,14063,1,"","",""
323,70,17652,14063,1,"","",""
324,65,17652,14063,1,"","",""
325,67,17652,14063,1,"","",""
326,60,17652,14063,1,"","",""
327,74,17652,14063,1,"","",""
328,57,17652,14063,1,"","",""
329,71,17652,14063,1,"","",""
330,72,17652,14063,1,"","",""
331,75,17652,14063,1,"","",""
332,61,17652,14063,1,"","",""
333,69,17652,14063,1,"","",""
334,54,17652,14063,1,"","",""
335,64,17652,14063,1,"","",""
336,66,17652,14063,1,"","",""
337,63,17652,14063,1,"","",""
338,68,17652,14063,1,"","",""
339,52,17652,14063,1,"","",""
340,62,17652,14063,1,"","",""
341,73,17652,14063,1,"","",""
342,56,17652,14063,1,"","",""
343,59,17652,14063,1,"","",""
344,13,17652,14063,1,"","",""
345,15,17652,14060,1,"","",""
346,303,17652,14064,1,"","",""
347,10113,17652,14064,1,"","",""
348,10112,17652,14064,1,"","",""
349,10110,17652,14064,1,"","",""
350,10111,17652,14064,1,"","",""
351,10109,17652,14064,1,"","",""
352,10943,17652,14063,1,"","",""
353,10944,17652,14064,1,"","",""
354,10945,17652,14063,1,"","",""
355,10946,17652,14064,1,"","",""
356,2,17778,14075,"","","",""
357,9334,18733,14089,"","","",""
