"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","NotificationIcon","HideoutName","Id"
135,47,19,[8268],3,"Congratulations! You earned the Sentinel Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole27"
136,48,4,[3819],0,"Congratulations! You earned the Iridescent Helmet Attachment!\nThis appearance of this helmet attachment improves as you complete 12, 20 and 29 challenges.","","Iridescent Helmet Attachment (Tier 1)","IridescentHelmetAttachment"
137,48,6,[3820],0,"Congratulations! You earned the Iridescent Weapon Effect!\nThis weapon effect increases in intensity as you complete 14, 22 and 32 challenges.","","Iridescent Weapon Effect (Tier 1)","IridescentWeaponEffect"
138,48,8,[3824],0,"Congratulations! You earned the Iridescent Character Effect!\nThis character effect increases in intensity as you complete 16, 24 and 35 challenges.","","Iridescent Character Effect (Tier 1)","IridescentCharacterEffect"
139,48,10,[3822],0,"Congratulations! You earned the Iridescent Wings!\nThe appearance of these wings improves as you complete 10, 18 and 38 challenges.","","Iridescent Wings (Tier 1)","IridescentWings"
140,48,19,[8270],3,"Congratulations! You earned the Lake of Kalandra Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole28"
141,48,12,[],0,"Congratulations!\nYou earned another tier of the Iridescent Helmet Attachment!","Art/2DItems/Effects/Hats/IridescentEmperorHelmetAttachment.dds","Iridescent Helmet Attachment (Tier 2)",""
142,48,14,[],0,"Congratulations!\nYou earned another tier of the Iridescent Weapon Effect!","Art/2DItems/Effects/Weapon/weapon_IridescentEmperor.dds","Iridescent Weapon Effect (Tier 2)",""
143,48,16,[],0,"Congratulations!\nYou earned another tier of the Iridescent Character Effect!","Art/2DItems/Effects/Character/IridescentEmperorCharacterEffect.dds","Iridescent Character Effect (Tier 2)",""
144,48,18,[],0,"Congratulations!\nYou earned another tier of the Iridescent Wings!","Art/2DItems/Effects/Wings/IridescentMonarchWings.dds","Iridescent Wings (Tier 2)",""
145,48,20,[],0,"Congratulations!\nYou earned another tier of the Iridescent Helmet Attachment!","Art/2DItems/Effects/Hats/IridescentEmperorHelmetAttachment.dds","Iridescent Helmet Attachment (Tier 3)",""
146,48,22,[],0,"Congratulations!\nYou earned another tier of the Iridescent Weapon Effect!","Art/2DItems/Effects/Weapon/weapon_IridescentEmperor.dds","Iridescent Weapon Effect (Tier 3)",""
147,48,24,[],0,"Congratulations!\nYou earned another tier of the Iridescent Character Effect!","Art/2DItems/Effects/Character/IridescentEmperorCharacterEffect.dds","Iridescent Character Effect (Tier 3)",""
148,48,26,[],0,"Congratulations!\nYou earned another tier of the Iridescent Wings!","Art/2DItems/Effects/Wings/IridescentMonarchWings.dds","Iridescent Wings (Tier 3)",""
149,48,29,[],0,"Congratulations!\nYou earned the final tier of the Iridescent Helmet Attachment!","Art/2DItems/Effects/Hats/IridescentEmperorHelmetAttachment.dds","Iridescent Helmet Attachment (Tier 4)",""
150,48,32,[],0,"Congratulations!\nYou earned the final tier of the Iridescent Weapon Effect!","Art/2DItems/Effects/Weapon/weapon_IridescentEmperor.dds","Iridescent Weapon Effect (Tier 4)",""
151,48,35,[],0,"Congratulations!\nYou earned the final tier of the Iridescent Character Effect!","Art/2DItems/Effects/Character/IridescentEmperorCharacterEffect.dds","Iridescent Character Effect (Tier 4)",""
152,48,38,[],0,"Congratulations!\nYou earned the final tier of the Iridescent Wings!","Art/2DItems/Effects/Wings/IridescentMonarchWings.dds","Iridescent Wings (Tier 4)",""
153,49,1,[],0,"Congratulations!\nYou earned a Kalandra Mystery Box!","Art/2DItems/Effects/MysteryChest/LakeOfKalandraMysteryBox.dds","Kalandra Mystery Box","MysteryPackLakeOfKalandraBox"
154,50,4,[4087],0,"Congratulations! You earned the Victorious Gloves!\nThe appearance of this glove improves as you complete 12, 20 and 29 challenges.","","Victorious Gloves (Tier 1)","VictoriousGloves"
155,50,6,[4086],0,"Congratulations! You earned the Victorious Boots!\nThe appearance of this boot improves as you complete 14, 22 and 32 challenges.","","Victorious Boots (Tier 1)","VictoriousBoots"
156,50,8,[4085],0,"Congratulations! You earned the Victorious Helmet!\nThe appearance of this helmet improves as you complete 16, 24 and 35 challenges.","","Victorious Helmet (Tier 1)","VictoriousHelmet"
157,50,10,[4088],0,"Congratulations! You earned the Victorious Body Armour!\nThe appearance of this body armour improves as you complete 18, 26 and 38 challenges.","","Victorious Body Armour (Tier 1)","VictoriousBodyArmour"
158,50,19,[8272],3,"Congratulations! You earned the Sanctum Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole29"
159,50,12,[],0,"Congratulations!\nYou earned another tier of the Victorious Gloves!","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 2)",""
160,50,14,[],0,"Congratulations!\nYou earned another tier of the Victorious Boots!","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 2)",""
161,50,16,[],0,"Congratulations!\nYou earned another tier of the Victorious Helmet!","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 2)",""
162,50,18,[],0,"Congratulations!\nYou earned another tier of the Victorious Body Armour!","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 2)",""
163,50,20,[],0,"Congratulations!\nYou earned another tier of the Victorious Gloves!","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 3)",""
164,50,22,[],0,"Congratulations!\nYou earned another tier of the Victorious Boots!","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 3)",""
165,50,24,[],0,"Congratulations!\nYou earned another tier of the Victorious Helmet!","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 3)",""
166,50,26,[],0,"Congratulations!\nYou earned another tier of the Victorious Body Armour!","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 3)",""
167,50,29,[],0,"Congratulations!\nYou earned the final tier of the Victorious Gloves!","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 4)",""
168,50,32,[],0,"Congratulations!\nYou earned the final tier of the Victorious Boots!","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 4)",""
169,50,35,[],0,"Congratulations!\nYou earned the final tier of the Victorious Helmet!","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 4)",""
170,50,38,[],0,"Congratulations!\nYou earned the final tier of the Victorious Body Armour!","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 4)",""
171,51,1,[],0,"Congratulations!\nYou earned a Sanctum Mystery Box!","Art/2DItems/Effects/MysteryChest/SanctumMysteryBox.dds","Sanctum Mystery Box","MysteryPackSanctumBox"
172,52,4,[4251],0,"Congratulations! You earned the Chaosborn Gloves!\nThe appearance of this glove improves as you complete 12, 20 and 29 challenges.","","Chaosborn Gloves (Tier 1)","ChaosbornGloves"
173,52,6,[4250],0,"Congratulations! You earned the Chaosborn Boots!\nThe appearance of this boot improves as you complete 14, 22 and 32 challenges.","","Chaosborn Boots (Tier 1)","ChaosbornBoots"
174,52,8,[4249],0,"Congratulations! You earned the Chaosborn Helmet!\nThe appearance of this helmet improves as you complete 16, 24 and 35 challenges.","","Chaosborn Helmet (Tier 1)","ChaosbornHelmet"
175,52,10,[4252],0,"Congratulations! You earned the Chaosborn Body Armour!\nThe appearance of this body armour improves as you complete 18, 26 and 38 challenges.","","Chaosborn Body Armour (Tier 1)","ChaosbornBodyArmour"
176,52,12,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves!","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 2)",""
177,52,14,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Boots!","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 2)",""
178,52,16,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet!","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 2)",""
179,52,18,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Body Armour!","Art/2DItems/Effects/BodyArmour/ChaosOrbBody.dds","Chaosborn Body Armour (Tier 2)",""
180,52,20,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves!","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 3)",""
181,52,22,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Boots!","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 3)",""
182,52,24,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet!","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 3)",""
183,52,26,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Body Armour!","Art/2DItems/Effects/BodyArmour/ChaosOrbBody.dds","Chaosborn Body Armour (Tier 3)",""
184,52,29,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Gloves!","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 4)",""
185,52,32,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Boots!","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 4)",""
186,52,35,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Helmet!","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 4)",""
187,52,38,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Body Armour!","Art/2DItems/Effects/BodyArmour/ChaosOrbBody.dds","Chaosborn Body Armour (Tier 4)",""
188,52,19,[8274],3,"Congratulations! You earned the Crucible Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole30"
189,53,1,[8276],1,"Congratulations! You earned the Ruthless Crucible Totem!\nThe more ruthless challenges you complete, the bigger it gets!","","","HideoutRuthlessTotemPole30"
190,53,2,"[4250,4251,4249,4252]",0,"Congratulations! You earned the Chaosborn Armour Set!\nThe more ruthless challenges you complete, the more impressive they get!","Art/2DItems/Effects/ArmourSet/ChaosOrbArmour.dds","Chaosborn Armour Set","RuthlessCrucibleChallengeBundle"
191,53,3,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 2) and Chaosborn Boots (Tier 2)",""
192,53,5,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 3) and Chaosborn Boots (Tier 3)",""
193,53,7,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 4) and Chaosborn Boots (Tier 4)",""
194,53,4,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 2) and Chaosborn Body Armour (Tier 2)",""
195,53,6,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 3) and Chaosborn Body Armour (Tier 3)",""
196,53,8,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 4)  and Chaosborn Body Armour (Tier 4)",""
197,54,4,[4341],0,"Congratulations!\nYou earned the Beastmaster Boots!","","","BeastmasterBoots"
198,54,8,[4342],0,"Congratulations! You earned the Beastmaster Gloves!\nThe appearance of this glove improves as you complete 20 and 26 challenges.","","Beastmaster Gloves (Tier 1)","BeastmasterGloves"
199,54,12,[4343],0,"Congratulations! You earned the Beastmaster Body Armour!\nThe appearance of this body armour improves as you complete 22, 29 and 35 challenges.","","Beastmaster Body Armour (Tier 1)","BeastmasterBodyArmour"
200,54,16,[4340],0,"Congratulations! You earned the Beastmaster Helmet!\nThe appearance of this helmet improves as you complete 24, 32 and 38 challenges.","","Beastmaster Helmet (Tier 1)","BeastmasterHelmet"
201,54,20,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Gloves!","Art/2DItems/Effects/gloves/BeastmasterGloves.dds","Beastmaster Gloves (Tier 2)",""
202,54,22,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Body Armour!","Art/2DItems/Effects/BodyArmour/BeastmasterBody.dds","Beastmaster Body Armour (Tier 2)",""
203,54,24,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Helmet!","Art/2DItems/Effects/Hats/BeastmasterHelmet.dds","Beastmaster Helmet (Tier 2)",""
204,54,26,[],0,"Congratulations!\nYou earned the final tier of the Beastmaster Gloves!","Art/2DItems/Effects/gloves/BeastmasterGloves.dds","Beastmaster Gloves (Tier 3)",""
205,54,29,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Body Armour!","Art/2DItems/Effects/BodyArmour/BeastmasterBody.dds","Beastmaster Body Armour (Tier 3)",""
206,54,32,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Helmet!","Art/2DItems/Effects/Hats/BeastmasterHelmet.dds","Beastmaster Helmet (Tier 3)",""
207,54,35,[],0,"Congratulations!\nYou earned the final tier of the Beastmaster Body Armour!","Art/2DItems/Effects/BodyArmour/BeastmasterBody.dds","Beastmaster Body Armour (Tier 4) and Beastmaster Body Armour (Tier 5)",""
208,54,38,[],0,"Congratulations!\nYou earned the final tier of the Beastmaster Helmet!","Art/2DItems/Effects/Hats/BeastmasterHelmet.dds","Beastmaster Helmet (Tier 4)",""
209,54,19,[8278],3,"Congratulations! You earned the Ancestor Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole31"
210,55,2,"[4340,4341,4342,4343]",0,"Congratulations! You earned the Beastmaster Armour Set!\nThe more ruthless challenges you complete, the more impressive they get!","Art/2DItems/Effects/ArmourSet/BeastmasterArmour.dds","Beastmaster Armour Set","BeastmasterArmourPack"
211,55,3,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Gloves!","Art/2DItems/Effects/gloves/BeastmasterGloves.dds","Beastmaster Gloves (Tier 2)",""
212,55,4,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Body Armour!","Art/2DItems/Effects/BodyArmour/BeastmasterBody.dds","Beastmaster Body Armour (Tier 2)",""
213,55,5,[],0,"Congratulations!\nYou earned another tier of the Beastmaster Helmet!","Art/2DItems/Effects/Hats/BeastmasterHelmet.dds","Beastmaster Helmet (Tier 2)",""
214,55,6,[],0,"Congratulations!\nYou earned the final tier of the Beastmaster Gloves!","Art/2DItems/Effects/gloves/BeastmasterGloves.dds","Beastmaster Gloves (Tier 3)",""
215,55,7,[],0,"Congratulations!\nYou another tier of the Beastmaster Body Armour and Beastmaster Helmet!","Art/2DItems/Effects/BeastmasterBodyHelmetPack.dds","Beastmaster Body Armour (Tier 3) and Beastmaster Helmet (Tier 3)",""
216,55,8,[],0,"Congratulations!\nYou earned the final tier of the Beastmaster Body Armour and Beastmaster Helmet!","Art/2DItems/Effects/BeastmasterBodyHelmetPack.dds","Beastmaster Body Armour (Tier 4), Beastmaster Body Armour (Tier 5) and Beastmaster Helmet (Tier 4)",""
217,55,1,[8280],1,"Congratulations! You earned the Ruthless Ancestor Totem!\nThe more ruthless challenges you complete, the bigger it gets!","","","HideoutRuthlessTotemPole31"
218,56,1,[],0,"Congratulations!\nYou earned an Ancestor Mystery Box!","Art/2DItems/Effects/MysteryChest/AncestorsMysteryBox.dds","","MysteryPackAncestorBox"
